dagL46.txt 3_2x4.txt True 0.05463182897862233 0.07 958.5 [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 3, 1, 1, 3, 3, 3, 1, 3, 1, 1, 1, 3, 3, 1, 1, 3, 3, 1, 3, 3] 
dagL46.txt 3_2x4.txt True 0.05938242280285035 0.1 949.75 [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 7, 1, 1, 1, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 7, 1, 7, 1, 1, 7, 7, 7, 1, 7, 1, 7, 1, 7, 7, 1, 1, 7, 7, 1, 7, 7] 
dagL46.txt 3_2x4.txt True 0.12351543942992874 0.15 892.25 [3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 3, 3, 3, 3, 3, 3, 5, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 7, 3, 3, 3, 1, 3, 3, 7, 7, 3, 3, 7, 3, 3, 1, 7, 7, 1, 7, 1, 7, 5, 7, 3, 7, 7, 5, 7, 1, 7] 
dagL46.txt 3_2x4.txt True 0.15676959619952494 0.2 889.0 [7, 7, 7, 7, 7, 7, 6, 7, 7, 7, 6, 7, 7, 7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0, 7, 7, 7, 7, 0, 5, 7, 7, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 5, 7, 7, 7, 7, 7, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 5, 7, 7, 7, 7, 7, 7, 5, 7, 7, 1, 7, 7, 0, 7, 7, 1, 1, 7, 1, 7, 7, 5, 3, 1, 7, 7, 3, 7, 7, 1, 3] 
dagL46.txt 3_2x4.txt True 0.15676959619952494 0.3 889.0 [7, 7, 7, 7, 7, 7, 6, 7, 7, 7, 6, 7, 7, 7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0, 7, 7, 7, 7, 0, 5, 7, 7, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 5, 7, 7, 7, 7, 7, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 5, 7, 7, 7, 7, 7, 7, 5, 7, 7, 1, 7, 7, 0, 7, 7, 1, 1, 7, 1, 7, 7, 5, 3, 1, 7, 7, 3, 7, 7, 1, 3] 
dagL46.txt 3_2x4.txt True 0.15676959619952494 0.4 889.0 [7, 7, 7, 7, 7, 7, 6, 7, 7, 7, 6, 7, 7, 7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0, 7, 7, 7, 7, 0, 5, 7, 7, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 5, 7, 7, 7, 7, 7, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 5, 7, 7, 7, 7, 7, 7, 5, 7, 7, 1, 7, 7, 0, 7, 7, 1, 1, 7, 1, 7, 7, 5, 3, 1, 7, 7, 3, 7, 7, 1, 3] 
dagL46.txt 3_2x4.txt True 0.42042755344418054 0.5 300.75 [0, 1, 3, 1, 1, 1, 3, 1, 0, 1, 1, 1, 0, 3, 3, 0, 3, 0, 1, 1, 3, 3, 1, 3, 1, 3, 3, 3, 3, 1, 1, 3, 1, 7, 3, 3, 1, 3, 1, 7, 3, 7, 1, 3, 7, 7, 7, 7, 7, 7, 7, 7, 3, 7, 7, 6, 7, 7, 3, 6, 7, 3, 7, 6, 6, 5, 7, 6, 6, 5, 5, 7, 4, 5, 5, 5, 6, 5, 5, 7, 5, 5, 5, 4, 6, 5, 5, 5, 4, 4, 2, 2, 5, 5, 2, 5, 5, 4, 5, 2, 1, 5, 5, 5, 1, 2, 2, 5, 1, 5, 5, 5, 5, 2, 1, 5, 5, 5, 1, 1, 1, 5, 5, 5, 4, 1, 5, 1, 5, 1, 5, 1, 1, 2, 1, 1, 5, 5, 1, 1] 
dagL46.txt 3_2x4.txt True 0.5154394299287411 0.6 245.75 [1, 3, 3, 3, 3, 3, 1, 0, 3, 3, 3, 3, 1, 2, 1, 1, 3, 1, 3, 0, 2, 5, 3, 3, 5, 3, 5, 3, 1, 5, 5, 2, 1, 5, 5, 2, 5, 3, 3, 5, 5, 2, 0, 3, 7, 1, 7, 1, 5, 7, 5, 3, 6, 5, 7, 2, 7, 1, 0, 5, 1, 5, 3, 6, 3, 7, 3, 3, 2, 0, 3, 3, 7, 3, 7, 6, 3, 6, 5, 3, 5, 4, 3, 5, 6, 3, 5, 3, 6, 5, 3, 3, 6, 5, 3, 5, 4, 5, 5, 1, 7, 5, 7, 1, 7, 4, 1, 7, 5, 7, 7, 1, 4, 7, 1, 1, 4, 7, 1, 7, 7, 7, 1, 4, 4, 1, 7, 1, 7, 7, 1, 1, 1, 5, 7, 1, 7, 7, 7, 1] 
dagL46.txt 3_2x4.txt True 0.5581947743467933 0.7 266.0 [3, 3, 4, 5, 5, 5, 0, 0, 5, 2, 1, 5, 3, 5, 1, 3, 5, 2, 5, 4, 0, 1, 4, 5, 3, 0, 3, 5, 3, 3, 1, 5, 5, 1, 1, 0, 3, 5, 3, 3, 1, 2, 2, 4, 0, 3, 1, 3, 3, 7, 1, 5, 4, 3, 5, 1, 7, 2, 1, 5, 3, 1, 7, 7, 3, 3, 5, 7, 1, 3, 7, 7, 5, 7, 7, 1, 7, 5, 5, 7, 5, 3, 5, 4, 3, 7, 5, 7, 3, 5, 7, 7, 3, 5, 7, 5, 1, 5, 5, 3, 1, 5, 7, 3, 1, 1, 3, 7, 1, 7, 1, 3, 7, 7, 6, 3, 1, 7, 6, 1, 1, 7, 7, 4, 6, 1, 7, 6, 7, 6, 7, 1, 6, 7, 1, 1, 1, 7, 1, 1] 
dagL46.txt 3_2x4.txt True 0.7030878859857482 1 279.0 [5, 5, 1, 4, 6, 3, 1, 4, 5, 5, 4, 3, 1, 3, 1, 1, 3, 4, 3, 5, 3, 7, 1, 3, 3, 6, 6, 0, 6, 4, 3, 2, 4, 7, 7, 2, 7, 7, 3, 6, 7, 5, 7, 7, 0, 5, 1, 7, 1, 5, 3, 7, 2, 1, 6, 3, 5, 7, 6, 3, 5, 2, 0, 1, 5, 1, 7, 1, 3, 5, 3, 1, 1, 2, 1, 5, 7, 3, 2, 5, 7, 3, 7, 7, 5, 1, 7, 7, 0, 1, 2, 1, 1, 7, 7, 7, 5, 7, 3, 1, 5, 3, 3, 5, 1, 7, 1, 7, 1, 1, 3, 0, 7, 1, 3, 5, 7, 5, 3, 1, 5, 1, 5, 0, 3, 5, 1, 3, 5, 7, 7, 5, 3, 0, 3, 5, 5, 3, 1, 5] 
