dagE35.txt 1234x1.txt 0.05 20 0.6713615023474179 True 0.5 10000000235.5 {0: [0, 1, 2, 3, 4, 6, 39], 1: [7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 26], 2: [21, 22, 23, 24, 25, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 40, 41, 32], 3: [42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 5]} 
dagE35.txt 1234x3.txt 0.05 20 0.9295774647887324 True 0.5 10000000105.5 {0: [0, 1], 1: [2, 3, 4, 5], 2: [6, 7, 8, 9, 10, 11, 12], 3: [13, 14, 15, 16, 17, 18, 19, 20, 21], 4: [22, 23], 5: [24, 25, 26, 27], 6: [28, 29, 30, 31, 32, 33, 34], 7: [35, 36, 37, 38, 39, 40, 41, 42, 43], 8: [44, 45], 9: [46, 47, 48, 49], 10: [50, 51, 52, 53, 54, 55, 56], 11: [57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69]} 
dagE35.txt 1234x1.txt 0.05 20 0.6150234741784038 True 0.5 10000000235.5 {0: [0, 1, 2, 3, 6, 40], 1: [7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 4], 2: [21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 41, 28], 3: [42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 5]} 
dagE35.txt 1234x1.txt 0.07 20 0.6431924882629108 True 0.5 10000000235.5 {0: [0, 1, 2, 3, 4, 6, 29], 1: [7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 31], 2: [21, 22, 23, 24, 25, 26, 27, 28, 30, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 9], 3: [42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 5]} 
dagE35.txt 1234x1.txt 0.1 20 0.6431924882629108 True 0.5 10000000235.75 {0: [1, 2, 3, 4, 5, 6, 33], 1: [7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 38], 2: [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 34, 35, 36, 37, 39, 40, 41, 0], 3: [42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 13]} 
dagE35.txt 1234x1.txt 0.05 50 0.6572769953051644 True 0.5 10000000235.5 {0: [0, 1, 2, 3, 6, 4], 1: [7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 38], 2: [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 35, 36, 37, 39, 40, 41, 34], 3: [42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 5]} 
dagE35.txt 1234x1.txt 0.07 50 0.6431924882629108 True 0.5 10000000235.5 {0: [0, 1, 2, 3, 4, 6, 36], 1: [7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 18], 2: [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 37, 38, 39, 40, 41], 3: [42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 5]} 
dagE35.txt 1234x1.txt 0.1 50 0.6619718309859155 True 0.5 10000000235.5 {0: [0, 1, 2, 3, 4, 6, 31], 1: [7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 40], 2: [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37, 38, 39, 41, 16], 3: [42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 5]} 
dagE35.txt 1234x1.txt 0.05 100 0.6431924882629108 True 0.5 10000000235.5 {0: [0, 1, 2, 3, 4, 34], 1: [7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 6], 2: [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 35, 36, 37, 38, 39, 41, 40], 3: [42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 5]} 
dagE35.txt 1234x1.txt 0.07 100 0.6431924882629108 True 0.5 10000000235.5 {0: [0, 1, 2, 4, 6, 39], 1: [7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 32], 2: [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 40, 41, 3], 3: [42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 5]} 
dagE35.txt 1234x1.txt 0.1 100 0.6291079812206573 True 0.5 10000000235.5 {0: [0, 1, 2, 3, 4, 6, 10], 1: [7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 39], 2: [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 40, 41], 3: [42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 5]} 
dagE35.txt 1234x1.txt 0.05 20 0.5915492957746479 True 0.6 238.0 {0: [0, 1, 3, 4, 5, 6, 28], 1: [7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 2], 2: [21, 22, 23, 24, 25, 26, 27, 29, 30, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 18], 3: [42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 31]} 
dagE35.txt 1234x1.txt 0.07 20 0.5868544600938967 True 0.6 238.0 {0: [0, 1, 3, 4, 5, 6, 10], 1: [7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 2], 2: [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 32, 34, 35, 36, 37, 38, 39, 40, 41, 33], 3: [42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 31]} 
dagE35.txt 1234x1.txt 0.1 20 0.5727699530516432 True 0.6 235.5 {0: [0, 1, 2, 20, 28], 1: [7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 3, 34, 4, 6], 2: [21, 22, 23, 24, 25, 26, 27, 29, 30, 32, 33, 36, 37, 39, 40, 41, 31, 35, 16, 38], 3: [42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 5]} 
dagE35.txt 1234x1.txt 0.05 50 0.5868544600938967 True 0.6 236.25 {0: [0, 2, 3, 4, 5, 6, 36], 1: [7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 1], 2: [21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34, 35, 37, 38, 39, 40, 41, 16], 3: [42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 28]} 
dagE35.txt 1234x1.txt 0.07 50 0.5868544600938967 True 0.6 235.5 {0: [0, 3, 4, 6, 37, 14], 1: [7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 2, 1], 2: [21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 35, 36, 38, 39, 40, 41, 34, 28], 3: [42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 5]} 
dagE35.txt 1234x1.txt 0.1 50 0.5915492957746479 True 0.6 236.25 {0: [0, 1, 2, 3, 5, 6, 33], 1: [7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 4], 2: [21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 35, 36, 37, 38, 39, 40, 41, 34], 3: [42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 28]} 
dagE35.txt 1234x1.txt 0.05 100 0.596244131455399 True 0.6 235.5 {0: [0, 1, 2, 3, 4, 6, 18, 20], 1: [7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 33, 36], 2: [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 34, 35, 37, 38, 40, 41, 39], 3: [42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 5]} 
dagE35.txt 1234x1.txt 0.07 100 0.5868544600938967 True 0.6 235.5 {0: [0, 2, 6, 36, 3, 19], 1: [7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 4, 1, 28], 2: [21, 22, 23, 24, 25, 26, 27, 30, 31, 32, 33, 34, 35, 37, 38, 39, 41, 29, 20, 40], 3: [42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 5]} 
dagE35.txt 1234x1.txt 0.1 100 0.5774647887323944 True 0.6 236.25 {0: [0, 1, 2, 5, 6, 16, 31], 1: [7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 4, 3], 2: [21, 22, 23, 24, 25, 26, 27, 29, 30, 32, 33, 34, 35, 36, 38, 39, 40, 41, 37], 3: [42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 28]} 
