dagA3.txt 1234x1.txt 0.05 20 0.7612903225806451 True 0.5 10000000162.75 {0: [1, 2, 3, 4], 1: [5, 7, 8, 9, 10, 11, 12, 13, 6], 2: [15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 0], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 14]} 
dagA3.txt 1234x3.txt 0.05 20 0.9483870967741935 True 0.5 10000000090.25 {0: [0], 1: [1, 2, 3], 2: [4, 5, 6, 7, 8], 3: [9, 10, 11, 12, 13, 14], 4: [15], 5: [16, 17, 18], 6: [19, 20, 21, 22, 23], 7: [24, 25, 26, 27, 28, 29], 8: [30], 9: [31, 32, 33], 10: [34, 35, 36, 37, 38], 11: [39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]} 
dagA3.txt 1234x1.txt 0.05 20 0.7935483870967742 True 0.5 10000000161.0 {0: [0, 3, 4, 15, 9], 1: [5, 6, 7, 8, 11, 12, 14, 1, 2], 2: [16, 17, 18, 19, 20, 21, 23, 24, 25, 26, 27, 28, 29, 13, 10], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 22]} 
dagA3.txt 1234x1.txt 0.07 20 0.7677419354838709 True 0.5 10000000161.0 {0: [0, 1, 2, 4, 14], 1: [6, 7, 8, 9, 10, 11, 12, 13, 5], 2: [15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 3], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 25]} 
dagA3.txt 1234x1.txt 0.1 20 0.7870967741935484 True 0.5 10000000160.75 {0: [0, 2, 3, 4, 9], 1: [6, 8, 10, 11, 12, 13, 14, 7, 5], 2: [15, 16, 18, 19, 21, 22, 23, 24, 25, 26, 27, 28, 29, 1, 20], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 17]} 
dagA3.txt 1234x1.txt 0.05 50 0.7354838709677419 True 0.5 10000000160.75 {0: [0, 1, 2, 5], 1: [6, 7, 8, 9, 10, 11, 12, 13, 14, 4], 2: [15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 3], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 17]} 
dagA3.txt 1234x1.txt 0.07 50 0.7806451612903226 True 0.5 10000000160.75 {0: [0, 2, 3, 4, 14], 1: [5, 6, 7, 8, 9, 11, 12, 13, 1], 2: [15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 10], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 17]} 
dagA3.txt 1234x1.txt 0.1 50 0.7548387096774194 True 0.5 10000000160.75 {0: [1, 3, 4, 8], 1: [5, 6, 7, 9, 10, 11, 12, 13, 14, 2], 2: [15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 0], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 17]} 
dagA3.txt 1234x1.txt 0.05 100 0.7612903225806451 True 0.5 10000000160.75 {0: [0, 1, 2, 4, 14], 1: [5, 7, 8, 9, 10, 11, 12, 13, 6], 2: [15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 3], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 17]} 
dagA3.txt 1234x1.txt 0.07 100 0.7677419354838709 True 0.5 10000000160.75 {0: [1, 2, 3, 4, 9], 1: [5, 6, 7, 8, 10, 11, 12, 13, 14], 2: [15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 0], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 17]} 
dagA3.txt 1234x1.txt 0.1 100 0.8 True 0.5 10000000160.75 {0: [0, 1, 2, 3], 1: [5, 6, 7, 8, 9, 10, 11, 12, 14, 4], 2: [15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 13], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 17]} 
