dagG33.txt 1234x1.txt 0.05 20 0.48770491803278687 True 0.5 238.25 {0: [1, 2, 3, 5, 6, 7, 17, 30], 1: [8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 23, 4, 0], 2: [24, 25, 26, 27, 28, 29, 31, 32, 33, 34, 35, 37, 38, 39, 41, 42, 43, 45, 46, 47, 22, 44], 3: [48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 36, 40]} 
dagG33.txt 1234x1.txt 0.05 20 0.5081967213114754 True 0.6 236.0 {0: [0, 1, 2, 3, 4, 5, 6, 7, 11], 1: [8, 9, 10, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 31], 2: [24, 25, 26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 45, 46, 47, 12], 3: [48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 44]} 
dagG33.txt 1234x1.txt 0.07 20 0.5204918032786885 True 0.6 236.0 {0: [0, 1, 2, 3, 4, 5, 6, 7, 11], 1: [8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 40], 2: [24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 41, 42, 43, 44, 47, 46], 3: [48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 45]} 
dagG33.txt 1234x1.txt 0.1 20 0.5491803278688525 True 0.6 236.66666666666666 {0: [1, 2, 3, 4, 5, 6, 7, 0], 1: [8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 16], 2: [24, 25, 26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37, 38, 39, 40, 42, 43, 44, 45, 46, 47, 31], 3: [48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 41]} 
dagG33.txt 1234x1.txt 0.05 50 0.5245901639344263 True 0.6 236.0 {0: [0, 1, 2, 3, 4, 5, 6, 7, 11], 1: [8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 40], 2: [24, 25, 26, 27, 28, 29, 30, 31, 33, 34, 35, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 32], 3: [48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 36]} 
dagG33.txt 1234x1.txt 0.07 50 0.5573770491803278 True 0.6 235.33333333333334 {0: [0, 1, 2, 3, 5, 6, 7, 44], 1: [8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 17], 2: [24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 38, 39, 40, 41, 42, 43, 45, 46, 47, 4], 3: [48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 37]} 
dagG33.txt 1234x1.txt 0.1 50 0.5245901639344263 True 0.6 235.0 {0: [1, 4, 5, 6, 7, 30, 3, 0], 1: [8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 22, 23, 20, 2, 36], 2: [24, 25, 26, 27, 28, 29, 31, 32, 33, 34, 35, 38, 39, 41, 42, 43, 44, 45, 46, 47, 40, 15, 21], 3: [48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 37]} 
dagG33.txt 1234x1.txt 0.05 100 0.569672131147541 True 0.6 235.33333333333334 {0: [0, 1, 3, 4, 5, 6, 7, 39], 1: [8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23, 36], 2: [24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 37, 38, 40, 41, 42, 43, 44, 45, 46, 47, 2], 3: [48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 15]} 
dagG33.txt 1234x1.txt 0.07 100 0.5409836065573771 True 0.6 236.33333333333334 {0: [0, 1, 3, 4, 5, 6, 7, 20], 1: [8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 30], 2: [24, 25, 26, 27, 28, 29, 31, 32, 33, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 34], 3: [48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 2]} 
dagG33.txt 1234x1.txt 0.1 100 0.5614754098360656 True 0.6 235.33333333333334 {0: [0, 1, 3, 4, 5, 6, 7, 30], 1: [8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 16], 2: [24, 25, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 2], 3: [48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 37]} 
dagG33.txt 1234x1.txt 0.05 20 0.5204918032786885 True 0.7 236.0 {0: [0, 1, 2, 3, 4, 5, 6, 7, 11], 1: [8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 45], 2: [24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 38, 39, 40, 41, 42, 43, 44, 46, 47, 19], 3: [48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 37]} 
dagG33.txt 1234x1.txt 0.07 20 0.5368852459016393 True 0.7 236.75 {0: [0, 1, 2, 3, 4, 6, 7, 5], 1: [8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 46], 2: [24, 25, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 47, 20], 3: [48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 30]} 
dagG33.txt 1234x1.txt 0.1 20 0.5491803278688525 True 0.7 235.25 {0: [0, 2, 3, 4, 5, 6, 7, 15], 1: [8, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20, 21, 22, 23, 34], 2: [24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 1], 3: [48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 17]} 
dagG33.txt 1234x1.txt 0.05 50 0.5245901639344263 True 0.7 236.75 {0: [1, 2, 3, 4, 5, 6, 7, 10], 1: [8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 0], 2: [24, 25, 26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37, 38, 40, 41, 42, 43, 44, 45, 46, 47, 31], 3: [48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 39]} 
dagG33.txt 1234x1.txt 0.07 50 0.5204918032786885 True 0.7 236.66666666666666 {0: [0, 1, 2, 3, 5, 6, 7, 19], 1: [8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 4], 2: [24, 25, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 42, 43, 44, 45, 46, 47, 30], 3: [48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 41]} 
dagG33.txt 1234x1.txt 0.1 50 0.5491803278688525 True 0.7 236.66666666666666 {0: [1, 2, 3, 4, 5, 6, 7, 0], 1: [8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 10], 2: [24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 35, 36, 37, 38, 39, 40, 42, 43, 44, 45, 46, 47, 34], 3: [48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 41]} 
dagG33.txt 1234x1.txt 0.05 100 0.5491803278688525 True 0.7 236.66666666666666 {0: [0, 1, 2, 4, 5, 6, 7, 23], 1: [8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 3], 2: [24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 42, 43, 44, 45, 46, 47], 3: [48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 41]} 
dagG33.txt 1234x1.txt 0.07 100 0.5573770491803278 True 0.7 235.25 {0: [0, 3, 4, 5, 6, 7, 1, 41], 1: [8, 9, 11, 12, 13, 14, 16, 18, 19, 20, 21, 22, 23, 31, 10], 2: [24, 25, 26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37, 38, 39, 40, 42, 43, 44, 45, 46, 47, 15, 2], 3: [48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 17]} 
dagG33.txt 1234x1.txt 0.1 100 0.5286885245901639 True 0.7 236.0 {0: [0, 1, 2, 3, 4, 5, 6, 7, 11], 1: [8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 47], 2: [24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 43, 45, 46, 42], 3: [48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 44]} 
dagG33.txt 1234x1.txt 0.05 20 0.5286885245901639 True 0.8 236.0 {0: [0, 1, 2, 3, 4, 5, 6, 7, 11], 1: [8, 9, 10, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23, 39], 2: [24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 37, 38, 40, 41, 42, 43, 44, 45, 46, 47, 15], 3: [48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 36]} 
dagG33.txt 1234x1.txt 0.07 20 0.5573770491803278 True 0.8 236.75 {0: [1, 2, 3, 4, 5, 6, 7, 0], 1: [8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 22], 2: [24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 40, 41, 42, 43, 45, 46, 47, 44], 3: [48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 39]} 
dagG33.txt 1234x1.txt 0.1 20 0.5491803278688525 True 0.8 236.66666666666666 {0: [0, 1, 3, 4, 5, 6, 7, 2], 1: [8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 20], 2: [24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 37, 38, 39, 40, 42, 43, 44, 45, 46, 47, 36], 3: [48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 41]} 
dagG33.txt 1234x1.txt 0.05 50 0.5491803278688525 True 0.8 236.66666666666666 {0: [0, 1, 2, 3, 4, 5, 7, 6], 1: [8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23], 2: [24, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 42, 43, 44, 45, 46, 47, 25], 3: [48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 41]} 
dagG33.txt 1234x1.txt 0.07 50 0.5368852459016393 True 0.8 236.66666666666666 {0: [0, 1, 2, 3, 4, 5, 6, 7, 11], 1: [8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 20], 2: [24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 37, 38, 39, 40, 42, 43, 44, 45, 46, 47, 36], 3: [48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 41]} 
dagG33.txt 1234x1.txt 0.1 50 0.5614754098360656 True 0.8 235.5 {0: [0, 1, 2, 3, 4, 5, 6, 42], 1: [8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 30], 2: [24, 25, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 43, 44, 45, 46, 47, 7], 3: [48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 17]} 
dagG33.txt 1234x1.txt 0.05 100 0.5614754098360656 True 0.8 236.5 {0: [0, 1, 2, 3, 5, 6, 7, 42], 1: [8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 16], 2: [24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 43, 44, 45, 46, 47, 4], 3: [48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 41]} 
dagG33.txt 1234x1.txt 0.07 100 0.5409836065573771 True 0.8 235.25 {0: [0, 1, 2, 4, 5, 6, 7, 43], 1: [8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 11], 2: [24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 45, 46, 47, 3], 3: [48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 44]} 
dagG33.txt 1234x1.txt 0.1 100 0.5655737704918032 True 0.8 235.33333333333334 {0: [0, 2, 3, 4, 5, 6, 7, 47], 1: [8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 41], 2: [24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 42, 43, 44, 45, 46, 1], 3: [48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 17]} 
dagG33.txt 1234x1.txt 0.05 20 0.4959016393442623 True 0.5 244.75 {0: [1, 2, 3, 4, 5, 6, 7, 10, 11], 1: [8, 9, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 17], 2: [24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 41, 42, 44, 45, 46, 47, 0], 3: [48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 43, 40]} 
dagG33.txt 1234x1.txt 0.07 20 0.5655737704918032 True 0.5 10000000235.333334 {0: [0, 2, 3, 4, 5, 6, 7, 47], 1: [8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 41], 2: [24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 42, 43, 44, 45, 46, 1], 3: [48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 17]} 
dagG33.txt 1234x1.txt 0.1 20 0.48770491803278687 True 0.5 241.5 {0: [1, 2, 3, 4, 5, 6, 7, 42], 1: [8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 0], 2: [24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 44, 45, 46, 47, 23], 3: [48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 43]} 
dagG33.txt 1234x1.txt 0.05 50 0.4918032786885246 True 0.5 241.5 {0: [0, 2, 3, 4, 6, 7, 5], 1: [8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 1], 2: [24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 44, 45, 46, 47, 21], 3: [48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 43]} 
dagG33.txt 1234x1.txt 0.07 50 0.5 True 0.5 238.33333333333334 {0: [0, 1, 2, 3, 5, 6, 7, 11], 1: [8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 4], 2: [24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 42, 43, 45, 46, 47, 41], 3: [48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 44]} 
dagG33.txt 1234x1.txt 0.1 50 0.5 True 0.5 237.0 {0: [1, 2, 3, 5, 7, 15, 33, 32], 1: [8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23, 4, 42], 2: [24, 25, 26, 27, 28, 29, 30, 31, 34, 35, 37, 38, 39, 40, 41, 43, 44, 45, 46, 47, 6, 0], 3: [48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 36]} 
dagG33.txt 1234x1.txt 0.05 100 0.4959016393442623 True 0.5 241.5 {0: [0, 1, 3, 4, 5, 6, 7, 2], 1: [8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 21, 22, 23, 14], 2: [24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 44, 45, 46, 47, 20], 3: [48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 43]} 
dagG33.txt 1234x1.txt 0.07 100 0.4959016393442623 True 0.5 239.0 {0: [0, 1, 2, 3, 6, 7, 29], 1: [8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 4], 2: [24, 25, 26, 27, 28, 30, 32, 33, 34, 35, 36, 37, 38, 39, 41, 42, 43, 45, 46, 47, 5, 31], 3: [48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 44, 40]} 
