dagE8.txt 1234x1.txt 0.05 20 0.6046511627906976 True 0.5 10000000201.5 {0: [0, 1, 2, 3, 4, 5, 6, 35], 1: [7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 36], 2: [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 37, 39, 40, 41, 18], 3: [42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 38]} 
dagE8.txt 1234x3.txt 0.05 20 0.8930232558139535 True 0.5 10000000096.25 {0: [0, 1], 1: [2, 3, 4, 5], 2: [6, 7, 8, 9, 10, 11, 12], 3: [13, 14, 15, 16, 17, 18, 19, 20, 21], 4: [22, 23], 5: [24, 25, 26, 27], 6: [28, 29, 30, 31, 32, 33, 34], 7: [35, 36, 37, 38, 39, 40, 41, 42, 43], 8: [44, 45], 9: [46, 47, 48, 49], 10: [50, 51, 52, 53, 54, 55, 56], 11: [57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69]} 
dagE8.txt 1234x1.txt 0.05 20 0.586046511627907 True 0.5 10000000201.5 {0: [3, 5, 6, 25, 4, 36, 2], 1: [7, 10, 11, 12, 14, 15, 16, 17, 19, 18, 0, 1, 13], 2: [21, 22, 23, 24, 27, 28, 30, 31, 32, 33, 34, 35, 37, 38, 39, 40, 41, 9, 26, 8, 20], 3: [42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 29]} 
dagE8.txt 1234x1.txt 0.07 20 0.5767441860465117 True 0.5 10000000201.666666 {0: [0, 1, 2, 3, 4, 5, 6, 26], 1: [7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 35], 2: [21, 22, 23, 24, 25, 27, 28, 30, 31, 32, 33, 34, 36, 37, 38, 39, 40, 41, 18], 3: [42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 29]} 
dagE8.txt 1234x1.txt 0.1 20 0.5953488372093023 True 0.5 10000000202.0 {0: [0, 1, 2, 3, 4, 5, 6, 9], 1: [8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 7], 2: [21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36, 38, 39, 40, 41, 27], 3: [42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 37]} 
dagE8.txt 1234x1.txt 0.05 50 0.5953488372093023 True 0.5 10000000204.0 {0: [0, 1, 2, 3, 4, 5, 6, 20], 1: [7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 26], 2: [21, 22, 23, 24, 25, 27, 28, 30, 31, 32, 34, 35, 36, 37, 38, 39, 40, 41, 33], 3: [42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 29]} 
dagE8.txt 1234x1.txt 0.07 50 0.6232558139534884 True 0.5 10000000202.0 {0: [0, 1, 2, 3, 4, 5, 6, 35], 1: [7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 36], 2: [21, 22, 23, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 37, 38, 39, 40, 41, 24], 3: [42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 18]} 
dagE8.txt 1234x1.txt 0.1 50 0.6046511627906976 True 0.5 10000000202.25 {0: [0, 1, 2, 3, 4, 5, 6, 20], 1: [7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], 2: [21, 22, 23, 25, 26, 27, 28, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 29], 3: [42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 24]} 
dagE8.txt 1234x1.txt 0.05 100 0.6046511627906976 True 0.5 10000000201.333334 {0: [0, 1, 2, 3, 4, 5, 6, 20], 1: [8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 37], 2: [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 34, 35, 36, 38, 39, 40, 41, 7], 3: [42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 33]} 
dagE8.txt 1234x1.txt 0.07 100 0.6046511627906976 True 0.5 10000000202.25 {0: [0, 1, 2, 3, 4, 5, 6, 20], 1: [7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 15], 2: [21, 22, 23, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41], 3: [42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 24]} 
dagE8.txt 1234x1.txt 0.1 100 0.5720930232558139 True 0.5 10000000202.0 {0: [0, 1, 2, 4, 5, 6, 17], 1: [7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 3], 2: [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 34, 35, 36, 38, 39, 40, 41, 33], 3: [42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 37]} 
dagE8.txt 1234x1.txt 0.05 20 0.5953488372093023 True 0.6 204.0 {0: [0, 1, 2, 3, 4, 5, 6, 20], 1: [7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 12], 2: [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 37, 38, 40, 41, 39], 3: [42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 36]} 
dagE8.txt 1234x1.txt 0.07 20 0.5767441860465117 True 0.6 202.0 {0: [0, 1, 2, 3, 5, 6, 12], 1: [7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 4], 2: [21, 22, 23, 24, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 38, 39, 40, 41, 25], 3: [42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 37]} 
