dagD30.txt 1234x1.txt 0.05 20 0.66 True 0.5 10000000194.25 {0: [1, 2, 3, 4, 5, 34], 1: [6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], 2: [20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 36, 37, 35], 3: [38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 0]} 
dagD30.txt 1234x1.txt 0.05 20 0.595 True 0.6 198.75 {0: [1, 2, 3, 4, 5, 24], 1: [6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 0], 2: [19, 20, 21, 22, 23, 25, 26, 27, 28, 29, 30, 31, 32, 34, 36, 37, 33], 3: [38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 35]} 
dagD30.txt 1234x1.txt 0.07 20 0.6 True 0.6 198.75 {0: [0, 1, 2, 3, 4, 5, 19], 1: [6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 24], 2: [20, 21, 22, 23, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 36, 37, 16], 3: [38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 35]} 
dagD30.txt 1234x1.txt 0.1 20 0.595 True 0.6 201.75 {0: [0, 1, 2, 3, 5, 12, 15], 1: [6, 7, 8, 9, 10, 13, 16, 17, 18, 19, 36], 2: [20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 37, 4, 14], 3: [38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 35, 11]} 
dagD30.txt 1234x1.txt 0.05 50 0.6 True 0.6 198.75 {0: [0, 1, 2, 3, 5, 4], 1: [6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 24], 2: [19, 20, 21, 22, 23, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 36, 37, 14], 3: [38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 35]} 
dagD30.txt 1234x1.txt 0.07 50 0.6 True 0.6 198.75 {0: [1, 2, 3, 4, 5, 27], 1: [7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 6], 2: [19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 33, 34, 36, 37, 0], 3: [38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 35]} 
dagD30.txt 1234x1.txt 0.1 50 0.6 True 0.6 196.5 {0: [3, 4, 5, 12, 24, 1], 1: [6, 8, 9, 10, 13, 15, 16, 17, 33, 2, 14, 18], 2: [19, 20, 21, 22, 23, 25, 27, 30, 31, 32, 34, 35, 36, 37, 26, 0, 11, 29], 3: [38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 28, 7]} 
dagD30.txt 1234x1.txt 0.05 100 0.6 True 0.6 197.25 {0: [0, 1, 2, 3, 4, 30], 1: [6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 5], 2: [19, 20, 21, 22, 23, 25, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 37, 10], 3: [38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 24]} 
dagD30.txt 1234x1.txt 0.07 100 0.6 True 0.6 198.75 {0: [0, 1, 2, 3, 4, 24], 1: [6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 5], 2: [19, 20, 21, 22, 23, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 36, 37, 14], 3: [38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 35]} 
dagD30.txt 1234x1.txt 0.1 100 0.595 True 0.6 197.25 {0: [1, 2, 3, 4, 35], 1: [6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 0], 2: [19, 20, 21, 22, 23, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 36, 37, 5], 3: [38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 24]} 
dagD30.txt 1234x1.txt 0.05 20 0.64 True 0.7 195.0 {0: [0, 1, 3, 4, 5, 26], 1: [6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 2], 2: [20, 21, 22, 23, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 35, 37, 36], 3: [38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 19]} 
dagD30.txt 1234x1.txt 0.07 20 0.65 True 0.7 193.0 {0: [0, 1, 3, 4, 5, 27], 1: [6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], 2: [20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 34, 35, 36, 37, 33], 3: [38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 2]} 
dagD30.txt 1234x1.txt 0.1 20 0.64 True 0.7 195.5 {0: [0, 1, 2, 3, 4, 5, 23], 1: [6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 27], 2: [19, 20, 21, 22, 24, 25, 26, 28, 29, 30, 31, 33, 34, 35, 36, 37, 32], 3: [38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 12]} 
dagD30.txt 1234x1.txt 0.05 50 0.675 True 0.7 193.25 {0: [0, 1, 2, 3, 4, 5, 36], 1: [6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], 2: [20, 21, 22, 23, 24, 26, 27, 28, 29, 30, 31, 33, 34, 35, 37, 32], 3: [38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 25]} 
dagD30.txt 1234x1.txt 0.07 50 0.66 True 0.7 194.0 {0: [0, 1, 3, 4, 5, 27], 1: [6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 25], 2: [19, 21, 22, 23, 24, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 20], 3: [38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 2]} 
dagD30.txt 1234x1.txt 0.1 50 0.665 True 0.7 194.0 {0: [0, 1, 3, 4, 5, 36, 25], 1: [6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 10], 2: [22, 24, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 37, 21, 2], 3: [38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 23, 20]} 
dagD30.txt 1234x1.txt 0.05 100 0.655 True 0.7 194.0 {0: [0, 1, 3, 4, 5, 27], 1: [8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 28, 34], 2: [19, 20, 21, 22, 23, 24, 25, 26, 29, 30, 31, 32, 33, 35, 36, 37, 7, 6], 3: [38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 2]} 
dagD30.txt 1234x1.txt 0.07 100 0.635 True 0.7 194.5 {0: [1, 2, 3, 4, 5, 27], 1: [6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 0], 2: [19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 33, 34, 35, 37, 8], 3: [38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 36]} 
dagD30.txt 1234x1.txt 0.1 100 0.685 True 0.7 194.0 {0: [0, 1, 3, 4, 5, 36, 2], 1: [6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 20, 28], 2: [19, 21, 22, 23, 24, 26, 29, 30, 31, 32, 33, 34, 35, 37, 27, 25], 3: [38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 12]} 
dagD30.txt 1234x1.txt 0.05 20 0.65 True 0.8 194.0 {0: [0, 1, 3, 4, 5, 26], 1: [6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 29], 2: [19, 20, 21, 22, 23, 24, 25, 27, 28, 30, 31, 32, 33, 34, 35, 36, 37, 2], 3: [38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 12]} 
dagD30.txt 1234x1.txt 0.07 20 0.665 True 0.8 194.25 {0: [1, 2, 3, 4, 5, 32], 1: [6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 25], 2: [20, 21, 22, 23, 24, 26, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 19], 3: [38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 0]} 
dagD30.txt 1234x1.txt 0.1 20 0.655 True 0.8 193.33333333333334 {0: [1, 2, 3, 4, 5, 34], 1: [6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], 2: [20, 21, 22, 23, 24, 26, 27, 28, 29, 30, 31, 32, 33, 35, 36, 37, 0], 3: [38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 25]} 
dagD30.txt 1234x1.txt 0.05 50 0.65 True 0.8 194.0 {0: [0, 1, 2, 3, 4, 5, 19], 1: [6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 25], 2: [20, 21, 22, 23, 24, 27, 29, 30, 31, 32, 33, 34, 35, 36, 37, 26], 3: [38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 28]} 
dagD30.txt 1234x1.txt 0.07 50 0.655 True 0.8 195.5 {0: [0, 2, 3, 4, 5, 15], 1: [6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 22], 2: [19, 20, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 1], 3: [38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 21]} 
dagD30.txt 1234x1.txt 0.1 50 0.64 True 0.8 194.5 {0: [0, 1, 2, 3, 4, 5, 28], 1: [6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], 2: [20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 34, 35, 37, 33], 3: [38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 36]} 
dagD30.txt 1234x1.txt 0.05 100 0.655 True 0.8 193.5 {0: [0, 1, 2, 3, 4, 5, 36], 1: [6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], 2: [20, 21, 22, 23, 24, 25, 26, 27, 30, 31, 32, 33, 34, 35, 37, 29], 3: [38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 28]} 
dagD30.txt 1234x1.txt 0.07 100 0.665 True 0.8 194.25 {0: [1, 2, 3, 4, 5, 32], 1: [6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 25], 2: [19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 30, 31, 33, 34, 36, 37, 35], 3: [38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 0]} 
dagD30.txt 1234x1.txt 0.1 100 0.675 True 0.8 193.25 {0: [0, 1, 2, 3, 4, 5, 36], 1: [6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 33], 2: [19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 35, 37, 34], 3: [38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 12]} 
dagD30.txt 1234x1.txt 0.05 20 0.66 True 0.5 10000000194.5 {0: [0, 1, 2, 3, 4, 5, 28], 1: [6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 30], 2: [19, 20, 21, 22, 23, 24, 26, 27, 29, 31, 32, 33, 34, 35, 36, 37, 10], 3: [38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 25]} 
dagD30.txt 1234x1.txt 0.07 20 0.65 True 0.5 10000000195.0 {0: [0, 1, 2, 3, 4, 5, 11], 1: [6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 30], 2: [19, 20, 21, 23, 24, 25, 26, 27, 29, 31, 32, 33, 34, 35, 36, 37, 22], 3: [38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 28]} 
dagD30.txt 1234x1.txt 0.1 20 0.635 True 0.5 10000000193.5 {0: [0, 1, 3, 4, 5, 27], 1: [6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 2], 2: [20, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 21], 3: [38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 19]} 
dagD30.txt 1234x1.txt 0.05 50 0.65 True 0.5 10000000194.333334 {0: [1, 2, 3, 4, 5, 14, 0], 1: [6, 7, 8, 9, 10, 11, 13, 15, 16, 17, 18, 33, 19], 2: [20, 21, 22, 23, 24, 26, 28, 29, 30, 31, 32, 34, 35, 36, 37, 27, 25], 3: [38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 12]} 
dagD30.txt 1234x1.txt 0.07 50 0.63 True 0.5 10000000194.5 {0: [0, 1, 3, 4, 5, 26], 1: [6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 2], 2: [19, 20, 21, 22, 23, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 35, 37], 3: [38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 36]} 
dagD30.txt 1234x1.txt 0.1 50 0.64 True 0.5 10000000194.5 {0: [0, 1, 2, 3, 4, 5, 12], 1: [6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 32], 2: [19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 34, 35, 37, 33], 3: [38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 36]} 
dagD30.txt 1234x1.txt 0.05 100 0.66 True 0.5 10000000193.0 {0: [0, 1, 3, 4, 5, 34], 1: [6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], 2: [20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 36, 37, 35], 3: [38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 2]} 
dagD30.txt 1234x1.txt 0.07 100 0.655 True 0.5 10000000193.333334 {0: [0, 1, 2, 3, 4, 5, 28], 1: [6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 33], 2: [19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 34, 35, 36, 37, 32], 3: [38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 12]} 
dagD30.txt 1234x1.txt 0.1 100 0.635 True 0.5 10000000193.5 {0: [0, 1, 3, 4, 5, 32], 1: [6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 2], 2: [19, 20, 21, 23, 24, 25, 26, 27, 29, 30, 31, 33, 34, 35, 36, 37, 22], 3: [38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 28]} 
dagD30.txt 1234x1.txt 0.05 20 0.67 True 0.6 10000000194.0 {0: [2, 3, 4, 5, 24, 0], 1: [7, 8, 9, 12, 13, 14, 15, 16, 17, 18, 25, 1, 26], 2: [19, 20, 21, 22, 23, 27, 28, 29, 31, 33, 34, 35, 36, 37, 32, 30, 6], 3: [38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 10, 11]} 
dagD30.txt 1234x1.txt 0.07 20 0.585 True 0.6 198.75 {0: [1, 3, 4, 5, 29], 1: [6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 2], 2: [19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 30, 31, 32, 33, 34, 36, 37, 0], 3: [38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 35]} 
dagD30.txt 1234x1.txt 0.1 20 0.59 True 0.6 196.5 {0: [2, 3, 12, 1, 9, 22], 1: [6, 7, 8, 10, 13, 15, 16, 17, 18, 29, 0, 23, 19], 2: [20, 21, 24, 25, 26, 27, 30, 31, 33, 34, 35, 36, 37, 32, 4, 5, 14], 3: [38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 28, 11]} 
dagD30.txt 1234x1.txt 0.05 50 0.59 True 0.6 200.33333333333334 {0: [1, 2, 3, 4, 5, 24], 1: [6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 0], 2: [19, 20, 21, 22, 23, 25, 26, 27, 28, 29, 30, 31, 32, 33, 35, 36, 37, 17], 3: [38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 34]} 
dagD30.txt 1234x1.txt 0.07 50 0.59 True 0.6 201.0 {0: [1, 3, 4, 5, 28, 10], 1: [6, 7, 8, 9, 12, 13, 15, 16, 17, 18, 2, 35], 2: [19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 34, 36, 37, 0, 14], 3: [38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 33, 11]} 
dagD30.txt 1234x1.txt 0.1 50 0.645 True 0.6 10000000194.5 {0: [0, 1, 2, 3, 4, 22], 1: [6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 5], 2: [19, 20, 21, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 37, 7], 3: [38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 36]} 
dagD30.txt 1234x1.txt 0.05 100 0.65 True 0.6 10000000194.0 {0: [3, 4, 5, 26, 2, 0], 1: [6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 32, 18], 2: [19, 21, 22, 24, 25, 27, 28, 30, 31, 33, 34, 35, 36, 37, 12, 29, 1], 3: [38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 23, 20]} 
dagD30.txt 1234x1.txt 0.07 100 0.6 True 0.6 197.25 {0: [1, 2, 3, 4, 33], 1: [6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 5], 2: [19, 20, 21, 22, 23, 25, 26, 27, 28, 29, 30, 31, 32, 34, 35, 36, 37, 0], 3: [38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 24]} 
