dagA20.txt 1234x1.txt 0.05 20 0.7622377622377622 True 0.5 10000000147.333334 {0: [0, 1, 2, 4, 26], 1: [6, 7, 8, 9, 10, 11, 12, 13, 14, 19], 2: [15, 16, 17, 18, 20, 21, 22, 23, 24, 25, 27, 28, 29, 3], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 5]} 
dagA20.txt 1234x1.txt 0.05 20 0.7552447552447552 True 0.6 10000000147.5 {0: [0, 1, 2, 4, 16], 1: [5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 29], 2: [15, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 3], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 21]} 
dagA20.txt 1234x1.txt 0.07 20 0.8041958041958042 True 0.6 10000000147.75 {0: [0, 1, 2, 4, 6], 1: [5, 8, 9, 10, 11, 12, 13, 14, 3], 2: [16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 7], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 15]} 
dagA20.txt 1234x1.txt 0.1 20 0.7762237762237763 True 0.6 10000000147.5 {0: [1, 2, 3, 4, 16], 1: [5, 6, 7, 8, 9, 10, 11, 13, 14, 25], 2: [15, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 0], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 12]} 
dagA20.txt 1234x1.txt 0.05 50 0.8181818181818182 True 0.6 10000000148.0 {0: [0, 1, 2, 4, 29], 1: [5, 6, 7, 9, 10, 11, 12, 13, 14, 3], 2: [15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 21], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 8]} 
dagA20.txt 1234x1.txt 0.07 50 0.8041958041958042 True 0.6 10000000147.666666 {0: [1, 2, 3, 4, 26], 1: [5, 6, 7, 8, 9, 10, 11, 13, 14, 0], 2: [15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 27, 28, 29, 18], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 12]} 
dagA20.txt 1234x1.txt 0.1 50 0.7902097902097902 True 0.6 10000000148.0 {0: [0, 1, 2, 3, 16], 1: [6, 7, 8, 9, 10, 11, 12, 13, 14, 4], 2: [15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 27, 28, 29, 26], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 5]} 
dagA20.txt 1234x1.txt 0.05 100 0.7342657342657343 True 0.6 10000000149.0 {0: [0, 1, 2, 3, 11], 1: [5, 6, 7, 8, 9, 12, 13, 14, 25], 2: [15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 4], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 10]} 
dagA20.txt 1234x1.txt 0.07 100 0.7692307692307693 True 0.6 10000000147.75 {0: [0, 1, 2, 4, 26], 1: [5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 29], 2: [16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 27, 28, 3], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 15]} 
dagA20.txt 1234x1.txt 0.1 100 0.7902097902097902 True 0.6 10000000147.666666 {0: [0, 2, 4, 26, 3], 1: [5, 6, 7, 9, 10, 11, 13, 14, 1, 8], 2: [17, 18, 19, 20, 21, 22, 23, 24, 25, 27, 28, 29, 15, 16], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 12]} 
dagA20.txt 1234x1.txt 0.05 20 0.8111888111888111 True 0.7 10000000147.5 {0: [1, 2, 3, 4, 16], 1: [5, 6, 7, 8, 9, 10, 11, 13, 14, 0], 2: [15, 17, 18, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 19], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 12]} 
dagA20.txt 1234x1.txt 0.07 20 0.8041958041958042 True 0.7 10000000148.0 {0: [0, 1, 2, 3, 16], 1: [5, 6, 7, 9, 10, 11, 12, 13, 14, 4], 2: [15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 27], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 8]} 
dagA20.txt 1234x1.txt 0.1 20 0.6993006993006993 True 0.7 148.75 {0: [1, 4, 11, 15, 17], 1: [5, 7, 8, 9, 10, 12, 13, 14, 20, 6], 2: [16, 18, 19, 22, 24, 25, 26, 27, 28, 29, 0, 3, 23], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 2, 21]} 
dagA20.txt 1234x1.txt 0.05 50 0.6993006993006993 True 0.7 150.25 {0: [1, 4, 26, 0], 1: [6, 7, 8, 9, 10, 11, 13, 14, 3, 23], 2: [16, 17, 18, 19, 20, 21, 22, 24, 25, 27, 28, 29, 12, 5], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 15, 2]} 
dagA20.txt 1234x1.txt 0.07 50 0.6923076923076923 True 0.7 149.75 {0: [1, 3, 20, 19], 1: [6, 7, 8, 9, 10, 12, 13, 14, 0, 16], 2: [15, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 29, 2, 4], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 5, 11]} 
dagA20.txt 1234x1.txt 0.1 50 0.7902097902097902 True 0.7 10000000147.333334 {0: [0, 1, 2, 4, 16], 1: [6, 7, 8, 9, 10, 11, 12, 13, 14, 3], 2: [15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 5]} 
dagA20.txt 1234x1.txt 0.05 100 0.6713286713286714 True 0.7 146.75 {0: [4, 0, 3, 21], 1: [5, 6, 7, 8, 9, 10, 13, 14, 28, 20], 2: [16, 17, 18, 19, 22, 23, 24, 25, 26, 27, 1, 15, 12, 11], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 2, 29]} 
dagA20.txt 1234x1.txt 0.07 100 0.8181818181818182 True 0.7 10000000148.0 {0: [0, 1, 2, 4, 29], 1: [5, 6, 7, 8, 9, 10, 11, 13, 14, 3], 2: [15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 27], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 12]} 
dagA20.txt 1234x1.txt 0.1 100 0.6993006993006993 True 0.7 148.5 {0: [0, 1, 4, 16, 26], 1: [6, 7, 8, 9, 10, 13, 14, 19, 11, 5], 2: [15, 18, 20, 21, 22, 23, 24, 25, 27, 28, 29, 3, 12], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 2, 17]} 
dagA20.txt 1234x1.txt 0.05 20 0.7902097902097902 True 0.8 148.66666666666666 {0: [0, 2, 3, 4, 6], 1: [5, 7, 8, 9, 10, 11, 12, 13, 14, 29], 2: [16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 1], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 15]} 
dagA20.txt 1234x1.txt 0.07 20 0.7622377622377622 True 0.8 148.0 {0: [0, 2, 4, 7, 3], 1: [5, 6, 9, 10, 11, 12, 13, 14, 15, 8], 2: [16, 17, 18, 19, 20, 21, 22, 24, 25, 27, 28, 1, 23], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 29, 26]} 
dagA20.txt 1234x1.txt 0.1 20 0.7622377622377622 True 0.8 149.25 {0: [0, 2, 3, 4], 1: [5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 20], 2: [15, 16, 17, 18, 19, 21, 22, 23, 24, 25, 26, 27, 29, 1], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 28]} 
dagA20.txt 1234x1.txt 0.05 50 0.7622377622377622 True 0.8 148.75 {0: [0, 1, 2, 3, 16], 1: [5, 6, 7, 9, 10, 11, 12, 13, 14, 23], 2: [15, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29, 8], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 4]} 
dagA20.txt 1234x1.txt 0.07 50 0.7692307692307693 True 0.8 147.5 {0: [0, 1, 2, 3], 1: [5, 6, 7, 8, 9, 10, 11, 13, 14, 18], 2: [15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 4], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 12]} 
dagA20.txt 1234x1.txt 0.1 50 0.7972027972027972 True 0.8 148.0 {0: [0, 1, 2, 3, 16], 1: [5, 6, 7, 8, 9, 10, 11, 12, 13, 4], 2: [15, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 14], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 21]} 
dagA20.txt 1234x1.txt 0.05 100 0.7622377622377622 True 0.8 147.5 {0: [0, 2, 3, 29, 8], 1: [5, 6, 7, 9, 10, 11, 13, 14, 28, 1], 2: [15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 4], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 12]} 
dagA20.txt 1234x1.txt 0.07 100 0.7762237762237763 True 0.8 147.75 {0: [0, 1, 4, 5], 1: [6, 7, 8, 9, 10, 11, 12, 13, 14, 3], 2: [16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 2], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 15]} 
dagA20.txt 1234x1.txt 0.1 100 0.7902097902097902 True 0.8 147.5 {0: [0, 2, 3, 4, 16], 1: [5, 6, 7, 8, 9, 10, 11, 13, 14, 1], 2: [15, 17, 18, 19, 21, 22, 23, 24, 25, 26, 27, 28, 29, 20], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 12]} 
dagA20.txt 1234x1.txt 0.05 20 0.8181818181818182 True 0.5 10000000149.25 {0: [0, 1, 2, 4, 7], 1: [5, 6, 8, 9, 10, 11, 12, 13, 3], 2: [15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 14], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 28]} 
dagA20.txt 1234x1.txt 0.07 20 0.7482517482517482 True 0.5 10000000148.0 {0: [1, 2, 3, 28, 7], 1: [6, 8, 9, 10, 11, 13, 14, 0, 4, 16], 2: [17, 18, 20, 21, 22, 23, 24, 25, 26, 27, 29, 5, 12, 19], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 15]} 
dagA20.txt 1234x1.txt 0.1 20 0.7762237762237763 True 0.5 10000000147.5 {0: [1, 2, 3, 18], 1: [5, 6, 7, 8, 9, 10, 11, 13, 14, 0], 2: [15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 4], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 12]} 
dagA20.txt 1234x1.txt 0.05 50 0.7762237762237763 True 0.5 10000000148.75 {0: [0, 1, 2, 3, 16], 1: [5, 6, 8, 9, 10, 11, 12, 13, 14, 26], 2: [15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 27, 28, 29, 7], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 4]} 
dagA20.txt 1234x1.txt 0.07 50 0.7412587412587412 True 0.5 10000000147.0 {0: [0, 2, 3, 26, 4], 1: [6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 15], 2: [18, 19, 20, 21, 22, 23, 24, 25, 27, 28, 29, 17, 1], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 5]} 
dagA20.txt 1234x1.txt 0.1 50 0.7762237762237763 True 0.5 10000000148.75 {0: [0, 1, 3, 16], 1: [5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 2], 2: [15, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 25], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 4]} 
dagA20.txt 1234x1.txt 0.05 100 0.7412587412587412 True 0.5 10000000147.5 {0: [0, 1, 3, 16], 1: [5, 6, 7, 8, 9, 10, 11, 13, 23, 12], 2: [15, 17, 18, 19, 20, 21, 22, 24, 25, 27, 28, 29, 4, 2], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 14, 26]} 
dagA20.txt 1234x1.txt 0.07 100 0.7902097902097902 True 0.5 10000000147.333334 {0: [0, 1, 2, 4, 16], 1: [6, 7, 8, 9, 10, 11, 12, 13, 14, 3], 2: [15, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 25], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 5]} 
dagA20.txt 1234x1.txt 0.1 100 0.7902097902097902 True 0.5 10000000148.0 {0: [0, 1, 2, 4, 29], 1: [5, 6, 7, 8, 9, 10, 11, 13, 14, 27], 2: [15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 3], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 12]} 
dagA20.txt 1234x1.txt 0.05 20 0.7762237762237763 True 0.6 10000000147.333334 {0: [0, 2, 3, 4, 16], 1: [6, 7, 8, 9, 10, 11, 12, 13, 14, 1], 2: [15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 28], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 5]} 
dagA20.txt 1234x1.txt 0.07 20 0.7972027972027972 True 0.6 10000000147.5 {0: [1, 2, 3, 4, 7], 1: [5, 8, 9, 10, 11, 13, 14, 0, 15], 2: [16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 6, 29], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 12]} 
dagA20.txt 1234x1.txt 0.1 20 0.8111888111888111 True 0.6 10000000147.666666 {0: [1, 2, 3, 26, 0], 1: [5, 6, 7, 8, 9, 10, 11, 12, 13, 4], 2: [15, 16, 18, 19, 20, 22, 23, 24, 25, 27, 28, 29, 21, 17], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 14]} 
dagA20.txt 1234x1.txt 0.05 50 0.7342657342657343 True 0.6 10000000147.666666 {0: [0, 2, 18, 1], 1: [5, 6, 9, 10, 11, 12, 13, 14, 16, 4, 7], 2: [15, 17, 19, 20, 22, 23, 24, 25, 27, 28, 29, 3, 26, 8], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 21]} 
dagA20.txt 1234x1.txt 0.07 50 0.7972027972027972 True 0.6 10000000147.333334 {0: [1, 2, 3, 4, 16], 1: [6, 7, 8, 9, 10, 11, 12, 13, 14, 0], 2: [15, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 25], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 5]} 
dagA20.txt 1234x1.txt 0.1 50 0.7972027972027972 True 0.6 10000000147.5 {0: [0, 1, 3, 2, 26], 1: [5, 7, 8, 9, 10, 11, 13, 14, 4, 17], 2: [15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 27, 28, 29, 6], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 12]} 
dagA20.txt 1234x1.txt 0.05 100 0.8111888111888111 True 0.6 10000000147.666666 {0: [0, 1, 2, 3, 26], 1: [5, 6, 7, 8, 9, 10, 11, 12, 13, 4], 2: [15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 27, 28, 29, 18], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 14]} 
dagA20.txt 1234x1.txt 0.07 100 0.8111888111888111 True 0.6 10000000147.666666 {0: [0, 1, 2, 3, 26], 1: [5, 6, 7, 8, 9, 10, 11, 12, 13, 4], 2: [15, 16, 17, 18, 19, 20, 21, 22, 24, 25, 27, 28, 29, 23], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 14]} 
dagA20.txt 1234x1.txt 0.1 100 0.7272727272727273 True 0.6 10000000147.25 {0: [0, 1, 3, 7], 1: [5, 6, 8, 9, 10, 11, 12, 13, 28, 26], 2: [15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 29, 4, 27], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 14, 2]} 
dagA20.txt 1234x1.txt 0.05 20 0.6923076923076923 True 0.7 151.25 {0: [0, 1, 3, 26, 7], 1: [8, 9, 10, 12, 13, 14, 25, 11], 2: [15, 16, 17, 18, 19, 21, 22, 23, 24, 27, 28, 29, 6, 5, 20], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 4, 2]} 
dagA20.txt 1234x1.txt 0.07 20 0.6713286713286714 True 0.7 154.75 {0: [1, 4, 7, 5], 1: [6, 8, 9, 11, 12, 13, 14, 20, 21, 10], 2: [15, 17, 18, 19, 22, 23, 24, 25, 26, 27, 29, 3, 0], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 28, 16, 2]} 
dagA20.txt 1234x1.txt 0.1 20 0.6923076923076923 True 0.7 151.0 {0: [1, 4, 3], 1: [6, 8, 9, 10, 11, 12, 13, 14, 0, 16], 2: [15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 2, 7], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 29, 5]} 
dagA20.txt 1234x1.txt 0.05 50 0.6713286713286714 True 0.7 148.0 {0: [3, 21, 20, 6, 29, 17], 1: [7, 8, 9, 10, 11, 13, 15, 4, 23], 2: [16, 18, 22, 24, 25, 26, 27, 28, 1, 0, 19, 12, 5], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 2, 14]} 
dagA20.txt 1234x1.txt 0.07 50 0.6853146853146853 True 0.7 149.0 {0: [0, 1, 16, 3], 1: [6, 7, 8, 9, 10, 11, 12, 13, 14, 25], 2: [15, 17, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 18, 4], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 5, 2]} 
dagA20.txt 1234x1.txt 0.1 50 0.8041958041958042 True 0.7 10000000148.0 {0: [0, 2, 3, 4, 29], 1: [5, 6, 7, 9, 10, 11, 12, 13, 14, 1], 2: [15, 16, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27, 28, 23], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 8]} 
dagA20.txt 1234x1.txt 0.05 100 0.6993006993006993 True 0.7 148.75 {0: [1, 4, 6, 27], 1: [5, 7, 8, 9, 10, 11, 13, 14, 15, 12], 2: [16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 28, 29, 3, 0], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 21, 2]} 
dagA20.txt 1234x1.txt 0.07 100 0.6923076923076923 True 0.7 148.0 {0: [1, 3, 29, 16, 15], 1: [5, 6, 7, 8, 9, 10, 13, 12, 20, 17], 2: [18, 19, 21, 22, 23, 24, 25, 26, 27, 28, 0, 4, 14], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 2, 11]} 
dagA20.txt 1234x1.txt 0.1 100 0.6713286713286714 True 0.7 146.66666666666666 {0: [0, 3, 18, 16], 1: [8, 9, 12, 13, 15, 17, 20, 10, 5], 2: [19, 21, 22, 23, 24, 25, 26, 27, 28, 1, 29, 2, 14, 4, 6], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 7, 11]} 
dagA20.txt 1234x1.txt 0.05 20 0.7552447552447552 True 0.8 149.0 {0: [0, 1, 2, 3, 11], 1: [5, 6, 7, 8, 9, 10, 12, 13, 14, 20], 2: [15, 16, 18, 19, 21, 22, 23, 24, 25, 26, 27, 28, 29, 4], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 17]} 
