dagF13.txt 1234x1.txt 0.05 20 0.48847926267281105 True 0.5 242.0 {0: [0, 1, 2, 3, 5, 6, 13], 1: [7, 8, 9, 10, 11, 12, 14, 15, 17, 18, 19, 20, 21, 4], 2: [22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 37, 38, 39, 40, 41, 42, 43, 16], 3: [44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 36]} 
dagF13.txt 1234x1.txt 0.05 20 0.5023041474654378 True 0.6 240.33333333333334 {0: [0, 1, 2, 4, 5, 6, 31], 1: [7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 19, 20, 21, 3], 2: [22, 23, 24, 25, 26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 18], 3: [44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 14]} 
dagF13.txt 1234x1.txt 0.07 20 0.5023041474654378 True 0.6 241.75 {0: [0, 2, 3, 4, 5, 6, 12], 1: [7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, 21, 13], 2: [22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 1], 3: [44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 23]} 
dagF13.txt 1234x1.txt 0.1 20 0.5253456221198156 True 0.6 241.33333333333334 {0: [0, 1, 2, 4, 5, 6, 40], 1: [7, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21, 8], 2: [22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 41, 42, 43, 3], 3: [44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 12]} 
dagF13.txt 1234x1.txt 0.05 50 0.5161290322580645 True 0.6 242.33333333333334 {0: [0, 1, 3, 4, 5, 6, 37], 1: [7, 8, 9, 10, 11, 12, 14, 16, 17, 18, 19, 20, 21, 13], 2: [22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 38, 39, 40, 41, 42, 43, 15], 3: [44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 2]} 
dagF13.txt 1234x1.txt 0.07 50 0.5207373271889401 True 0.6 241.75 {0: [0, 2, 3, 4, 5, 6, 1], 1: [7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 36], 2: [22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 37, 38, 39, 40, 41, 42, 43, 18], 3: [44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 8]} 
dagF13.txt 1234x1.txt 0.1 50 0.5023041474654378 True 0.6 241.66666666666666 {0: [0, 1, 3, 4, 5, 6, 7], 1: [8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 40], 2: [22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 41, 42, 43, 16], 3: [44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 2]} 
dagF13.txt 1234x1.txt 0.05 100 0.543778801843318 True 0.6 241.0 {0: [0, 1, 2, 3, 4, 5, 41], 1: [7, 8, 9, 10, 11, 12, 13, 15, 17, 18, 19, 20, 21, 16], 2: [22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 42, 43, 6], 3: [44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 14]} 
dagF13.txt 1234x1.txt 0.07 100 0.5345622119815668 True 0.6 241.0 {0: [0, 1, 2, 3, 4, 6, 34], 1: [7, 8, 9, 10, 11, 13, 14, 15, 17, 18, 19, 20, 21, 16], 2: [22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 35, 36, 37, 38, 39, 40, 41, 42, 43, 5], 3: [44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 12]} 
dagF13.txt 1234x1.txt 0.1 100 0.5299539170506913 True 0.6 241.0 {0: [0, 1, 2, 3, 4, 5, 41], 1: [7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 19, 20, 21, 6], 2: [22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 42, 43, 18], 3: [44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 14]} 
dagF13.txt 1234x1.txt 0.05 20 0.5253456221198156 True 0.7 241.0 {0: [1, 3, 4, 5, 6, 0, 21], 1: [7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 20, 36, 13], 2: [22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 37, 38, 40, 41, 42, 43, 19, 39], 3: [44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 2]} 
dagF13.txt 1234x1.txt 0.07 20 0.5207373271889401 True 0.7 240.25 {0: [0, 2, 3, 5, 6, 12, 1], 1: [7, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 21, 41, 33], 2: [22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 34, 35, 36, 37, 38, 39, 40, 42, 43, 20, 8], 3: [44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 4]} 
dagF13.txt 1234x1.txt 0.1 20 0.5069124423963134 True 0.7 240.25 {0: [0, 3, 4, 5, 6, 2, 12], 1: [8, 9, 10, 13, 14, 15, 16, 17, 18, 19, 20, 21, 35, 1], 2: [22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 36, 37, 38, 39, 40, 41, 42, 43, 11, 23], 3: [44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 7]} 
dagF13.txt 1234x1.txt 0.05 50 0.5023041474654378 True 0.7 241.5 {0: [0, 1, 2, 4, 5, 6, 3], 1: [7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21], 2: [22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 36, 37, 38, 39, 40, 41, 42, 43, 12], 3: [44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 35]} 
dagF13.txt 1234x1.txt 0.07 50 0.4930875576036866 True 0.7 240.33333333333334 {0: [0, 1, 3, 4, 5, 6, 17], 1: [7, 8, 9, 10, 11, 13, 14, 15, 16, 18, 19, 20, 21, 23], 2: [22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 12], 3: [44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 2]} 
dagF13.txt 1234x1.txt 0.1 50 0.5161290322580645 True 0.7 240.66666666666666 {0: [0, 2, 3, 4, 5, 6, 14], 1: [7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 38], 2: [22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 39, 40, 41, 42, 43, 21], 3: [44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 1]} 
dagF13.txt 1234x1.txt 0.05 100 0.5207373271889401 True 0.7 240.66666666666666 {0: [0, 1, 3, 4, 5, 6, 2], 1: [7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 20, 21, 36], 2: [22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 37, 38, 39, 40, 41, 42, 43, 19], 3: [44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 17]} 
dagF13.txt 1234x1.txt 0.07 100 0.5069124423963134 True 0.7 241.75 {0: [0, 1, 2, 3, 4, 5, 18], 1: [8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 6], 2: [22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 7], 3: [44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 23]} 
dagF13.txt 1234x1.txt 0.1 100 0.5161290322580645 True 0.7 241.5 {0: [0, 1, 3, 4, 5, 6, 2], 1: [8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 10], 2: [22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 36, 37, 38, 39, 40, 41, 42, 43, 7], 3: [44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 35]} 
dagF13.txt 1234x1.txt 0.05 20 0.4976958525345622 True 0.8 240.5 {0: [0, 1, 2, 4, 5, 6, 3], 1: [7, 8, 9, 10, 12, 13, 15, 16, 17, 18, 19, 20, 21, 14], 2: [22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 39, 40, 41, 42, 43, 11], 3: [44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 38]} 
dagF13.txt 1234x1.txt 0.07 20 0.48847926267281105 True 0.8 241.5 {0: [0, 1, 2, 3, 5, 6, 7], 1: [8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 4], 2: [22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 35, 36, 37, 38, 39, 40, 41, 42, 43, 15], 3: [44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 34]} 
dagF13.txt 1234x1.txt 0.1 20 0.46543778801843316 True 0.8 241.0 {0: [0, 3, 4, 5, 6, 10, 23], 1: [8, 9, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 2, 1], 2: [22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 39, 40, 41, 42, 43, 7, 11], 3: [44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 38]} 
dagF13.txt 1234x1.txt 0.05 50 0.5207373271889401 True 0.8 242.0 {0: [0, 1, 2, 3, 4, 5, 6], 1: [7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21], 2: [22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 36, 37, 38, 39, 40, 41, 42, 43, 19], 3: [44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 35]} 
dagF13.txt 1234x1.txt 0.07 50 0.5161290322580645 True 0.8 240.25 {0: [0, 1, 2, 4, 6, 34, 18], 1: [8, 9, 10, 11, 12, 13, 15, 16, 17, 19, 20, 21, 14, 31], 2: [22, 23, 24, 25, 26, 27, 28, 29, 30, 32, 33, 35, 36, 37, 38, 39, 40, 41, 42, 43, 5, 3], 3: [44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 7]} 
dagF13.txt 1234x1.txt 0.1 50 0.4930875576036866 True 0.8 240.66666666666666 {0: [1, 2, 3, 4, 5, 6, 0], 1: [8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 7], 2: [22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 39, 40, 41, 42, 43, 21], 3: [44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 38]} 
dagF13.txt 1234x1.txt 0.05 100 0.5207373271889401 True 0.8 241.5 {0: [0, 2, 3, 4, 5, 6, 15], 1: [7, 8, 9, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 10], 2: [22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 36, 37, 38, 39, 40, 41, 42, 43, 1], 3: [44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 35]} 
dagF13.txt 1234x1.txt 0.07 100 0.5253456221198156 True 0.8 240.5 {0: [0, 1, 2, 3, 4, 5, 31], 1: [7, 9, 10, 12, 13, 14, 15, 17, 18, 20, 36, 6, 11, 8], 2: [22, 23, 24, 25, 26, 27, 28, 29, 30, 32, 34, 35, 37, 38, 39, 40, 41, 42, 19, 33, 43, 16], 3: [44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 21]} 
dagF13.txt 1234x1.txt 0.1 100 0.4700460829493088 True 0.8 240.66666666666666 {0: [0, 1, 3, 4, 5, 6, 7], 1: [8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 2], 2: [22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 39, 40, 41, 42, 43, 21], 3: [44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 38]} 
dagF13.txt 1234x1.txt 0.05 20 0.48847926267281105 True 0.5 241.75 {0: [0, 1, 2, 3, 6, 10, 12], 1: [7, 9, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21, 4, 34], 2: [22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 35, 36, 37, 38, 39, 40, 41, 42, 43, 33, 5], 3: [44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 8]} 
dagF13.txt 1234x1.txt 0.07 20 0.4838709677419355 True 0.5 242.66666666666666 {0: [1, 2, 3, 4, 5, 6, 11], 1: [7, 8, 9, 10, 12, 13, 15, 16, 17, 18, 19, 20, 21, 0], 2: [22, 23, 24, 25, 26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 31], 3: [44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 14]} 
dagF13.txt 1234x1.txt 0.1 20 0.4930875576036866 True 0.5 240.66666666666666 {0: [0, 2, 3, 4, 5, 6, 11], 1: [7, 8, 9, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 10], 2: [22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 39, 40, 41, 42, 43, 1], 3: [44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 38]} 
dagF13.txt 1234x1.txt 0.05 50 0.48847926267281105 True 0.5 241.33333333333334 {0: [0, 1, 3, 4, 5, 6, 12], 1: [7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21], 2: [22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 39, 40, 41, 42, 43, 2], 3: [44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 38]} 
dagF13.txt 1234x1.txt 0.07 50 0.48847926267281105 True 0.5 242.0 {0: [0, 1, 2, 3, 5, 6, 11], 1: [7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 4], 2: [22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 21], 3: [44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 33]} 
dagF13.txt 1234x1.txt 0.1 50 0.48847926267281105 True 0.5 241.66666666666666 {0: [0, 1, 2, 3, 5, 6, 4], 1: [7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21], 2: [22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 39, 40, 41, 42, 43, 17], 3: [44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 38]} 
dagF13.txt 1234x1.txt 0.05 100 0.4976958525345622 True 0.5 241.75 {0: [1, 2, 3, 4, 5, 6, 0], 1: [7, 8, 9, 10, 11, 13, 14, 15, 17, 18, 19, 20, 21, 16], 2: [22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 12], 3: [44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 23]} 
dagF13.txt 1234x1.txt 0.07 100 0.4930875576036866 True 0.5 242.0 {0: [0, 1, 3, 4, 5, 6, 14], 1: [7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 20, 21, 2], 2: [22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 37, 38, 39, 40, 41, 42, 43, 19], 3: [44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 36]} 
dagF13.txt 1234x1.txt 0.1 100 0.4976958525345622 True 0.5 240.33333333333334 {0: [0, 1, 2, 3, 4, 6, 5], 1: [8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 31], 2: [22, 23, 24, 25, 26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 18], 3: [44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 7]} 
dagF13.txt 1234x1.txt 0.05 20 0.5345622119815668 True 0.6 241.0 {0: [0, 1, 2, 3, 4, 6, 34], 1: [7, 8, 9, 10, 11, 12, 13, 14, 15, 18, 19, 20, 21, 16], 2: [22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 35, 36, 37, 38, 39, 40, 41, 42, 43, 5], 3: [44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 17]} 
