dagA15.txt 1234x1.txt 0.05 20 0.8544303797468354 True 0.5 10000000167.0 {0: [0, 1, 2, 3, 4, 19], 1: [6, 7, 8, 9, 10, 11, 12, 13, 5], 2: [15, 16, 17, 18, 20, 21, 22, 23, 24, 25, 26, 27, 29, 14], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 28]} 
dagA15.txt 1234x3.txt 0.05 20 0.9493670886075949 True 0.5 10000000090.25 {0: [0], 1: [1, 2, 3], 2: [4, 5, 6, 7, 8], 3: [9, 10, 11, 12, 13, 14], 4: [15], 5: [16, 17, 18], 6: [19, 20, 21, 22, 23], 7: [24, 25, 26, 27, 28, 29], 8: [30], 9: [31, 32, 33], 10: [34, 35, 36, 37, 38], 11: [39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]} 
dagA15.txt 1234x1.txt 0.05 20 0.7974683544303798 True 0.5 10000000167.0 {0: [1, 2, 3, 4, 13], 1: [5, 6, 7, 8, 9, 10, 11, 12, 14, 19], 2: [15, 16, 17, 18, 20, 21, 22, 24, 25, 26, 27, 28, 29, 0], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 23]} 
dagA15.txt 1234x1.txt 0.07 20 0.7974683544303798 True 0.5 10000000166.5 {0: [0, 1, 2, 4, 3], 1: [5, 6, 8, 9, 10, 11, 12, 13, 14, 29], 2: [15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 7], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 18]} 
dagA15.txt 1234x1.txt 0.1 20 0.7848101265822784 True 0.5 10000000167.0 {0: [1, 2, 3, 4, 0], 1: [5, 6, 8, 9, 10, 11, 12, 13, 14, 29], 2: [15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 7], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 28]} 
dagA15.txt 1234x1.txt 0.05 50 0.8164556962025317 True 0.5 10000000166.5 {0: [0, 1, 2, 4, 22], 1: [6, 7, 8, 9, 10, 11, 12, 13, 14, 3], 2: [15, 16, 17, 19, 20, 21, 23, 24, 25, 26, 27, 28, 29, 18], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 5]} 
dagA15.txt 1234x1.txt 0.07 50 0.8227848101265823 True 0.5 10000000166.0 {0: [0, 1, 2, 4, 6], 1: [5, 7, 9, 10, 11, 12, 13, 14, 15], 2: [16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 3], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 8]} 
dagA15.txt 1234x1.txt 0.1 50 0.7848101265822784 True 0.5 10000000166.0 {0: [0, 1, 2, 4, 23], 1: [5, 6, 7, 8, 9, 11, 12, 13, 14, 21], 2: [15, 16, 17, 18, 19, 20, 22, 24, 25, 26, 27, 28, 29, 3], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 10]} 
dagA15.txt 1234x1.txt 0.05 100 0.7721518987341772 True 0.5 10000000165.75 {0: [0, 1, 3, 4, 5], 1: [6, 7, 8, 9, 10, 11, 12, 13, 14, 21], 2: [15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 29, 2], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 28]} 
dagA15.txt 1234x1.txt 0.07 100 0.7848101265822784 True 0.5 10000000165.75 {0: [1, 2, 3, 19, 9, 0], 1: [5, 6, 7, 10, 13, 14, 22, 23, 16], 2: [15, 17, 18, 20, 21, 24, 25, 26, 27, 28, 29, 12, 11, 8], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 4]} 
dagA15.txt 1234x1.txt 0.1 100 0.8164556962025317 True 0.5 10000000165.666666 {0: [0, 1, 2, 4, 6], 1: [7, 8, 9, 10, 11, 12, 13, 14, 5], 2: [15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 3], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 25]} 
dagA15.txt 1234x1.txt 0.05 20 0.8164556962025317 True 0.6 10000000167.0 {0: [0, 1, 3, 4, 2], 1: [5, 6, 7, 8, 9, 10, 12, 13, 14, 21], 2: [15, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 11], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 16]} 
dagA15.txt 1234x1.txt 0.07 20 0.8037974683544303 True 0.6 10000000167.0 {0: [1, 2, 4, 8], 1: [5, 6, 7, 9, 10, 11, 12, 13, 14, 3], 2: [15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 0], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 18]} 
dagA15.txt 1234x1.txt 0.1 20 0.8544303797468354 True 0.6 10000000167.0 {0: [0, 1, 2, 3, 4, 19], 1: [5, 6, 8, 9, 10, 11, 12, 14, 7], 2: [16, 17, 18, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 13], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 15]} 
dagA15.txt 1234x1.txt 0.05 50 0.7848101265822784 True 0.6 10000000165.5 {0: [0, 2, 3, 4, 28], 1: [5, 6, 7, 8, 9, 11, 12, 13, 14, 21], 2: [15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 29, 1], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 10]} 
dagA15.txt 1234x1.txt 0.07 50 0.7911392405063291 True 0.6 10000000166.0 {0: [1, 2, 3, 11, 16], 1: [5, 6, 7, 8, 9, 10, 13, 14, 12, 19], 2: [15, 17, 18, 20, 22, 23, 24, 25, 26, 27, 28, 29, 0, 21], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 4]} 
dagA15.txt 1234x1.txt 0.1 50 0.8227848101265823 True 0.6 10000000167.0 {0: [0, 1, 2, 4, 22], 1: [5, 6, 7, 8, 9, 11, 12, 13, 14, 3], 2: [15, 16, 17, 18, 20, 21, 23, 24, 25, 26, 27, 28, 29, 19], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 10]} 
dagA15.txt 1234x1.txt 0.05 100 0.7848101265822784 True 0.6 10000000165.666666 {0: [0, 2, 3, 4, 20], 1: [5, 6, 7, 8, 9, 11, 12, 13, 14, 19], 2: [15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 29, 1], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 10]} 
dagA15.txt 1234x1.txt 0.07 100 0.7658227848101266 True 0.6 10000000165.75 {0: [0, 1, 3, 7, 25], 1: [5, 8, 9, 10, 11, 12, 13, 14, 21, 6], 2: [15, 16, 17, 18, 19, 22, 23, 24, 26, 27, 28, 29, 2, 4], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 20]} 
dagA15.txt 1234x1.txt 0.1 100 0.8227848101265823 True 0.6 10000000166.0 {0: [0, 2, 3, 4, 25], 1: [5, 6, 7, 9, 10, 11, 13, 14, 1], 2: [15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 12], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 8]} 
dagA15.txt 1234x1.txt 0.05 20 0.8227848101265823 True 0.7 10000000165.75 {0: [0, 1, 2, 3, 19, 9], 1: [5, 6, 7, 8, 12, 13, 14, 16, 10], 2: [15, 17, 18, 20, 22, 23, 24, 25, 26, 27, 28, 29, 11, 21], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 4]} 
dagA15.txt 1234x1.txt 0.07 20 0.7974683544303798 True 0.7 10000000167.0 {0: [0, 2, 3, 4, 16], 1: [5, 6, 8, 9, 10, 11, 13, 14, 1], 2: [15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 12], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 7]} 
dagA15.txt 1234x1.txt 0.1 20 0.8164556962025317 True 0.7 10000000166.666666 {0: [0, 2, 3, 4, 8], 1: [5, 7, 9, 10, 11, 12, 14, 15, 1], 2: [16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 6, 29], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 13]} 
dagA15.txt 1234x1.txt 0.05 50 0.8670886075949367 True 0.7 10000000167.0 {0: [0, 1, 2, 3, 4, 19], 1: [5, 6, 7, 8, 9, 10, 11, 14, 12], 2: [15, 17, 18, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 13], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 16]} 
dagA15.txt 1234x1.txt 0.07 50 0.8227848101265823 True 0.7 10000000165.75 {0: [0, 1, 2, 4, 6], 1: [5, 7, 8, 9, 10, 12, 13, 14, 11], 2: [15, 16, 17, 18, 19, 21, 22, 23, 24, 25, 26, 27, 28, 29, 3], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 20]} 
dagA15.txt 1234x1.txt 0.1 50 0.8164556962025317 True 0.7 10000000167.666666 {0: [0, 1, 3, 4, 2], 1: [5, 6, 7, 8, 9, 10, 11, 12, 13, 21], 2: [15, 16, 17, 18, 20, 22, 23, 24, 25, 26, 27, 28, 29, 19], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 14]} 
dagA15.txt 1234x1.txt 0.05 100 0.8544303797468354 True 0.7 10000000167.0 {0: [0, 1, 2, 3, 4, 19], 1: [5, 6, 7, 8, 9, 10, 12, 13, 11], 2: [15, 16, 17, 18, 20, 21, 22, 23, 24, 25, 26, 27, 29, 14], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 28]} 
dagA15.txt 1234x1.txt 0.07 100 0.8164556962025317 True 0.7 10000000166.5 {0: [0, 1, 2, 4, 22], 1: [6, 7, 8, 9, 10, 11, 12, 13, 14, 3], 2: [15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 26, 27, 29, 28], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 5]} 
dagA15.txt 1234x1.txt 0.1 100 0.7784810126582279 True 0.7 10000000165.666666 {0: [0, 1, 3, 4, 8], 1: [5, 6, 7, 9, 10, 11, 12, 13, 14, 21], 2: [15, 16, 17, 18, 19, 20, 22, 23, 24, 26, 27, 28, 29, 2], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 25]} 
dagA15.txt 1234x1.txt 0.05 20 0.7911392405063291 True 0.8 166.75 {0: [0, 1, 2, 4, 23], 1: [6, 7, 8, 9, 10, 11, 12, 13, 14, 3], 2: [16, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29, 5], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 15]} 
dagA15.txt 1234x1.txt 0.07 20 0.7721518987341772 True 0.8 167.0 {0: [0, 1, 2, 3, 4, 19], 1: [5, 6, 8, 9, 10, 11, 12, 13, 14, 29], 2: [15, 16, 18, 20, 21, 22, 23, 24, 25, 26, 27, 28, 7], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 17]} 
dagA15.txt 1234x1.txt 0.1 20 0.759493670886076 True 0.8 165.75 {0: [0, 1, 3, 18, 8], 1: [5, 6, 7, 9, 11, 12, 13, 14, 21, 4], 2: [15, 16, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 10, 2], 3: [30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 17]} 
