dag1.txt 3_2x4.txt True 0.015151515151515152 0.04 5292032.0 [1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 
dag1.txt 3_2x4.txt True 0.015151515151515152 0.06 5292032.0 [1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 
dag1.txt 3_2x4.txt True 0.06818181818181818 0.08 3140266.6666666665 [2, 2, 2, 2, 0, 1, 2, 1, 1, 2, 2, 2, 2, 0, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2] 
dag1.txt 3_2x4.txt True 0.09090909090909091 0.1 2484906.6666666665 [2, 0, 2, 2, 2, 1, 2, 1, 1, 0, 2, 2, 2, 2, 2, 0, 2, 1, 2, 0, 2, 2, 2, 1, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 1, 1, 1, 0, 0, 0, 0, 2, 0, 2, 2, 2, 0, 2, 2, 0, 0, 2, 0] 
dag1.txt 3_2x4.txt True 0.09090909090909091 0.12 2484906.6666666665 [2, 0, 2, 2, 2, 1, 2, 1, 1, 0, 2, 2, 2, 2, 2, 0, 2, 1, 2, 0, 2, 2, 2, 1, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 1, 1, 1, 0, 0, 0, 0, 2, 0, 2, 2, 2, 0, 2, 2, 0, 0, 2, 0] 
dag1.txt 3_2x4.txt True 0.09090909090909091 0.14 2484906.6666666665 [2, 0, 2, 2, 2, 1, 2, 1, 1, 0, 2, 2, 2, 2, 2, 0, 2, 1, 2, 0, 2, 2, 2, 1, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 1, 1, 1, 0, 0, 0, 0, 2, 0, 2, 2, 2, 0, 2, 2, 0, 0, 2, 0] 
dag1.txt 3_2x4.txt True 0.14393939393939395 0.16 3399680.0 [3, 1, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 2, 0, 2, 0, 2, 0, 3, 0, 1, 0, 0, 0, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2] 
dag1.txt 3_2x4.txt True 0.16666666666666666 0.18 1802240.0 [4, 1, 4, 2, 4, 2, 4, 2, 2, 0, 4, 4, 4, 4, 4, 2, 4, 2, 4, 2, 4, 4, 4, 2, 4, 2, 4, 4, 4, 4, 2, 4, 2, 4, 2, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 3, 4, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2, 0, 2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2] 
dag1.txt 3_2x4.txt True 0.16666666666666666 0.2 1802240.0 [4, 1, 4, 2, 4, 2, 4, 2, 2, 0, 4, 4, 4, 4, 4, 2, 4, 2, 4, 2, 4, 4, 4, 2, 4, 2, 4, 4, 4, 4, 2, 4, 2, 4, 2, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 3, 4, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2, 0, 2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2] 
dag1.txt 3_2x4.txt True 0.23484848484848486 0.25 1092266.6666666667 [5, 2, 5, 4, 3, 4, 5, 4, 4, 1, 5, 6, 6, 3, 6, 4, 4, 4, 5, 4, 5, 6, 5, 4, 2, 4, 4, 3, 2, 3, 3, 4, 4, 3, 4, 3, 5, 5, 3, 5, 3, 5, 4, 6, 5, 3, 5, 6, 6, 5, 3, 6, 4, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 3, 3, 4, 6, 4, 6, 4, 0, 0, 0, 1, 1, 5, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4] 
dag1.txt 3_2x4.txt True 0.29545454545454547 0.3 753664.0 [0, 5, 0, 3, 3, 7, 6, 7, 7, 5, 6, 0, 2, 3, 2, 4, 1, 7, 0, 3, 6, 2, 6, 7, 5, 2, 2, 3, 0, 3, 7, 2, 3, 3, 2, 3, 6, 3, 3, 3, 3, 3, 1, 1, 6, 3, 0, 1, 1, 0, 1, 0, 4, 1, 3, 0, 0, 0, 6, 0, 2, 0, 7, 0, 7, 7, 4, 7, 2, 7, 7, 7, 5, 5, 5, 5, 6, 4, 2, 2, 4, 4, 7, 4, 4, 4, 4, 4] 
