dag9.txt 3_2x4.txt True 0.014814814814814815 0.04 4669440.0 [1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 
dag9.txt 3_2x4.txt True 0.044444444444444446 0.06 4235264.0 [3, 3, 2, 3, 3, 3, 3, 3, 0, 3, 0, 3, 3, 2, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3] 
dag9.txt 3_2x4.txt True 0.044444444444444446 0.08 4235264.0 [3, 3, 2, 3, 3, 3, 3, 3, 0, 3, 0, 3, 3, 2, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3] 
dag9.txt 3_2x4.txt True 0.08888888888888889 0.1 3375104.0 [0, 3, 1, 3, 0, 3, 3, 3, 2, 3, 2, 3, 3, 1, 3, 3, 3, 3, 3, 2, 3, 0, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 0, 3, 3, 0, 0, 3, 0, 3, 0, 0, 0, 0, 0, 3, 0, 0, 0] 
dag9.txt 3_2x4.txt True 0.1111111111111111 0.12 1977002.6666666667 [1, 2, 1, 2, 1, 2, 2, 2, 0, 2, 0, 2, 2, 1, 2, 2, 2, 2, 2, 0, 2, 1, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 1, 1, 2, 1, 2, 1, 2, 1, 2, 1, 1, 1, 2, 2, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1] 
dag9.txt 3_2x4.txt True 0.1259259259259259 0.14 2228224.0 [1, 1, 2, 2, 1, 2, 1, 1, 0, 1, 0, 2, 2, 2, 2, 1, 2, 1, 2, 0, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 1, 2, 2, 2, 2, 1, 1, 2, 2, 1, 1, 1, 1, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 2, 2, 2] 
dag9.txt 3_2x4.txt True 0.1259259259259259 0.16 2228224.0 [1, 1, 2, 2, 1, 2, 1, 1, 0, 1, 0, 2, 2, 2, 2, 1, 2, 1, 2, 0, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 1, 2, 2, 2, 2, 1, 1, 2, 2, 1, 1, 1, 1, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 2, 2, 2] 
dag9.txt 3_2x4.txt True 0.1259259259259259 0.18 2228224.0 [1, 1, 2, 2, 1, 2, 1, 1, 0, 1, 0, 2, 2, 2, 2, 1, 2, 1, 2, 0, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 1, 2, 2, 2, 2, 1, 1, 2, 2, 1, 1, 1, 1, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 2, 2, 2] 
dag9.txt 3_2x4.txt True 0.2 0.2 1908736.0 [5, 3, 1, 4, 5, 5, 4, 4, 2, 5, 2, 5, 3, 1, 5, 3, 3, 3, 3, 2, 4, 5, 4, 5, 5, 5, 1, 4, 5, 5, 3, 0, 5, 0, 1, 5, 5, 0, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 3, 5, 3, 5, 5, 5, 3, 5, 5, 3, 5, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 3, 3, 0, 3, 5, 3, 5, 3, 5, 5, 3, 5, 5, 5, 5, 5] 
dag9.txt 3_2x4.txt True 0.24444444444444444 0.25 860160.0 [1, 2, 0, 6, 1, 4, 6, 6, 2, 5, 2, 4, 7, 0, 4, 2, 7, 2, 7, 2, 6, 1, 6, 4, 4, 4, 0, 6, 4, 4, 6, 6, 4, 6, 0, 0, 4, 0, 2, 4, 0, 4, 4, 4, 4, 4, 4, 4, 7, 7, 0, 4, 4, 4, 4, 4, 4, 4, 7, 2, 7, 7, 7, 7, 2, 2, 2, 2, 7, 7, 2, 7, 1, 1, 3, 3, 3, 1, 1, 3, 5, 1, 1, 1, 1, 1, 4, 1, 1, 1] 
