dag20.txt 5_4_3_2x3.txt 0.376 1 360448.0 [2, 1, 10, 5, 2, 4, 9, 6, 7, 11, 5, 10, 0, 2, 7, 2, 6, 9, 5, 4, 2, 6, 9, 10, 4, 9, 6, 4, 7, 10, 9, 7, 6, 6, 7, 6, 9, 7, 0, 7, 9, 9, 2, 9, 7, 9, 2, 2, 0, 9, 10, 9, 3, 10, 0, 10, 0, 0, 6, 11, 11, 3, 3, 3, 10, 11, 4, 4, 0, 3, 3, 3, 2, 3, 1, 8, 8, 1, 1, 8, 1, 1, 6, 1, 8, 8] 
dag20.txt 3_2x5.txt 0.344 1 466944.0 [1, 9, 7, 6, 1, 8, 7, 5, 3, 8, 6, 7, 1, 4, 3, 1, 3, 7, 6, 9, 1, 3, 1, 7, 8, 7, 3, 8, 3, 7, 6, 8, 5, 5, 8, 3, 7, 8, 1, 3, 7, 6, 4, 6, 3, 2, 1, 2, 1, 2, 4, 6, 3, 4, 2, 4, 1, 2, 3, 2, 2, 3, 1, 3, 4, 2, 9, 0, 4, 3, 8, 8, 1, 8, 9, 0, 0, 9, 5, 0, 5, 5, 5, 5, 5, 5] 
dag20.txt 4_1x4.txt 0.376 1 1179648.0 [1, 0, 5, 6, 1, 2, 5, 3, 3, 2, 6, 5, 7, 5, 3, 3, 1, 5, 6, 0, 1, 1, 1, 5, 2, 5, 5, 2, 3, 5, 1, 2, 5, 5, 2, 5, 6, 2, 1, 7, 6, 1, 5, 1, 7, 1, 1, 1, 1, 1, 6, 1, 3, 7, 1, 7, 7, 7, 3, 7, 2, 3, 3, 7, 7, 2, 0, 4, 7, 7, 7, 7, 1, 7, 0, 4, 4, 0, 0, 4, 0, 4, 3, 4, 3, 3] 
dag20.txt 3_2x4.txt 0.36 1 589824.0 [4, 7, 3, 1, 4, 2, 4, 4, 6, 2, 1, 3, 5, 4, 1, 6, 6, 4, 1, 7, 6, 4, 3, 3, 2, 3, 6, 7, 6, 3, 1, 2, 3, 3, 2, 6, 3, 2, 1, 2, 3, 1, 4, 5, 6, 6, 4, 4, 1, 4, 5, 5, 6, 5, 1, 5, 5, 5, 6, 5, 2, 6, 6, 6, 5, 4, 7, 0, 5, 6, 0, 0, 7, 0, 7, 0, 2, 7, 3, 0, 7, 7, 0, 7, 0, 0] 
dag20.txt 4_1x2.txt 0.24 1 2342912.0 [2, 0, 1, 3, 1, 0, 3, 0, 1, 0, 3, 1, 1, 3, 1, 3, 1, 3, 3, 0, 3, 1, 3, 1, 0, 3, 1, 0, 1, 1, 3, 2, 1, 1, 0, 1, 3, 2, 1, 1, 3, 3, 1, 3, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 2, 1, 1, 1, 2, 2, 1, 3, 1, 2, 2, 0, 2, 2, 1, 2, 2, 1, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
dag20.txt 5_4_3_2x2.txt 0.416 1 581632.0 [4, 1, 3, 5, 1, 6, 3, 1, 0, 0, 5, 3, 4, 3, 4, 2, 1, 3, 5, 6, 2, 1, 3, 3, 6, 3, 1, 6, 4, 3, 4, 0, 1, 1, 0, 1, 5, 0, 4, 0, 5, 4, 3, 4, 4, 3, 1, 3, 2, 3, 5, 4, 4, 4, 4, 4, 3, 6, 2, 4, 4, 2, 2, 2, 7, 4, 6, 7, 7, 2, 7, 7, 6, 7, 1, 7, 0, 6, 1, 0, 1, 1, 1, 1, 1, 1] 
dag20.txt 3_2x2.txt 0.24 1 1171456.0 [1, 0, 1, 3, 1, 2, 1, 1, 3, 2, 3, 1, 2, 1, 3, 3, 3, 1, 3, 0, 3, 1, 3, 1, 2, 1, 1, 2, 3, 1, 3, 2, 1, 1, 2, 1, 3, 2, 0, 1, 1, 0, 1, 1, 1, 3, 1, 1, 3, 1, 1, 1, 3, 1, 0, 1, 2, 0, 3, 0, 0, 3, 3, 3, 2, 0, 0, 2, 2, 3, 2, 2, 0, 2, 0, 2, 2, 0, 0, 2, 0, 0, 1, 0, 2, 2] 
dag20.txt 4_1x5.txt 0.344 1 933888.0 [4, 1, 8, 5, 6, 3, 7, 6, 8, 3, 5, 8, 9, 8, 9, 4, 6, 7, 5, 1, 4, 6, 7, 8, 3, 7, 6, 3, 6, 8, 5, 0, 6, 6, 3, 6, 7, 0, 9, 6, 7, 5, 8, 5, 8, 5, 4, 8, 4, 8, 7, 8, 8, 8, 9, 9, 9, 9, 6, 9, 3, 4, 4, 4, 9, 3, 1, 1, 9, 6, 0, 0, 2, 0, 1, 0, 3, 2, 2, 2, 1, 2, 6, 2, 2, 2] 
dag20.txt 5_4_3_2x1.txt 0.24 1 1171456.0 [1, 3, 2, 0, 1, 3, 0, 3, 1, 3, 0, 2, 0, 1, 1, 1, 1, 0, 0, 3, 1, 1, 0, 2, 3, 0, 2, 3, 1, 2, 1, 2, 1, 2, 3, 2, 0, 2, 1, 2, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 2, 1, 1, 1, 0, 2, 3, 2, 0, 1, 2, 2, 1, 2, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3] 
dag20.txt 5_4_3_2x4.txt 0.424 1 262144.0 [6, 0, 7, 3, 6, 9, 7, 12, 1, 13, 3, 7, 15, 7, 15, 6, 12, 7, 4, 0, 6, 6, 4, 7, 9, 5, 12, 9, 1, 5, 4, 9, 1, 5, 9, 12, 4, 9, 15, 1, 4, 4, 7, 4, 1, 4, 6, 7, 10, 4, 1, 4, 1, 1, 15, 1, 15, 15, 12, 15, 13, 10, 6, 10, 2, 11, 0, 11, 2, 10, 2, 2, 15, 2, 0, 14, 13, 8, 8, 14, 0, 8, 12, 8, 14, 14] 
