dag13.txt 4_1x1.txt 0.12195121951219512 1 4833280.0 [0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0] 
dag13.txt 3_2x1.txt 0.13008130081300814 1 2416640.0 [1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0] 
dag13.txt 5_4_3_2x3.txt 0.4146341463414634 1 393216.0 [9, 4, 5, 9, 3, 10, 4, 10, 4, 2, 2, 6, 1, 2, 11, 9, 4, 2, 6, 11, 2, 4, 1, 10, 2, 10, 5, 1, 9, 10, 5, 1, 9, 11, 1, 2, 2, 11, 10, 5, 8, 2, 8, 1, 6, 8, 8, 9, 6, 1, 8, 7, 7, 1, 11, 0, 0, 0, 0, 11, 11, 0, 0, 3, 3, 11, 7, 7, 7, 9, 7, 7, 7, 2, 11, 2, 2, 4, 2, 10, 4, 10, 10] 
dag13.txt 3_2x5.txt 0.36585365853658536 1 483328.0 [6, 3, 4, 6, 9, 6, 3, 1, 3, 4, 5, 9, 7, 5, 5, 2, 3, 4, 9, 5, 5, 3, 7, 1, 5, 1, 4, 7, 6, 1, 0, 7, 6, 0, 7, 7, 7, 0, 6, 4, 6, 4, 5, 7, 2, 5, 5, 5, 2, 7, 5, 3, 8, 7, 0, 8, 8, 9, 9, 0, 0, 8, 8, 2, 8, 0, 8, 1, 8, 5, 1, 1, 1, 7, 0, 4, 0, 3, 0, 3, 3, 3, 3] 
dag13.txt 4_1x4.txt 0.34959349593495936 1 1212416.0 [2, 2, 0, 2, 7, 3, 2, 5, 5, 1, 1, 0, 7, 1, 3, 0, 5, 0, 0, 1, 1, 5, 7, 5, 1, 5, 2, 7, 2, 3, 2, 0, 3, 1, 7, 7, 7, 1, 3, 2, 3, 0, 1, 7, 1, 1, 1, 5, 4, 7, 4, 4, 4, 7, 1, 6, 6, 6, 6, 6, 6, 6, 6, 4, 4, 1, 4, 5, 4, 5, 5, 3, 5, 7, 7, 0, 7, 5, 7, 5, 5, 5, 5] 
dag13.txt 3_2x4.txt 0.3902439024390244 1 606208.0 [3, 1, 7, 3, 2, 0, 1, 0, 1, 4, 2, 2, 5, 2, 0, 6, 1, 7, 7, 2, 2, 1, 2, 1, 2, 6, 7, 2, 3, 6, 3, 2, 3, 5, 2, 2, 2, 0, 0, 7, 3, 7, 3, 0, 0, 1, 1, 1, 5, 2, 1, 5, 5, 5, 3, 4, 4, 5, 5, 4, 4, 4, 5, 0, 5, 4, 5, 6, 5, 6, 6, 6, 6, 0, 4, 7, 0, 5, 0, 0, 1, 0, 0] 
dag13.txt 5_4_3_2x2.txt 0.37398373983739835 1 598016.0 [0, 7, 0, 0, 6, 2, 7, 7, 7, 4, 1, 6, 6, 6, 2, 5, 7, 4, 4, 2, 1, 7, 6, 7, 1, 5, 0, 6, 0, 5, 0, 6, 0, 4, 6, 6, 6, 4, 2, 0, 2, 3, 2, 6, 1, 7, 7, 7, 3, 6, 7, 7, 7, 6, 0, 1, 1, 3, 3, 3, 4, 1, 3, 1, 3, 4, 7, 5, 7, 5, 5, 5, 5, 4, 4, 4, 4, 7, 4, 4, 2, 4, 2] 
dag13.txt 4_1x2.txt 0.2601626016260163 1 2408448.0 [1, 0, 1, 1, 2, 0, 0, 0, 0, 3, 3, 1, 2, 3, 3, 1, 0, 1, 1, 3, 3, 1, 2, 1, 3, 1, 1, 2, 1, 0, 1, 1, 1, 3, 2, 2, 3, 3, 0, 1, 0, 1, 3, 2, 2, 3, 3, 1, 2, 2, 3, 3, 3, 2, 3, 3, 3, 2, 2, 3, 3, 3, 2, 2, 2, 3, 3, 1, 3, 1, 0, 0, 0, 3, 3, 1, 3, 3, 3, 0, 0, 0, 0] 
dag13.txt 4_1x5.txt 0.37398373983739835 1 966656.0 [3, 5, 1, 3, 0, 6, 5, 6, 5, 9, 2, 9, 0, 9, 7, 2, 5, 9, 9, 7, 7, 5, 0, 6, 2, 1, 1, 0, 3, 8, 3, 9, 2, 9, 9, 9, 9, 4, 6, 1, 2, 1, 9, 0, 4, 9, 9, 2, 4, 0, 7, 5, 7, 0, 3, 7, 7, 4, 4, 4, 3, 7, 7, 8, 8, 3, 8, 6, 8, 2, 6, 8, 6, 9, 3, 1, 1, 5, 1, 6, 5, 6, 5] 
dag13.txt 3_2x2.txt 0.3008130081300813 1 1204224.0 [3, 2, 3, 3, 1, 3, 2, 2, 2, 2, 1, 1, 1, 0, 0, 2, 2, 2, 2, 0, 0, 1, 1, 2, 1, 3, 3, 1, 3, 0, 3, 1, 3, 3, 1, 1, 1, 0, 3, 3, 3, 3, 1, 1, 1, 1, 1, 1, 0, 1, 1, 2, 2, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 2, 0, 2, 2, 0, 2, 1, 3, 2, 1, 2, 2, 3, 2, 2, 2] 
