dag98.txt 3_2x3.txt 0.28205128205128205 0.3 745472.0 [5, 1, 5, 4, 2, 5, 3, 3, 4, 1, 3, 1, 0, 4, 4, 4, 4, 4, 0, 5, 3, 3, 4, 3, 4, 5, 3, 3, 4, 5, 1, 5, 4, 5, 4, 5, 5, 1, 4, 5, 4, 1, 1, 1, 4, 1, 3, 0, 3, 0, 1, 3, 0, 0, 0, 0, 4, 4, 3, 3, 4, 4, 3, 3, 0, 3, 4, 4, 2, 2, 4, 2, 2, 2, 2, 2, 2, 2] 
dag98.txt 3_2x3.txt 0.28205128205128205 0.4 745472.0 [5, 1, 5, 4, 2, 5, 3, 3, 4, 1, 3, 1, 0, 4, 4, 4, 4, 4, 0, 5, 3, 3, 4, 3, 4, 5, 3, 3, 4, 5, 1, 5, 4, 5, 4, 5, 5, 1, 4, 5, 4, 1, 1, 1, 4, 1, 3, 0, 3, 0, 1, 3, 0, 0, 0, 0, 4, 4, 3, 3, 4, 4, 3, 3, 0, 3, 4, 4, 2, 2, 4, 2, 2, 2, 2, 2, 2, 2] 
dag98.txt 3_2x3.txt 0.28205128205128205 0.35 745472.0 [5, 1, 5, 4, 2, 5, 3, 3, 4, 1, 3, 1, 0, 4, 4, 4, 4, 4, 0, 5, 3, 3, 4, 3, 4, 5, 3, 3, 4, 5, 1, 5, 4, 5, 4, 5, 5, 1, 4, 5, 4, 1, 1, 1, 4, 1, 3, 0, 3, 0, 1, 3, 0, 0, 0, 0, 4, 4, 3, 3, 4, 4, 3, 3, 0, 3, 4, 4, 2, 2, 4, 2, 2, 2, 2, 2, 2, 2] 
dag98.txt 3_2x3.txt 0.28205128205128205 0.5 745472.0 [5, 1, 5, 4, 2, 5, 3, 3, 4, 1, 3, 1, 0, 4, 4, 4, 4, 4, 0, 5, 3, 3, 4, 3, 4, 5, 3, 3, 4, 5, 1, 5, 4, 5, 4, 5, 5, 1, 4, 5, 4, 1, 1, 1, 4, 1, 3, 0, 3, 0, 1, 3, 0, 0, 0, 0, 4, 4, 3, 3, 4, 4, 3, 3, 0, 3, 4, 4, 2, 2, 4, 2, 2, 2, 2, 2, 2, 2] 
dag98.txt 3_2x3.txt 0.28205128205128205 0.45 745472.0 [5, 1, 5, 4, 2, 5, 3, 3, 4, 1, 3, 1, 0, 4, 4, 4, 4, 4, 0, 5, 3, 3, 4, 3, 4, 5, 3, 3, 4, 5, 1, 5, 4, 5, 4, 5, 5, 1, 4, 5, 4, 1, 1, 1, 4, 1, 3, 0, 3, 0, 1, 3, 0, 0, 0, 0, 4, 4, 3, 3, 4, 4, 3, 3, 0, 3, 4, 4, 2, 2, 4, 2, 2, 2, 2, 2, 2, 2] 
dag98.txt 3_2x3.txt 0.28205128205128205 0.55 745472.0 [5, 1, 5, 4, 2, 5, 3, 3, 4, 1, 3, 1, 0, 4, 4, 4, 4, 4, 0, 5, 3, 3, 4, 3, 4, 5, 3, 3, 4, 5, 1, 5, 4, 5, 4, 5, 5, 1, 4, 5, 4, 1, 1, 1, 4, 1, 3, 0, 3, 0, 1, 3, 0, 0, 0, 0, 4, 4, 3, 3, 4, 4, 3, 3, 0, 3, 4, 4, 2, 2, 4, 2, 2, 2, 2, 2, 2, 2] 
dag98.txt 3_2x3.txt 0.28205128205128205 0.6 745472.0 [5, 1, 5, 4, 2, 5, 3, 3, 4, 1, 3, 1, 0, 4, 4, 4, 4, 4, 0, 5, 3, 3, 4, 3, 4, 5, 3, 3, 4, 5, 1, 5, 4, 5, 4, 5, 5, 1, 4, 5, 4, 1, 1, 1, 4, 1, 3, 0, 3, 0, 1, 3, 0, 0, 0, 0, 4, 4, 3, 3, 4, 4, 3, 3, 0, 3, 4, 4, 2, 2, 4, 2, 2, 2, 2, 2, 2, 2] 
dag98.txt 3_2x3.txt 0.28205128205128205 0.7 745472.0 [5, 1, 5, 4, 2, 5, 3, 3, 4, 1, 3, 1, 0, 4, 4, 4, 4, 4, 0, 5, 3, 3, 4, 3, 4, 5, 3, 3, 4, 5, 1, 5, 4, 5, 4, 5, 5, 1, 4, 5, 4, 1, 1, 1, 4, 1, 3, 0, 3, 0, 1, 3, 0, 0, 0, 0, 4, 4, 3, 3, 4, 4, 3, 3, 0, 3, 4, 4, 2, 2, 4, 2, 2, 2, 2, 2, 2, 2] 
dag98.txt 3_2x3.txt 0.28205128205128205 0.65 745472.0 [5, 1, 5, 4, 2, 5, 3, 3, 4, 1, 3, 1, 0, 4, 4, 4, 4, 4, 0, 5, 3, 3, 4, 3, 4, 5, 3, 3, 4, 5, 1, 5, 4, 5, 4, 5, 5, 1, 4, 5, 4, 1, 1, 1, 4, 1, 3, 0, 3, 0, 1, 3, 0, 0, 0, 0, 4, 4, 3, 3, 4, 4, 3, 3, 0, 3, 4, 4, 2, 2, 4, 2, 2, 2, 2, 2, 2, 2] 
dag98.txt 3_2x3.txt 0.28205128205128205 0.9 745472.0 [5, 1, 5, 4, 2, 5, 3, 3, 4, 1, 3, 1, 0, 4, 4, 4, 4, 4, 0, 5, 3, 3, 4, 3, 4, 5, 3, 3, 4, 5, 1, 5, 4, 5, 4, 5, 5, 1, 4, 5, 4, 1, 1, 1, 4, 1, 3, 0, 3, 0, 1, 3, 0, 0, 0, 0, 4, 4, 3, 3, 4, 4, 3, 3, 0, 3, 4, 4, 2, 2, 4, 2, 2, 2, 2, 2, 2, 2] 
dag98.txt 3_2x3.txt 0.28205128205128205 0.8 745472.0 [5, 1, 5, 4, 2, 5, 3, 3, 4, 1, 3, 1, 0, 4, 4, 4, 4, 4, 0, 5, 3, 3, 4, 3, 4, 5, 3, 3, 4, 5, 1, 5, 4, 5, 4, 5, 5, 1, 4, 5, 4, 1, 1, 1, 4, 1, 3, 0, 3, 0, 1, 3, 0, 0, 0, 0, 4, 4, 3, 3, 4, 4, 3, 3, 0, 3, 4, 4, 2, 2, 4, 2, 2, 2, 2, 2, 2, 2] 
dag98.txt 5_4_3_2x5.txt 0.47863247863247865 0.5 196608.0 [13, 11, 3, 10, 4, 3, 9, 6, 2, 15, 9, 15, 16, 7, 17, 15, 4, 7, 16, 3, 6, 9, 17, 6, 17, 18, 6, 6, 2, 1, 8, 1, 2, 13, 2, 13, 6, 8, 11, 13, 2, 2, 19, 11, 10, 11, 5, 5, 18, 19, 11, 18, 12, 12, 5, 5, 7, 17, 9, 18, 17, 17, 9, 9, 5, 9, 7, 7, 10, 14, 10, 10, 9, 0, 14, 0, 14, 14] 
dag98.txt 3_2x3.txt 0.28205128205128205 1 745472.0 [5, 1, 5, 4, 2, 5, 3, 3, 4, 1, 3, 1, 0, 4, 4, 4, 4, 4, 0, 5, 3, 3, 4, 3, 4, 5, 3, 3, 4, 5, 1, 5, 4, 5, 4, 5, 5, 1, 4, 5, 4, 1, 1, 1, 4, 1, 3, 0, 3, 0, 1, 3, 0, 0, 0, 0, 4, 4, 3, 3, 4, 4, 3, 3, 0, 3, 4, 4, 2, 2, 4, 2, 2, 2, 2, 2, 2, 2] 
