dag36.txt 3_2x4.txt 0.09090909090909091 0.1 1469098.6666666667 [2, 0, 2, 2, 2, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 2, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 2, 2, 0, 0, 0, 2, 0, 0] 
dag36.txt 3_2x4.txt 0.125 0.15 1174186.6666666667 [2, 0, 2, 2, 2, 0, 0, 0, 0, 4, 2, 2, 0, 0, 0, 2, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 2, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 2, 2, 0, 2, 2, 0, 2, 0, 2, 2, 2] 
dag36.txt 3_2x4.txt 0.19318181818181818 0.2 873813.3333333334 [4, 0, 6, 4, 1, 2, 0, 0, 0, 0, 4, 4, 0, 0, 0, 1, 0, 0, 4, 6, 0, 0, 0, 0, 0, 0, 4, 0, 0, 6, 2, 0, 2, 2, 0, 2, 6, 6, 2, 2, 2, 2, 0, 2, 2, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2] 
dag36.txt 3_2x4.txt 0.23863636363636365 0.25 802816.0 [2, 2, 0, 0, 6, 4, 4, 2, 4, 2, 1, 1, 2, 2, 4, 6, 4, 2, 0, 0, 2, 2, 6, 6, 2, 2, 0, 2, 3, 0, 2, 3, 2, 2, 3, 2, 0, 0, 2, 0, 2, 0, 2, 2, 0, 4, 0, 0, 0, 0, 2, 0, 0, 2, 0, 2, 0, 0, 0] 
dag36.txt 3_2x4.txt 0.2840909090909091 0.3 431445.3333333333 [4, 6, 4, 1, 1, 0, 0, 2, 0, 2, 1, 1, 2, 6, 0, 1, 0, 6, 1, 4, 0, 0, 5, 5, 0, 0, 4, 6, 5, 4, 6, 5, 6, 6, 5, 6, 4, 4, 6, 3, 2, 3, 0, 2, 2, 6, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2] 
dag36.txt 3_2x4.txt 0.3409090909090909 0.35 442368.0 [2, 2, 2, 3, 1, 7, 5, 5, 7, 6, 3, 3, 5, 2, 7, 1, 5, 2, 3, 3, 5, 5, 5, 1, 5, 5, 3, 4, 1, 3, 4, 1, 4, 4, 1, 4, 2, 2, 4, 0, 0, 0, 5, 0, 6, 7, 6, 6, 0, 6, 0, 6, 6, 0, 6, 6, 6, 6, 6] 
dag36.txt 3_2x4.txt 0.3977272727272727 0.4 442368.0 [0, 4, 0, 7, 7, 2, 2, 5, 1, 5, 7, 7, 5, 3, 2, 7, 2, 1, 7, 0, 2, 2, 1, 1, 5, 5, 0, 4, 1, 0, 3, 1, 6, 4, 6, 4, 0, 4, 3, 4, 5, 3, 5, 5, 6, 6, 6, 6, 3, 6, 5, 6, 7, 5, 6, 5, 6, 6, 6] 
dag36.txt 3_2x4.txt 0.36363636363636365 0.45 434176.0 [0, 5, 5, 7, 0, 3, 3, 1, 2, 3, 7, 7, 1, 2, 3, 0, 3, 5, 7, 7, 1, 1, 0, 0, 1, 1, 7, 2, 2, 7, 4, 2, 4, 4, 2, 5, 5, 5, 4, 5, 1, 4, 1, 1, 6, 6, 6, 6, 6, 6, 4, 6, 6, 1, 6, 1, 6, 6, 6] 
dag36.txt 3_2x4.txt 0.3522727272727273 0.5 434176.0 [2, 1, 2, 7, 7, 3, 3, 4, 1, 3, 7, 7, 4, 0, 3, 7, 3, 1, 7, 2, 4, 4, 5, 5, 4, 4, 2, 0, 1, 2, 0, 1, 5, 0, 1, 0, 1, 1, 5, 0, 4, 5, 4, 4, 6, 6, 6, 6, 6, 6, 4, 6, 6, 4, 6, 4, 6, 6, 6] 
dag36.txt 3_2x4.txt 0.36363636363636365 0.55 434176.0 [0, 5, 5, 7, 0, 3, 3, 1, 2, 3, 7, 7, 1, 2, 3, 0, 3, 5, 7, 7, 1, 1, 0, 0, 1, 1, 7, 2, 2, 7, 4, 2, 4, 4, 2, 5, 5, 5, 4, 5, 1, 4, 1, 1, 6, 6, 6, 6, 6, 6, 4, 6, 6, 1, 6, 1, 6, 6, 6] 
