dag35.txt 5_4_3_2x2.txt 0.38613861386138615 0.5 532480.0 [2, 0, 7, 7, 2, 2, 3, 7, 4, 5, 2, 6, 1, 7, 2, 2, 4, 2, 1, 7, 2, 5, 7, 7, 0, 7, 7, 3, 0, 1, 2, 3, 1, 1, 7, 0, 6, 0, 2, 0, 6, 6, 6, 1, 6, 6, 3, 6, 6, 6, 6, 6, 3, 6, 5, 5, 2, 5, 4, 5, 4, 4, 4, 4, 4, 4] 
dag35.txt 5_4_3_2x2.txt 0.38613861386138615 0.55 532480.0 [2, 0, 7, 7, 2, 2, 3, 7, 4, 5, 2, 6, 1, 7, 2, 2, 4, 2, 1, 7, 2, 5, 7, 7, 0, 7, 7, 3, 0, 1, 2, 3, 1, 1, 7, 0, 6, 0, 2, 0, 6, 6, 6, 1, 6, 6, 3, 6, 6, 6, 6, 6, 3, 6, 5, 5, 2, 5, 4, 5, 4, 4, 4, 4, 4, 4] 
dag35.txt 3_2x4.txt 0.38613861386138615 0.5 557056.0 [1, 0, 7, 7, 1, 1, 5, 7, 2, 6, 1, 3, 4, 7, 1, 1, 2, 1, 4, 7, 1, 6, 7, 7, 0, 7, 7, 5, 0, 4, 1, 5, 4, 4, 7, 0, 3, 0, 1, 0, 3, 3, 3, 4, 3, 3, 5, 3, 3, 3, 3, 3, 5, 3, 6, 6, 1, 6, 2, 6, 2, 2, 2, 2, 2, 2] 
dag35.txt 4_1x5.txt 0.39603960396039606 0.5 884736.0 [1, 0, 3, 8, 0, 0, 1, 3, 7, 2, 9, 3, 6, 3, 0, 0, 1, 0, 6, 3, 0, 2, 8, 7, 2, 8, 1, 1, 5, 7, 6, 8, 6, 6, 8, 5, 9, 5, 0, 5, 7, 9, 6, 6, 9, 9, 8, 9, 3, 3, 9, 9, 2, 3, 2, 2, 1, 2, 4, 4, 4, 4, 4, 4, 4, 4] 
dag35.txt 5_4_3_2x2.txt 0.38613861386138615 0.6 532480.0 [2, 0, 7, 7, 2, 2, 3, 7, 4, 5, 2, 6, 1, 7, 2, 2, 4, 2, 1, 7, 2, 5, 7, 7, 0, 7, 7, 3, 0, 1, 2, 3, 1, 1, 7, 0, 6, 0, 2, 0, 6, 6, 6, 1, 6, 6, 3, 6, 6, 6, 6, 6, 3, 6, 5, 5, 2, 5, 4, 5, 4, 4, 4, 4, 4, 4] 
dag35.txt 3_2x4.txt 0.38613861386138615 0.55 557056.0 [1, 0, 7, 7, 1, 1, 5, 7, 2, 6, 1, 3, 4, 7, 1, 1, 2, 1, 4, 7, 1, 6, 7, 7, 0, 7, 7, 5, 0, 4, 1, 5, 4, 4, 7, 0, 3, 0, 1, 0, 3, 3, 3, 4, 3, 3, 5, 3, 3, 3, 3, 3, 5, 3, 6, 6, 1, 6, 2, 6, 2, 2, 2, 2, 2, 2] 
dag35.txt 5_4_3_2x2.txt 0.38613861386138615 0.65 532480.0 [2, 0, 7, 7, 2, 2, 3, 7, 4, 5, 2, 6, 1, 7, 2, 2, 4, 2, 1, 7, 2, 5, 7, 7, 0, 7, 7, 3, 0, 1, 2, 3, 1, 1, 7, 0, 6, 0, 2, 0, 6, 6, 6, 1, 6, 6, 3, 6, 6, 6, 6, 6, 3, 6, 5, 5, 2, 5, 4, 5, 4, 4, 4, 4, 4, 4] 
dag35.txt 3_2x4.txt 0.38613861386138615 0.6 557056.0 [1, 0, 7, 7, 1, 1, 5, 7, 2, 6, 1, 3, 4, 7, 1, 1, 2, 1, 4, 7, 1, 6, 7, 7, 0, 7, 7, 5, 0, 4, 1, 5, 4, 4, 7, 0, 3, 0, 1, 0, 3, 3, 3, 4, 3, 3, 5, 3, 3, 3, 3, 3, 5, 3, 6, 6, 1, 6, 2, 6, 2, 2, 2, 2, 2, 2] 
dag35.txt 4_1x5.txt 0.39603960396039606 0.55 884736.0 [1, 0, 3, 8, 0, 0, 1, 3, 7, 2, 9, 3, 6, 3, 0, 0, 1, 0, 6, 3, 0, 2, 8, 7, 2, 8, 1, 1, 5, 7, 6, 8, 6, 6, 8, 5, 9, 5, 0, 5, 7, 9, 6, 6, 9, 9, 8, 9, 3, 3, 9, 9, 2, 3, 2, 2, 1, 2, 4, 4, 4, 4, 4, 4, 4, 4] 
dag35.txt 3_2x4.txt 0.38613861386138615 0.65 557056.0 [1, 0, 7, 7, 1, 1, 5, 7, 2, 6, 1, 3, 4, 7, 1, 1, 2, 1, 4, 7, 1, 6, 7, 7, 0, 7, 7, 5, 0, 4, 1, 5, 4, 4, 7, 0, 3, 0, 1, 0, 3, 3, 3, 4, 3, 3, 5, 3, 3, 3, 3, 3, 5, 3, 6, 6, 1, 6, 2, 6, 2, 2, 2, 2, 2, 2] 
dag35.txt 5_4_3_2x2.txt 0.38613861386138615 0.7 532480.0 [2, 0, 7, 7, 2, 2, 3, 7, 4, 5, 2, 6, 1, 7, 2, 2, 4, 2, 1, 7, 2, 5, 7, 7, 0, 7, 7, 3, 0, 1, 2, 3, 1, 1, 7, 0, 6, 0, 2, 0, 6, 6, 6, 1, 6, 6, 3, 6, 6, 6, 6, 6, 3, 6, 5, 5, 2, 5, 4, 5, 4, 4, 4, 4, 4, 4] 
dag35.txt 3_2x4.txt 0.38613861386138615 0.7 557056.0 [1, 0, 7, 7, 1, 1, 5, 7, 2, 6, 1, 3, 4, 7, 1, 1, 2, 1, 4, 7, 1, 6, 7, 7, 0, 7, 7, 5, 0, 4, 1, 5, 4, 4, 7, 0, 3, 0, 1, 0, 3, 3, 3, 4, 3, 3, 5, 3, 3, 3, 3, 3, 5, 3, 6, 6, 1, 6, 2, 6, 2, 2, 2, 2, 2, 2] 
dag35.txt 4_1x5.txt 0.39603960396039606 0.6 884736.0 [1, 0, 3, 8, 0, 0, 1, 3, 7, 2, 9, 3, 6, 3, 0, 0, 1, 0, 6, 3, 0, 2, 8, 7, 2, 8, 1, 1, 5, 7, 6, 8, 6, 6, 8, 5, 9, 5, 0, 5, 7, 9, 6, 6, 9, 9, 8, 9, 3, 3, 9, 9, 2, 3, 2, 2, 1, 2, 4, 4, 4, 4, 4, 4, 4, 4] 
dag35.txt 5_4_3_2x2.txt 0.38613861386138615 0.8 532480.0 [2, 0, 7, 7, 2, 2, 3, 7, 4, 5, 2, 6, 1, 7, 2, 2, 4, 2, 1, 7, 2, 5, 7, 7, 0, 7, 7, 3, 0, 1, 2, 3, 1, 1, 7, 0, 6, 0, 2, 0, 6, 6, 6, 1, 6, 6, 3, 6, 6, 6, 6, 6, 3, 6, 5, 5, 2, 5, 4, 5, 4, 4, 4, 4, 4, 4] 
dag35.txt 3_2x4.txt 0.38613861386138615 0.8 557056.0 [1, 0, 7, 7, 1, 1, 5, 7, 2, 6, 1, 3, 4, 7, 1, 1, 2, 1, 4, 7, 1, 6, 7, 7, 0, 7, 7, 5, 0, 4, 1, 5, 4, 4, 7, 0, 3, 0, 1, 0, 3, 3, 3, 4, 3, 3, 5, 3, 3, 3, 3, 3, 5, 3, 6, 6, 1, 6, 2, 6, 2, 2, 2, 2, 2, 2] 
dag35.txt 5_4_3_2x2.txt 0.38613861386138615 0.9 532480.0 [2, 0, 7, 7, 2, 2, 3, 7, 4, 5, 2, 6, 1, 7, 2, 2, 4, 2, 1, 7, 2, 5, 7, 7, 0, 7, 7, 3, 0, 1, 2, 3, 1, 1, 7, 0, 6, 0, 2, 0, 6, 6, 6, 1, 6, 6, 3, 6, 6, 6, 6, 6, 3, 6, 5, 5, 2, 5, 4, 5, 4, 4, 4, 4, 4, 4] 
