dag70.txt 3_2x4.txt 0.3533834586466165 0.5 655360.0 [0, 4, 3, 3, 0, 7, 3, 2, 3, 3, 1, 2, 6, 2, 1, 0, 6, 0, 1, 3, 2, 3, 6, 0, 1, 3, 1, 2, 3, 1, 0, 3, 4, 0, 3, 0, 5, 3, 4, 4, 1, 3, 0, 0, 7, 3, 4, 4, 3, 4, 7, 4, 1, 1, 7, 7, 1, 1, 6, 1, 6, 6, 1, 1, 5, 7, 2, 2, 5, 6, 6, 6, 6, 6, 3, 5, 7, 2, 5, 2, 6, 6, 7, 6, 5, 5, 5, 5, 5, 5] 
dag70.txt 3_2x4.txt 0.3533834586466165 0.55 655360.0 [0, 4, 3, 3, 0, 7, 3, 2, 3, 3, 1, 2, 6, 2, 1, 0, 6, 0, 1, 3, 2, 3, 6, 0, 1, 3, 1, 2, 3, 1, 0, 3, 4, 0, 3, 0, 5, 3, 4, 4, 1, 3, 0, 0, 7, 3, 4, 4, 3, 4, 7, 4, 1, 1, 7, 7, 1, 1, 6, 1, 6, 6, 1, 1, 5, 7, 2, 2, 5, 6, 6, 6, 6, 6, 3, 5, 7, 2, 5, 2, 6, 6, 7, 6, 5, 5, 5, 5, 5, 5] 
dag70.txt 3_2x4.txt 0.3533834586466165 0.6 655360.0 [0, 4, 3, 3, 0, 7, 3, 2, 3, 3, 1, 2, 6, 2, 1, 0, 6, 0, 1, 3, 2, 3, 6, 0, 1, 3, 1, 2, 3, 1, 0, 3, 4, 0, 3, 0, 5, 3, 4, 4, 1, 3, 0, 0, 7, 3, 4, 4, 3, 4, 7, 4, 1, 1, 7, 7, 1, 1, 6, 1, 6, 6, 1, 1, 5, 7, 2, 2, 5, 6, 6, 6, 6, 6, 3, 5, 7, 2, 5, 2, 6, 6, 7, 6, 5, 5, 5, 5, 5, 5] 
dag70.txt 5_4_3_2x2.txt 0.3533834586466165 0.5 630784.0 [0, 1, 6, 6, 0, 7, 6, 4, 6, 6, 2, 4, 5, 4, 2, 0, 5, 0, 2, 6, 4, 6, 5, 0, 2, 6, 2, 4, 6, 2, 0, 6, 1, 0, 6, 0, 3, 6, 1, 1, 2, 6, 0, 0, 7, 6, 1, 1, 6, 1, 7, 1, 2, 2, 7, 7, 2, 2, 5, 2, 5, 5, 2, 2, 3, 7, 4, 4, 3, 5, 5, 5, 5, 5, 6, 3, 7, 4, 3, 4, 5, 5, 7, 5, 3, 3, 3, 3, 3, 3] 
dag70.txt 5_4_3_2x2.txt 0.3533834586466165 0.55 630784.0 [0, 1, 6, 6, 0, 7, 6, 4, 6, 6, 2, 4, 5, 4, 2, 0, 5, 0, 2, 6, 4, 6, 5, 0, 2, 6, 2, 4, 6, 2, 0, 6, 1, 0, 6, 0, 3, 6, 1, 1, 2, 6, 0, 0, 7, 6, 1, 1, 6, 1, 7, 1, 2, 2, 7, 7, 2, 2, 5, 2, 5, 5, 2, 2, 3, 7, 4, 4, 3, 5, 5, 5, 5, 5, 6, 3, 7, 4, 3, 4, 5, 5, 7, 5, 3, 3, 3, 3, 3, 3] 
dag70.txt 3_2x4.txt 0.3533834586466165 0.65 655360.0 [0, 4, 3, 3, 0, 7, 3, 2, 3, 3, 1, 2, 6, 2, 1, 0, 6, 0, 1, 3, 2, 3, 6, 0, 1, 3, 1, 2, 3, 1, 0, 3, 4, 0, 3, 0, 5, 3, 4, 4, 1, 3, 0, 0, 7, 3, 4, 4, 3, 4, 7, 4, 1, 1, 7, 7, 1, 1, 6, 1, 6, 6, 1, 1, 5, 7, 2, 2, 5, 6, 6, 6, 6, 6, 3, 5, 7, 2, 5, 2, 6, 6, 7, 6, 5, 5, 5, 5, 5, 5] 
dag70.txt 5_4_3_2x2.txt 0.3533834586466165 0.6 630784.0 [0, 1, 6, 6, 0, 7, 6, 4, 6, 6, 2, 4, 5, 4, 2, 0, 5, 0, 2, 6, 4, 6, 5, 0, 2, 6, 2, 4, 6, 2, 0, 6, 1, 0, 6, 0, 3, 6, 1, 1, 2, 6, 0, 0, 7, 6, 1, 1, 6, 1, 7, 1, 2, 2, 7, 7, 2, 2, 5, 2, 5, 5, 2, 2, 3, 7, 4, 4, 3, 5, 5, 5, 5, 5, 6, 3, 7, 4, 3, 4, 5, 5, 7, 5, 3, 3, 3, 3, 3, 3] 
dag70.txt 4_1x5.txt 0.3533834586466165 0.5 1048576.0 [0, 2, 7, 5, 4, 8, 5, 9, 7, 9, 2, 0, 3, 9, 7, 0, 6, 0, 2, 7, 0, 5, 6, 4, 7, 4, 1, 0, 9, 7, 2, 9, 2, 2, 1, 2, 6, 1, 2, 6, 8, 1, 6, 6, 8, 1, 5, 1, 9, 1, 5, 1, 1, 1, 5, 5, 1, 1, 6, 1, 3, 3, 7, 7, 6, 5, 6, 6, 3, 3, 6, 3, 6, 3, 9, 3, 8, 6, 4, 6, 3, 6, 5, 6, 4, 4, 4, 4, 4, 4] 
dag70.txt 5_4_3_2x2.txt 0.3533834586466165 0.65 630784.0 [0, 1, 6, 6, 0, 7, 6, 4, 6, 6, 2, 4, 5, 4, 2, 0, 5, 0, 2, 6, 4, 6, 5, 0, 2, 6, 2, 4, 6, 2, 0, 6, 1, 0, 6, 0, 3, 6, 1, 1, 2, 6, 0, 0, 7, 6, 1, 1, 6, 1, 7, 1, 2, 2, 7, 7, 2, 2, 5, 2, 5, 5, 2, 2, 3, 7, 4, 4, 3, 5, 5, 5, 5, 5, 6, 3, 7, 4, 3, 4, 5, 5, 7, 5, 3, 3, 3, 3, 3, 3] 
dag70.txt 3_2x4.txt 0.3533834586466165 0.7 655360.0 [0, 4, 3, 3, 0, 7, 3, 2, 3, 3, 1, 2, 6, 2, 1, 0, 6, 0, 1, 3, 2, 3, 6, 0, 1, 3, 1, 2, 3, 1, 0, 3, 4, 0, 3, 0, 5, 3, 4, 4, 1, 3, 0, 0, 7, 3, 4, 4, 3, 4, 7, 4, 1, 1, 7, 7, 1, 1, 6, 1, 6, 6, 1, 1, 5, 7, 2, 2, 5, 6, 6, 6, 6, 6, 3, 5, 7, 2, 5, 2, 6, 6, 7, 6, 5, 5, 5, 5, 5, 5] 
dag70.txt 5_4_3_2x2.txt 0.3533834586466165 0.7 630784.0 [0, 1, 6, 6, 0, 7, 6, 4, 6, 6, 2, 4, 5, 4, 2, 0, 5, 0, 2, 6, 4, 6, 5, 0, 2, 6, 2, 4, 6, 2, 0, 6, 1, 0, 6, 0, 3, 6, 1, 1, 2, 6, 0, 0, 7, 6, 1, 1, 6, 1, 7, 1, 2, 2, 7, 7, 2, 2, 5, 2, 5, 5, 2, 2, 3, 7, 4, 4, 3, 5, 5, 5, 5, 5, 6, 3, 7, 4, 3, 4, 5, 5, 7, 5, 3, 3, 3, 3, 3, 3] 
dag70.txt 4_1x5.txt 0.3533834586466165 0.55 1032192.0 [4, 7, 2, 8, 0, 6, 8, 4, 2, 9, 2, 1, 1, 9, 2, 0, 1, 0, 2, 2, 1, 8, 1, 0, 2, 0, 6, 1, 9, 2, 7, 9, 7, 7, 8, 7, 4, 6, 7, 4, 3, 6, 4, 4, 6, 6, 8, 3, 9, 6, 6, 3, 3, 3, 8, 8, 3, 3, 1, 3, 5, 5, 2, 2, 4, 8, 4, 4, 5, 5, 1, 5, 1, 5, 9, 5, 6, 9, 0, 9, 5, 9, 8, 9, 0, 0, 4, 0, 0, 0] 
dag70.txt 3_2x4.txt 0.3533834586466165 0.8 655360.0 [0, 4, 3, 3, 0, 7, 3, 2, 3, 3, 1, 2, 6, 2, 1, 0, 6, 0, 1, 3, 2, 3, 6, 0, 1, 3, 1, 2, 3, 1, 0, 3, 4, 0, 3, 0, 5, 3, 4, 4, 1, 3, 0, 0, 7, 3, 4, 4, 3, 4, 7, 4, 1, 1, 7, 7, 1, 1, 6, 1, 6, 6, 1, 1, 5, 7, 2, 2, 5, 6, 6, 6, 6, 6, 3, 5, 7, 2, 5, 2, 6, 6, 7, 6, 5, 5, 5, 5, 5, 5] 
dag70.txt 5_4_3_2x2.txt 0.3533834586466165 0.8 630784.0 [0, 1, 6, 6, 0, 7, 6, 4, 6, 6, 2, 4, 5, 4, 2, 0, 5, 0, 2, 6, 4, 6, 5, 0, 2, 6, 2, 4, 6, 2, 0, 6, 1, 0, 6, 0, 3, 6, 1, 1, 2, 6, 0, 0, 7, 6, 1, 1, 6, 1, 7, 1, 2, 2, 7, 7, 2, 2, 5, 2, 5, 5, 2, 2, 3, 7, 4, 4, 3, 5, 5, 5, 5, 5, 6, 3, 7, 4, 3, 4, 5, 5, 7, 5, 3, 3, 3, 3, 3, 3] 
