dag3.txt 3_2x4.txt 0.027972027972027972 0.1 3402410.6666666665 [0, 0, 0, 0, 2, 0, 0, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0] 
dag3.txt 3_2x4.txt 0.13986013986013987 0.15 2370218.6666666665 [0, 0, 0, 2, 4, 0, 0, 0, 4, 0, 2, 0, 0, 2, 0, 0, 2, 0, 2, 4, 2, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 2, 0, 0, 6, 6, 0, 0, 0, 6, 0, 6, 2, 0, 0, 0, 6, 0, 6, 4, 6, 4, 0, 6, 6, 6, 6] 
dag3.txt 3_2x4.txt 0.1888111888111888 0.2 1567402.6666666667 [0, 4, 2, 2, 3, 4, 5, 0, 6, 0, 2, 0, 0, 2, 2, 4, 2, 2, 2, 6, 2, 5, 0, 4, 2, 2, 4, 2, 0, 0, 5, 2, 0, 0, 0, 0, 0, 0, 5, 0, 4, 4, 0, 0, 2, 4, 2, 0, 0, 0, 0, 0, 2, 0, 2, 2, 0, 2, 0, 2, 0, 0, 0, 0, 2, 0, 2, 2, 2, 0, 2, 2, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 3, 6, 0, 0, 0, 0, 0, 0] 
dag3.txt 3_2x4.txt 0.24475524475524477 0.25 895658.6666666666 [7, 3, 0, 6, 4, 3, 2, 2, 4, 1, 6, 2, 1, 6, 0, 6, 5, 0, 6, 4, 6, 2, 1, 6, 5, 6, 3, 0, 3, 0, 2, 1, 2, 1, 1, 1, 7, 0, 3, 7, 3, 3, 7, 7, 0, 0, 2, 7, 2, 0, 2, 2, 5, 2, 6, 5, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 0, 0, 6, 2, 6, 6, 2, 0, 2, 2, 0, 0, 2, 2, 7, 2, 0, 0, 0, 0, 2, 7, 2, 4, 4, 4, 0, 4, 4, 4, 4] 
dag3.txt 3_2x4.txt 0.2937062937062937 0.3 712704.0 [5, 5, 2, 3, 6, 5, 5, 2, 6, 4, 1, 0, 4, 1, 2, 1, 3, 2, 3, 6, 1, 5, 4, 1, 3, 3, 5, 2, 5, 2, 5, 3, 5, 4, 4, 4, 5, 2, 5, 4, 3, 3, 5, 5, 2, 7, 2, 5, 0, 7, 0, 0, 3, 0, 1, 1, 4, 1, 0, 1, 0, 0, 2, 0, 2, 0, 2, 2, 1, 0, 1, 1, 0, 7, 0, 0, 7, 7, 0, 0, 0, 0, 7, 7, 7, 7, 0, 6, 0, 6, 6, 6, 2, 2, 0, 0, 2] 
dag3.txt 3_2x4.txt 0.34265734265734266 0.35 720896.0 [4, 4, 0, 7, 3, 4, 4, 0, 3, 1, 7, 2, 1, 7, 0, 7, 5, 5, 7, 3, 7, 2, 1, 7, 5, 7, 4, 0, 4, 0, 2, 5, 4, 1, 5, 1, 2, 0, 2, 2, 4, 4, 2, 2, 6, 4, 6, 2, 2, 2, 2, 2, 1, 2, 7, 7, 1, 6, 6, 6, 2, 6, 6, 6, 0, 6, 5, 0, 7, 6, 7, 7, 6, 5, 5, 6, 5, 5, 2, 6, 2, 2, 5, 5, 0, 3, 6, 3, 2, 3, 3, 6, 0, 6, 6, 6, 6] 
dag3.txt 3_2x4.txt 0.34265734265734266 0.4 720896.0 [4, 4, 0, 7, 3, 4, 4, 0, 3, 1, 7, 2, 1, 7, 0, 7, 5, 5, 7, 3, 7, 2, 1, 7, 5, 7, 4, 0, 4, 0, 2, 5, 4, 1, 5, 1, 2, 0, 2, 2, 4, 4, 2, 2, 6, 4, 6, 2, 2, 2, 2, 2, 1, 2, 7, 7, 1, 6, 6, 6, 2, 6, 6, 6, 0, 6, 5, 0, 7, 6, 7, 7, 6, 5, 5, 6, 5, 5, 2, 6, 2, 2, 5, 5, 0, 3, 6, 3, 2, 3, 3, 6, 0, 6, 6, 6, 6] 
dag3.txt 3_2x4.txt 0.34265734265734266 0.45 720896.0 [4, 4, 0, 7, 3, 4, 4, 0, 3, 1, 7, 2, 1, 7, 0, 7, 5, 5, 7, 3, 7, 2, 1, 7, 5, 7, 4, 0, 4, 0, 2, 5, 4, 1, 5, 1, 2, 0, 2, 2, 4, 4, 2, 2, 6, 4, 6, 2, 2, 2, 2, 2, 1, 2, 7, 7, 1, 6, 6, 6, 2, 6, 6, 6, 0, 6, 5, 0, 7, 6, 7, 7, 6, 5, 5, 6, 5, 5, 2, 6, 2, 2, 5, 5, 0, 3, 6, 3, 2, 3, 3, 6, 0, 6, 6, 6, 6] 
dag3.txt 3_2x4.txt 0.3076923076923077 0.5 720896.0 [3, 3, 6, 2, 6, 3, 3, 7, 0, 4, 1, 7, 4, 1, 6, 1, 2, 6, 1, 0, 1, 3, 4, 1, 2, 2, 3, 6, 3, 1, 3, 2, 3, 4, 7, 4, 3, 1, 3, 5, 3, 3, 3, 3, 6, 5, 7, 5, 5, 5, 7, 5, 4, 7, 1, 7, 4, 7, 7, 7, 7, 7, 7, 7, 6, 7, 6, 6, 1, 7, 1, 1, 7, 1, 7, 7, 5, 2, 5, 5, 5, 5, 2, 2, 0, 0, 7, 0, 5, 6, 0, 0, 0, 0, 0, 0, 0] 
dag3.txt 3_2x4.txt 0.3776223776223776 0.55 720896.0 [6, 5, 1, 5, 7, 5, 1, 1, 7, 0, 5, 3, 0, 2, 4, 2, 2, 7, 5, 7, 2, 3, 0, 2, 4, 5, 5, 1, 6, 1, 1, 5, 6, 0, 5, 0, 6, 1, 4, 3, 2, 4, 6, 6, 7, 4, 6, 3, 3, 3, 3, 3, 2, 3, 5, 2, 0, 6, 6, 6, 3, 3, 1, 6, 1, 6, 7, 4, 5, 6, 5, 5, 6, 5, 0, 0, 3, 5, 3, 6, 3, 6, 4, 4, 1, 1, 3, 3, 6, 7, 7, 3, 1, 1, 3, 6, 6] 
