dagC35.txt 3_2x4.txt 0.5964912280701754 0.6 104.0 [7, 6, 1, 1, 1, 1, 3, 2, 2, 5, 0, 6, 4, 5, 7, 5, 5, 6, 2, 1, 0, 3, 3, 4, 0, 1, 5, 6, 4, 3, 2, 0, 1, 4, 2, 2, 6, 7, 2, 4, 3, 4, 5, 0, 2, 6, 7, 3, 0, 7, 0, 1, 3, 6, 6, 5, 4, 2, 3, 0] 
dagC35.txt 3_2x4.txt 0.6374269005847953 0.65 88.33333333333333 [7, 6, 1, 1, 0, 1, 3, 2, 2, 5, 0, 6, 4, 5, 7, 5, 5, 6, 2, 1, 0, 3, 0, 4, 0, 1, 5, 6, 4, 3, 2, 0, 1, 4, 2, 2, 6, 7, 2, 4, 3, 4, 2, 0, 2, 6, 7, 3, 0, 6, 4, 1, 3, 6, 6, 5, 4, 2, 3, 0] 
dagC35.txt 3_2x4.txt 0.6374269005847953 0.7 88.33333333333333 [7, 6, 1, 1, 0, 1, 3, 2, 2, 5, 0, 6, 4, 5, 7, 5, 5, 6, 2, 1, 0, 3, 0, 4, 0, 1, 5, 6, 4, 3, 2, 0, 1, 4, 2, 2, 6, 7, 2, 4, 3, 4, 2, 0, 2, 6, 7, 3, 0, 6, 4, 1, 3, 6, 6, 5, 4, 2, 3, 0] 
dagC35.txt 3_2x4.txt 0.6374269005847953 0.9 88.33333333333333 [7, 6, 1, 1, 0, 1, 3, 2, 2, 5, 0, 6, 4, 5, 7, 5, 5, 6, 2, 1, 0, 3, 0, 4, 0, 1, 5, 6, 4, 3, 2, 0, 1, 4, 2, 2, 6, 7, 2, 4, 3, 4, 2, 0, 2, 6, 7, 3, 0, 6, 4, 1, 3, 6, 6, 5, 4, 2, 3, 0] 
dagC35.txt 3_2x4.txt 0.6374269005847953 0.8 88.33333333333333 [7, 6, 1, 1, 0, 1, 3, 2, 2, 5, 0, 6, 4, 5, 7, 5, 5, 6, 2, 1, 0, 3, 0, 4, 0, 1, 5, 6, 4, 3, 2, 0, 1, 4, 2, 2, 6, 7, 2, 4, 3, 4, 2, 0, 2, 6, 7, 3, 0, 6, 4, 1, 3, 6, 6, 5, 4, 2, 3, 0] 
dagC35.txt 3_2x4.txt 0.6374269005847953 1 88.33333333333333 [7, 6, 1, 1, 0, 1, 3, 2, 2, 5, 0, 6, 4, 5, 7, 5, 5, 6, 2, 1, 0, 3, 0, 4, 0, 1, 5, 6, 4, 3, 2, 0, 1, 4, 2, 2, 6, 7, 2, 4, 3, 4, 2, 0, 2, 6, 7, 3, 0, 6, 4, 1, 3, 6, 6, 5, 4, 2, 3, 0] 
dagC35.txt 3_2x4.txt 0.19883040935672514 0.2 373.0 [0, 4, 2, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 4, 2, 2, 0, 0, 0, 0, 2, 2, 2, 4, 0, 0, 2, 0, 0, 0, 0, 2] 
dagC35.txt 3_2x4.txt 0.28654970760233917 0.3 308.0 [0, 4, 2, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 2, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 2, 2, 0, 0, 0, 4, 2, 2, 0, 0, 2, 0, 2, 2, 2, 4, 0, 0, 2, 0, 0, 0, 2, 2] 
dagC35.txt 3_2x4.txt 0.09941520467836257 0.1 463.3333333333333 [0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 2, 0, 4, 0, 0, 2, 0, 0, 0, 0, 0] 
dagC35.txt 3_2x4.txt 0.49707602339181284 0.5 133.0 [2, 0, 7, 0, 2, 1, 2, 0, 2, 2, 0, 0, 4, 0, 2, 6, 0, 0, 2, 0, 7, 2, 4, 3, 0, 7, 0, 6, 3, 4, 2, 0, 1, 4, 4, 0, 6, 5, 2, 3, 4, 4, 6, 0, 2, 0, 2, 2, 7, 5, 1, 0, 4, 6, 5, 0, 3, 4, 4, 1] 
