dagF31.txt 3_2x4.txt 0.5219298245614035 0.6 129.0 [6, 1, 6, 1, 6, 1, 1, 1, 6, 1, 6, 2, 1, 1, 1, 6, 6, 6, 2, 1, 3, 2, 7, 2, 6, 7, 1, 2, 7, 7, 2, 2, 4, 4, 4, 2, 7, 3, 5, 7, 7, 0, 2, 7, 5, 3, 4, 0, 3, 7, 4, 4, 5, 5, 2, 4, 0, 3, 0, 0, 5, 3, 4, 0, 0, 0, 5, 3, 5, 3, 0, 0, 0, 4, 0] 
dagF31.txt 3_2x4.txt 0.5219298245614035 0.7 129.0 [6, 1, 6, 1, 6, 1, 1, 1, 6, 1, 6, 2, 1, 1, 1, 6, 6, 6, 2, 1, 3, 2, 7, 2, 6, 7, 1, 2, 7, 7, 2, 2, 4, 4, 4, 2, 7, 3, 5, 7, 7, 0, 2, 7, 5, 3, 4, 0, 3, 7, 4, 4, 5, 5, 2, 4, 0, 3, 0, 0, 5, 3, 4, 0, 0, 0, 5, 3, 5, 3, 0, 0, 0, 4, 0] 
dagF31.txt 3_2x4.txt 0.5219298245614035 0.9 129.0 [6, 1, 6, 1, 6, 1, 1, 1, 6, 1, 6, 2, 1, 1, 1, 6, 6, 6, 2, 1, 3, 2, 7, 2, 6, 7, 1, 2, 7, 7, 2, 2, 4, 4, 4, 2, 7, 3, 5, 7, 7, 0, 2, 7, 5, 3, 4, 0, 3, 7, 4, 4, 5, 5, 2, 4, 0, 3, 0, 0, 5, 3, 4, 0, 0, 0, 5, 3, 5, 3, 0, 0, 0, 4, 0] 
dagF31.txt 3_2x4.txt 0.5219298245614035 0.65 129.0 [6, 1, 6, 1, 6, 1, 1, 1, 6, 1, 6, 2, 1, 1, 1, 6, 6, 6, 2, 1, 3, 2, 7, 2, 6, 7, 1, 2, 7, 7, 2, 2, 4, 4, 4, 2, 7, 3, 5, 7, 7, 0, 2, 7, 5, 3, 4, 0, 3, 7, 4, 4, 5, 5, 2, 4, 0, 3, 0, 0, 5, 3, 4, 0, 0, 0, 5, 3, 5, 3, 0, 0, 0, 4, 0] 
dagF31.txt 3_2x4.txt 0.5219298245614035 1 129.0 [6, 1, 6, 1, 6, 1, 1, 1, 6, 1, 6, 2, 1, 1, 1, 6, 6, 6, 2, 1, 3, 2, 7, 2, 6, 7, 1, 2, 7, 7, 2, 2, 4, 4, 4, 2, 7, 3, 5, 7, 7, 0, 2, 7, 5, 3, 4, 0, 3, 7, 4, 4, 5, 5, 2, 4, 0, 3, 0, 0, 5, 3, 4, 0, 0, 0, 5, 3, 5, 3, 0, 0, 0, 4, 0] 
dagF31.txt 3_2x4.txt 0.5219298245614035 0.8 129.0 [6, 1, 6, 1, 6, 1, 1, 1, 6, 1, 6, 2, 1, 1, 1, 6, 6, 6, 2, 1, 3, 2, 7, 2, 6, 7, 1, 2, 7, 7, 2, 2, 4, 4, 4, 2, 7, 3, 5, 7, 7, 0, 2, 7, 5, 3, 4, 0, 3, 7, 4, 4, 5, 5, 2, 4, 0, 3, 0, 0, 5, 3, 4, 0, 0, 0, 5, 3, 5, 3, 0, 0, 0, 4, 0] 
dagF31.txt 3_2x4.txt 0.09649122807017543 0.1 620.3333333333334 [0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0] 
dagF31.txt 3_2x4.txt 0.19298245614035087 0.2 487.3333333333333 [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 2, 0, 4, 0, 2, 2, 0, 2, 0, 0, 0, 2, 2, 0, 0, 6, 2, 0, 4, 0, 4, 0, 0, 6, 4, 4, 4] 
dagF31.txt 5_4_3_2x2.txt 0.5219298245614035 0.6 125.0 [5, 2, 5, 2, 5, 2, 2, 2, 5, 2, 5, 4, 2, 2, 2, 5, 5, 5, 4, 2, 6, 4, 7, 4, 5, 7, 2, 4, 7, 7, 4, 4, 1, 1, 1, 4, 7, 6, 3, 7, 7, 0, 4, 7, 3, 6, 1, 0, 6, 7, 1, 1, 3, 3, 4, 1, 0, 6, 0, 0, 3, 6, 1, 0, 0, 0, 3, 6, 3, 6, 0, 0, 0, 1, 0] 
dagF31.txt 5_4_3_2x2.txt 0.5219298245614035 0.65 125.0 [5, 2, 5, 2, 5, 2, 2, 2, 5, 2, 5, 4, 2, 2, 2, 5, 5, 5, 4, 2, 6, 4, 7, 4, 5, 7, 2, 4, 7, 7, 4, 4, 1, 1, 1, 4, 7, 6, 3, 7, 7, 0, 4, 7, 3, 6, 1, 0, 6, 7, 1, 1, 3, 3, 4, 1, 0, 6, 0, 0, 3, 6, 1, 0, 0, 0, 3, 6, 3, 6, 0, 0, 0, 1, 0] 
dagF31.txt 5_4_3_2x2.txt 0.5219298245614035 0.7 125.0 [5, 2, 5, 2, 5, 2, 2, 2, 5, 2, 5, 4, 2, 2, 2, 5, 5, 5, 4, 2, 6, 4, 7, 4, 5, 7, 2, 4, 7, 7, 4, 4, 1, 1, 1, 4, 7, 6, 3, 7, 7, 0, 4, 7, 3, 6, 1, 0, 6, 7, 1, 1, 3, 3, 4, 1, 0, 6, 0, 0, 3, 6, 1, 0, 0, 0, 3, 6, 3, 6, 0, 0, 0, 1, 0] 
dagF31.txt 3_2x4.txt 0.2894736842105263 0.3 283.3333333333333 [2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 2, 2, 2, 2, 0, 2, 4, 2, 2, 0, 2, 2, 2, 0, 2, 2, 2, 0, 0, 0, 2, 0, 2, 4, 0, 2, 2, 4, 2, 2, 0, 4, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 1, 0, 6, 1, 0, 2, 1, 6, 0, 0, 6, 0, 0, 6] 
dagF31.txt 5_4_3_2x2.txt 0.5219298245614035 0.9 125.0 [5, 2, 5, 2, 5, 2, 2, 2, 5, 2, 5, 4, 2, 2, 2, 5, 5, 5, 4, 2, 6, 4, 7, 4, 5, 7, 2, 4, 7, 7, 4, 4, 1, 1, 1, 4, 7, 6, 3, 7, 7, 0, 4, 7, 3, 6, 1, 0, 6, 7, 1, 1, 3, 3, 4, 1, 0, 6, 0, 0, 3, 6, 1, 0, 0, 0, 3, 6, 3, 6, 0, 0, 0, 1, 0] 
dagF31.txt 5_4_3_2x2.txt 0.5219298245614035 0.8 125.0 [5, 2, 5, 2, 5, 2, 2, 2, 5, 2, 5, 4, 2, 2, 2, 5, 5, 5, 4, 2, 6, 4, 7, 4, 5, 7, 2, 4, 7, 7, 4, 4, 1, 1, 1, 4, 7, 6, 3, 7, 7, 0, 4, 7, 3, 6, 1, 0, 6, 7, 1, 1, 3, 3, 4, 1, 0, 6, 0, 0, 3, 6, 1, 0, 0, 0, 3, 6, 3, 6, 0, 0, 0, 1, 0] 
dagF31.txt 5_4_3_2x2.txt 0.5219298245614035 1 125.0 [5, 2, 5, 2, 5, 2, 2, 2, 5, 2, 5, 4, 2, 2, 2, 5, 5, 5, 4, 2, 6, 4, 7, 4, 5, 7, 2, 4, 7, 7, 4, 4, 1, 1, 1, 4, 7, 6, 3, 7, 7, 0, 4, 7, 3, 6, 1, 0, 6, 7, 1, 1, 3, 3, 4, 1, 0, 6, 0, 0, 3, 6, 1, 0, 0, 0, 3, 6, 3, 6, 0, 0, 0, 1, 0] 
dagF31.txt 3_2x4.txt 0.49122807017543857 0.5 129.0 [2, 2, 3, 2, 3, 2, 2, 2, 3, 2, 2, 6, 2, 2, 2, 2, 3, 0, 6, 2, 5, 6, 0, 6, 3, 0, 2, 6, 3, 0, 6, 6, 4, 4, 2, 6, 0, 0, 1, 0, 0, 7, 6, 0, 5, 7, 5, 4, 7, 0, 4, 4, 1, 5, 6, 5, 4, 1, 4, 0, 0, 7, 1, 6, 0, 4, 1, 7, 1, 1, 4, 4, 4, 4, 4] 
dagF31.txt 3_2x4.txt 0.5219298245614035 0.55 129.0 [6, 1, 6, 1, 6, 1, 1, 1, 6, 1, 6, 2, 1, 1, 1, 6, 6, 6, 2, 1, 3, 2, 7, 2, 6, 7, 1, 2, 7, 7, 2, 2, 4, 4, 4, 2, 7, 3, 5, 7, 7, 0, 2, 7, 5, 3, 4, 0, 3, 7, 4, 4, 5, 5, 2, 4, 0, 3, 0, 0, 5, 3, 4, 0, 0, 0, 5, 3, 5, 3, 0, 0, 0, 4, 0] 
dagF31.txt 3_2x4.txt 0.37719298245614036 0.4 260.3333333333333 [2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 2, 2, 2, 2, 0, 2, 2, 2, 2, 0, 2, 2, 2, 0, 0, 0, 1, 1, 0, 0, 2, 0, 5, 2, 0, 0, 5, 4, 0, 2, 6, 2, 2, 0, 4, 0, 0, 0, 0, 6, 1, 0, 1, 0, 0, 0, 6, 4, 0, 0, 0, 3, 5, 4, 3, 0, 3, 0, 0, 0, 3] 
dagF31.txt 5_4_3_2x2.txt 0.09649122807017543 0.1 372.2 [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 4, 0, 0, 4, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0] 
dagF31.txt 5_4_3_2x2.txt 0.19298245614035087 0.2 292.4 [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 4, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4, 0, 4, 0, 4, 0, 1, 0, 4, 4, 0, 4, 0, 0, 0, 4, 4, 0, 0, 5, 4, 0, 1, 0, 1, 0, 0, 5, 1, 1, 1] 
dagF31.txt 4_1x5.txt 0.11842105263157894 0.2 456.75 [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 6, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 2, 0] 
dagF31.txt 4_1x5.txt None 0.1 20000000000.0 None 
dagF31.txt 5_4_3_2x2.txt 0.2894736842105263 0.3 170.0 [4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 0, 4, 4, 4, 4, 4, 4, 0, 4, 1, 4, 4, 0, 4, 4, 4, 0, 4, 4, 4, 0, 0, 0, 4, 0, 4, 1, 0, 4, 4, 1, 4, 4, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 2, 0, 5, 2, 0, 4, 2, 5, 0, 0, 5, 0, 0, 5] 
