dagM36.txt 3_2x4.txt 0.38839285714285715 0.4 283.5 [6, 7, 7, 6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 6, 6, 6, 7, 6, 7, 7, 6, 6, 7, 7, 6, 6, 7, 7, 7, 7, 7, 6, 7, 7, 7, 2, 4, 4, 2, 4, 2, 2, 4, 4, 2, 7, 2, 2, 2, 4, 4, 4, 2, 2, 4, 4, 2, 4, 2, 2, 2, 4, 2, 4, 2, 4, 3, 4, 2, 4, 4, 3, 1, 3, 3, 3, 4, 3, 2, 2, 1, 3, 3, 3, 0, 3, 3, 3, 3, 3, 1, 1, 1, 0, 3, 3, 0, 0, 0, 3, 1, 0, 1, 3, 1, 3, 1, 1, 0, 0, 1, 1, 5, 1, 0, 3, 1, 0, 5, 5, 1, 5, 1, 0, 0, 5, 5, 0, 5, 5, 1, 5, 5, 0, 5, 5, 0, 5, 5, 0, 0, 0, 5, 5, 5, 5, 5, 5, 5, 5] 
dagM36.txt 3_2x4.txt 0.39285714285714285 0.5 283.0 [7, 2, 2, 2, 7, 7, 7, 7, 7, 7, 7, 2, 2, 7, 7, 7, 2, 7, 2, 2, 7, 7, 2, 2, 7, 7, 2, 2, 7, 2, 2, 7, 2, 2, 2, 0, 4, 4, 0, 4, 0, 0, 4, 4, 0, 2, 0, 0, 0, 4, 4, 4, 0, 0, 4, 4, 0, 4, 0, 0, 0, 4, 0, 4, 0, 4, 5, 4, 0, 4, 4, 5, 6, 5, 5, 5, 4, 5, 0, 0, 6, 5, 5, 5, 6, 6, 5, 5, 5, 5, 6, 6, 6, 6, 5, 5, 6, 5, 6, 5, 6, 6, 1, 5, 6, 5, 6, 6, 6, 3, 6, 1, 1, 1, 3, 5, 1, 3, 1, 5, 1, 3, 1, 3, 3, 3, 3, 3, 1, 3, 1, 1, 1, 3, 1, 1, 3, 3, 1, 3, 3, 3, 3, 3, 1, 3, 1, 1, 1, 1] 
dagM36.txt 3_2x4.txt 0.39285714285714285 0.6 283.0 [7, 2, 2, 2, 7, 7, 7, 7, 7, 7, 7, 2, 2, 7, 7, 7, 2, 7, 2, 2, 7, 7, 2, 2, 7, 7, 2, 2, 7, 2, 2, 7, 2, 2, 2, 0, 4, 4, 0, 4, 0, 0, 4, 4, 0, 2, 0, 0, 0, 4, 4, 4, 0, 0, 4, 4, 0, 4, 0, 0, 0, 4, 0, 4, 0, 4, 5, 4, 0, 4, 4, 5, 6, 5, 5, 5, 4, 5, 0, 0, 6, 5, 5, 5, 6, 6, 5, 5, 5, 5, 6, 6, 6, 6, 5, 5, 6, 5, 6, 5, 6, 6, 1, 5, 6, 5, 6, 6, 6, 3, 6, 1, 1, 1, 3, 5, 1, 3, 1, 5, 1, 3, 1, 3, 3, 3, 3, 3, 1, 3, 1, 1, 1, 3, 1, 1, 3, 3, 1, 3, 3, 3, 3, 3, 1, 3, 1, 1, 1, 1] 
dagM36.txt 3_2x4.txt 0.40401785714285715 0.45 283.0 [3, 5, 5, 3, 3, 3, 3, 3, 3, 3, 5, 5, 5, 5, 3, 3, 5, 3, 5, 5, 3, 3, 5, 5, 3, 3, 5, 5, 3, 5, 5, 3, 5, 3, 5, 4, 6, 6, 4, 6, 4, 4, 6, 6, 4, 5, 4, 4, 4, 6, 6, 6, 4, 4, 6, 6, 4, 6, 4, 4, 4, 6, 4, 6, 4, 6, 2, 6, 4, 6, 6, 2, 7, 2, 2, 2, 6, 2, 4, 4, 7, 2, 2, 2, 0, 2, 2, 2, 2, 2, 7, 7, 7, 0, 2, 2, 0, 0, 0, 2, 7, 0, 1, 2, 7, 2, 7, 7, 0, 0, 7, 1, 1, 1, 0, 2, 1, 0, 1, 2, 7, 1, 7, 0, 0, 7, 1, 0, 1, 7, 1, 1, 1, 0, 1, 1, 0, 1, 7, 0, 0, 0, 7, 7, 1, 7, 1, 1, 1, 1] 
dagM36.txt 3_2x4.txt 0.39732142857142855 0.9 281.0 [1, 1, 7, 7, 1, 1, 1, 1, 1, 1, 1, 7, 7, 1, 1, 1, 7, 1, 7, 7, 1, 1, 7, 7, 1, 1, 7, 7, 1, 7, 7, 1, 7, 7, 7, 2, 4, 2, 4, 2, 4, 2, 4, 2, 4, 7, 2, 4, 4, 2, 2, 2, 4, 2, 2, 2, 4, 4, 4, 4, 4, 4, 2, 2, 4, 2, 3, 2, 4, 4, 2, 3, 5, 3, 3, 3, 2, 3, 4, 4, 5, 3, 3, 3, 0, 3, 3, 3, 3, 3, 5, 5, 5, 0, 3, 3, 0, 0, 0, 3, 5, 0, 6, 3, 5, 3, 5, 5, 0, 0, 5, 6, 6, 6, 0, 3, 6, 0, 6, 6, 5, 6, 5, 0, 0, 5, 6, 0, 6, 5, 6, 6, 6, 0, 6, 6, 0, 6, 5, 0, 0, 0, 5, 5, 6, 5, 6, 6, 5, 6] 
dagM36.txt 3_2x4.txt 0.39285714285714285 0.55 283.0 [7, 2, 2, 2, 7, 7, 7, 7, 7, 7, 7, 2, 2, 7, 7, 7, 2, 7, 2, 2, 7, 7, 2, 2, 7, 7, 2, 2, 7, 2, 2, 7, 2, 2, 2, 0, 4, 4, 0, 4, 0, 0, 4, 4, 0, 2, 0, 0, 0, 4, 4, 4, 0, 0, 4, 4, 0, 4, 0, 0, 0, 4, 0, 4, 0, 4, 5, 4, 0, 4, 4, 5, 6, 5, 5, 5, 4, 5, 0, 0, 6, 5, 5, 5, 6, 6, 5, 5, 5, 5, 6, 6, 6, 6, 5, 5, 6, 5, 6, 5, 6, 6, 1, 5, 6, 5, 6, 6, 6, 3, 6, 1, 1, 1, 3, 5, 1, 3, 1, 5, 1, 3, 1, 3, 3, 3, 3, 3, 1, 3, 1, 1, 1, 3, 1, 1, 3, 3, 1, 3, 3, 3, 3, 3, 1, 3, 1, 1, 1, 1] 
dagM36.txt 3_2x4.txt 0.39285714285714285 0.7 283.0 [7, 2, 2, 2, 7, 7, 7, 7, 7, 7, 7, 2, 2, 7, 7, 7, 2, 7, 2, 2, 7, 7, 2, 2, 7, 7, 2, 2, 7, 2, 2, 7, 2, 2, 2, 0, 4, 4, 0, 4, 0, 0, 4, 4, 0, 2, 0, 0, 0, 4, 4, 4, 0, 0, 4, 4, 0, 4, 0, 0, 0, 4, 0, 4, 0, 4, 5, 4, 0, 4, 4, 5, 6, 5, 5, 5, 4, 5, 0, 0, 6, 5, 5, 5, 6, 6, 5, 5, 5, 5, 6, 6, 6, 6, 5, 5, 6, 5, 6, 5, 6, 6, 1, 5, 6, 5, 6, 6, 6, 3, 6, 1, 1, 1, 3, 5, 1, 3, 1, 5, 1, 3, 1, 3, 3, 3, 3, 3, 1, 3, 1, 1, 1, 3, 1, 1, 3, 3, 1, 3, 3, 3, 3, 3, 1, 3, 1, 1, 1, 1] 
dagM36.txt 3_2x4.txt 0.39285714285714285 0.65 283.0 [7, 2, 2, 2, 7, 7, 7, 7, 7, 7, 7, 2, 2, 7, 7, 7, 2, 7, 2, 2, 7, 7, 2, 2, 7, 7, 2, 2, 7, 2, 2, 7, 2, 2, 2, 0, 4, 4, 0, 4, 0, 0, 4, 4, 0, 2, 0, 0, 0, 4, 4, 4, 0, 0, 4, 4, 0, 4, 0, 0, 0, 4, 0, 4, 0, 4, 5, 4, 0, 4, 4, 5, 6, 5, 5, 5, 4, 5, 0, 0, 6, 5, 5, 5, 6, 6, 5, 5, 5, 5, 6, 6, 6, 6, 5, 5, 6, 5, 6, 5, 6, 6, 1, 5, 6, 5, 6, 6, 6, 3, 6, 1, 1, 1, 3, 5, 1, 3, 1, 5, 1, 3, 1, 3, 3, 3, 3, 3, 1, 3, 1, 1, 1, 3, 1, 1, 3, 3, 1, 3, 3, 3, 3, 3, 1, 3, 1, 1, 1, 1] 
dagM36.txt 3_2x4.txt 0.39285714285714285 1 283.0 [7, 2, 2, 2, 7, 7, 7, 7, 7, 7, 7, 2, 2, 7, 7, 7, 2, 7, 2, 2, 7, 7, 2, 2, 7, 7, 2, 2, 7, 2, 2, 7, 2, 2, 2, 0, 4, 4, 0, 4, 0, 0, 4, 4, 0, 2, 0, 0, 0, 4, 4, 4, 0, 0, 4, 4, 0, 4, 0, 0, 0, 4, 0, 4, 0, 4, 5, 4, 0, 4, 4, 5, 6, 5, 5, 5, 4, 5, 0, 0, 6, 5, 5, 5, 6, 6, 5, 5, 5, 5, 6, 6, 6, 6, 5, 5, 6, 5, 6, 5, 6, 6, 1, 5, 6, 5, 6, 6, 6, 3, 6, 1, 1, 1, 3, 5, 1, 3, 1, 5, 1, 3, 1, 3, 3, 3, 3, 3, 1, 3, 1, 1, 1, 3, 1, 1, 3, 3, 1, 3, 3, 3, 3, 3, 1, 3, 1, 1, 1, 1] 
dagM36.txt 3_2x4.txt 0.390625 0.8 282.5 [3, 7, 7, 7, 3, 3, 3, 7, 3, 3, 3, 7, 7, 3, 3, 3, 7, 3, 7, 7, 3, 3, 7, 7, 3, 3, 7, 7, 7, 7, 3, 3, 7, 3, 7, 2, 4, 2, 4, 2, 4, 2, 4, 2, 4, 7, 2, 4, 4, 2, 2, 2, 4, 2, 2, 2, 4, 4, 4, 4, 4, 4, 2, 2, 4, 2, 1, 2, 4, 4, 2, 1, 6, 1, 1, 1, 2, 1, 4, 4, 6, 1, 1, 1, 0, 0, 1, 1, 1, 0, 6, 6, 6, 0, 1, 1, 0, 1, 0, 1, 6, 1, 6, 1, 6, 1, 6, 6, 0, 0, 6, 6, 5, 6, 0, 1, 6, 0, 5, 5, 6, 5, 6, 0, 0, 5, 5, 0, 5, 5, 6, 5, 5, 0, 5, 5, 0, 5, 5, 0, 0, 0, 5, 5, 5, 5, 5, 5, 5, 5] 
