dag18.txt 3_2x4.txt True 0.034782608695652174 0.04 4112384.0 [1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 
dag18.txt 3_2x4.txt True 0.043478260869565216 0.06 2594133.3333333335 [2, 2, 2, 0, 2, 2, 2, 2, 2, 2, 2, 0, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 1, 1, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2] 
dag18.txt 3_2x4.txt True 0.0782608695652174 0.08 2419370.6666666665 [2, 2, 2, 0, 2, 2, 2, 2, 2, 0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 1, 1, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2] 
dag18.txt 3_2x4.txt True 0.0782608695652174 0.1 2419370.6666666665 [2, 2, 2, 0, 2, 2, 2, 2, 2, 0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 1, 1, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2] 
dag18.txt 3_2x4.txt True 0.11304347826086956 0.12 2228224.0 [2, 1, 0, 1, 2, 0, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 0, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 2, 1, 1, 2, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 2, 2, 2, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2] 
dag18.txt 3_2x4.txt True 0.13043478260869565 0.14 2097152.0 [2, 1, 0, 1, 2, 0, 1, 2, 1, 0, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 0, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 2, 1, 1, 2, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 2, 2, 2, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2] 
dag18.txt 3_2x4.txt True 0.14782608695652175 0.16 1966080.0 [2, 1, 0, 1, 2, 0, 1, 2, 1, 0, 0, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 0, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 2, 1, 1, 2, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 2, 2, 2, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2] 
dag18.txt 3_2x4.txt True 0.17391304347826086 0.18 1835008.0 [2, 1, 0, 1, 2, 0, 1, 2, 1, 0, 0, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 0, 1, 1, 2, 1, 0, 1, 1, 2, 2, 2, 1, 1, 1, 1, 2, 1, 1, 2, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 2, 2, 2, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2] 
dag18.txt 3_2x4.txt True 0.2 0.2 1662976.0 [4, 3, 5, 0, 1, 5, 4, 5, 4, 3, 5, 0, 1, 5, 4, 4, 4, 5, 5, 3, 4, 3, 5, 4, 3, 5, 0, 1, 1, 5, 5, 5, 5, 1, 4, 5, 4, 1, 4, 4, 1, 4, 4, 4, 4, 4, 4, 5, 4, 0, 3, 3, 3, 2, 4, 5, 4, 4, 2, 5, 5, 2, 2, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5] 
dag18.txt 3_2x4.txt True 0.24347826086956523 0.25 1056768.0 [3, 7, 0, 6, 3, 0, 4, 3, 5, 7, 2, 6, 7, 2, 5, 4, 4, 3, 2, 7, 3, 7, 0, 5, 7, 2, 6, 7, 6, 2, 2, 2, 2, 6, 4, 2, 5, 3, 5, 4, 6, 3, 4, 5, 3, 5, 5, 3, 5, 6, 6, 7, 1, 2, 3, 1, 1, 3, 1, 3, 1, 1, 1, 0, 3, 3, 3, 3, 3, 4, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3] 
dag18.txt 3_2x4.txt True 0.2956521739130435 0.3 565248.0 [1, 3, 2, 6, 1, 2, 4, 1, 7, 7, 4, 6, 6, 3, 5, 4, 4, 1, 3, 4, 1, 7, 2, 5, 4, 3, 6, 6, 6, 3, 3, 3, 3, 6, 4, 4, 5, 7, 5, 4, 7, 1, 4, 5, 1, 5, 5, 1, 5, 6, 7, 7, 7, 2, 1, 0, 5, 1, 2, 3, 0, 2, 2, 2, 2, 0, 0, 0, 0, 4, 0, 0, 0, 5, 0, 1, 0, 0, 0, 0, 0] 
dag18.txt 3_2x4.txt True 0.34782608695652173 0.35 565248.0 [6, 1, 7, 4, 5, 7, 0, 6, 1, 1, 3, 4, 5, 2, 2, 0, 0, 6, 3, 1, 2, 1, 7, 2, 1, 4, 4, 5, 5, 2, 3, 3, 3, 5, 0, 0, 1, 5, 2, 0, 5, 7, 0, 2, 7, 1, 2, 3, 2, 4, 4, 1, 4, 4, 6, 6, 6, 3, 4, 3, 6, 7, 7, 7, 7, 6, 7, 7, 6, 0, 6, 7, 7, 2, 7, 3, 7, 7, 2, 0, 0] 
dag18.txt 3_2x4.txt True 0.391304347826087 0.4 469674.6666666667 [6, 1, 7, 4, 5, 7, 0, 6, 1, 4, 0, 4, 5, 2, 2, 0, 0, 6, 3, 1, 2, 1, 7, 2, 1, 4, 4, 6, 5, 2, 3, 3, 3, 5, 0, 0, 1, 5, 2, 0, 5, 7, 0, 2, 7, 1, 2, 3, 2, 4, 4, 1, 4, 4, 6, 6, 6, 3, 4, 3, 6, 2, 7, 7, 7, 6, 7, 7, 6, 0, 6, 7, 7, 2, 7, 3, 7, 7, 2, 0, 0] 
dag18.txt 3_2x4.txt True 0.391304347826087 0.45 469674.6666666667 [6, 1, 7, 4, 5, 7, 0, 6, 1, 4, 0, 4, 5, 2, 2, 0, 0, 6, 3, 1, 2, 1, 7, 2, 1, 4, 4, 6, 5, 2, 3, 3, 3, 5, 0, 0, 1, 5, 2, 0, 5, 7, 0, 2, 7, 1, 2, 3, 2, 4, 4, 1, 4, 4, 6, 6, 6, 3, 4, 3, 6, 2, 7, 7, 7, 6, 7, 7, 6, 0, 6, 7, 7, 2, 7, 3, 7, 7, 2, 0, 0] 
dag18.txt 3_2x4.txt True 0.391304347826087 0.5 469674.6666666667 [6, 1, 7, 4, 5, 7, 0, 6, 1, 4, 0, 4, 5, 2, 2, 0, 0, 6, 3, 1, 2, 1, 7, 2, 1, 4, 4, 6, 5, 2, 3, 3, 3, 5, 0, 0, 1, 5, 2, 0, 5, 7, 0, 2, 7, 1, 2, 3, 2, 4, 4, 1, 4, 4, 6, 6, 6, 3, 4, 3, 6, 2, 7, 7, 7, 6, 7, 7, 6, 0, 6, 7, 7, 2, 7, 3, 7, 7, 2, 0, 0] 
dag18.txt 3_2x4.txt True 0.391304347826087 0.55 469674.6666666667 [6, 1, 7, 4, 5, 7, 0, 6, 1, 4, 0, 4, 5, 2, 2, 0, 0, 6, 3, 1, 2, 1, 7, 2, 1, 4, 4, 6, 5, 2, 3, 3, 3, 5, 0, 0, 1, 5, 2, 0, 5, 7, 0, 2, 7, 1, 2, 3, 2, 4, 4, 1, 4, 4, 6, 6, 6, 3, 4, 3, 6, 2, 7, 7, 7, 6, 7, 7, 6, 0, 6, 7, 7, 2, 7, 3, 7, 7, 2, 0, 0] 
