dag58.txt 5_4_3_2x2.txt 0.37168141592920356 0.6 565248.0 [0, 7, 1, 2, 7, 2, 6, 1, 1, 0, 3, 6, 2, 7, 1, 1, 7, 1, 0, 2, 1, 2, 7, 3, 6, 3, 2, 6, 1, 1, 2, 3, 2, 1, 1, 2, 2, 1, 3, 3, 4, 2, 2, 4, 0, 4, 1, 4, 3, 0, 6, 0, 3, 4, 0, 0, 4, 4, 4, 4, 4, 4, 3, 4, 1, 5, 1, 5, 6, 0, 5, 5, 5, 5, 6, 6] 
dag58.txt 3_2x4.txt 0.37168141592920356 0.7 589824.0 [0, 7, 4, 1, 7, 1, 3, 4, 4, 0, 5, 3, 1, 7, 4, 4, 7, 4, 0, 1, 4, 1, 7, 5, 3, 5, 1, 3, 4, 4, 1, 5, 1, 4, 4, 1, 1, 4, 5, 5, 2, 1, 1, 2, 0, 2, 4, 2, 5, 0, 3, 0, 5, 2, 0, 0, 2, 2, 2, 2, 2, 2, 5, 2, 4, 6, 4, 6, 3, 0, 6, 6, 6, 6, 3, 3] 
dag58.txt 3_2x4.txt 0.4336283185840708 0.8 581632.0 [5, 7, 0, 2, 7, 2, 4, 0, 1, 5, 7, 4, 2, 3, 1, 0, 7, 1, 5, 2, 1, 5, 7, 7, 4, 0, 2, 4, 0, 0, 5, 0, 2, 0, 0, 6, 2, 2, 1, 1, 0, 1, 2, 0, 2, 0, 1, 1, 7, 2, 4, 2, 3, 3, 5, 5, 1, 3, 3, 3, 1, 3, 1, 3, 1, 1, 4, 6, 4, 5, 6, 6, 6, 6, 4, 4] 
dag58.txt 4_1x5.txt 0.3274336283185841 0.7 933888.0 [2, 0, 8, 6, 9, 6, 7, 8, 5, 2, 0, 1, 2, 9, 5, 8, 0, 5, 2, 6, 8, 6, 9, 0, 7, 8, 2, 7, 8, 8, 2, 8, 2, 8, 8, 2, 1, 8, 8, 8, 0, 8, 6, 8, 1, 0, 5, 4, 0, 1, 1, 1, 4, 0, 6, 6, 0, 4, 4, 4, 4, 4, 5, 4, 5, 5, 3, 3, 7, 3, 7, 3, 3, 3, 3, 3] 
dag58.txt 5_4_3_2x2.txt 0.37168141592920356 0.65 565248.0 [0, 7, 1, 2, 7, 2, 6, 1, 1, 0, 3, 6, 2, 7, 1, 1, 7, 1, 0, 2, 1, 2, 7, 3, 6, 3, 2, 6, 1, 1, 2, 3, 2, 1, 1, 2, 2, 1, 3, 3, 4, 2, 2, 4, 0, 4, 1, 4, 3, 0, 6, 0, 3, 4, 0, 0, 4, 4, 4, 4, 4, 4, 3, 4, 1, 5, 1, 5, 6, 0, 5, 5, 5, 5, 6, 6] 
dag58.txt 3_2x3.txt 0.3274336283185841 0.5 778240.0 [4, 5, 1, 3, 0, 3, 2, 1, 1, 4, 5, 2, 3, 0, 1, 1, 5, 1, 4, 3, 1, 3, 0, 5, 2, 1, 4, 2, 1, 1, 4, 1, 4, 1, 1, 4, 4, 1, 1, 1, 5, 1, 3, 5, 4, 5, 5, 5, 5, 4, 2, 2, 0, 5, 3, 2, 5, 5, 4, 0, 5, 5, 1, 0, 1, 1, 3, 3, 2, 2, 4, 3, 3, 2, 2, 2] 
dag58.txt 3_2x4.txt 0.4336283185840708 0.9 581632.0 [5, 7, 0, 2, 7, 2, 4, 0, 1, 5, 7, 4, 2, 3, 1, 0, 7, 1, 5, 2, 1, 5, 7, 7, 4, 0, 2, 4, 0, 0, 5, 0, 2, 0, 0, 6, 2, 2, 1, 1, 0, 1, 2, 0, 2, 0, 1, 1, 7, 2, 4, 2, 3, 3, 5, 5, 1, 3, 3, 3, 1, 3, 1, 3, 1, 1, 4, 6, 4, 5, 6, 6, 6, 6, 4, 4] 
dag58.txt 5_4_3_2x2.txt 0.37168141592920356 0.7 565248.0 [0, 7, 1, 2, 7, 2, 6, 1, 1, 0, 3, 6, 2, 7, 1, 1, 7, 1, 0, 2, 1, 2, 7, 3, 6, 3, 2, 6, 1, 1, 2, 3, 2, 1, 1, 2, 2, 1, 3, 3, 4, 2, 2, 4, 0, 4, 1, 4, 3, 0, 6, 0, 3, 4, 0, 0, 4, 4, 4, 4, 4, 4, 3, 4, 1, 5, 1, 5, 6, 0, 5, 5, 5, 5, 6, 6] 
dag58.txt 3_2x4.txt 0.4336283185840708 1 581632.0 [5, 7, 0, 2, 7, 2, 4, 0, 1, 5, 7, 4, 2, 3, 1, 0, 7, 1, 5, 2, 1, 5, 7, 7, 4, 0, 2, 4, 0, 0, 5, 0, 2, 0, 0, 6, 2, 2, 1, 1, 0, 1, 2, 0, 2, 0, 1, 1, 7, 2, 4, 2, 3, 3, 5, 5, 1, 3, 3, 3, 1, 3, 1, 3, 1, 1, 4, 6, 4, 5, 6, 6, 6, 6, 4, 4] 
dag58.txt 4_1x5.txt 0.3274336283185841 0.8 933888.0 [2, 0, 8, 6, 9, 6, 7, 8, 5, 2, 0, 1, 2, 9, 5, 8, 0, 5, 2, 6, 8, 6, 9, 0, 7, 8, 2, 7, 8, 8, 2, 8, 2, 8, 8, 2, 1, 8, 8, 8, 0, 8, 6, 8, 1, 0, 5, 4, 0, 1, 1, 1, 4, 0, 6, 6, 0, 4, 4, 4, 4, 4, 5, 4, 5, 5, 3, 3, 7, 3, 7, 3, 3, 3, 3, 3] 
dag58.txt 5_4_3_2x2.txt 0.4336283185840708 0.8 581632.0 [3, 7, 0, 4, 7, 4, 1, 0, 2, 3, 7, 1, 4, 6, 2, 0, 7, 2, 3, 4, 2, 3, 7, 7, 1, 0, 4, 1, 0, 0, 3, 0, 4, 0, 0, 5, 4, 4, 2, 2, 0, 2, 4, 0, 4, 0, 2, 2, 7, 4, 1, 4, 6, 6, 3, 3, 2, 6, 6, 6, 2, 6, 2, 6, 2, 2, 1, 5, 1, 3, 5, 5, 5, 5, 1, 1] 
dag58.txt 5_4_3_2x5.txt 0.49557522123893805 0.5 196608.0 [17, 14, 0, 11, 7, 2, 2, 7, 6, 16, 14, 5, 18, 13, 0, 0, 14, 0, 16, 11, 0, 2, 13, 9, 2, 0, 16, 2, 17, 2, 17, 9, 17, 18, 7, 17, 18, 18, 7, 6, 3, 6, 10, 18, 18, 3, 19, 6, 14, 4, 15, 4, 10, 3, 4, 4, 14, 10, 1, 1, 10, 10, 6, 1, 6, 6, 2, 12, 5, 4, 8, 8, 12, 8, 12, 12] 
dag58.txt 3_2x3.txt 0.3274336283185841 0.55 778240.0 [4, 5, 1, 3, 0, 3, 2, 1, 1, 4, 5, 2, 3, 0, 1, 1, 5, 1, 4, 3, 1, 3, 0, 5, 2, 1, 4, 2, 1, 1, 4, 1, 4, 1, 1, 4, 4, 1, 1, 1, 5, 1, 3, 5, 4, 5, 5, 5, 5, 4, 2, 2, 0, 5, 3, 2, 5, 5, 4, 0, 5, 5, 1, 0, 1, 1, 3, 3, 2, 2, 4, 3, 3, 2, 2, 2] 
dag58.txt 5_4_3_2x2.txt 0.4336283185840708 0.9 581632.0 [3, 7, 0, 4, 7, 4, 1, 0, 2, 3, 7, 1, 4, 6, 2, 0, 7, 2, 3, 4, 2, 3, 7, 7, 1, 0, 4, 1, 0, 0, 3, 0, 4, 0, 0, 5, 4, 4, 2, 2, 0, 2, 4, 0, 4, 0, 2, 2, 7, 4, 1, 4, 6, 6, 3, 3, 2, 6, 6, 6, 2, 6, 2, 6, 2, 2, 1, 5, 1, 3, 5, 5, 5, 5, 1, 1] 
dag58.txt 4_1x5.txt 0.3274336283185841 0.9 933888.0 [2, 0, 8, 6, 9, 6, 7, 8, 5, 2, 0, 1, 2, 9, 5, 8, 0, 5, 2, 6, 8, 6, 9, 0, 7, 8, 2, 7, 8, 8, 2, 8, 2, 8, 8, 2, 1, 8, 8, 8, 0, 8, 6, 8, 1, 0, 5, 4, 0, 1, 1, 1, 4, 0, 6, 6, 0, 4, 4, 4, 4, 4, 5, 4, 5, 5, 3, 3, 7, 3, 7, 3, 3, 3, 3, 3] 
dag58.txt 5_4_3_2x5.txt 0.49557522123893805 0.55 196608.0 [17, 14, 0, 11, 7, 2, 2, 7, 6, 16, 14, 5, 18, 13, 0, 0, 14, 0, 16, 11, 0, 2, 13, 9, 2, 0, 16, 2, 17, 2, 17, 9, 17, 18, 7, 17, 18, 18, 7, 6, 3, 6, 10, 18, 18, 3, 19, 6, 14, 4, 15, 4, 10, 3, 4, 4, 14, 10, 1, 1, 10, 10, 6, 1, 6, 6, 2, 12, 5, 4, 8, 8, 12, 8, 12, 12] 
dag58.txt 5_4_3_2x2.txt 0.4336283185840708 1 581632.0 [3, 7, 0, 4, 7, 4, 1, 0, 2, 3, 7, 1, 4, 6, 2, 0, 7, 2, 3, 4, 2, 3, 7, 7, 1, 0, 4, 1, 0, 0, 3, 0, 4, 0, 0, 5, 4, 4, 2, 2, 0, 2, 4, 0, 4, 0, 2, 2, 7, 4, 1, 4, 6, 6, 3, 3, 2, 6, 6, 6, 2, 6, 2, 6, 2, 2, 1, 5, 1, 3, 5, 5, 5, 5, 1, 1] 
dag58.txt 3_2x3.txt 0.3274336283185841 0.6 778240.0 [4, 5, 1, 3, 0, 3, 2, 1, 1, 4, 5, 2, 3, 0, 1, 1, 5, 1, 4, 3, 1, 3, 0, 5, 2, 1, 4, 2, 1, 1, 4, 1, 4, 1, 1, 4, 4, 1, 1, 1, 5, 1, 3, 5, 4, 5, 5, 5, 5, 4, 2, 2, 0, 5, 3, 2, 5, 5, 4, 0, 5, 5, 1, 0, 1, 1, 3, 3, 2, 2, 4, 3, 3, 2, 2, 2] 
dag58.txt 5_4_3_2x5.txt 0.49557522123893805 0.6 196608.0 [17, 14, 0, 11, 7, 2, 2, 7, 6, 16, 14, 5, 18, 13, 0, 0, 14, 0, 16, 11, 0, 2, 13, 9, 2, 0, 16, 2, 17, 2, 17, 9, 17, 18, 7, 17, 18, 18, 7, 6, 3, 6, 10, 18, 18, 3, 19, 6, 14, 4, 15, 4, 10, 3, 4, 4, 14, 10, 1, 1, 10, 10, 6, 1, 6, 6, 2, 12, 5, 4, 8, 8, 12, 8, 12, 12] 
dag58.txt 4_1x1.txt 0.12389380530973451 0.5 4669440.0 [0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0] 
dag58.txt 4_1x5.txt 0.3274336283185841 1 933888.0 [2, 0, 8, 6, 9, 6, 7, 8, 5, 2, 0, 1, 2, 9, 5, 8, 0, 5, 2, 6, 8, 6, 9, 0, 7, 8, 2, 7, 8, 8, 2, 8, 2, 8, 8, 2, 1, 8, 8, 8, 0, 8, 6, 8, 1, 0, 5, 4, 0, 1, 1, 1, 4, 0, 6, 6, 0, 4, 4, 4, 4, 4, 5, 4, 5, 5, 3, 3, 7, 3, 7, 3, 3, 3, 3, 3] 
dag58.txt 3_2x3.txt 0.3274336283185841 0.65 778240.0 [4, 5, 1, 3, 0, 3, 2, 1, 1, 4, 5, 2, 3, 0, 1, 1, 5, 1, 4, 3, 1, 3, 0, 5, 2, 1, 4, 2, 1, 1, 4, 1, 4, 1, 1, 4, 4, 1, 1, 1, 5, 1, 3, 5, 4, 5, 5, 5, 5, 4, 2, 2, 0, 5, 3, 2, 5, 5, 4, 0, 5, 5, 1, 0, 1, 1, 3, 3, 2, 2, 4, 3, 3, 2, 2, 2] 
dag58.txt 5_4_3_2x5.txt 0.49557522123893805 0.65 196608.0 [17, 14, 0, 11, 7, 2, 2, 7, 6, 16, 14, 5, 18, 13, 0, 0, 14, 0, 16, 11, 0, 2, 13, 9, 2, 0, 16, 2, 17, 2, 17, 9, 17, 18, 7, 17, 18, 18, 7, 6, 3, 6, 10, 18, 18, 3, 19, 6, 14, 4, 15, 4, 10, 3, 4, 4, 14, 10, 1, 1, 10, 10, 6, 1, 6, 6, 2, 12, 5, 4, 8, 8, 12, 8, 12, 12] 
dag58.txt 4_1x1.txt 0.12389380530973451 0.55 4669440.0 [0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0] 
dag58.txt 5_4_3_2x3.txt 0.40707964601769914 0.5 376832.0 [11, 8, 3, 10, 9, 10, 10, 3, 1, 11, 8, 5, 6, 9, 1, 3, 8, 1, 11, 10, 3, 10, 9, 8, 5, 3, 4, 10, 11, 4, 2, 7, 5, 4, 3, 2, 6, 6, 7, 7, 3, 7, 10, 6, 6, 8, 1, 7, 8, 6, 6, 6, 7, 8, 0, 0, 8, 2, 2, 2, 2, 2, 7, 2, 1, 7, 4, 4, 10, 0, 5, 0, 4, 0, 4, 4] 
dag58.txt 5_4_3_2x5.txt 0.49557522123893805 0.7 196608.0 [17, 14, 0, 11, 7, 2, 2, 7, 6, 16, 14, 5, 18, 13, 0, 0, 14, 0, 16, 11, 0, 2, 13, 9, 2, 0, 16, 2, 17, 2, 17, 9, 17, 18, 7, 17, 18, 18, 7, 6, 3, 6, 10, 18, 18, 3, 19, 6, 14, 4, 15, 4, 10, 3, 4, 4, 14, 10, 1, 1, 10, 10, 6, 1, 6, 6, 2, 12, 5, 4, 8, 8, 12, 8, 12, 12] 
dag58.txt 3_2x3.txt 0.3274336283185841 0.7 778240.0 [4, 5, 1, 3, 0, 3, 2, 1, 1, 4, 5, 2, 3, 0, 1, 1, 5, 1, 4, 3, 1, 3, 0, 5, 2, 1, 4, 2, 1, 1, 4, 1, 4, 1, 1, 4, 4, 1, 1, 1, 5, 1, 3, 5, 4, 5, 5, 5, 5, 4, 2, 2, 0, 5, 3, 2, 5, 5, 4, 0, 5, 5, 1, 0, 1, 1, 3, 3, 2, 2, 4, 3, 3, 2, 2, 2] 
dag58.txt 5_4_3_2x5.txt 0.49557522123893805 0.8 196608.0 [17, 14, 0, 11, 7, 2, 2, 7, 6, 16, 14, 5, 18, 13, 0, 0, 14, 0, 16, 11, 0, 2, 13, 9, 2, 0, 16, 2, 17, 2, 17, 9, 17, 18, 7, 17, 18, 18, 7, 6, 3, 6, 10, 18, 18, 3, 19, 6, 14, 4, 15, 4, 10, 3, 4, 4, 14, 10, 1, 1, 10, 10, 6, 1, 6, 6, 2, 12, 5, 4, 8, 8, 12, 8, 12, 12] 
dag58.txt 4_1x1.txt 0.12389380530973451 0.6 4669440.0 [0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0] 
dag58.txt 5_4_3_2x3.txt 0.40707964601769914 0.55 368640.0 [5, 10, 9, 3, 9, 3, 0, 9, 8, 5, 10, 4, 1, 2, 8, 9, 10, 8, 5, 3, 9, 3, 2, 2, 0, 9, 1, 0, 3, 3, 1, 7, 1, 3, 9, 1, 1, 9, 7, 7, 10, 7, 6, 9, 1, 6, 8, 7, 10, 1, 4, 4, 7, 6, 5, 4, 10, 6, 6, 6, 10, 6, 7, 6, 8, 7, 3, 3, 0, 11, 0, 11, 11, 11, 11, 11] 
dag58.txt 3_2x3.txt 0.3274336283185841 0.8 778240.0 [4, 5, 1, 3, 0, 3, 2, 1, 1, 4, 5, 2, 3, 0, 1, 1, 5, 1, 4, 3, 1, 3, 0, 5, 2, 1, 4, 2, 1, 1, 4, 1, 4, 1, 1, 4, 4, 1, 1, 1, 5, 1, 3, 5, 4, 5, 5, 5, 5, 4, 2, 2, 0, 5, 3, 2, 5, 5, 4, 0, 5, 5, 1, 0, 1, 1, 3, 3, 2, 2, 4, 3, 3, 2, 2, 2] 
dag58.txt 5_4_3_2x5.txt 0.49557522123893805 0.9 196608.0 [17, 14, 0, 11, 7, 2, 2, 7, 6, 16, 14, 5, 18, 13, 0, 0, 14, 0, 16, 11, 0, 2, 13, 9, 2, 0, 16, 2, 17, 2, 17, 9, 17, 18, 7, 17, 18, 18, 7, 6, 3, 6, 10, 18, 18, 3, 19, 6, 14, 4, 15, 4, 10, 3, 4, 4, 14, 10, 1, 1, 10, 10, 6, 1, 6, 6, 2, 12, 5, 4, 8, 8, 12, 8, 12, 12] 
dag58.txt 4_1x1.txt 0.12389380530973451 0.65 4669440.0 [0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0] 
dag58.txt 5_4_3_2x3.txt 0.40707964601769914 0.6 368640.0 [5, 10, 9, 3, 9, 3, 0, 9, 8, 5, 10, 4, 1, 2, 8, 9, 10, 8, 5, 3, 9, 3, 2, 2, 0, 9, 1, 0, 3, 3, 1, 7, 1, 3, 9, 1, 1, 9, 7, 7, 10, 7, 6, 9, 1, 6, 8, 7, 10, 1, 4, 4, 7, 6, 5, 4, 10, 6, 6, 6, 10, 6, 7, 6, 8, 7, 3, 3, 0, 11, 0, 11, 11, 11, 11, 11] 
dag58.txt 5_4_3_2x5.txt 0.49557522123893805 1 196608.0 [17, 14, 0, 11, 7, 2, 2, 7, 6, 16, 14, 5, 18, 13, 0, 0, 14, 0, 16, 11, 0, 2, 13, 9, 2, 0, 16, 2, 17, 2, 17, 9, 17, 18, 7, 17, 18, 18, 7, 6, 3, 6, 10, 18, 18, 3, 19, 6, 14, 4, 15, 4, 10, 3, 4, 4, 14, 10, 1, 1, 10, 10, 6, 1, 6, 6, 2, 12, 5, 4, 8, 8, 12, 8, 12, 12] 
dag58.txt 3_2x3.txt 0.3274336283185841 0.9 778240.0 [4, 5, 1, 3, 0, 3, 2, 1, 1, 4, 5, 2, 3, 0, 1, 1, 5, 1, 4, 3, 1, 3, 0, 5, 2, 1, 4, 2, 1, 1, 4, 1, 4, 1, 1, 4, 4, 1, 1, 1, 5, 1, 3, 5, 4, 5, 5, 5, 5, 4, 2, 2, 0, 5, 3, 2, 5, 5, 4, 0, 5, 5, 1, 0, 1, 1, 3, 3, 2, 2, 4, 3, 3, 2, 2, 2] 
dag58.txt 4_1x4.txt 0.37168141592920356 0.5 1179648.0 [0, 7, 4, 1, 7, 1, 3, 4, 4, 0, 5, 3, 1, 7, 4, 4, 7, 4, 0, 1, 4, 1, 7, 5, 3, 5, 1, 3, 4, 4, 1, 5, 1, 4, 4, 1, 1, 4, 5, 5, 2, 1, 1, 2, 0, 2, 4, 2, 5, 0, 3, 0, 5, 2, 0, 0, 2, 2, 2, 2, 2, 2, 5, 2, 4, 6, 4, 6, 3, 0, 6, 6, 6, 6, 3, 3] 
dag58.txt 5_4_3_2x3.txt 0.40707964601769914 0.65 368640.0 [5, 10, 9, 3, 9, 3, 0, 9, 8, 5, 10, 4, 1, 2, 8, 9, 10, 8, 5, 3, 9, 3, 2, 2, 0, 9, 1, 0, 3, 3, 1, 7, 1, 3, 9, 1, 1, 9, 7, 7, 10, 7, 6, 9, 1, 6, 8, 7, 10, 1, 4, 4, 7, 6, 5, 4, 10, 6, 6, 6, 10, 6, 7, 6, 8, 7, 3, 3, 0, 11, 0, 11, 11, 11, 11, 11] 
dag58.txt 4_1x1.txt 0.12389380530973451 0.7 4669440.0 [0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0] 
dag58.txt 4_1x4.txt 0.4336283185840708 0.55 1163264.0 [5, 7, 0, 2, 7, 2, 4, 0, 1, 5, 7, 4, 2, 3, 1, 0, 7, 1, 5, 2, 1, 5, 7, 7, 4, 0, 2, 4, 0, 0, 5, 0, 2, 0, 0, 6, 2, 2, 1, 1, 0, 1, 2, 0, 2, 0, 1, 1, 7, 2, 4, 2, 3, 3, 5, 5, 1, 3, 3, 3, 1, 3, 1, 3, 1, 1, 4, 6, 4, 5, 6, 6, 6, 6, 4, 4] 
dag58.txt 4_1x5.txt 0.07079646017699115 0.1 1990656.0 [0, 2, 0, 0, 0, 0, 0, 0, 4, 0, 0, 1, 0, 6, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
dag58.txt 3_2x3.txt 0.3274336283185841 1 778240.0 [4, 5, 1, 3, 0, 3, 2, 1, 1, 4, 5, 2, 3, 0, 1, 1, 5, 1, 4, 3, 1, 3, 0, 5, 2, 1, 4, 2, 1, 1, 4, 1, 4, 1, 1, 4, 4, 1, 1, 1, 5, 1, 3, 5, 4, 5, 5, 5, 5, 4, 2, 2, 0, 5, 3, 2, 5, 5, 4, 0, 5, 5, 1, 0, 1, 1, 3, 3, 2, 2, 4, 3, 3, 2, 2, 2] 
