dag82.txt 3_2x4.txt 0.3706896551724138 0.5 540672.0 [0, 3, 6, 0, 2, 6, 6, 6, 7, 3, 3, 5, 5, 2, 3, 6, 6, 5, 3, 0, 2, 6, 2, 1, 3, 3, 6, 3, 4, 3, 3, 6, 0, 6, 3, 3, 1, 6, 6, 1, 5, 6, 7, 6, 6, 7, 0, 7, 7, 7, 5, 1, 5, 1, 5, 7, 4, 1, 7, 4, 1, 4, 2, 4, 5, 1, 4, 4, 4, 4, 3, 1, 5, 5, 3, 3, 5, 5] 
dag82.txt 5_4_3_2x2.txt 0.3706896551724138 0.5 540672.0 [0, 6, 5, 0, 4, 5, 5, 5, 7, 6, 6, 3, 3, 4, 6, 5, 5, 3, 6, 0, 4, 5, 4, 2, 6, 6, 5, 6, 1, 6, 6, 5, 0, 5, 6, 6, 2, 5, 5, 2, 3, 5, 7, 5, 5, 7, 0, 7, 7, 7, 3, 2, 3, 2, 3, 7, 1, 2, 7, 1, 2, 1, 4, 1, 3, 2, 1, 1, 1, 1, 6, 2, 3, 3, 6, 6, 3, 3] 
dag82.txt 3_2x4.txt 0.35344827586206895 0.55 540672.0 [0, 4, 6, 0, 5, 6, 6, 6, 7, 4, 4, 1, 1, 3, 4, 6, 6, 1, 4, 0, 5, 6, 3, 5, 5, 4, 6, 4, 6, 4, 6, 6, 4, 6, 4, 7, 4, 6, 6, 4, 1, 6, 7, 4, 3, 7, 0, 1, 7, 7, 1, 7, 1, 1, 1, 3, 7, 1, 0, 3, 1, 3, 5, 3, 5, 5, 3, 3, 6, 2, 7, 2, 1, 2, 5, 2, 5, 2] 
dag82.txt 5_4_3_2x2.txt 0.35344827586206895 0.55 516096.0 [0, 1, 5, 0, 3, 5, 5, 5, 7, 1, 1, 2, 2, 6, 1, 5, 5, 2, 1, 0, 3, 5, 6, 3, 3, 1, 5, 1, 5, 1, 5, 5, 1, 5, 1, 7, 1, 5, 5, 1, 2, 5, 7, 1, 6, 7, 0, 2, 7, 7, 2, 7, 2, 2, 2, 6, 7, 2, 0, 6, 2, 6, 3, 6, 3, 3, 6, 6, 5, 4, 7, 4, 2, 4, 3, 4, 3, 4] 
dag82.txt 3_2x4.txt 0.35344827586206895 0.6 540672.0 [0, 4, 6, 0, 5, 6, 6, 6, 7, 4, 4, 1, 1, 3, 4, 6, 6, 1, 4, 0, 5, 6, 3, 5, 5, 4, 6, 4, 6, 4, 6, 6, 4, 6, 4, 7, 4, 6, 6, 4, 1, 6, 7, 4, 3, 7, 0, 1, 7, 7, 1, 7, 1, 1, 1, 3, 7, 1, 0, 3, 1, 3, 5, 3, 5, 5, 3, 3, 6, 2, 7, 2, 1, 2, 5, 2, 5, 2] 
dag82.txt 5_4_3_2x2.txt 0.35344827586206895 0.6 516096.0 [0, 1, 5, 0, 3, 5, 5, 5, 7, 1, 1, 2, 2, 6, 1, 5, 5, 2, 1, 0, 3, 5, 6, 3, 3, 1, 5, 1, 5, 1, 5, 5, 1, 5, 1, 7, 1, 5, 5, 1, 2, 5, 7, 1, 6, 7, 0, 2, 7, 7, 2, 7, 2, 2, 2, 6, 7, 2, 0, 6, 2, 6, 3, 6, 3, 3, 6, 6, 5, 4, 7, 4, 2, 4, 3, 4, 3, 4] 
dag82.txt 3_2x4.txt 0.35344827586206895 0.65 540672.0 [0, 4, 6, 0, 5, 6, 6, 6, 7, 4, 4, 1, 1, 3, 4, 6, 6, 1, 4, 0, 5, 6, 3, 5, 5, 4, 6, 4, 6, 4, 6, 6, 4, 6, 4, 7, 4, 6, 6, 4, 1, 6, 7, 4, 3, 7, 0, 1, 7, 7, 1, 7, 1, 1, 1, 3, 7, 1, 0, 3, 1, 3, 5, 3, 5, 5, 3, 3, 6, 2, 7, 2, 1, 2, 5, 2, 5, 2] 
dag82.txt 3_2x4.txt 0.35344827586206895 0.7 540672.0 [0, 4, 6, 0, 5, 6, 6, 6, 7, 4, 4, 1, 1, 3, 4, 6, 6, 1, 4, 0, 5, 6, 3, 5, 5, 4, 6, 4, 6, 4, 6, 6, 4, 6, 4, 7, 4, 6, 6, 4, 1, 6, 7, 4, 3, 7, 0, 1, 7, 7, 1, 7, 1, 1, 1, 3, 7, 1, 0, 3, 1, 3, 5, 3, 5, 5, 3, 3, 6, 2, 7, 2, 1, 2, 5, 2, 5, 2] 
dag82.txt 3_2x4.txt 0.35344827586206895 0.8 540672.0 [0, 4, 6, 0, 5, 6, 6, 6, 7, 4, 4, 1, 1, 3, 4, 6, 6, 1, 4, 0, 5, 6, 3, 5, 5, 4, 6, 4, 6, 4, 6, 6, 4, 6, 4, 7, 4, 6, 6, 4, 1, 6, 7, 4, 3, 7, 0, 1, 7, 7, 1, 7, 1, 1, 1, 3, 7, 1, 0, 3, 1, 3, 5, 3, 5, 5, 3, 3, 6, 2, 7, 2, 1, 2, 5, 2, 5, 2] 
dag82.txt 5_4_3_2x2.txt 0.35344827586206895 0.65 516096.0 [0, 1, 5, 0, 3, 5, 5, 5, 7, 1, 1, 2, 2, 6, 1, 5, 5, 2, 1, 0, 3, 5, 6, 3, 3, 1, 5, 1, 5, 1, 5, 5, 1, 5, 1, 7, 1, 5, 5, 1, 2, 5, 7, 1, 6, 7, 0, 2, 7, 7, 2, 7, 2, 2, 2, 6, 7, 2, 0, 6, 2, 6, 3, 6, 3, 3, 6, 6, 5, 4, 7, 4, 2, 4, 3, 4, 3, 4] 
