dag51.txt 3_2x4.txt 0.3939393939393939 0.5 466944.0 [2, 3, 0, 2, 7, 7, 3, 4, 0, 5, 1, 3, 2, 7, 2, 4, 0, 1, 3, 6, 0, 0, 0, 0, 4, 1, 2, 6, 2, 2, 4, 2, 3, 1, 4, 6, 7, 7, 4, 1, 2, 6, 4, 1, 1, 6, 5, 6, 4, 4, 5, 5, 3, 1, 1, 5, 5, 5, 6, 5, 5, 5, 6, 6, 5, 5, 5, 5] 
dag51.txt 5_4_3_2x2.txt 0.3939393939393939 0.5 458752.0 [4, 6, 0, 4, 7, 7, 6, 1, 0, 3, 2, 6, 4, 7, 4, 1, 0, 2, 6, 5, 0, 0, 0, 0, 1, 2, 4, 5, 4, 4, 1, 4, 6, 2, 1, 5, 7, 7, 1, 2, 4, 5, 1, 2, 2, 5, 3, 5, 1, 1, 3, 3, 6, 2, 2, 3, 3, 3, 5, 3, 3, 3, 5, 5, 3, 3, 3, 3] 
dag51.txt 3_2x4.txt 0.3939393939393939 0.55 466944.0 [2, 3, 0, 2, 7, 7, 3, 4, 0, 5, 1, 3, 2, 7, 2, 4, 0, 1, 3, 6, 0, 0, 0, 0, 4, 1, 2, 6, 2, 2, 4, 2, 3, 1, 4, 6, 7, 7, 4, 1, 2, 6, 4, 1, 1, 6, 5, 6, 4, 4, 5, 5, 3, 1, 1, 5, 5, 5, 6, 5, 5, 5, 6, 6, 5, 5, 5, 5] 
dag51.txt 3_2x4.txt 0.3939393939393939 0.6 466944.0 [2, 3, 0, 2, 7, 7, 3, 4, 0, 5, 1, 3, 2, 7, 2, 4, 0, 1, 3, 6, 0, 0, 0, 0, 4, 1, 2, 6, 2, 2, 4, 2, 3, 1, 4, 6, 7, 7, 4, 1, 2, 6, 4, 1, 1, 6, 5, 6, 4, 4, 5, 5, 3, 1, 1, 5, 5, 5, 6, 5, 5, 5, 6, 6, 5, 5, 5, 5] 
dag51.txt 5_4_3_2x2.txt 0.3939393939393939 0.55 458752.0 [4, 6, 0, 4, 7, 7, 6, 1, 0, 3, 2, 6, 4, 7, 4, 1, 0, 2, 6, 5, 0, 0, 0, 0, 1, 2, 4, 5, 4, 4, 1, 4, 6, 2, 1, 5, 7, 7, 1, 2, 4, 5, 1, 2, 2, 5, 3, 5, 1, 1, 3, 3, 6, 2, 2, 3, 3, 3, 5, 3, 3, 3, 5, 5, 3, 3, 3, 3] 
dag51.txt 3_2x4.txt 0.3939393939393939 0.65 466944.0 [2, 3, 0, 2, 7, 7, 3, 4, 0, 5, 1, 3, 2, 7, 2, 4, 0, 1, 3, 6, 0, 0, 0, 0, 4, 1, 2, 6, 2, 2, 4, 2, 3, 1, 4, 6, 7, 7, 4, 1, 2, 6, 4, 1, 1, 6, 5, 6, 4, 4, 5, 5, 3, 1, 1, 5, 5, 5, 6, 5, 5, 5, 6, 6, 5, 5, 5, 5] 
dag51.txt 3_2x4.txt 0.3939393939393939 0.7 466944.0 [2, 3, 0, 2, 7, 7, 3, 4, 0, 5, 1, 3, 2, 7, 2, 4, 0, 1, 3, 6, 0, 0, 0, 0, 4, 1, 2, 6, 2, 2, 4, 2, 3, 1, 4, 6, 7, 7, 4, 1, 2, 6, 4, 1, 1, 6, 5, 6, 4, 4, 5, 5, 3, 1, 1, 5, 5, 5, 6, 5, 5, 5, 6, 6, 5, 5, 5, 5] 
dag51.txt 5_4_3_2x2.txt 0.3939393939393939 0.6 458752.0 [4, 6, 0, 4, 7, 7, 6, 1, 0, 3, 2, 6, 4, 7, 4, 1, 0, 2, 6, 5, 0, 0, 0, 0, 1, 2, 4, 5, 4, 4, 1, 4, 6, 2, 1, 5, 7, 7, 1, 2, 4, 5, 1, 2, 2, 5, 3, 5, 1, 1, 3, 3, 6, 2, 2, 3, 3, 3, 5, 3, 3, 3, 5, 5, 3, 3, 3, 3] 
dag51.txt 5_4_3_2x2.txt 0.3939393939393939 0.65 458752.0 [4, 6, 0, 4, 7, 7, 6, 1, 0, 3, 2, 6, 4, 7, 4, 1, 0, 2, 6, 5, 0, 0, 0, 0, 1, 2, 4, 5, 4, 4, 1, 4, 6, 2, 1, 5, 7, 7, 1, 2, 4, 5, 1, 2, 2, 5, 3, 5, 1, 1, 3, 3, 6, 2, 2, 3, 3, 3, 5, 3, 3, 3, 5, 5, 3, 3, 3, 3] 
dag51.txt 3_2x4.txt 0.3939393939393939 0.8 466944.0 [2, 3, 0, 2, 7, 7, 3, 4, 0, 5, 1, 3, 2, 7, 2, 4, 0, 1, 3, 6, 0, 0, 0, 0, 4, 1, 2, 6, 2, 2, 4, 2, 3, 1, 4, 6, 7, 7, 4, 1, 2, 6, 4, 1, 1, 6, 5, 6, 4, 4, 5, 5, 3, 1, 1, 5, 5, 5, 6, 5, 5, 5, 6, 6, 5, 5, 5, 5] 
