dag62.txt 3_2x4.txt 0.3974358974358974 0.5 344064.0 [1, 2, 4, 3, 3, 7, 6, 6, 5, 3, 3, 6, 4, 3, 3, 7, 2, 7, 2, 7, 1, 7, 7, 2, 1, 4, 4, 2, 4, 7, 2, 6, 6, 7, 5, 1, 5, 4, 1, 2, 1, 1, 1, 4, 1, 6, 5, 0, 6, 5, 0, 0, 0] 
dag62.txt 3_2x4.txt 0.3974358974358974 0.55 344064.0 [1, 2, 4, 3, 3, 7, 6, 6, 5, 3, 3, 6, 4, 3, 3, 7, 2, 7, 2, 7, 1, 7, 7, 2, 1, 4, 4, 2, 4, 7, 2, 6, 6, 7, 5, 1, 5, 4, 1, 2, 1, 1, 1, 4, 1, 6, 5, 0, 6, 5, 0, 0, 0] 
dag62.txt 5_4_3_2x2.txt 0.3974358974358974 0.5 335872.0 [2, 4, 1, 6, 6, 7, 5, 5, 3, 6, 6, 5, 1, 6, 6, 7, 4, 7, 4, 7, 2, 7, 7, 4, 2, 1, 1, 4, 1, 7, 4, 5, 5, 7, 3, 2, 3, 1, 2, 4, 2, 2, 2, 1, 2, 5, 3, 0, 5, 3, 0, 0, 0] 
dag62.txt 5_4_3_2x2.txt 0.3974358974358974 0.55 335872.0 [2, 4, 1, 6, 6, 7, 5, 5, 3, 6, 6, 5, 1, 6, 6, 7, 4, 7, 4, 7, 2, 7, 7, 4, 2, 1, 1, 4, 1, 7, 4, 5, 5, 7, 3, 2, 3, 1, 2, 4, 2, 2, 2, 1, 2, 5, 3, 0, 5, 3, 0, 0, 0] 
dag62.txt 5_4_3_2x2.txt 0.3974358974358974 0.6 335872.0 [2, 4, 1, 6, 6, 7, 5, 5, 3, 6, 6, 5, 1, 6, 6, 7, 4, 7, 4, 7, 2, 7, 7, 4, 2, 1, 1, 4, 1, 7, 4, 5, 5, 7, 3, 2, 3, 1, 2, 4, 2, 2, 2, 1, 2, 5, 3, 0, 5, 3, 0, 0, 0] 
dag62.txt 3_2x4.txt 0.3974358974358974 0.6 344064.0 [1, 2, 4, 3, 3, 7, 6, 6, 5, 3, 3, 6, 4, 3, 3, 7, 2, 7, 2, 7, 1, 7, 7, 2, 1, 4, 4, 2, 4, 7, 2, 6, 6, 7, 5, 1, 5, 4, 1, 2, 1, 1, 1, 4, 1, 6, 5, 0, 6, 5, 0, 0, 0] 
dag62.txt 5_4_3_2x2.txt 0.3974358974358974 0.65 335872.0 [2, 4, 1, 6, 6, 7, 5, 5, 3, 6, 6, 5, 1, 6, 6, 7, 4, 7, 4, 7, 2, 7, 7, 4, 2, 1, 1, 4, 1, 7, 4, 5, 5, 7, 3, 2, 3, 1, 2, 4, 2, 2, 2, 1, 2, 5, 3, 0, 5, 3, 0, 0, 0] 
dag62.txt 5_4_3_2x2.txt 0.3974358974358974 0.7 335872.0 [2, 4, 1, 6, 6, 7, 5, 5, 3, 6, 6, 5, 1, 6, 6, 7, 4, 7, 4, 7, 2, 7, 7, 4, 2, 1, 1, 4, 1, 7, 4, 5, 5, 7, 3, 2, 3, 1, 2, 4, 2, 2, 2, 1, 2, 5, 3, 0, 5, 3, 0, 0, 0] 
dag62.txt 3_2x4.txt 0.3974358974358974 0.65 344064.0 [1, 2, 4, 3, 3, 7, 6, 6, 5, 3, 3, 6, 4, 3, 3, 7, 2, 7, 2, 7, 1, 7, 7, 2, 1, 4, 4, 2, 4, 7, 2, 6, 6, 7, 5, 1, 5, 4, 1, 2, 1, 1, 1, 4, 1, 6, 5, 0, 6, 5, 0, 0, 0] 
dag62.txt 5_4_3_2x2.txt 0.3974358974358974 0.8 335872.0 [2, 4, 1, 6, 6, 7, 5, 5, 3, 6, 6, 5, 1, 6, 6, 7, 4, 7, 4, 7, 2, 7, 7, 4, 2, 1, 1, 4, 1, 7, 4, 5, 5, 7, 3, 2, 3, 1, 2, 4, 2, 2, 2, 1, 2, 5, 3, 0, 5, 3, 0, 0, 0] 
dag62.txt 3_2x4.txt 0.3974358974358974 0.7 344064.0 [1, 2, 4, 3, 3, 7, 6, 6, 5, 3, 3, 6, 4, 3, 3, 7, 2, 7, 2, 7, 1, 7, 7, 2, 1, 4, 4, 2, 4, 7, 2, 6, 6, 7, 5, 1, 5, 4, 1, 2, 1, 1, 1, 4, 1, 6, 5, 0, 6, 5, 0, 0, 0] 
dag62.txt 4_1x5.txt 0.41025641025641024 0.5 557056.0 [3, 1, 0, 9, 3, 8, 6, 6, 2, 5, 3, 6, 0, 8, 9, 8, 1, 1, 1, 8, 1, 8, 1, 1, 0, 8, 3, 5, 3, 1, 1, 6, 3, 8, 2, 3, 7, 3, 3, 1, 0, 9, 0, 7, 0, 4, 7, 4, 4, 2, 4, 2, 2] 
dag62.txt 5_4_3_2x2.txt 0.3974358974358974 0.9 335872.0 [2, 4, 1, 6, 6, 7, 5, 5, 3, 6, 6, 5, 1, 6, 6, 7, 4, 7, 4, 7, 2, 7, 7, 4, 2, 1, 1, 4, 1, 7, 4, 5, 5, 7, 3, 2, 3, 1, 2, 4, 2, 2, 2, 1, 2, 5, 3, 0, 5, 3, 0, 0, 0] 
dag62.txt 4_1x5.txt 0.41025641025641024 0.55 557056.0 [3, 1, 0, 9, 3, 8, 6, 6, 2, 5, 3, 6, 0, 8, 9, 8, 1, 1, 1, 8, 1, 8, 1, 1, 0, 8, 3, 5, 3, 1, 1, 6, 3, 8, 2, 3, 7, 3, 3, 1, 0, 9, 0, 7, 0, 4, 7, 4, 4, 2, 4, 2, 2] 
dag62.txt 5_4_3_2x2.txt 0.3974358974358974 1 335872.0 [2, 4, 1, 6, 6, 7, 5, 5, 3, 6, 6, 5, 1, 6, 6, 7, 4, 7, 4, 7, 2, 7, 7, 4, 2, 1, 1, 4, 1, 7, 4, 5, 5, 7, 3, 2, 3, 1, 2, 4, 2, 2, 2, 1, 2, 5, 3, 0, 5, 3, 0, 0, 0] 
dag62.txt 3_2x4.txt 0.3974358974358974 0.8 344064.0 [1, 2, 4, 3, 3, 7, 6, 6, 5, 3, 3, 6, 4, 3, 3, 7, 2, 7, 2, 7, 1, 7, 7, 2, 1, 4, 4, 2, 4, 7, 2, 6, 6, 7, 5, 1, 5, 4, 1, 2, 1, 1, 1, 4, 1, 6, 5, 0, 6, 5, 0, 0, 0] 
dag62.txt 4_1x5.txt 0.41025641025641024 0.6 557056.0 [3, 1, 0, 9, 3, 8, 6, 6, 2, 5, 3, 6, 0, 8, 9, 8, 1, 1, 1, 8, 1, 8, 1, 1, 0, 8, 3, 5, 3, 1, 1, 6, 3, 8, 2, 3, 7, 3, 3, 1, 0, 9, 0, 7, 0, 4, 7, 4, 4, 2, 4, 2, 2] 
dag62.txt 3_2x4.txt 0.3974358974358974 0.9 344064.0 [1, 2, 4, 3, 3, 7, 6, 6, 5, 3, 3, 6, 4, 3, 3, 7, 2, 7, 2, 7, 1, 7, 7, 2, 1, 4, 4, 2, 4, 7, 2, 6, 6, 7, 5, 1, 5, 4, 1, 2, 1, 1, 1, 4, 1, 6, 5, 0, 6, 5, 0, 0, 0] 
dag62.txt 4_1x5.txt 0.41025641025641024 0.65 557056.0 [3, 1, 0, 9, 3, 8, 6, 6, 2, 5, 3, 6, 0, 8, 9, 8, 1, 1, 1, 8, 1, 8, 1, 1, 0, 8, 3, 5, 3, 1, 1, 6, 3, 8, 2, 3, 7, 3, 3, 1, 0, 9, 0, 7, 0, 4, 7, 4, 4, 2, 4, 2, 2] 
dag62.txt 3_2x4.txt 0.3974358974358974 1 344064.0 [1, 2, 4, 3, 3, 7, 6, 6, 5, 3, 3, 6, 4, 3, 3, 7, 2, 7, 2, 7, 1, 7, 7, 2, 1, 4, 4, 2, 4, 7, 2, 6, 6, 7, 5, 1, 5, 4, 1, 2, 1, 1, 1, 4, 1, 6, 5, 0, 6, 5, 0, 0, 0] 
dag62.txt 3_2x3.txt 0.3974358974358974 0.5 458752.0 [2, 0, 5, 5, 2, 3, 3, 1, 5, 1, 2, 1, 5, 1, 2, 0, 0, 2, 5, 0, 5, 2, 2, 0, 5, 4, 4, 4, 4, 0, 2, 1, 4, 0, 0, 2, 0, 4, 2, 2, 2, 5, 5, 4, 5, 3, 4, 3, 3, 5, 3, 3, 3] 
dag62.txt 4_1x5.txt 0.41025641025641024 0.7 557056.0 [3, 1, 0, 9, 3, 8, 6, 6, 2, 5, 3, 6, 0, 8, 9, 8, 1, 1, 1, 8, 1, 8, 1, 1, 0, 8, 3, 5, 3, 1, 1, 6, 3, 8, 2, 3, 7, 3, 3, 1, 0, 9, 0, 7, 0, 4, 7, 4, 4, 2, 4, 2, 2] 
dag62.txt 3_2x3.txt 0.3974358974358974 0.55 458752.0 [2, 0, 5, 5, 2, 3, 3, 1, 5, 1, 2, 1, 5, 1, 2, 0, 0, 2, 5, 0, 5, 2, 2, 0, 5, 4, 4, 4, 4, 0, 2, 1, 4, 0, 0, 2, 0, 4, 2, 2, 2, 5, 5, 4, 5, 3, 4, 3, 3, 5, 3, 3, 3] 
dag62.txt 4_1x5.txt 0.41025641025641024 0.8 557056.0 [3, 1, 0, 9, 3, 8, 6, 6, 2, 5, 3, 6, 0, 8, 9, 8, 1, 1, 1, 8, 1, 8, 1, 1, 0, 8, 3, 5, 3, 1, 1, 6, 3, 8, 2, 3, 7, 3, 3, 1, 0, 9, 0, 7, 0, 4, 7, 4, 4, 2, 4, 2, 2] 
dag62.txt 3_2x3.txt 0.3974358974358974 0.6 458752.0 [2, 0, 5, 5, 2, 3, 3, 1, 5, 1, 2, 1, 5, 1, 2, 0, 0, 2, 5, 0, 5, 2, 2, 0, 5, 4, 4, 4, 4, 0, 2, 1, 4, 0, 0, 2, 0, 4, 2, 2, 2, 5, 5, 4, 5, 3, 4, 3, 3, 5, 3, 3, 3] 
dag62.txt 4_1x5.txt 0.41025641025641024 0.9 557056.0 [3, 1, 0, 9, 3, 8, 6, 6, 2, 5, 3, 6, 0, 8, 9, 8, 1, 1, 1, 8, 1, 8, 1, 1, 0, 8, 3, 5, 3, 1, 1, 6, 3, 8, 2, 3, 7, 3, 3, 1, 0, 9, 0, 7, 0, 4, 7, 4, 4, 2, 4, 2, 2] 
dag62.txt 3_2x3.txt 0.3974358974358974 0.65 458752.0 [2, 0, 5, 5, 2, 3, 3, 1, 5, 1, 2, 1, 5, 1, 2, 0, 0, 2, 5, 0, 5, 2, 2, 0, 5, 4, 4, 4, 4, 0, 2, 1, 4, 0, 0, 2, 0, 4, 2, 2, 2, 5, 5, 4, 5, 3, 4, 3, 3, 5, 3, 3, 3] 
dag62.txt 4_1x5.txt 0.41025641025641024 1 557056.0 [3, 1, 0, 9, 3, 8, 6, 6, 2, 5, 3, 6, 0, 8, 9, 8, 1, 1, 1, 8, 1, 8, 1, 1, 0, 8, 3, 5, 3, 1, 1, 6, 3, 8, 2, 3, 7, 3, 3, 1, 0, 9, 0, 7, 0, 4, 7, 4, 4, 2, 4, 2, 2] 
dag62.txt 4_1x1.txt 0.1282051282051282 0.5 2768896.0 [0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1] 
dag62.txt 3_2x3.txt 0.3974358974358974 0.7 458752.0 [2, 0, 5, 5, 2, 3, 3, 1, 5, 1, 2, 1, 5, 1, 2, 0, 0, 2, 5, 0, 5, 2, 2, 0, 5, 4, 4, 4, 4, 0, 2, 1, 4, 0, 0, 2, 0, 4, 2, 2, 2, 5, 5, 4, 5, 3, 4, 3, 3, 5, 3, 3, 3] 
dag62.txt 4_1x1.txt 0.1282051282051282 0.55 2768896.0 [0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1] 
dag62.txt 5_4_3_2x3.txt 0.44871794871794873 0.5 188416.0 [9, 8, 10, 5, 3, 2, 7, 11, 10, 0, 3, 0, 10, 0, 3, 2, 8, 3, 8, 2, 8, 2, 3, 8, 8, 6, 6, 4, 4, 8, 8, 11, 11, 2, 1, 9, 6, 4, 9, 8, 5, 5, 5, 6, 5, 7, 6, 7, 7, 10, 9, 1, 9] 
dag62.txt 3_2x3.txt 0.3974358974358974 0.8 458752.0 [2, 0, 5, 5, 2, 3, 3, 1, 5, 1, 2, 1, 5, 1, 2, 0, 0, 2, 5, 0, 5, 2, 2, 0, 5, 4, 4, 4, 4, 0, 2, 1, 4, 0, 0, 2, 0, 4, 2, 2, 2, 5, 5, 4, 5, 3, 4, 3, 3, 5, 3, 3, 3] 
dag62.txt 4_1x1.txt 0.1282051282051282 0.6 2768896.0 [0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1] 
dag62.txt 5_4_3_2x3.txt 0.44871794871794873 0.55 188416.0 [9, 8, 10, 5, 3, 2, 7, 11, 10, 0, 3, 0, 10, 0, 3, 2, 8, 3, 8, 2, 8, 2, 3, 8, 8, 6, 6, 4, 4, 8, 8, 11, 11, 2, 1, 9, 6, 4, 9, 8, 5, 5, 5, 6, 5, 7, 6, 7, 7, 10, 9, 1, 9] 
dag62.txt 3_2x3.txt 0.3974358974358974 0.9 458752.0 [2, 0, 5, 5, 2, 3, 3, 1, 5, 1, 2, 1, 5, 1, 2, 0, 0, 2, 5, 0, 5, 2, 2, 0, 5, 4, 4, 4, 4, 0, 2, 1, 4, 0, 0, 2, 0, 4, 2, 2, 2, 5, 5, 4, 5, 3, 4, 3, 3, 5, 3, 3, 3] 
dag62.txt 4_1x5.txt 0.08974358974358974 0.1 1261568.0 [8, 0, 0, 0, 1, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
dag62.txt 4_1x1.txt 0.1282051282051282 0.65 2768896.0 [0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1] 
dag62.txt 3_2x3.txt 0.3974358974358974 1 458752.0 [2, 0, 5, 5, 2, 3, 3, 1, 5, 1, 2, 1, 5, 1, 2, 0, 0, 2, 5, 0, 5, 2, 2, 0, 5, 4, 4, 4, 4, 0, 2, 1, 4, 0, 0, 2, 0, 4, 2, 2, 2, 5, 5, 4, 5, 3, 4, 3, 3, 5, 3, 3, 3] 
dag62.txt 5_4_3_2x3.txt 0.44871794871794873 0.6 188416.0 [9, 8, 10, 5, 3, 2, 7, 11, 10, 0, 3, 0, 10, 0, 3, 2, 8, 3, 8, 2, 8, 2, 3, 8, 8, 6, 6, 4, 4, 8, 8, 11, 11, 2, 1, 9, 6, 4, 9, 8, 5, 5, 5, 6, 5, 7, 6, 7, 7, 10, 9, 1, 9] 
dag62.txt 4_1x1.txt 0.1282051282051282 0.7 2768896.0 [0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1] 
dag62.txt 4_1x1.txt 0.1282051282051282 0.8 2768896.0 [0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1] 
dag62.txt 5_4_3_2x3.txt 0.44871794871794873 0.65 188416.0 [9, 8, 10, 5, 3, 2, 7, 11, 10, 0, 3, 0, 10, 0, 3, 2, 8, 3, 8, 2, 8, 2, 3, 8, 8, 6, 6, 4, 4, 8, 8, 11, 11, 2, 1, 9, 6, 4, 9, 8, 5, 5, 5, 6, 5, 7, 6, 7, 7, 10, 9, 1, 9] 
dag62.txt 4_1x1.txt 0.1282051282051282 0.9 2768896.0 [0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1] 
