dag99.txt 3_2x4.txt 0.43434343434343436 0.5 398677.3333333333 [4, 1, 4, 7, 2, 4, 6, 0, 6, 6, 6, 6, 2, 5, 2, 2, 2, 6, 1, 1, 4, 1, 2, 4, 7, 6, 0, 7, 6, 7, 1, 7, 5, 7, 7, 5, 7, 6, 2, 6, 4, 4, 3, 3, 1, 3, 3, 3, 0, 0, 6, 6, 2, 6, 6, 0, 0, 0, 7, 0, 0, 7, 4, 0, 5, 5] 
dag99.txt 5_4_3_2x2.txt 0.45454545454545453 0.5 291635.2 [1, 2, 1, 7, 4, 1, 5, 0, 5, 0, 5, 5, 4, 3, 4, 4, 4, 5, 2, 2, 1, 2, 4, 1, 4, 5, 1, 7, 5, 7, 2, 7, 3, 7, 7, 3, 7, 5, 5, 5, 1, 1, 6, 6, 2, 6, 6, 6, 0, 0, 5, 5, 4, 5, 5, 0, 0, 0, 7, 0, 0, 7, 0, 0, 4, 3] 
dag99.txt 3_2x4.txt 0.43434343434343436 0.55 398677.3333333333 [4, 1, 4, 7, 2, 4, 6, 0, 6, 6, 6, 6, 2, 5, 2, 2, 2, 6, 1, 1, 4, 1, 2, 4, 7, 6, 0, 7, 6, 7, 1, 7, 5, 7, 7, 5, 7, 6, 2, 6, 4, 4, 3, 3, 1, 3, 3, 3, 0, 0, 6, 6, 2, 6, 6, 0, 0, 0, 7, 0, 0, 7, 4, 0, 5, 5] 
dag99.txt 5_4_3_2x2.txt 0.45454545454545453 0.55 291635.2 [1, 2, 1, 7, 4, 1, 5, 0, 5, 0, 5, 5, 4, 3, 4, 4, 4, 5, 2, 2, 1, 2, 4, 1, 4, 5, 1, 7, 5, 7, 2, 7, 3, 7, 7, 3, 7, 5, 5, 5, 1, 1, 6, 6, 2, 6, 6, 6, 0, 0, 5, 5, 4, 5, 5, 0, 0, 0, 7, 0, 0, 7, 0, 0, 4, 3] 
dag99.txt 5_4_3_2x2.txt 0.45454545454545453 0.6 291635.2 [1, 2, 1, 7, 4, 1, 5, 0, 5, 0, 5, 5, 4, 3, 4, 4, 4, 5, 2, 2, 1, 2, 4, 1, 4, 5, 1, 7, 5, 7, 2, 7, 3, 7, 7, 3, 7, 5, 5, 5, 1, 1, 6, 6, 2, 6, 6, 6, 0, 0, 5, 5, 4, 5, 5, 0, 0, 0, 7, 0, 0, 7, 0, 0, 4, 3] 
dag99.txt 3_2x4.txt 0.43434343434343436 0.6 398677.3333333333 [4, 1, 4, 7, 2, 4, 6, 0, 6, 6, 6, 6, 2, 5, 2, 2, 2, 6, 1, 1, 4, 1, 2, 4, 7, 6, 0, 7, 6, 7, 1, 7, 5, 7, 7, 5, 7, 6, 2, 6, 4, 4, 3, 3, 1, 3, 3, 3, 0, 0, 6, 6, 2, 6, 6, 0, 0, 0, 7, 0, 0, 7, 4, 0, 5, 5] 
dag99.txt 5_4_3_2x2.txt 0.45454545454545453 0.65 291635.2 [1, 2, 1, 7, 4, 1, 5, 0, 5, 0, 5, 5, 4, 3, 4, 4, 4, 5, 2, 2, 1, 2, 4, 1, 4, 5, 1, 7, 5, 7, 2, 7, 3, 7, 7, 3, 7, 5, 5, 5, 1, 1, 6, 6, 2, 6, 6, 6, 0, 0, 5, 5, 4, 5, 5, 0, 0, 0, 7, 0, 0, 7, 0, 0, 4, 3] 
dag99.txt 3_2x4.txt 0.43434343434343436 0.65 398677.3333333333 [4, 1, 4, 7, 2, 4, 6, 0, 6, 6, 6, 6, 2, 5, 2, 2, 2, 6, 1, 1, 4, 1, 2, 4, 7, 6, 0, 7, 6, 7, 1, 7, 5, 7, 7, 5, 7, 6, 2, 6, 4, 4, 3, 3, 1, 3, 3, 3, 0, 0, 6, 6, 2, 6, 6, 0, 0, 0, 7, 0, 0, 7, 4, 0, 5, 5] 
dag99.txt 5_4_3_2x2.txt 0.45454545454545453 0.7 291635.2 [1, 2, 1, 7, 4, 1, 5, 0, 5, 0, 5, 5, 4, 3, 4, 4, 4, 5, 2, 2, 1, 2, 4, 1, 4, 5, 1, 7, 5, 7, 2, 7, 3, 7, 7, 3, 7, 5, 5, 5, 1, 1, 6, 6, 2, 6, 6, 6, 0, 0, 5, 5, 4, 5, 5, 0, 0, 0, 7, 0, 0, 7, 0, 0, 4, 3] 
dag99.txt 5_4_3_2x2.txt 0.45454545454545453 0.8 291635.2 [1, 2, 1, 7, 4, 1, 5, 0, 5, 0, 5, 5, 4, 3, 4, 4, 4, 5, 2, 2, 1, 2, 4, 1, 4, 5, 1, 7, 5, 7, 2, 7, 3, 7, 7, 3, 7, 5, 5, 5, 1, 1, 6, 6, 2, 6, 6, 6, 0, 0, 5, 5, 4, 5, 5, 0, 0, 0, 7, 0, 0, 7, 0, 0, 4, 3] 
