dag15.txt 3_2x4.txt 0.4520547945205479 0.5 286720.0 [5, 2, 6, 6, 4, 7, 7, 6, 3, 3, 7, 6, 2, 6, 6, 6, 1, 4, 4, 0, 6, 0, 2, 4, 6, 0, 3, 6, 2, 5, 6, 1, 6, 3, 6, 5, 6, 3, 6, 3, 6, 0, 3, 5, 5, 3, 5, 5] 
dag15.txt 5_4_3_2x2.txt 0.4520547945205479 0.5 191146.66666666666 [3, 4, 5, 5, 1, 7, 7, 5, 6, 6, 7, 5, 4, 5, 5, 5, 2, 1, 1, 0, 4, 0, 4, 1, 5, 0, 6, 5, 4, 3, 5, 2, 5, 6, 5, 3, 5, 6, 5, 6, 5, 0, 6, 0, 3, 6, 3, 3] 
dag15.txt 3_2x4.txt 0.4520547945205479 0.55 286720.0 [5, 2, 6, 6, 4, 7, 7, 6, 3, 3, 7, 6, 2, 6, 6, 6, 1, 4, 4, 0, 6, 0, 2, 4, 6, 0, 3, 6, 2, 5, 6, 1, 6, 3, 6, 5, 6, 3, 6, 3, 6, 0, 3, 5, 5, 3, 5, 5] 
dag15.txt 5_4_3_2x2.txt 0.4520547945205479 0.55 191146.66666666666 [3, 4, 5, 5, 1, 7, 7, 5, 6, 6, 7, 5, 4, 5, 5, 5, 2, 1, 1, 0, 4, 0, 4, 1, 5, 0, 6, 5, 4, 3, 5, 2, 5, 6, 5, 3, 5, 6, 5, 6, 5, 0, 6, 0, 3, 6, 3, 3] 
dag15.txt 5_4_3_2x2.txt 0.4520547945205479 0.6 191146.66666666666 [3, 4, 5, 5, 1, 7, 7, 5, 6, 6, 7, 5, 4, 5, 5, 5, 2, 1, 1, 0, 4, 0, 4, 1, 5, 0, 6, 5, 4, 3, 5, 2, 5, 6, 5, 3, 5, 6, 5, 6, 5, 0, 6, 0, 3, 6, 3, 3] 
dag15.txt 3_2x4.txt 0.4520547945205479 0.6 286720.0 [5, 2, 6, 6, 4, 7, 7, 6, 3, 3, 7, 6, 2, 6, 6, 6, 1, 4, 4, 0, 6, 0, 2, 4, 6, 0, 3, 6, 2, 5, 6, 1, 6, 3, 6, 5, 6, 3, 6, 3, 6, 0, 3, 5, 5, 3, 5, 5] 
dag15.txt 5_4_3_2x2.txt 0.4520547945205479 0.65 191146.66666666666 [3, 4, 5, 5, 1, 7, 7, 5, 6, 6, 7, 5, 4, 5, 5, 5, 2, 1, 1, 0, 4, 0, 4, 1, 5, 0, 6, 5, 4, 3, 5, 2, 5, 6, 5, 3, 5, 6, 5, 6, 5, 0, 6, 0, 3, 6, 3, 3] 
dag15.txt 3_2x4.txt 0.4520547945205479 0.65 286720.0 [5, 2, 6, 6, 4, 7, 7, 6, 3, 3, 7, 6, 2, 6, 6, 6, 1, 4, 4, 0, 6, 0, 2, 4, 6, 0, 3, 6, 2, 5, 6, 1, 6, 3, 6, 5, 6, 3, 6, 3, 6, 0, 3, 5, 5, 3, 5, 5] 
dag15.txt 4_1x5.txt 0.4931506849315068 0.5 344064.0 [0, 0, 8, 8, 6, 9, 9, 7, 3, 3, 9, 8, 7, 8, 8, 8, 0, 0, 6, 6, 2, 6, 2, 1, 8, 4, 3, 8, 0, 1, 3, 2, 5, 5, 8, 3, 8, 0, 8, 3, 8, 4, 3, 0, 1, 3, 1, 3] 
dag15.txt 3_2x4.txt 0.4520547945205479 0.7 286720.0 [5, 2, 6, 6, 4, 7, 7, 6, 3, 3, 7, 6, 2, 6, 6, 6, 1, 4, 4, 0, 6, 0, 2, 4, 6, 0, 3, 6, 2, 5, 6, 1, 6, 3, 6, 5, 6, 3, 6, 3, 6, 0, 3, 5, 5, 3, 5, 5] 
dag15.txt 5_4_3_2x2.txt 0.4520547945205479 0.7 191146.66666666666 [3, 4, 5, 5, 1, 7, 7, 5, 6, 6, 7, 5, 4, 5, 5, 5, 2, 1, 1, 0, 4, 0, 4, 1, 5, 0, 6, 5, 4, 3, 5, 2, 5, 6, 5, 3, 5, 6, 5, 6, 5, 0, 6, 0, 3, 6, 3, 3] 
dag15.txt 4_1x5.txt 0.547945205479452 0.55 262144.0 [0, 0, 8, 8, 6, 9, 9, 7, 0, 0, 2, 8, 7, 8, 8, 8, 0, 2, 6, 6, 4, 6, 2, 1, 8, 4, 3, 8, 4, 1, 3, 2, 5, 5, 8, 3, 8, 0, 8, 3, 8, 4, 3, 0, 1, 3, 1, 3] 
dag15.txt 3_2x4.txt 0.4520547945205479 0.8 286720.0 [5, 2, 6, 6, 4, 7, 7, 6, 3, 3, 7, 6, 2, 6, 6, 6, 1, 4, 4, 0, 6, 0, 2, 4, 6, 0, 3, 6, 2, 5, 6, 1, 6, 3, 6, 5, 6, 3, 6, 3, 6, 0, 3, 5, 5, 3, 5, 5] 
dag15.txt 5_4_3_2x2.txt 0.4520547945205479 0.8 191146.66666666666 [3, 4, 5, 5, 1, 7, 7, 5, 6, 6, 7, 5, 4, 5, 5, 5, 2, 1, 1, 0, 4, 0, 4, 1, 5, 0, 6, 5, 4, 3, 5, 2, 5, 6, 5, 3, 5, 6, 5, 6, 5, 0, 6, 0, 3, 6, 3, 3] 
dag15.txt 3_2x4.txt 0.4520547945205479 0.9 286720.0 [5, 2, 6, 6, 4, 7, 7, 6, 3, 3, 7, 6, 2, 6, 6, 6, 1, 4, 4, 0, 6, 0, 2, 4, 6, 0, 3, 6, 2, 5, 6, 1, 6, 3, 6, 5, 6, 3, 6, 3, 6, 0, 3, 5, 5, 3, 5, 5] 
dag15.txt 5_4_3_2x2.txt 0.4520547945205479 0.9 191146.66666666666 [3, 4, 5, 5, 1, 7, 7, 5, 6, 6, 7, 5, 4, 5, 5, 5, 2, 1, 1, 0, 4, 0, 4, 1, 5, 0, 6, 5, 4, 3, 5, 2, 5, 6, 5, 3, 5, 6, 5, 6, 5, 0, 6, 0, 3, 6, 3, 3] 
dag15.txt 4_1x5.txt 0.589041095890411 0.6 200704.0 [0, 0, 8, 8, 6, 9, 9, 7, 0, 0, 8, 8, 7, 8, 8, 8, 0, 2, 6, 6, 6, 6, 2, 1, 8, 4, 3, 8, 4, 1, 3, 2, 5, 5, 8, 3, 8, 0, 8, 6, 8, 4, 3, 0, 1, 3, 1, 3] 
dag15.txt 3_2x4.txt 0.4520547945205479 1 286720.0 [5, 2, 6, 6, 4, 7, 7, 6, 3, 3, 7, 6, 2, 6, 6, 6, 1, 4, 4, 0, 6, 0, 2, 4, 6, 0, 3, 6, 2, 5, 6, 1, 6, 3, 6, 5, 6, 3, 6, 3, 6, 0, 3, 5, 5, 3, 5, 5] 
dag15.txt 5_4_3_2x2.txt 0.4520547945205479 1 191146.66666666666 [3, 4, 5, 5, 1, 7, 7, 5, 6, 6, 7, 5, 4, 5, 5, 5, 2, 1, 1, 0, 4, 0, 4, 1, 5, 0, 6, 5, 4, 3, 5, 2, 5, 6, 5, 3, 5, 6, 5, 6, 5, 0, 6, 0, 3, 6, 3, 3] 
dag15.txt 4_1x5.txt 0.589041095890411 0.65 200704.0 [0, 0, 8, 8, 6, 9, 9, 7, 0, 0, 8, 8, 7, 8, 8, 8, 0, 2, 6, 6, 6, 6, 2, 1, 8, 4, 3, 8, 4, 1, 3, 2, 5, 5, 8, 3, 8, 0, 8, 6, 8, 4, 3, 0, 1, 3, 1, 3] 
