dag20.txt 3_2x4.txt True 0.032 0.04 2861738.6666666665 [0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
dag20.txt 3_2x4.txt True 0.056 0.06 2686976.0 [0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
dag20.txt 3_2x4.txt True 0.08 0.08 2271914.6666666665 [0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 0, 2, 2, 2, 0, 2, 2, 2] 
dag20.txt 3_2x4.txt True 0.096 0.1 1974272.0 [0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 
dag20.txt 3_2x4.txt True 0.12 0.12 2211840.0 [1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
dag20.txt 3_2x4.txt True 0.136 0.14 1376256.0 [0, 2, 1, 4, 0, 2, 1, 0, 0, 2, 0, 1, 0, 1, 0, 0, 0, 1, 0, 2, 0, 0, 0, 1, 2, 1, 0, 2, 0, 1, 0, 2, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 2, 2, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 2] 
dag20.txt 3_2x4.txt True 0.16 0.16 1540096.0 [0, 1, 0, 2, 2, 1, 2, 0, 0, 1, 2, 0, 2, 2, 2, 0, 0, 2, 2, 1, 0, 0, 2, 0, 1, 2, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 2, 0, 2, 2, 2, 2, 0, 2, 2, 2, 0, 2, 2, 2, 0, 2, 2, 2, 2, 2, 0, 2, 1, 0, 0, 0, 2, 1, 1, 1, 2, 0, 1, 1, 2, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1] 
dag20.txt 3_2x4.txt True 0.176 0.18 1354410.6666666667 [3, 1, 0, 0, 0, 2, 0, 0, 3, 2, 0, 0, 0, 0, 3, 3, 0, 0, 0, 1, 3, 0, 0, 0, 2, 0, 0, 3, 3, 0, 0, 3, 0, 0, 3, 0, 0, 3, 0, 3, 0, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3, 0, 2, 3, 3, 3, 0, 2, 1, 2, 0, 3, 3, 0, 0, 2, 1, 2, 3, 1, 1, 2, 1, 1, 0, 1, 0, 0] 
dag20.txt 3_2x4.txt True 0.2 0.2 1032192.0 [4, 1, 0, 0, 0, 2, 0, 0, 4, 2, 0, 0, 4, 0, 4, 4, 0, 0, 0, 1, 4, 0, 0, 0, 2, 0, 0, 2, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 4, 4, 0, 0, 0, 0, 4, 0, 0, 0, 4, 0, 0, 0, 3, 4, 4, 4, 4, 4, 4, 4, 2, 3, 4, 4, 4, 2, 1, 2, 4, 4, 4, 4, 1, 4, 1, 2, 2, 1, 1, 2, 1, 1, 0, 1, 1, 1] 
dag20.txt 3_2x4.txt True 0.248 0.25 827392.0 [1, 4, 2, 0, 1, 5, 0, 2, 2, 5, 0, 2, 5, 0, 2, 1, 2, 0, 0, 4, 1, 2, 0, 2, 5, 0, 2, 3, 2, 2, 0, 3, 2, 2, 3, 2, 0, 3, 1, 2, 0, 0, 0, 0, 2, 0, 1, 0, 1, 0, 2, 0, 1, 2, 2, 5, 5, 5, 2, 5, 5, 1, 1, 1, 5, 5, 4, 4, 5, 3, 3, 3, 1, 3, 4, 3, 3, 4, 4, 3, 4, 4, 2, 4, 4, 4] 
