triadag15_0.txt 3_2x4.txt True 0.06190476190476191 0.07 1326.25 [7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 5, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 5, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 7, 6, 7, 7, 2, 7, 7, 7, 7, 7, 7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 7, 7, 7, 7, 7, 7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7] 
triadag15_0.txt 3_2x4.txt True 0.09047619047619047 0.1 1277.5 [7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 5, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 5, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 1, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 7, 6, 7, 1, 2, 7, 7, 7, 7, 7, 7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 7, 7, 7, 7, 7, 7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7] 
triadag15_0.txt 3_2x4.txt True 0.14761904761904762 0.15 1169.0 [7, 7, 7, 7, 7, 7, 7, 7, 5, 7, 7, 6, 7, 7, 3, 7, 7, 7, 7, 7, 7, 7, 5, 7, 7, 6, 7, 7, 3, 7, 7, 7, 7, 7, 7, 5, 7, 7, 6, 7, 7, 3, 7, 7, 7, 7, 7, 5, 7, 7, 6, 7, 7, 3, 7, 7, 7, 7, 5, 7, 7, 6, 7, 7, 3, 7, 7, 7, 5, 7, 7, 6, 7, 7, 3, 7, 7, 5, 7, 7, 0, 7, 7, 3, 7, 5, 7, 7, 0, 7, 7, 3, 0, 7, 7, 0, 7, 7, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
triadag15_0.txt 3_2x4.txt True 0.2 0.2 424.25 [5, 5, 7, 5, 4, 5, 5, 5, 5, 5, 5, 6, 5, 4, 5, 5, 7, 5, 4, 5, 5, 5, 5, 5, 5, 6, 5, 4, 5, 7, 5, 4, 5, 5, 5, 5, 5, 5, 6, 5, 5, 5, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 7, 7, 3, 7, 7, 7, 7, 7, 6, 7, 7, 7, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 1, 3, 3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 
triadag15_0.txt 3_2x4.txt True 0.3 0.3 958.0 [1, 1, 2, 1, 0, 1, 1, 3, 1, 1, 3, 7, 1, 0, 0, 1, 2, 1, 0, 1, 1, 3, 1, 1, 3, 7, 1, 0, 0, 2, 1, 0, 1, 1, 3, 1, 1, 3, 7, 1, 0, 0, 2, 0, 2, 2, 2, 2, 2, 3, 7, 2, 0, 2, 6, 2, 2, 2, 2, 2, 3, 7, 2, 7, 2, 6, 6, 6, 6, 6, 6, 7, 6, 7, 6, 6, 6, 6, 6, 6, 7, 6, 7, 6, 5, 6, 6, 6, 7, 6, 4, 6, 5, 5, 5, 5, 5, 4, 5, 4, 5, 5, 5, 4, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4] 
triadag15_0.txt 3_2x4.txt True 0.4 0.4 658.0 [4, 4, 1, 6, 4, 4, 1, 5, 5, 4, 7, 5, 7, 5, 1, 4, 4, 6, 4, 4, 4, 5, 5, 4, 7, 5, 7, 5, 1, 6, 6, 4, 4, 4, 5, 5, 4, 7, 6, 7, 5, 1, 6, 4, 6, 7, 6, 6, 6, 7, 6, 7, 5, 1, 0, 6, 7, 6, 6, 6, 7, 1, 7, 0, 1, 0, 1, 1, 0, 1, 0, 1, 2, 0, 0, 0, 1, 0, 1, 0, 1, 2, 0, 0, 2, 1, 0, 0, 1, 2, 0, 0, 2, 3, 2, 3, 2, 2, 1, 3, 2, 3, 2, 2, 2, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3] 
triadag15_0.txt 3_2x4.txt True 0.5 0.5 444.0 [4, 3, 1, 6, 1, 4, 1, 5, 5, 4, 7, 5, 7, 5, 1, 4, 4, 6, 4, 1, 4, 5, 5, 4, 7, 5, 7, 5, 1, 1, 6, 4, 4, 4, 5, 5, 4, 7, 6, 7, 5, 1, 1, 4, 6, 7, 6, 6, 6, 7, 6, 7, 5, 1, 1, 6, 7, 6, 1, 6, 7, 3, 7, 1, 1, 0, 1, 1, 0, 1, 0, 1, 2, 0, 0, 0, 3, 0, 1, 0, 1, 1, 0, 0, 2, 1, 0, 0, 1, 2, 0, 0, 1, 3, 2, 3, 2, 2, 3, 3, 1, 3, 2, 2, 2, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3] 
triadag15_0.txt 3_2x4.txt True 0.5952380952380952 0.6 314.0 [4, 3, 5, 6, 1, 4, 1, 5, 5, 4, 7, 5, 7, 5, 1, 3, 4, 6, 5, 1, 4, 5, 5, 4, 7, 7, 7, 5, 1, 7, 6, 4, 4, 4, 5, 5, 4, 7, 6, 7, 5, 5, 1, 4, 6, 7, 3, 6, 6, 7, 6, 7, 5, 1, 1, 3, 7, 6, 1, 6, 7, 7, 7, 1, 1, 0, 3, 1, 0, 1, 7, 1, 2, 0, 0, 0, 5, 0, 3, 0, 1, 1, 0, 0, 2, 5, 0, 3, 1, 2, 1, 0, 1, 3, 3, 7, 2, 5, 5, 3, 1, 3, 2, 2, 2, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3] 
triadag15_0.txt 3_2x4.txt True 0.5952380952380952 0.7 314.0 [4, 3, 5, 6, 1, 4, 1, 5, 5, 4, 7, 5, 7, 5, 1, 3, 4, 6, 5, 1, 4, 5, 5, 4, 7, 7, 7, 5, 1, 7, 6, 4, 4, 4, 5, 5, 4, 7, 6, 7, 5, 5, 1, 4, 6, 7, 3, 6, 6, 7, 6, 7, 5, 1, 1, 3, 7, 6, 1, 6, 7, 7, 7, 1, 1, 0, 3, 1, 0, 1, 7, 1, 2, 0, 0, 0, 5, 0, 3, 0, 1, 1, 0, 0, 2, 5, 0, 3, 1, 2, 1, 0, 1, 3, 3, 7, 2, 5, 5, 3, 1, 3, 2, 2, 2, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3] 
triadag15_0.txt 3_2x4.txt True 0.5952380952380952 1 314.0 [4, 3, 5, 6, 1, 4, 1, 5, 5, 4, 7, 5, 7, 5, 1, 3, 4, 6, 5, 1, 4, 5, 5, 4, 7, 7, 7, 5, 1, 7, 6, 4, 4, 4, 5, 5, 4, 7, 6, 7, 5, 5, 1, 4, 6, 7, 3, 6, 6, 7, 6, 7, 5, 1, 1, 3, 7, 6, 1, 6, 7, 7, 7, 1, 1, 0, 3, 1, 0, 1, 7, 1, 2, 0, 0, 0, 5, 0, 3, 0, 1, 1, 0, 0, 2, 5, 0, 3, 1, 2, 1, 0, 1, 3, 3, 7, 2, 5, 5, 3, 1, 3, 2, 2, 2, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3] 
