dagN39.txt 3_2x4.txt True 0.06611570247933884 0.07 1071.75 [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 7, 1, 1, 1, 1, 1, 1, 7, 1, 7, 1, 1, 7, 1, 1, 1, 1, 7, 1, 1, 1, 1, 1, 1, 7, 1, 1, 1, 1, 1, 1, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 
dagN39.txt 3_2x4.txt True 0.08677685950413223 0.1 586.5 [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 7, 7, 3, 7, 3, 1, 1, 1, 7, 3, 1, 7, 1, 7, 1, 1, 3, 7, 3, 7, 1, 3, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 3, 7, 7, 7, 7, 7, 7, 3, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7] 
dagN39.txt 3_2x4.txt True 0.12190082644628099 0.15 973.75 [7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 3, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 3, 3, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 3, 7, 3, 7, 7, 7, 7, 7, 3, 7, 3, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 3, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0, 1, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 1, 7, 7, 7, 7, 1, 7, 0, 1, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 1, 2, 0, 7, 7, 1, 7] 
dagN39.txt 3_2x4.txt True 0.1590909090909091 0.2 921.75 [7, 7, 7, 7, 7, 7, 7, 0, 7, 7, 7, 7, 7, 0, 7, 7, 7, 7, 7, 7, 7, 0, 7, 1, 0, 7, 7, 7, 7, 1, 7, 7, 1, 7, 7, 7, 0, 7, 7, 7, 7, 7, 7, 7, 1, 7, 7, 1, 7, 1, 7, 7, 7, 7, 7, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 3, 7, 0, 7, 7, 3, 7, 7, 7, 7, 7, 7, 3, 7, 3, 7, 7, 3, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 3, 7, 7, 2, 7, 7, 7, 3, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 2, 7, 7, 7, 3, 7, 7, 7, 7, 7, 7, 2, 3, 2, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 2, 7, 3, 7, 7, 7, 2, 7, 2, 7, 7, 7] 
dagN39.txt 3_2x4.txt True 0.18388429752066116 0.3 905.0 [7, 7, 3, 7, 7, 7, 7, 3, 7, 7, 3, 7, 3, 3, 7, 7, 7, 7, 7, 7, 7, 3, 7, 7, 3, 7, 7, 7, 3, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 1, 7, 7, 7, 7, 7, 7, 7, 1, 7, 7, 7, 7, 1, 7, 7, 2, 7, 7, 1, 7, 7, 7, 7, 1, 7, 2, 7, 2, 7, 7, 1, 7, 1, 7, 7, 1, 2, 7, 7, 2, 7, 7, 7, 2, 7, 7, 7, 1, 7, 7, 7, 7, 7, 7, 1, 7, 7, 7, 7, 7, 7, 1, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0, 7, 7, 7, 7, 7, 0, 7, 0, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 3, 0, 0, 7, 0, 3, 7, 7, 0, 7, 0, 7, 7, 0] 
dagN39.txt 3_2x4.txt True 0.18388429752066116 0.4 905.0 [7, 7, 3, 7, 7, 7, 7, 3, 7, 7, 3, 7, 3, 3, 7, 7, 7, 7, 7, 7, 7, 3, 7, 7, 3, 7, 7, 7, 3, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 1, 7, 7, 7, 7, 7, 7, 7, 1, 7, 7, 7, 7, 1, 7, 7, 2, 7, 7, 1, 7, 7, 7, 7, 1, 7, 2, 7, 2, 7, 7, 1, 7, 1, 7, 7, 1, 2, 7, 7, 2, 7, 7, 7, 2, 7, 7, 7, 1, 7, 7, 7, 7, 7, 7, 1, 7, 7, 7, 7, 7, 7, 1, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0, 7, 7, 7, 7, 7, 0, 7, 0, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 3, 0, 0, 7, 0, 3, 7, 7, 0, 7, 0, 7, 7, 0] 
dagN39.txt 3_2x4.txt True 0.18388429752066116 0.5 905.0 [7, 7, 3, 7, 7, 7, 7, 3, 7, 7, 3, 7, 3, 3, 7, 7, 7, 7, 7, 7, 7, 3, 7, 7, 3, 7, 7, 7, 3, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 1, 7, 7, 7, 7, 7, 7, 7, 1, 7, 7, 7, 7, 1, 7, 7, 2, 7, 7, 1, 7, 7, 7, 7, 1, 7, 2, 7, 2, 7, 7, 1, 7, 1, 7, 7, 1, 2, 7, 7, 2, 7, 7, 7, 2, 7, 7, 7, 1, 7, 7, 7, 7, 7, 7, 1, 7, 7, 7, 7, 7, 7, 1, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0, 7, 7, 7, 7, 7, 0, 7, 0, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 3, 0, 0, 7, 0, 3, 7, 7, 0, 7, 0, 7, 7, 0] 
dagN39.txt 3_2x4.txt True 0.38636363636363635 0.6 300.0 [5, 5, 5, 4, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 1, 5, 5, 1, 5, 5, 1, 1, 5, 1, 1, 5, 5, 5, 1, 1, 5, 4, 1, 5, 5, 7, 1, 4, 1, 1, 1, 6, 5, 3, 5, 4, 1, 3, 6, 7, 4, 7, 5, 3, 7, 3, 6, 7, 6, 7, 5, 7, 7, 3, 3, 3, 6, 7, 7, 7, 6, 7, 3, 6, 3, 3, 3, 3, 6, 7, 7, 3, 3, 3, 3, 7, 1, 7, 0, 3, 3, 7, 6, 7, 7, 3, 3, 3, 0, 3, 3, 1, 3, 0, 7, 1, 3, 3, 7, 1, 3, 1, 0, 3, 3, 3, 3, 7, 1, 3, 1, 1, 1, 3, 3, 1, 1, 1, 1, 3, 3, 3, 0, 3, 1, 1, 1, 1, 3, 1, 1, 1, 3, 3, 1, 3] 
dagN39.txt 3_2x4.txt True 0.4462809917355372 0.7 271.5 [5, 5, 3, 5, 5, 5, 5, 3, 5, 5, 3, 5, 5, 3, 1, 3, 5, 3, 5, 5, 5, 3, 3, 3, 5, 3, 5, 5, 3, 3, 3, 1, 3, 1, 3, 1, 3, 1, 1, 3, 3, 5, 1, 1, 3, 3, 3, 3, 0, 3, 3, 1, 3, 3, 1, 0, 0, 2, 3, 1, 1, 2, 0, 3, 1, 1, 5, 5, 1, 5, 1, 5, 0, 3, 5, 1, 3, 5, 5, 5, 3, 3, 1, 1, 1, 5, 5, 1, 0, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 1, 7, 4, 1, 1, 1, 4, 1, 4, 1, 5, 7, 5, 1, 7, 7, 7, 1, 1, 7, 7, 4, 1, 7, 6, 1, 6, 7, 1, 7, 7, 1, 4, 7, 7, 7, 6, 7, 4, 1, 6, 1, 7, 7, 7, 7, 4, 7, 7, 7, 7, 6, 7, 4, 7, 6, 6, 7, 4, 6, 7] 
dagN39.txt 3_2x4.txt True 0.6012396694214877 1 239.0 [0, 0, 0, 5, 5, 1, 5, 1, 5, 0, 3, 1, 0, 5, 1, 0, 3, 1, 1, 0, 1, 1, 1, 7, 5, 1, 3, 3, 1, 3, 1, 1, 5, 1, 1, 3, 1, 0, 1, 3, 1, 3, 7, 3, 3, 1, 3, 3, 3, 7, 1, 7, 1, 1, 1, 1, 1, 1, 3, 3, 3, 7, 2, 1, 7, 2, 3, 7, 7, 3, 7, 1, 2, 3, 3, 3, 3, 2, 2, 2, 7, 6, 3, 5, 3, 6, 7, 3, 1, 7, 1, 2, 6, 6, 7, 2, 3, 1, 7, 6, 6, 6, 7, 7, 7, 7, 3, 7, 7, 3, 7, 6, 7, 5, 7, 7, 7, 5, 7, 7, 5, 3, 7, 5, 7, 4, 7, 5, 7, 5, 5, 7, 1, 7, 5, 4, 3, 5, 5, 5, 5, 7, 5, 4, 5, 5, 4, 5, 4, 4, 3, 5, 5, 4, 3, 4, 5, 5, 5, 5] 
