dagP65.txt 3_2x4.txt True 0.04411764705882353 0.07 1347.0 [1, 1, 1, 1, 3, 1, 3, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 4] 
dagP65.txt 3_2x4.txt True 0.07720588235294118 0.1 1189.5 [7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 3, 0, 0, 7, 7, 0, 3, 0, 0, 0, 3, 7, 7, 0, 3, 7, 0, 3, 0, 0, 3, 0, 0, 3, 0, 0, 0, 0, 3, 0, 3, 0, 0] 
dagP65.txt 3_2x4.txt True 0.12683823529411764 0.15 1192.75 [5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 3, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 3, 3, 5, 5, 5, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 5, 6, 5, 5, 5, 5, 5, 5, 5, 6, 5, 5, 6, 5, 5, 5, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 7, 7, 5, 5, 5, 7, 5, 6, 5, 5, 5, 5, 6, 5, 5, 5, 7, 7, 5, 5, 7, 7, 7, 5, 6, 5, 6, 5, 7, 7, 7, 5] 
dagP65.txt 3_2x4.txt True 0.13786764705882354 0.2 1096.25 [7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 3, 7, 3, 7, 3, 7, 7, 7, 7, 7, 7, 7, 3, 7, 7, 7, 3, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 3, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 2, 3, 2, 7, 7, 7, 7, 7, 7, 2, 0, 0, 0, 2, 3, 0, 0, 7, 2, 7, 0, 2, 7, 0, 0, 7, 0, 0, 0, 7, 0, 0, 2, 0, 0, 2, 7, 0, 0, 0, 0, 0, 2] 
dagP65.txt 3_2x4.txt True 0.1801470588235294 0.3 1052.0 [7, 7, 7, 7, 7, 7, 2, 7, 2, 7, 7, 7, 7, 7, 2, 7, 7, 2, 7, 7, 7, 2, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 3, 7, 7, 7, 7, 7, 7, 3, 7, 7, 7, 3, 7, 7, 7, 3, 3, 7, 7, 7, 3, 3, 3, 7, 7, 3, 7, 7, 7, 3, 7, 7, 7, 7, 7, 3, 3, 7, 7, 7, 3, 7, 7, 7, 7, 7, 7, 7, 3, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0, 0, 7, 7, 1, 1, 7, 1, 7, 0, 7, 7, 0, 7, 7, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 7, 1, 1, 0, 0, 0, 1] 
dagP65.txt 3_2x4.txt True 0.1801470588235294 0.4 1052.0 [7, 7, 7, 7, 7, 7, 2, 7, 2, 7, 7, 7, 7, 7, 2, 7, 7, 2, 7, 7, 7, 2, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 3, 7, 7, 7, 7, 7, 7, 3, 7, 7, 7, 3, 7, 7, 7, 3, 3, 7, 7, 7, 3, 3, 3, 7, 7, 3, 7, 7, 7, 3, 7, 7, 7, 7, 7, 3, 3, 7, 7, 7, 3, 7, 7, 7, 7, 7, 7, 7, 3, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0, 0, 7, 7, 1, 1, 7, 1, 7, 0, 7, 7, 0, 7, 7, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 7, 1, 1, 0, 0, 0, 1] 
dagP65.txt 3_2x4.txt True 0.3492647058823529 0.5 380.0 [5, 5, 5, 5, 5, 5, 3, 5, 3, 4, 5, 5, 5, 5, 3, 5, 5, 4, 5, 5, 5, 3, 5, 5, 5, 4, 4, 4, 5, 4, 7, 7, 1, 5, 5, 7, 1, 1, 1, 7, 7, 7, 1, 4, 5, 7, 7, 1, 7, 1, 1, 7, 4, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 4, 7, 7, 7, 7, 7, 7, 1, 7, 7, 7, 7, 7, 7, 7, 7, 0, 7, 0, 7, 7, 7, 0, 7, 0, 3, 7, 3, 7, 0, 0, 7, 1, 1, 1, 0, 1, 1, 1, 1, 3, 1, 1, 0, 7, 1, 1, 3, 1, 1, 1, 3, 3, 1, 3, 1, 3, 3, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 5, 5, 1, 3, 1, 1, 5, 1, 3, 3, 3, 3, 3, 5, 5, 3, 5, 5, 1, 5, 5, 5, 3, 3, 5, 5, 3, 3, 5, 3, 5, 5, 5, 3, 5, 5, 5, 5, 5, 3, 5, 3, 5, 5, 5, 3, 3] 
dagP65.txt 3_2x4.txt True 0.4375 0.6 322.25 [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 5, 1, 1, 5, 1, 5, 1, 0, 5, 0, 1, 5, 5, 1, 5, 1, 5, 5, 0, 5, 5, 5, 5, 5, 1, 3, 3, 3, 1, 2, 5, 3, 1, 5, 5, 7, 1, 3, 3, 3, 2, 3, 7, 2, 3, 3, 2, 7, 3, 3, 3, 3, 3, 2, 2, 3, 7, 7, 7, 7, 2, 3, 3, 7, 3, 7, 3, 6, 2, 2, 7, 6, 3, 2, 3, 6, 3, 7, 7, 3, 3, 6, 3, 3, 3, 7, 6, 3, 3, 3, 7, 7, 7, 7, 6, 6, 3, 7, 7, 3, 3, 7, 7, 7, 7, 7, 3, 4, 7, 7, 7, 7, 6, 7, 7, 7, 7, 4, 7, 1, 5, 7, 4, 6, 7, 1, 4, 4, 1, 1, 7, 4, 5, 5, 5, 5, 1, 4, 1, 5, 4, 5, 1, 5, 1, 1, 5, 1, 1, 5, 5, 5, 1, 5, 5, 5, 5, 1, 5, 1, 5, 5, 5, 5, 5, 5] 
dagP65.txt 3_2x4.txt True 0.4375 0.7 306.25 [3, 4, 1, 5, 5, 5, 5, 4, 5, 4, 1, 5, 5, 5, 5, 4, 1, 4, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 5, 7, 5, 5, 4, 7, 5, 7, 5, 7, 7, 6, 5, 5, 4, 5, 7, 7, 4, 7, 5, 7, 7, 7, 6, 7, 7, 7, 6, 7, 6, 7, 7, 7, 7, 5, 7, 6, 7, 7, 7, 6, 7, 7, 6, 7, 7, 7, 6, 7, 7, 3, 6, 3, 6, 7, 7, 3, 3, 3, 7, 7, 2, 7, 7, 3, 3, 5, 3, 5, 3, 3, 3, 3, 2, 2, 3, 5, 3, 3, 5, 5, 3, 3, 5, 3, 3, 2, 2, 2, 5, 1, 5, 3, 5, 2, 5, 5, 1, 5, 3, 0, 3, 3, 1, 5, 0, 1, 1, 3, 2, 0, 1, 1, 1, 1, 1, 1, 0, 1, 3, 1, 3, 1, 3, 0, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 0, 3, 0, 1, 1, 1, 1, 0] 
dagP65.txt 3_2x4.txt True 0.6102941176470589 1 288.5 [7, 4, 5, 4, 3, 3, 4, 5, 5, 4, 4, 4, 7, 7, 5, 5, 1, 5, 1, 5, 1, 5, 4, 3, 4, 7, 5, 4, 4, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 7, 5, 6, 5, 6, 5, 5, 5, 6, 5, 3, 5, 3, 7, 7, 6, 7, 3, 7, 7, 6, 6, 3, 7, 5, 1, 7, 7, 7, 1, 7, 6, 1, 7, 7, 7, 7, 7, 6, 7, 1, 7, 1, 7, 7, 7, 1, 1, 1, 0, 3, 7, 7, 3, 7, 7, 1, 1, 7, 1, 3, 3, 1, 1, 0, 5, 7, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 3, 1, 3, 1, 3, 0, 3, 0, 0, 1, 3, 1, 3, 1, 3, 5, 1, 0, 0, 7, 5, 5, 3, 3, 5, 3, 3, 0, 2, 3, 2, 2, 3, 1, 1, 5, 3, 3, 1, 5, 5, 3, 2, 3, 2, 7, 7, 3, 2, 1, 2, 2, 3, 3, 2, 3, 2, 1, 2, 1, 3] 
