dagF31.txt 1234x1.txt True 0.49122807017543857 0.5 254.75 [3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 2, 3, 1, 3, 3, 3, 2, 3, 1, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 2, 1, 3, 1, 3, 2, 3, 1, 1, 3, 3, 2, 3, 3, 3, 3, 3, 1, 2, 1, 2, 3, 2, 1, 3, 3, 3, 2, 1, 2, 2, 1, 3, 2, 3, 3, 2, 2, 2, 1, 2, 2] 
dagF31.txt 1234x1.txt True 0.5745614035087719 0.6 217.5 [3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 2, 3, 1, 0, 3, 3, 2, 0, 1, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 0, 1, 2, 1, 1, 2, 2, 1, 1, 3, 3, 2, 3, 3, 3, 3, 3, 1, 2, 1, 2, 3, 2, 1, 3, 3, 3, 2, 1, 2, 2, 1, 3, 2, 3, 3, 2, 2, 2, 1, 2, 2] 
dagF31.txt 1234x1.txt True 0.6929824561403509 0.7 303.0 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 3, 1, 1, 1, 0, 1, 3, 3, 3, 0, 3, 0, 1, 0, 1, 1, 0, 1, 3, 1, 0, 3, 1, 1, 0, 1, 3, 1, 1, 2, 3, 3, 1, 1, 3, 1, 3, 2, 2, 2, 3, 3, 3, 2, 3, 3, 3, 2, 2, 3, 2, 2, 2, 1, 3, 2, 2, 2, 2, 3, 3, 2, 3, 2, 2] 
dagF31.txt 1234x1.txt True 0.706140350877193 0.8 214.75 [3, 1, 0, 0, 0, 3, 0, 0, 3, 0, 3, 1, 2, 1, 0, 1, 3, 3, 2, 0, 3, 3, 1, 0, 1, 1, 3, 1, 3, 1, 0, 2, 1, 3, 0, 1, 3, 1, 3, 2, 3, 3, 1, 1, 3, 1, 3, 2, 2, 2, 3, 3, 3, 2, 3, 3, 3, 2, 2, 3, 2, 2, 2, 1, 3, 2, 2, 2, 2, 3, 3, 2, 3, 2, 2] 
dagF31.txt 1234x1.txt True 0.706140350877193 0.9 214.75 [3, 1, 0, 0, 0, 3, 0, 0, 3, 0, 3, 1, 2, 1, 0, 1, 3, 3, 2, 0, 3, 3, 1, 0, 1, 1, 3, 1, 3, 1, 0, 2, 1, 3, 0, 1, 3, 1, 3, 2, 3, 3, 1, 1, 3, 1, 3, 2, 2, 2, 3, 3, 3, 2, 3, 3, 3, 2, 2, 3, 2, 2, 2, 1, 3, 2, 2, 2, 2, 3, 3, 2, 3, 2, 2] 
dagF31.txt 1234x1.txt True 0.706140350877193 1 214.75 [3, 1, 0, 0, 0, 3, 0, 0, 3, 0, 3, 1, 2, 1, 0, 1, 3, 3, 2, 0, 3, 3, 1, 0, 1, 1, 3, 1, 3, 1, 0, 2, 1, 3, 0, 1, 3, 1, 3, 2, 3, 3, 1, 1, 3, 1, 3, 2, 2, 2, 3, 3, 3, 2, 3, 3, 3, 2, 2, 3, 2, 2, 2, 1, 3, 2, 2, 2, 2, 3, 3, 2, 3, 2, 2] 
dagF31.txt 1234x1.txt True 0.49122807017543857 0.5 254.75 [3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 2, 3, 1, 3, 3, 3, 2, 3, 1, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 2, 1, 3, 1, 3, 2, 3, 1, 1, 3, 3, 2, 3, 3, 3, 3, 3, 1, 2, 1, 2, 3, 2, 1, 3, 3, 3, 2, 1, 2, 2, 1, 3, 2, 3, 3, 2, 2, 2, 1, 2, 2] 
dagF31.txt 1234x1.txt True 0.5745614035087719 0.6 217.5 [3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 2, 3, 1, 0, 3, 3, 2, 0, 1, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 0, 1, 2, 1, 1, 2, 2, 1, 1, 3, 3, 2, 3, 3, 3, 3, 3, 1, 2, 1, 2, 3, 2, 1, 3, 3, 3, 2, 1, 2, 2, 1, 3, 2, 3, 3, 2, 2, 2, 1, 2, 2] 
dagF31.txt 1234x1.txt True 0.6929824561403509 0.7 303.0 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 3, 1, 1, 1, 0, 1, 3, 3, 3, 0, 3, 0, 1, 0, 1, 1, 0, 1, 3, 1, 0, 3, 1, 1, 0, 1, 3, 1, 1, 2, 3, 3, 1, 1, 3, 1, 3, 2, 2, 2, 3, 3, 3, 2, 3, 3, 3, 2, 2, 3, 2, 2, 2, 1, 3, 2, 2, 2, 2, 3, 3, 2, 3, 2, 2] 
dagF31.txt 1234x1.txt True 0.706140350877193 0.8 214.75 [3, 1, 0, 0, 0, 3, 0, 0, 3, 0, 3, 1, 2, 1, 0, 1, 3, 3, 2, 0, 3, 3, 1, 0, 1, 1, 3, 1, 3, 1, 0, 2, 1, 3, 0, 1, 3, 1, 3, 2, 3, 3, 1, 1, 3, 1, 3, 2, 2, 2, 3, 3, 3, 2, 3, 3, 3, 2, 2, 3, 2, 2, 2, 1, 3, 2, 2, 2, 2, 3, 3, 2, 3, 2, 2] 
dagF31.txt 1234x1.txt True 0.706140350877193 0.9 214.75 [3, 1, 0, 0, 0, 3, 0, 0, 3, 0, 3, 1, 2, 1, 0, 1, 3, 3, 2, 0, 3, 3, 1, 0, 1, 1, 3, 1, 3, 1, 0, 2, 1, 3, 0, 1, 3, 1, 3, 2, 3, 3, 1, 1, 3, 1, 3, 2, 2, 2, 3, 3, 3, 2, 3, 3, 3, 2, 2, 3, 2, 2, 2, 1, 3, 2, 2, 2, 2, 3, 3, 2, 3, 2, 2] 
dagF31.txt 1234x1.txt True 0.706140350877193 1 214.75 [3, 1, 0, 0, 0, 3, 0, 0, 3, 0, 3, 1, 2, 1, 0, 1, 3, 3, 2, 0, 3, 3, 1, 0, 1, 1, 3, 1, 3, 1, 0, 2, 1, 3, 0, 1, 3, 1, 3, 2, 3, 3, 1, 1, 3, 1, 3, 2, 2, 2, 3, 3, 3, 2, 3, 3, 3, 2, 2, 3, 2, 2, 2, 1, 3, 2, 2, 2, 2, 3, 3, 2, 3, 2, 2] 
