dagI43.txt 3_2x4.txt True 0.06354515050167224 0.07 648.0 [7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 1, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 1, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 1, 7, 7] 
dagI43.txt 3_2x4.txt True 0.07357859531772576 0.1 636.25 [7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 1, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 1, 7, 7, 7, 1, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 1, 7, 7] 
dagI43.txt 3_2x4.txt True 0.13377926421404682 0.15 622.5 [7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 5, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 5, 7, 7, 5, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 7, 7, 6, 7, 7, 7, 7, 7, 6, 6, 6, 7, 7, 7, 7, 7, 7, 7, 7, 6, 6, 7, 7, 6, 7] 
dagI43.txt 3_2x4.txt True 0.19732441471571907 0.2 466.0 [7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 5, 7, 7, 7, 7, 7, 7, 7, 7, 5, 1, 5, 1, 7, 5, 7, 6, 6, 6, 7, 7, 6, 6, 5, 6, 6, 6, 5, 5, 5, 6, 5, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 5, 5, 6, 6, 5, 1, 5, 5] 
dagI43.txt 3_2x4.txt True 0.28762541806020064 0.3 260.25 [2, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 2, 0, 3, 3, 2, 3, 3, 3, 3, 4, 3, 3, 3, 1, 0, 7, 7, 3, 7, 0, 3, 1, 7, 7, 1, 7, 6, 3, 3, 7, 7, 4, 1, 7, 7, 6, 5, 6, 7, 7, 7, 7, 5, 5, 7, 7, 7, 7, 7, 7, 4, 7, 7, 7, 7, 7, 7, 7, 7, 5, 7, 7, 7, 7, 4, 7, 6, 7, 7, 7, 6, 7, 7, 7, 7, 7] 
dagI43.txt 3_2x4.txt True 0.3979933110367893 0.4 225.5 [2, 3, 3, 3, 3, 3, 1, 3, 2, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 1, 3, 2, 0, 3, 3, 2, 3, 3, 3, 3, 4, 3, 3, 3, 1, 0, 7, 7, 3, 7, 0, 3, 1, 7, 7, 1, 7, 6, 3, 3, 7, 7, 4, 1, 7, 7, 6, 5, 6, 5, 7, 7, 7, 5, 5, 7, 7, 7, 7, 7, 7, 4, 7, 7, 7, 7, 7, 7, 7, 7, 5, 7, 7, 7, 7, 4, 7, 6, 7, 1, 7, 6, 7, 7, 1, 7, 7] 
dagI43.txt 3_2x4.txt True 0.4983277591973244 0.5 343.0 [0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 2, 1, 1, 1, 0, 0, 3, 1, 1, 3, 3, 3, 1, 1, 0, 3, 3, 3, 0, 1, 2, 3, 2, 2, 3, 2, 2, 2, 3, 6, 6, 3, 6, 3, 3, 2, 6, 6, 2, 6, 7, 2, 5, 6, 6, 2, 2, 6, 6, 7, 4, 7, 6, 6, 6, 6, 7, 7, 7, 6, 5, 7, 4, 7, 7, 7, 5, 5, 5, 4, 7, 4, 5, 7, 7, 5, 5, 5, 7, 4, 7, 4, 4, 4, 5, 4, 5, 1, 4, 5] 
dagI43.txt 3_2x4.txt True 0.5919732441471572 0.6 177.75 [0, 0, 0, 1, 1, 1, 3, 1, 1, 0, 2, 1, 1, 1, 0, 3, 3, 1, 1, 3, 3, 3, 3, 1, 0, 3, 3, 3, 0, 1, 1, 3, 2, 1, 3, 2, 1, 2, 3, 6, 1, 3, 6, 3, 3, 2, 6, 3, 2, 6, 7, 2, 5, 6, 6, 2, 3, 6, 6, 7, 3, 7, 1, 1, 6, 1, 7, 7, 7, 6, 5, 7, 4, 7, 7, 7, 5, 5, 5, 3, 7, 4, 5, 7, 7, 5, 5, 5, 7, 4, 7, 4, 1, 4, 5, 4, 5, 3, 4, 5] 
dagI43.txt 3_2x4.txt True 0.6321070234113713 0.7 140.75 [0, 0, 0, 1, 1, 1, 3, 1, 7, 0, 2, 5, 1, 1, 0, 3, 3, 1, 1, 3, 3, 3, 7, 1, 0, 3, 3, 3, 5, 1, 1, 3, 2, 1, 3, 2, 5, 2, 3, 6, 1, 3, 7, 3, 3, 2, 6, 3, 2, 6, 7, 3, 5, 6, 6, 3, 7, 6, 6, 7, 7, 7, 1, 1, 6, 1, 7, 7, 7, 6, 5, 7, 4, 7, 7, 7, 5, 5, 5, 3, 7, 4, 5, 7, 7, 5, 5, 5, 7, 4, 7, 1, 5, 4, 5, 4, 5, 5, 4, 5] 
dagI43.txt 3_2x4.txt True 0.6321070234113713 1 140.75 [0, 0, 0, 1, 1, 1, 3, 1, 7, 0, 2, 5, 1, 1, 0, 3, 3, 1, 1, 3, 3, 3, 7, 1, 0, 3, 3, 3, 5, 1, 1, 3, 2, 1, 3, 2, 5, 2, 3, 6, 1, 3, 7, 3, 3, 2, 6, 3, 2, 6, 7, 3, 5, 6, 6, 3, 7, 6, 6, 7, 7, 7, 1, 1, 6, 1, 7, 7, 7, 6, 5, 7, 4, 7, 7, 7, 5, 5, 5, 3, 7, 4, 5, 7, 7, 5, 5, 5, 7, 4, 7, 1, 5, 4, 5, 4, 5, 5, 4, 5] 
