dag50.txt 3_2x4.txt 0.09803921568627451 0.1 1747626.6666666667 [2, 2, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 2, 2, 2, 2, 2, 2, 0, 2, 2, 2, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
dag50.txt 3_2x4.txt 0.5098039215686274 0.65 393216.0 [0, 5, 1, 4, 4, 4, 5, 3, 6, 6, 4, 6, 0, 4, 4, 5, 4, 1, 2, 4, 0, 3, 0, 6, 4, 1, 0, 0, 0, 0, 0, 0, 4, 2, 2, 3, 7, 7, 2, 2, 4, 2, 0, 2, 4, 4, 4, 4, 2, 2, 4, 2, 2, 2, 6, 7, 2, 6, 4, 6, 6, 6, 6, 6, 6, 4, 6, 4] 
dag50.txt 3_2x4.txt 0.5 0.6 393216.0 [0, 5, 1, 0, 2, 2, 5, 3, 6, 6, 4, 6, 4, 4, 2, 5, 4, 1, 4, 2, 4, 3, 4, 6, 2, 7, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 3, 2, 7, 4, 4, 7, 4, 4, 2, 4, 4, 4, 4, 2, 4, 4, 4, 6, 2, 2, 2, 4, 2, 6, 6, 6, 6, 6, 6, 6, 6] 
dag50.txt 3_2x4.txt 0.5392156862745098 0.8 393216.0 [0, 5, 1, 2, 4, 2, 5, 3, 6, 6, 2, 6, 0, 2, 4, 5, 2, 1, 4, 2, 0, 3, 0, 6, 2, 1, 0, 0, 0, 0, 0, 0, 2, 4, 4, 3, 7, 7, 4, 4, 2, 4, 0, 4, 2, 2, 6, 6, 4, 4, 2, 6, 4, 6, 6, 2, 4, 2, 6, 6, 6, 7, 6, 6, 6, 6, 6, 6] 
dag50.txt 3_2x4.txt 0.5 0.5 393216.0 [0, 5, 1, 6, 6, 6, 5, 3, 4, 2, 6, 4, 0, 6, 6, 5, 6, 1, 6, 6, 0, 1, 0, 2, 6, 3, 0, 0, 0, 0, 0, 0, 6, 4, 4, 3, 7, 6, 2, 7, 6, 2, 0, 2, 7, 6, 2, 2, 6, 6, 4, 6, 2, 6, 4, 4, 2, 4, 2, 4, 4, 4, 4, 4, 2, 2, 2, 2] 
dag50.txt 3_2x4.txt 0.5294117647058824 0.55 393216.0 [6, 5, 1, 0, 0, 0, 1, 5, 2, 4, 0, 4, 6, 0, 0, 7, 2, 3, 2, 4, 6, 1, 6, 2, 0, 7, 2, 2, 2, 2, 2, 2, 0, 2, 4, 3, 3, 5, 4, 0, 0, 0, 6, 6, 0, 0, 6, 6, 2, 6, 0, 6, 6, 6, 4, 7, 4, 4, 6, 4, 4, 4, 4, 4, 2, 6, 6, 6] 
dag50.txt 3_2x4.txt 0.5 0.7 393216.0 [0, 5, 1, 4, 4, 4, 5, 1, 6, 2, 4, 6, 0, 4, 4, 5, 4, 1, 4, 4, 0, 3, 0, 2, 4, 7, 0, 0, 0, 0, 0, 0, 4, 2, 2, 2, 3, 7, 2, 2, 4, 2, 0, 2, 4, 4, 2, 2, 4, 2, 4, 2, 6, 6, 6, 3, 7, 6, 2, 6, 6, 6, 6, 6, 2, 2, 6, 6] 
dag50.txt 3_2x4.txt 0.37254901960784315 0.45 420522.6666666667 [0, 1, 6, 7, 7, 3, 2, 3, 5, 6, 3, 5, 0, 3, 3, 0, 3, 5, 2, 6, 0, 6, 0, 5, 3, 2, 2, 0, 2, 2, 2, 2, 6, 2, 4, 4, 7, 6, 1, 7, 6, 7, 0, 0, 3, 6, 0, 3, 0, 0, 1, 0, 0, 0, 4, 4, 1, 1, 3, 4, 4, 4, 4, 4, 5, 5, 5, 5] 
dag50.txt 3_2x4.txt 0.5 0.9 393216.0 [0, 5, 1, 0, 4, 4, 5, 3, 6, 6, 2, 6, 2, 2, 4, 5, 2, 1, 2, 4, 2, 3, 2, 6, 4, 7, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 1, 3, 4, 7, 2, 2, 7, 2, 2, 4, 2, 2, 2, 2, 4, 2, 2, 2, 6, 4, 4, 4, 2, 4, 6, 6, 6, 6, 6, 6, 6, 6] 
dag50.txt 3_2x4.txt 0.5294117647058824 1 393216.0 [6, 5, 5, 0, 4, 4, 1, 1, 6, 6, 2, 6, 0, 2, 4, 3, 4, 1, 4, 6, 0, 3, 0, 6, 4, 3, 5, 0, 7, 0, 0, 0, 6, 0, 0, 0, 7, 2, 4, 4, 2, 0, 0, 0, 2, 2, 2, 6, 2, 0, 4, 0, 0, 6, 6, 4, 4, 4, 6, 4, 6, 7, 6, 6, 6, 6, 6, 6] 
dag50.txt 3_2x4.txt 0.3333333333333333 0.4 425984.0 [2, 3, 6, 6, 6, 6, 5, 1, 2, 7, 1, 0, 4, 1, 6, 2, 6, 2, 2, 6, 4, 7, 4, 2, 6, 2, 3, 5, 3, 5, 5, 5, 6, 5, 5, 5, 6, 6, 7, 7, 1, 4, 4, 4, 1, 6, 4, 4, 2, 4, 1, 4, 4, 4, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 2, 4, 4, 4] 
