dag21.txt 4_1x5.txt 0.45185185185185184 1 405504.0 [4, 3, 6, 7, 0, 0, 2, 5, 8, 7, 6, 6, 5, 9, 1, 8, 8, 6, 9, 3, 4, 9, 8, 8, 7, 5, 2, 8, 8, 7, 6, 6, 1, 8, 2, 8, 8, 8, 8, 2, 8, 0, 4, 6, 8, 4, 5, 5, 5, 7, 7, 0, 5, 8, 0, 4, 5, 8, 2, 1, 2, 4, 4, 2, 2, 1, 1, 4, 4, 4, 0, 3, 0, 0, 0, 0, 0, 8, 0, 2, 0, 8, 8, 8, 8, 6, 2, 6, 2, 6, 6] 
dag21.txt 5_4_3_2x5.txt 0.5185185185185185 1 158378.66666666666 [17, 4, 12, 6, 18, 2, 1, 0, 0, 6, 13, 8, 16, 18, 3, 16, 9, 1, 18, 11, 19, 4, 2, 1, 6, 0, 0, 7, 8, 6, 13, 12, 13, 18, 0, 16, 16, 18, 18, 15, 16, 6, 10, 8, 16, 17, 12, 16, 12, 4, 10, 5, 12, 12, 5, 9, 10, 8, 10, 16, 5, 17, 17, 8, 8, 17, 16, 17, 17, 4, 4, 2, 4, 2, 2, 8, 16, 16, 4, 13, 16, 16, 16, 13, 13, 14, 13, 14, 16, 14, 14] 
dag21.txt 5_4_3_2x3.txt 0.45185185185185184 1 255590.4 [9, 0, 0, 1, 2, 0, 8, 4, 2, 1, 10, 4, 4, 8, 5, 0, 4, 9, 8, 1, 9, 8, 10, 8, 1, 4, 2, 10, 10, 1, 10, 3, 5, 2, 5, 10, 5, 2, 2, 0, 2, 1, 1, 4, 9, 9, 9, 4, 4, 8, 4, 8, 4, 5, 6, 11, 4, 6, 7, 4, 6, 11, 11, 6, 6, 9, 4, 9, 11, 8, 7, 0, 7, 0, 0, 6, 0, 5, 7, 7, 7, 0, 5, 5, 5, 4, 7, 7, 7, 4, 7] 
dag21.txt 3_2x3.txt 0.5111111111111111 1 655360.0 [0, 0, 0, 2, 5, 0, 2, 2, 0, 2, 0, 0, 2, 2, 1, 0, 3, 5, 2, 5, 4, 4, 0, 4, 2, 2, 4, 4, 0, 2, 4, 1, 0, 0, 1, 0, 0, 0, 0, 3, 0, 4, 1, 1, 0, 3, 0, 2, 2, 0, 0, 3, 2, 5, 2, 0, 2, 2, 2, 2, 3, 0, 0, 2, 5, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 2, 2, 0, 0, 2, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2] 
dag21.txt 3_2x4.txt 0.4148148148148148 1 491520.0 [2, 5, 5, 1, 4, 0, 3, 0, 4, 3, 6, 0, 0, 1, 4, 0, 6, 0, 1, 2, 2, 1, 0, 3, 3, 4, 4, 0, 0, 1, 6, 5, 6, 4, 4, 0, 0, 0, 0, 4, 4, 3, 1, 0, 0, 2, 0, 0, 0, 1, 1, 3, 1, 2, 7, 2, 1, 3, 7, 6, 7, 2, 2, 7, 7, 6, 6, 6, 2, 5, 7, 5, 7, 5, 5, 7, 6, 0, 6, 7, 6, 0, 0, 7, 7, 6, 7, 7, 6, 6, 6] 
dag21.txt 4_1x1.txt 0.14814814814814814 1 1941504.0 [0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
dag21.txt 4_1x2.txt 0.25925925925925924 1 974848.0 [0, 3, 3, 1, 2, 2, 0, 2, 2, 0, 2, 2, 2, 1, 2, 2, 0, 0, 1, 0, 0, 1, 2, 0, 0, 2, 2, 2, 2, 1, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 1, 2, 2, 0, 2, 2, 2, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 2, 2, 2, 0, 3, 0, 3, 0, 3, 3, 0, 2, 2, 2, 0, 2, 2, 2, 0, 0, 2, 0, 0, 2, 2, 2] 
dag21.txt 5_4_3_2x2.txt 0.34074074074074073 1 360448.0 [1, 4, 4, 4, 1, 7, 2, 5, 1, 3, 6, 2, 5, 5, 5, 4, 6, 2, 5, 4, 1, 5, 7, 2, 3, 5, 1, 7, 6, 4, 6, 4, 4, 1, 0, 7, 0, 1, 1, 4, 1, 3, 4, 2, 1, 1, 1, 5, 5, 5, 5, 2, 5, 4, 0, 6, 5, 0, 0, 5, 0, 6, 6, 0, 0, 1, 0, 6, 6, 5, 0, 4, 0, 7, 7, 0, 0, 0, 0, 0, 0, 4, 0, 4, 4, 3, 0, 0, 0, 3, 0] 
dag21.txt 4_1x4.txt 0.45925925925925926 1 520192.0 [1, 2, 2, 0, 4, 4, 0, 5, 4, 0, 3, 7, 5, 6, 6, 2, 2, 0, 6, 2, 6, 6, 4, 0, 0, 5, 4, 3, 2, 0, 2, 2, 1, 4, 4, 3, 4, 4, 4, 2, 4, 0, 0, 7, 4, 0, 3, 7, 7, 6, 6, 2, 7, 4, 5, 4, 6, 6, 6, 5, 0, 1, 1, 6, 0, 1, 5, 1, 1, 6, 5, 2, 5, 2, 2, 5, 4, 4, 5, 1, 5, 4, 4, 1, 1, 6, 1, 7, 5, 6, 6] 
dag21.txt 5_4_3_2x4.txt 0.5925925925925926 1 190054.4 [5, 8, 8, 0, 6, 1, 13, 1, 4, 13, 12, 1, 1, 0, 2, 1, 10, 6, 0, 2, 7, 10, 1, 15, 13, 4, 4, 0, 1, 0, 14, 14, 12, 4, 4, 1, 1, 1, 1, 4, 4, 13, 0, 3, 1, 5, 1, 1, 1, 0, 0, 13, 0, 8, 9, 5, 0, 13, 9, 12, 11, 5, 5, 9, 9, 12, 12, 12, 5, 8, 9, 8, 9, 8, 8, 9, 12, 1, 12, 9, 12, 1, 1, 9, 9, 12, 9, 9, 12, 12, 12] 
dag21.txt 4_1x3.txt 0.2740740740740741 1 659456.0 [0, 4, 4, 2, 0, 1, 2, 4, 0, 2, 3, 3, 4, 0, 4, 4, 1, 5, 0, 4, 0, 4, 1, 2, 2, 4, 4, 3, 3, 2, 3, 4, 4, 4, 4, 3, 2, 4, 4, 4, 4, 2, 2, 5, 2, 2, 2, 4, 5, 4, 0, 2, 0, 2, 2, 0, 0, 0, 0, 4, 2, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 2, 0, 2, 0, 0, 0, 4, 2, 2, 2, 5, 0, 0, 0, 0, 0] 
dag21.txt 5_4_3_2x1.txt 0.22962962962962963 1 701235.2 [2, 1, 1, 0, 1, 1, 3, 0, 2, 0, 2, 0, 0, 3, 3, 1, 2, 3, 3, 1, 2, 3, 1, 3, 0, 0, 1, 1, 2, 0, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 2, 2, 2, 0, 0, 3, 3, 0, 0, 2, 0, 2, 0, 3, 0, 0, 0, 2, 2, 0, 0, 2, 0, 2, 2, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 2, 2, 0, 0, 0, 0, 0, 0] 
dag21.txt 3_2x5.txt 0.5037037037037037 1 393216.0 [0, 8, 8, 4, 5, 6, 4, 8, 0, 4, 0, 4, 8, 6, 1, 8, 7, 1, 6, 3, 7, 5, 6, 3, 4, 8, 5, 9, 6, 4, 0, 9, 8, 0, 8, 6, 6, 8, 8, 8, 8, 9, 4, 4, 6, 0, 6, 8, 6, 6, 4, 4, 6, 6, 2, 0, 4, 2, 2, 8, 1, 0, 0, 2, 3, 8, 8, 0, 0, 7, 2, 8, 2, 6, 8, 2, 2, 6, 2, 2, 2, 6, 6, 6, 6, 2, 2, 2, 2, 2, 2] 
dag21.txt 3_2x1.txt 0.14814814814814814 1 1941504.0 [1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
dag21.txt 3_2x2.txt 0.2740740740740741 1 983040.0 [0, 3, 3, 1, 2, 0, 1, 1, 0, 1, 0, 0, 1, 2, 0, 3, 0, 0, 2, 0, 0, 2, 0, 1, 1, 1, 2, 0, 0, 1, 0, 3, 3, 0, 3, 0, 0, 3, 3, 3, 3, 1, 1, 1, 3, 0, 3, 1, 1, 2, 2, 1, 1, 3, 2, 0, 2, 2, 2, 1, 2, 0, 0, 2, 2, 1, 1, 0, 0, 2, 2, 3, 2, 3, 3, 2, 2, 0, 2, 2, 2, 3, 3, 3, 3, 1, 2, 2, 2, 2, 2] 
dag21.txt 5_4_3_2x3.txt 0.4444444444444444 1 251221.33333333334 [6, 10, 8, 2, 5, 9, 2, 7, 5, 2, 4, 4, 7, 11, 11, 10, 6, 4, 11, 10, 5, 0, 9, 1, 2, 7, 0, 3, 4, 2, 4, 8, 8, 5, 7, 9, 9, 10, 10, 10, 10, 2, 2, 4, 9, 6, 9, 7, 9, 3, 3, 8, 9, 9, 8, 5, 3, 1, 1, 7, 8, 6, 6, 1, 8, 8, 8, 6, 6, 4, 4, 0, 4, 9, 0, 8, 0, 9, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0] 
