dag14.txt 3_2x4.txt 0.4148936170212766 1 480597.3333333333 [6, 3, 3, 4, 1, 3, 0, 7, 3, 1, 1, 6, 1, 6, 1, 0, 7, 3, 2, 6, 0, 2, 3, 0, 0, 0, 0, 0, 0, 1, 0, 6, 0, 1, 3, 2, 2, 4, 2, 2, 2, 0, 4, 4, 4, 4, 4, 0, 4, 3, 4, 7, 4, 3, 3, 5, 5, 5, 5, 5, 5, 7, 7] 
dag14.txt 4_1x5.txt 0.5 1 385024.0 [7, 6, 9, 5, 0, 2, 2, 8, 9, 0, 0, 2, 0, 0, 0, 2, 8, 8, 2, 0, 2, 0, 8, 2, 8, 5, 9, 6, 6, 1, 6, 4, 6, 1, 6, 6, 8, 6, 8, 6, 6, 6, 6, 4, 6, 6, 6, 2, 4, 9, 4, 8, 4, 6, 4, 4, 4, 0, 0, 3, 3, 8, 2] 
dag14.txt 5_4_3_2x3.txt 0.5106382978723404 1 235929.6 [11, 0, 3, 2, 10, 8, 2, 7, 3, 10, 4, 5, 10, 4, 4, 2, 0, 0, 2, 5, 5, 10, 0, 11, 8, 2, 8, 6, 2, 4, 2, 4, 6, 4, 0, 6, 6, 6, 6, 10, 10, 9, 9, 3, 9, 0, 9, 11, 3, 3, 9, 7, 9, 8, 0, 3, 8, 1, 1, 8, 1, 7, 1] 
dag14.txt 4_1x1.txt 0.09574468085106383 1 1802240.0 [0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
dag14.txt 5_4_3_2x5.txt 0.5957446808510638 1 151552.0 [11, 8, 10, 18, 16, 8, 5, 17, 5, 16, 13, 7, 16, 13, 16, 5, 17, 3, 12, 14, 4, 16, 10, 8, 9, 12, 10, 6, 8, 13, 12, 6, 12, 13, 4, 15, 0, 12, 0, 0, 0, 4, 4, 5, 4, 8, 4, 1, 5, 5, 4, 17, 19, 8, 5, 1, 1, 9, 9, 9, 12, 2, 2] 
dag14.txt 5_4_3_2x2.txt 0.44680851063829785 1 335872.0 [5, 2, 2, 4, 6, 5, 0, 5, 0, 6, 7, 1, 6, 4, 1, 0, 6, 2, 4, 3, 4, 6, 2, 0, 6, 4, 2, 4, 2, 7, 4, 4, 4, 7, 3, 1, 1, 4, 1, 1, 1, 3, 3, 0, 4, 2, 4, 0, 0, 0, 0, 5, 0, 5, 5, 2, 0, 0, 0, 0, 0, 5, 7] 
dag14.txt 3_2x3.txt 0.3829787234042553 1 617130.6666666666 [5, 0, 0, 5, 4, 3, 1, 2, 3, 4, 2, 0, 4, 2, 2, 1, 2, 0, 1, 0, 0, 4, 0, 1, 4, 3, 4, 5, 3, 2, 3, 5, 3, 2, 0, 4, 4, 3, 5, 5, 5, 0, 0, 3, 3, 3, 3, 1, 3, 0, 3, 2, 1, 0, 0, 0, 1, 1, 1, 4, 4, 2, 2] 
dag14.txt 4_1x2.txt 0.30851063829787234 1 913408.0 [1, 0, 2, 3, 2, 0, 0, 2, 2, 0, 0, 2, 0, 0, 0, 0, 2, 2, 0, 2, 0, 2, 2, 0, 2, 0, 2, 2, 0, 1, 0, 2, 0, 1, 0, 2, 2, 0, 2, 2, 2, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 3, 0, 0, 1, 1, 0, 0, 3, 3] 
dag14.txt 3_2x2.txt 0.5851063829787234 1 917504.0 [3, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 3, 3, 0, 3, 2, 2, 2, 2, 2, 0, 0, 2, 0, 2, 0, 0, 2, 0, 2, 0, 0, 0, 2, 1, 0, 0, 0, 1, 1, 0, 1, 0, 3, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
dag14.txt 4_1x4.txt 0.44680851063829785 1 491520.0 [4, 0, 2, 3, 5, 0, 2, 4, 2, 5, 4, 0, 5, 4, 5, 2, 4, 6, 2, 0, 2, 6, 2, 0, 4, 3, 2, 3, 2, 4, 3, 0, 3, 5, 0, 6, 6, 3, 6, 6, 6, 1, 0, 2, 0, 2, 0, 0, 0, 2, 0, 6, 0, 0, 2, 7, 7, 4, 4, 7, 4, 6, 6] 
