dag16.txt 4_1x1.txt 0.12121212121212122 1 1400832.0 [1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
dag16.txt 5_4_3_2x5.txt 0.8080808080808081 1 131072.0 [8, 8, 0, 17, 16, 8, 12, 13, 5, 10, 17, 8, 0, 6, 18, 16, 4, 0, 16, 13, 4, 4, 0, 4, 4, 1, 0, 4, 4, 0, 4, 0, 0, 4, 0, 4, 0, 5, 9, 0, 12, 0, 1, 0, 8, 12, 0, 0, 8, 9, 0, 12, 0, 2, 0, 14, 0, 0, 8, 0, 0, 0, 0, 12, 0, 0, 0] 
dag16.txt 3_2x4.txt 0.36363636363636365 1 371370.6666666667 [2, 6, 3, 4, 2, 5, 6, 7, 3, 4, 6, 6, 3, 3, 2, 6, 6, 6, 2, 2, 6, 2, 6, 6, 7, 7, 2, 7, 0, 0, 5, 7, 5, 5, 5, 0, 5, 5, 0, 5, 6, 0, 0, 0, 3, 0, 1, 1, 5, 1, 0, 0, 2, 1, 3, 0, 1, 1, 4, 1, 3, 1, 5, 4, 5, 5, 5] 
dag16.txt 3_2x2.txt 0.3333333333333333 1 709973.3333333334 [1, 2, 1, 1, 0, 2, 2, 2, 3, 0, 0, 2, 3, 3, 0, 2, 2, 2, 1, 0, 2, 0, 2, 2, 2, 2, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 1, 1, 2, 2, 2, 2, 0, 3, 3, 1, 1, 0, 0, 1, 1, 0, 0, 3, 2, 1, 1, 3, 1, 3, 2, 0, 3, 0, 3, 3] 
dag16.txt 5_4_3_2x2.txt 0.5858585858585859 1 262144.0 [4, 1, 0, 6, 4, 4, 4, 2, 6, 3, 5, 4, 0, 5, 2, 2, 4, 0, 6, 3, 4, 4, 0, 4, 4, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 5, 0, 0, 0, 0, 5, 0, 0, 0] 
dag16.txt 4_1x2.txt 0.2222222222222222 1 704512.0 [2, 0, 0, 2, 2, 0, 0, 0, 0, 2, 2, 0, 0, 0, 2, 0, 0, 0, 2, 2, 0, 2, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 2, 2, 0, 0, 2, 0, 0, 0, 3, 2, 0, 3, 2, 1, 0, 1, 0, 2, 2, 1, 0, 3, 1, 1, 2, 1, 0, 1, 2, 2, 3, 3, 3] 
dag16.txt 4_1x5.txt 0.37373737373737376 1 286720.0 [6, 4, 6, 1, 8, 2, 4, 5, 9, 3, 8, 4, 8, 8, 7, 4, 4, 4, 6, 8, 4, 8, 4, 4, 4, 4, 2, 4, 6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2, 6, 2, 8, 6, 8, 8, 2, 0, 6, 2, 8, 0, 6, 6, 8, 0, 0, 0, 6, 0, 6, 0, 2, 2, 6] 
dag16.txt 4_1x4.txt 0.48484848484848486 1 368640.0 [6, 0, 6, 2, 2, 2, 3, 0, 0, 0, 6, 4, 1, 0, 7, 6, 0, 0, 4, 5, 3, 2, 0, 3, 3, 2, 2, 3, 4, 2, 4, 3, 2, 2, 2, 1, 2, 4, 0, 4, 6, 4, 4, 1, 1, 4, 5, 1, 2, 2, 4, 1, 2, 2, 6, 6, 1, 1, 4, 1, 6, 6, 6, 6, 6, 6, 6] 
dag16.txt 5_4_3_2x3.txt 0.46464646464646464 1 186777.6 [9, 5, 1, 9, 0, 11, 6, 10, 8, 8, 0, 5, 8, 8, 9, 10, 5, 5, 4, 0, 5, 0, 5, 6, 6, 6, 0, 6, 4, 4, 4, 6, 11, 11, 11, 4, 11, 4, 3, 4, 5, 4, 5, 4, 8, 4, 8, 8, 11, 2, 4, 4, 2, 2, 1, 1, 1, 1, 7, 1, 1, 1, 1, 0, 1, 1, 1] 
dag16.txt 5_4_3_2x1.txt 0.23232323232323232 1 507904.0 [1, 0, 1, 2, 0, 3, 0, 3, 0, 1, 0, 3, 0, 0, 1, 3, 3, 3, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3, 0, 1, 1, 1, 1, 1, 1, 1, 3, 3, 3, 2, 1, 0, 2, 0, 0, 0, 0, 1, 1, 0, 0, 1, 2, 2, 1, 2, 2, 1, 2, 1, 2, 1, 1, 1] 
dag16.txt 5_4_3_2x4.txt 0.6464646464646465 1 140902.4 [4, 12, 0, 7, 8, 2, 12, 3, 9, 2, 1, 12, 12, 1, 6, 13, 0, 12, 5, 13, 12, 8, 12, 12, 12, 15, 4, 12, 0, 4, 0, 12, 8, 0, 8, 8, 0, 5, 11, 12, 12, 12, 9, 8, 12, 0, 8, 8, 0, 14, 0, 8, 0, 8, 0, 10, 8, 8, 4, 8, 0, 4, 4, 4, 0, 0, 0] 
dag16.txt 3_2x3.txt 0.37373737373737376 1 483328.0 [0, 2, 1, 1, 4, 4, 2, 2, 4, 0, 5, 2, 4, 4, 0, 2, 2, 2, 1, 3, 2, 3, 2, 2, 2, 2, 4, 3, 1, 3, 4, 2, 4, 2, 4, 3, 4, 4, 3, 4, 2, 1, 1, 3, 4, 1, 5, 5, 4, 5, 1, 3, 4, 5, 4, 0, 5, 5, 0, 5, 4, 0, 3, 0, 4, 4, 4] 
dag16.txt 4_1x3.txt 0.41414141414141414 1 499712.0 [5, 1, 2, 4, 2, 2, 3, 2, 0, 2, 0, 3, 1, 0, 0, 4, 1, 1, 2, 0, 3, 2, 4, 3, 3, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2, 1, 1, 2, 4, 1, 1, 0, 0, 0, 0, 4, 4, 2, 0, 4, 4, 0, 4, 5, 4, 4, 4, 4, 4, 4, 4, 4] 
dag16.txt 3_2x1.txt 0.15151515151515152 1 1400832.0 [1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0] 
dag16.txt 3_2x5.txt 0.47474747474747475 1 294912.0 [6, 2, 6, 5, 8, 0, 2, 1, 3, 1, 9, 2, 8, 8, 3, 7, 2, 2, 9, 8, 2, 8, 2, 2, 2, 2, 0, 2, 6, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 2, 0, 6, 0, 8, 6, 8, 8, 0, 7, 6, 0, 8, 4, 6, 6, 8, 4, 4, 4, 6, 4, 6, 4, 0, 0, 6] 
dag16.txt 4_1x5.txt 0.37373737373737376 1 286720.0 [6, 0, 6, 5, 8, 2, 0, 1, 9, 3, 8, 0, 8, 8, 7, 0, 0, 0, 6, 8, 0, 8, 0, 0, 0, 0, 2, 0, 6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 6, 2, 8, 6, 8, 8, 2, 4, 6, 2, 8, 4, 6, 6, 8, 4, 4, 4, 6, 4, 6, 4, 2, 2, 6] 
dag16.txt 5_4_3_2x5.txt 0.8080808080808081 1 131072.0 [8, 8, 0, 17, 16, 8, 12, 13, 5, 10, 17, 8, 0, 6, 18, 16, 4, 0, 16, 13, 4, 4, 0, 4, 4, 1, 0, 4, 4, 0, 4, 0, 0, 4, 0, 4, 0, 5, 9, 0, 12, 0, 1, 0, 8, 12, 0, 0, 8, 9, 0, 12, 0, 2, 0, 14, 0, 0, 8, 0, 0, 0, 0, 12, 0, 0, 0] 
dag16.txt 5_4_3_2x2.txt 0.5858585858585859 1 262144.0 [4, 1, 0, 6, 4, 4, 4, 2, 6, 3, 5, 4, 0, 5, 2, 2, 4, 0, 6, 3, 4, 4, 0, 4, 4, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 5, 0, 0, 0, 0, 5, 0, 0, 0] 
dag16.txt 3_2x3.txt 0.3838383838383838 1 480597.3333333333 [4, 0, 5, 4, 2, 3, 3, 2, 2, 0, 0, 0, 2, 2, 4, 0, 3, 3, 4, 1, 0, 2, 3, 3, 0, 0, 3, 0, 5, 3, 5, 3, 3, 3, 3, 3, 3, 5, 3, 5, 0, 5, 5, 3, 2, 5, 1, 1, 3, 1, 5, 5, 2, 1, 2, 2, 1, 1, 4, 1, 2, 2, 3, 4, 3, 4, 2] 
dag16.txt 4_1x1.txt 0.1919191919191919 1 1400832.0 [0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1] 
dag16.txt 5_4_3_2x3.txt 0.46464646464646464 1 183500.8 [1, 0, 9, 6, 4, 5, 5, 6, 2, 10, 10, 0, 4, 4, 3, 0, 5, 5, 2, 8, 0, 4, 5, 5, 0, 0, 5, 0, 9, 5, 9, 5, 5, 5, 5, 5, 5, 11, 7, 9, 0, 9, 9, 5, 4, 9, 8, 8, 5, 8, 9, 9, 4, 8, 4, 4, 8, 8, 1, 8, 4, 4, 5, 1, 5, 1, 4] 
dag16.txt 3_2x2.txt 0.31313131313131315 1 704512.0 [0, 1, 3, 0, 2, 1, 1, 1, 2, 0, 2, 1, 1, 2, 0, 0, 1, 1, 0, 2, 0, 2, 1, 1, 1, 1, 2, 1, 3, 0, 3, 1, 0, 1, 0, 0, 1, 3, 0, 3, 1, 3, 2, 0, 1, 2, 2, 2, 1, 2, 3, 3, 2, 2, 3, 3, 3, 3, 0, 3, 3, 3, 0, 3, 3, 3, 3] 
dag16.txt 5_4_3_2x4.txt 0.494949494949495 1 140902.4 [8, 2, 12, 5, 12, 6, 1, 3, 7, 13, 11, 12, 9, 12, 8, 15, 14, 2, 8, 9, 12, 9, 2, 1, 1, 1, 12, 1, 10, 13, 10, 1, 13, 13, 13, 13, 13, 10, 6, 10, 2, 14, 14, 6, 9, 14, 9, 9, 6, 0, 0, 0, 12, 0, 12, 4, 9, 0, 5, 4, 12, 4, 12, 4, 12, 12, 12] 
dag16.txt 3_2x4.txt 0.40404040404040403 1 376832.0 [5, 2, 1, 5, 7, 4, 6, 6, 6, 4, 4, 2, 2, 4, 5, 2, 4, 2, 1, 2, 2, 2, 2, 6, 6, 6, 7, 2, 1, 0, 4, 2, 1, 1, 1, 0, 1, 1, 0, 3, 2, 3, 3, 0, 2, 3, 2, 2, 7, 7, 0, 0, 7, 7, 3, 3, 0, 0, 0, 0, 3, 0, 5, 0, 5, 5, 5] 
dag16.txt 4_1x3.txt 0.36363636363636365 1 475136.0 [4, 2, 1, 4, 0, 0, 2, 2, 4, 0, 2, 2, 0, 4, 4, 2, 0, 2, 3, 2, 2, 0, 2, 2, 2, 2, 4, 2, 5, 4, 0, 2, 3, 3, 3, 4, 3, 0, 0, 0, 2, 0, 5, 4, 0, 5, 2, 0, 3, 0, 5, 5, 0, 0, 1, 1, 0, 1, 4, 1, 1, 1, 4, 4, 4, 4, 4] 
dag16.txt 3_2x5.txt 0.47474747474747475 1 294912.0 [6, 0, 6, 5, 8, 4, 0, 1, 3, 1, 9, 0, 8, 8, 3, 5, 0, 0, 9, 8, 0, 8, 0, 0, 0, 0, 4, 0, 6, 4, 4, 4, 4, 4, 4, 4, 4, 7, 4, 4, 0, 4, 6, 4, 8, 6, 8, 8, 4, 7, 6, 4, 8, 2, 6, 6, 8, 2, 2, 2, 6, 2, 6, 2, 4, 4, 6] 
dag16.txt 5_4_3_2x1.txt 0.26262626262626265 1 512000.0 [0, 2, 0, 0, 1, 3, 2, 2, 0, 1, 1, 2, 1, 1, 0, 2, 2, 2, 1, 1, 2, 1, 2, 2, 2, 2, 1, 1, 0, 1, 3, 1, 1, 1, 1, 1, 1, 0, 1, 2, 2, 2, 0, 0, 2, 2, 1, 3, 3, 3, 0, 0, 1, 3, 0, 0, 3, 3, 0, 3, 0, 3, 0, 0, 0, 0, 0] 
dag16.txt 4_1x2.txt 0.23232323232323232 1 704512.0 [2, 2, 2, 2, 0, 0, 2, 3, 0, 2, 0, 2, 0, 0, 2, 2, 0, 2, 2, 0, 2, 0, 2, 2, 3, 3, 0, 3, 2, 2, 0, 3, 2, 2, 2, 2, 2, 2, 2, 0, 2, 0, 0, 2, 2, 0, 0, 1, 1, 1, 2, 2, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 2, 0, 2, 0, 0] 
