dag15.txt 4_1x5.txt 0.5616438356164384 1 196608.0 [4, 7, 1, 5, 6, 8, 9, 8, 2, 2, 8, 8, 7, 5, 1, 1, 7, 4, 2, 6, 0, 6, 0, 6, 8, 6, 6, 8, 0, 4, 3, 4, 5, 4, 5, 6, 8, 8, 5, 3, 8, 2, 3, 6, 4, 3, 2, 3] 
dag15.txt 3_2x4.txt 0.4246575342465753 1 251221.33333333334 [0, 3, 6, 6, 3, 1, 1, 6, 2, 2, 7, 6, 2, 6, 6, 6, 1, 1, 5, 3, 2, 3, 2, 3, 6, 6, 2, 6, 3, 4, 4, 4, 6, 4, 6, 0, 0, 4, 0, 4, 6, 0, 2, 0, 4, 1, 0, 1] 
dag15.txt 5_4_3_2x2.txt 0.547945205479452 1 174762.66666666666 [1, 4, 4, 0, 4, 0, 4, 5, 1, 4, 2, 0, 4, 5, 0, 0, 4, 2, 3, 4, 5, 4, 6, 4, 0, 7, 0, 0, 4, 0, 0, 6, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 5, 0, 0, 0, 0] 
dag15.txt 3_2x3.txt 0.4246575342465753 1 311296.0 [5, 3, 2, 2, 1, 2, 2, 2, 0, 0, 2, 2, 3, 2, 2, 2, 0, 1, 1, 4, 3, 4, 3, 1, 2, 4, 0, 2, 4, 5, 2, 0, 2, 0, 2, 5, 2, 0, 2, 0, 2, 4, 0, 5, 5, 0, 5, 5] 
dag15.txt 5_4_3_2x3.txt 0.7671232876712328 1 131072.0 [8, 0, 8, 0, 4, 0, 1, 8, 4, 1, 6, 0, 8, 4, 1, 8, 4, 5, 9, 1, 2, 8, 1, 0, 0, 5, 0, 0, 9, 4, 0, 3, 2, 0, 0, 0, 0, 4, 0, 0, 0, 10, 0, 8, 0, 0, 0, 0] 
dag15.txt 5_4_3_2x5.txt 0.821917808219178 1 87381.33333333333 [16, 0, 8, 0, 4, 0, 12, 8, 4, 12, 6, 0, 8, 4, 12, 8, 4, 13, 18, 12, 9, 8, 14, 0, 0, 16, 0, 0, 1, 4, 0, 17, 12, 8, 0, 0, 4, 10, 0, 12, 0, 5, 0, 2, 0, 0, 0, 0] 
dag15.txt 4_1x1.txt 0.1506849315068493 1 909312.0 [0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
dag15.txt 3_2x2.txt 0.4383561643835616 1 458752.0 [3, 0, 3, 0, 2, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 3, 0, 3, 0, 2, 0, 0, 2, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0] 
dag15.txt 4_1x2.txt 0.3150684931506849 1 458752.0 [3, 0, 2, 2, 2, 2, 2, 2, 3, 3, 2, 2, 0, 2, 2, 2, 0, 2, 2, 2, 0, 2, 0, 3, 2, 2, 1, 3, 0, 3, 2, 0, 2, 0, 2, 2, 3, 1, 0, 1, 2, 0, 1, 0, 3, 1, 3, 1] 
dag15.txt 4_1x4.txt 0.4657534246575342 1 253952.0 [0, 6, 0, 4, 1, 2, 2, 4, 2, 5, 2, 4, 6, 4, 4, 4, 6, 6, 0, 5, 6, 1, 6, 5, 4, 4, 5, 4, 2, 3, 2, 0, 1, 0, 4, 0, 4, 2, 4, 2, 4, 4, 5, 0, 3, 5, 3, 3] 
