dag66.txt 3_2x4.txt 0.1 0.1 1632938.6666666667 [0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 2, 0, 2, 2, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 2, 2, 0, 0, 0, 2, 0, 0, 2, 0, 2, 2, 0, 2, 2, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
dag66.txt 3_2x4.txt 0.36153846153846153 0.65 436906.6666666667 [4, 1, 6, 5, 7, 7, 1, 1, 6, 2, 1, 1, 6, 5, 1, 3, 2, 6, 7, 1, 5, 2, 6, 1, 2, 2, 0, 6, 1, 1, 0, 4, 5, 2, 0, 4, 4, 0, 5, 0, 4, 4, 2, 2, 2, 6, 7, 2, 0, 0, 6, 2, 6, 6, 7, 0, 4, 4, 0, 4, 3, 0, 0, 0, 4, 4, 1, 4, 4, 4, 7, 7, 3, 0, 6, 3, 4, 0, 5, 0, 4, 3, 0, 0, 5, 5, 5, 5] 
dag66.txt 3_2x4.txt 0.4461538461538462 0.6 442368.0 [6, 2, 6, 2, 5, 5, 3, 2, 6, 2, 2, 2, 5, 4, 0, 4, 7, 5, 5, 3, 2, 0, 5, 2, 7, 0, 2, 5, 2, 2, 2, 2, 4, 0, 4, 4, 7, 4, 4, 4, 0, 7, 7, 7, 0, 4, 3, 0, 4, 6, 6, 7, 6, 6, 2, 6, 2, 2, 7, 1, 5, 4, 2, 2, 1, 0, 3, 1, 2, 2, 0, 3, 3, 2, 6, 3, 1, 1, 6, 1, 1, 1, 4, 1, 5, 1, 6, 6] 
dag66.txt 3_2x4.txt 0.4 0.8 447829.3333333333 [7, 0, 7, 2, 0, 0, 0, 2, 6, 7, 2, 2, 0, 2, 1, 3, 6, 5, 0, 0, 2, 6, 6, 2, 6, 6, 2, 6, 0, 1, 2, 2, 3, 6, 2, 2, 6, 2, 2, 2, 4, 4, 6, 1, 6, 5, 0, 6, 2, 2, 6, 6, 6, 6, 0, 2, 2, 2, 3, 0, 5, 4, 4, 4, 4, 4, 0, 4, 2, 4, 0, 0, 0, 4, 6, 0, 4, 4, 2, 4, 4, 4, 4, 4, 2, 4, 2, 2] 
dag66.txt 3_2x4.txt 0.3923076923076923 0.7 442368.0 [4, 6, 6, 1, 7, 7, 6, 3, 0, 4, 3, 6, 0, 1, 6, 2, 4, 0, 7, 6, 1, 4, 0, 3, 4, 4, 3, 0, 6, 6, 3, 3, 5, 4, 3, 3, 4, 7, 7, 7, 1, 1, 6, 0, 2, 4, 2, 2, 1, 7, 0, 2, 0, 0, 2, 7, 2, 2, 1, 2, 5, 7, 3, 3, 3, 0, 2, 3, 3, 3, 2, 2, 6, 3, 3, 6, 3, 3, 7, 3, 5, 5, 7, 6, 7, 7, 7, 7] 
dag66.txt 3_2x4.txt 0.4461538461538462 0.45 442368.0 [6, 2, 6, 2, 5, 5, 3, 2, 6, 2, 2, 2, 5, 4, 0, 4, 7, 5, 5, 3, 2, 0, 5, 2, 7, 0, 2, 5, 2, 2, 2, 2, 4, 0, 4, 4, 7, 4, 4, 4, 0, 7, 7, 7, 0, 4, 3, 0, 4, 6, 6, 7, 6, 6, 2, 6, 2, 2, 7, 1, 5, 4, 2, 2, 1, 0, 3, 1, 2, 2, 0, 3, 3, 2, 6, 3, 1, 1, 6, 1, 1, 1, 4, 1, 5, 1, 6, 6] 
dag66.txt 3_2x4.txt 0.4461538461538462 0.5 442368.0 [6, 2, 6, 2, 5, 5, 3, 2, 6, 2, 2, 2, 5, 4, 0, 4, 7, 5, 5, 3, 2, 0, 5, 2, 7, 0, 2, 5, 2, 2, 2, 2, 4, 0, 4, 4, 7, 4, 4, 4, 0, 7, 7, 7, 0, 4, 3, 0, 4, 6, 6, 7, 6, 6, 2, 6, 2, 2, 7, 1, 5, 4, 2, 2, 1, 0, 3, 1, 2, 2, 0, 3, 3, 2, 6, 3, 1, 1, 6, 1, 1, 1, 4, 1, 5, 1, 6, 6] 
dag66.txt 3_2x4.txt 0.4461538461538462 0.55 442368.0 [6, 2, 6, 2, 5, 5, 3, 2, 6, 2, 2, 2, 5, 4, 0, 4, 7, 5, 5, 3, 2, 0, 5, 2, 7, 0, 2, 5, 2, 2, 2, 2, 4, 0, 4, 4, 7, 4, 4, 4, 0, 7, 7, 7, 0, 4, 3, 0, 4, 6, 6, 7, 6, 6, 2, 6, 2, 2, 7, 1, 5, 4, 2, 2, 1, 0, 3, 1, 2, 2, 0, 3, 3, 2, 6, 3, 1, 1, 6, 1, 1, 1, 4, 1, 5, 1, 6, 6] 
dag66.txt 3_2x4.txt 0.4 0.4 442368.0 [3, 1, 7, 1, 0, 0, 1, 0, 0, 3, 0, 6, 5, 0, 7, 1, 6, 5, 0, 1, 0, 6, 0, 0, 6, 6, 0, 0, 1, 6, 0, 0, 6, 0, 0, 0, 2, 0, 0, 0, 2, 2, 6, 5, 0, 2, 2, 2, 7, 0, 0, 0, 4, 0, 6, 0, 6, 0, 5, 0, 1, 0, 0, 0, 2, 2, 4, 0, 0, 0, 0, 4, 1, 0, 4, 4, 2, 4, 0, 4, 4, 4, 3, 4, 0, 3, 0, 3] 
dag66.txt 3_2x4.txt 0.3384615384615385 0.35 450560.0 [6, 2, 1, 7, 4, 0, 2, 7, 1, 1, 7, 2, 5, 0, 2, 5, 2, 5, 4, 2, 7, 2, 5, 7, 2, 2, 7, 4, 2, 2, 7, 0, 4, 3, 7, 0, 2, 3, 0, 0, 7, 7, 2, 4, 1, 0, 4, 4, 0, 0, 1, 4, 1, 1, 3, 0, 0, 0, 0, 3, 5, 0, 7, 7, 7, 7, 3, 7, 0, 7, 3, 3, 2, 7, 6, 3, 7, 7, 0, 6, 6, 6, 0, 6, 0, 6, 0, 6] 
