dag2.txt 3_2x4.txt 0.5166666666666667 1 262144.0 [5, 7, 3, 0, 5, 0, 6, 6, 0, 3, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 4, 0, 0, 4, 4, 6, 1, 0, 0, 0, 0, 0, 0, 0] 
dag2.txt 4_1x5.txt 0.5833333333333334 1 200704.0 [6, 4, 0, 3, 3, 5, 8, 2, 5, 2, 7, 1, 4, 3, 8, 3, 8, 2, 1, 9, 9, 4, 5, 9, 5, 5, 1, 8, 5, 1, 0, 6, 6, 0, 6, 8, 8, 8, 8, 8, 8] 
dag2.txt 5_4_3_2x5.txt 0.6333333333333333 1 87381.33333333333 [9, 17, 2, 4, 8, 16, 1, 10, 16, 6, 8, 8, 13, 8, 8, 4, 0, 4, 4, 4, 4, 0, 0, 4, 16, 16, 4, 5, 16, 8, 14, 18, 12, 16, 16, 8, 12, 8, 12, 12, 12] 
dag2.txt 3_2x3.txt 0.4 1 319488.0 [5, 5, 4, 3, 4, 1, 0, 1, 1, 3, 4, 4, 0, 4, 1, 4, 0, 3, 3, 3, 3, 0, 0, 3, 1, 2, 3, 1, 2, 4, 4, 2, 2, 2, 2, 4, 2, 1, 4, 1, 1] 
dag2.txt 5_4_3_2x3.txt 0.6 1 131072.0 [6, 2, 9, 0, 1, 0, 7, 5, 0, 9, 4, 4, 10, 0, 0, 0, 0, 4, 0, 0, 0, 4, 0, 0, 0, 0, 0, 3, 0, 0, 8, 8, 1, 5, 0, 0, 0, 0, 0, 0, 0] 
dag2.txt 5_4_3_2x2.txt 0.45 1 176947.2 [2, 7, 6, 5, 0, 1, 2, 0, 1, 5, 0, 0, 3, 0, 1, 0, 1, 5, 0, 5, 5, 6, 4, 5, 1, 1, 4, 1, 1, 0, 0, 4, 4, 4, 1, 1, 1, 1, 1, 1, 1] 
dag2.txt 4_1x2.txt 0.3 1 475136.0 [0, 2, 1, 2, 1, 3, 3, 0, 3, 2, 0, 1, 0, 1, 0, 1, 0, 2, 2, 2, 2, 0, 3, 2, 3, 3, 2, 2, 3, 2, 2, 0, 2, 0, 0, 0, 0, 3, 2, 2, 2] 
dag2.txt 5_4_3_2x4.txt 0.5 1 108134.4 [13, 2, 1, 4, 1, 5, 14, 10, 0, 4, 13, 1, 0, 13, 10, 1, 9, 4, 12, 2, 2, 9, 9, 13, 5, 5, 12, 5, 5, 12, 12, 8, 6, 8, 6, 9, 5, 12, 12, 5, 12] 
dag2.txt 4_1x1.txt 0.11666666666666667 1 901120.0 [0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0] 
dag2.txt 4_1x4.txt 0.45 1 262144.0 [6, 1, 4, 0, 0, 0, 6, 6, 0, 2, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 4, 0, 0, 4, 4, 6, 3, 0, 0, 0, 0, 0, 0, 0] 
dag2.txt 3_2x5.txt 0.43333333333333335 1 207530.66666666666 [6, 4, 0, 8, 0, 2, 2, 2, 2, 8, 0, 0, 3, 0, 2, 0, 3, 8, 0, 4, 4, 5, 5, 6, 4, 2, 6, 4, 2, 0, 7, 6, 9, 1, 1, 1, 1, 2, 7, 7, 7] 
dag2.txt 5_4_3_2x1.txt 0.4166666666666667 1 337510.4 [2, 1, 1, 2, 1, 0, 0, 2, 0, 0, 2, 3, 0, 2, 2, 2, 2, 0, 2, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 3, 3, 3, 2, 3, 2, 2, 0, 2] 
dag2.txt 3_2x2.txt 0.31666666666666665 1 469674.6666666667 [2, 0, 2, 0, 2, 3, 0, 2, 3, 0, 2, 2, 3, 2, 3, 2, 3, 0, 2, 0, 0, 0, 1, 0, 3, 3, 1, 3, 3, 2, 2, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3] 
dag2.txt 4_1x3.txt 0.3333333333333333 1 315392.0 [1, 3, 5, 2, 4, 4, 4, 0, 4, 2, 0, 4, 2, 0, 4, 4, 2, 2, 4, 2, 4, 2, 2, 4, 4, 4, 4, 4, 4, 4, 4, 0, 0, 0, 0, 2, 0, 4, 4, 4, 4] 
dag2.txt 3_2x1.txt 0.2 1 906581.3333333334 [1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1] 
dag2.txt 3_2x3.txt 0.43333333333333335 1 319488.0 [5, 4, 5, 1, 2, 2, 0, 0, 2, 1, 0, 2, 0, 1, 2, 2, 0, 1, 2, 1, 1, 4, 4, 4, 2, 4, 2, 2, 4, 2, 2, 4, 3, 3, 3, 3, 3, 2, 2, 2, 2] 
