dag82.txt 3_2x4.txt 0.08620689655172414 0.1 2042538.6666666667 [0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 2, 2, 2, 0, 2, 2, 2, 0, 2, 2, 2, 2, 2] 
dag82.txt 3_2x4.txt 0.4224137931034483 0.65 458752.0 [7, 4, 4, 2, 6, 4, 4, 4, 0, 2, 2, 0, 0, 1, 2, 4, 4, 0, 2, 7, 1, 4, 3, 6, 2, 4, 4, 2, 4, 2, 4, 4, 7, 1, 2, 2, 2, 4, 4, 6, 5, 3, 0, 0, 0, 0, 2, 0, 0, 0, 4, 0, 0, 0, 5, 0, 4, 0, 3, 4, 0, 6, 5, 6, 0, 6, 6, 6, 4, 6, 4, 6, 4, 4, 2, 4, 2, 2] 
dag82.txt 3_2x4.txt 0.41379310344827586 0.7 458752.0 [7, 4, 4, 2, 6, 4, 4, 4, 0, 0, 0, 0, 0, 1, 0, 4, 4, 0, 0, 7, 3, 4, 7, 4, 0, 4, 4, 0, 4, 0, 4, 4, 5, 4, 1, 0, 0, 4, 4, 4, 3, 4, 5, 4, 4, 0, 2, 0, 0, 2, 0, 2, 2, 2, 0, 4, 2, 2, 2, 2, 6, 2, 1, 2, 0, 3, 5, 6, 4, 6, 6, 6, 6, 6, 0, 6, 0, 6] 
dag82.txt 3_2x4.txt 0.4224137931034483 0.8 458752.0 [7, 0, 0, 6, 4, 0, 0, 0, 4, 4, 2, 2, 2, 1, 4, 0, 0, 2, 4, 7, 1, 0, 3, 4, 2, 0, 0, 2, 0, 2, 0, 0, 7, 5, 1, 2, 4, 6, 0, 4, 3, 6, 3, 6, 0, 2, 6, 5, 2, 6, 2, 6, 6, 6, 2, 0, 0, 0, 6, 0, 4, 0, 5, 0, 2, 4, 4, 0, 0, 0, 2, 4, 4, 4, 2, 2, 2, 2] 
dag82.txt 3_2x4.txt 0.49137931034482757 0.6 458752.0 [7, 4, 4, 4, 6, 4, 4, 4, 2, 4, 2, 2, 2, 1, 4, 4, 0, 2, 6, 1, 7, 4, 7, 6, 2, 4, 4, 2, 4, 4, 4, 4, 3, 5, 1, 4, 6, 4, 4, 6, 3, 4, 5, 6, 6, 2, 4, 2, 2, 2, 2, 6, 6, 6, 3, 6, 5, 6, 0, 0, 6, 0, 6, 0, 2, 6, 0, 0, 0, 0, 2, 0, 0, 0, 2, 2, 2, 2] 
dag82.txt 3_2x4.txt 0.49137931034482757 0.5 458752.0 [7, 0, 0, 0, 4, 0, 0, 0, 4, 0, 2, 2, 2, 1, 2, 0, 0, 2, 2, 7, 3, 0, 7, 4, 6, 2, 0, 2, 0, 2, 0, 0, 1, 3, 1, 2, 2, 0, 0, 4, 3, 5, 5, 4, 0, 2, 4, 2, 4, 4, 2, 4, 2, 2, 2, 6, 0, 6, 5, 2, 6, 6, 4, 6, 2, 6, 4, 0, 0, 0, 6, 6, 6, 6, 2, 6, 2, 6] 
dag82.txt 3_2x4.txt 0.45689655172413796 0.55 458752.0 [7, 6, 6, 6, 0, 6, 6, 6, 0, 6, 4, 4, 4, 1, 4, 6, 6, 4, 4, 7, 1, 6, 3, 6, 4, 6, 6, 4, 6, 4, 6, 6, 7, 6, 1, 4, 4, 6, 6, 0, 3, 6, 5, 0, 6, 2, 2, 2, 2, 2, 4, 2, 4, 2, 5, 2, 3, 2, 2, 4, 2, 4, 5, 2, 4, 0, 0, 0, 6, 0, 4, 0, 4, 4, 4, 4, 4, 4] 
dag82.txt 3_2x4.txt 0.4224137931034483 1 458752.0 [7, 2, 4, 6, 0, 4, 4, 4, 6, 6, 2, 2, 2, 1, 2, 4, 4, 2, 2, 7, 3, 4, 7, 4, 2, 2, 4, 2, 4, 2, 2, 4, 5, 1, 1, 2, 2, 4, 4, 0, 3, 3, 6, 0, 4, 6, 6, 6, 6, 6, 2, 0, 2, 0, 5, 4, 5, 4, 6, 4, 0, 4, 0, 4, 2, 0, 4, 4, 4, 4, 2, 0, 2, 2, 2, 2, 2, 2] 
dag82.txt 3_2x4.txt 0.3620689655172414 0.9 453290.6666666667 [5, 7, 3, 4, 6, 3, 3, 6, 6, 4, 7, 0, 0, 6, 4, 6, 3, 0, 4, 7, 6, 6, 1, 1, 7, 7, 3, 7, 3, 4, 7, 3, 4, 7, 0, 0, 4, 3, 3, 4, 0, 3, 6, 4, 2, 5, 4, 5, 6, 4, 0, 4, 0, 2, 2, 2, 6, 2, 5, 2, 2, 2, 1, 2, 0, 2, 1, 2, 3, 3, 0, 2, 2, 2, 0, 0, 0, 0] 
dag82.txt 3_2x4.txt 0.43103448275862066 0.45 458752.0 [4, 0, 3, 4, 2, 3, 3, 3, 5, 0, 0, 1, 1, 2, 0, 3, 3, 1, 0, 4, 2, 3, 2, 7, 0, 0, 3, 0, 6, 0, 0, 3, 4, 4, 0, 0, 7, 3, 3, 7, 0, 3, 6, 3, 3, 5, 4, 5, 5, 5, 1, 2, 1, 7, 1, 5, 6, 7, 5, 6, 7, 6, 2, 6, 1, 7, 6, 6, 6, 6, 0, 7, 1, 1, 0, 0, 1, 1] 
