dag3.txt 4_1x5.txt 0.4125874125874126 1 499712.0 [7, 1, 0, 4, 4, 1, 3, 6, 4, 2, 9, 6, 2, 2, 0, 0, 8, 5, 9, 4, 2, 3, 2, 0, 8, 8, 8, 0, 7, 0, 3, 8, 7, 2, 2, 8, 7, 0, 3, 0, 0, 6, 7, 7, 6, 6, 6, 0, 8, 6, 6, 8, 2, 8, 9, 2, 8, 2, 7, 2, 6, 6, 6, 6, 0, 6, 5, 5, 9, 6, 9, 9, 6, 5, 2, 6, 6, 4, 8, 6, 6, 6, 4, 4, 6, 6, 6, 6, 1, 4, 4, 1, 0, 0, 1, 1, 0] 
dag3.txt 5_4_3_2x5.txt 0.5524475524475524 1 190054.4 [9, 12, 5, 0, 10, 12, 2, 0, 18, 2, 13, 5, 4, 6, 16, 13, 14, 5, 13, 16, 15, 16, 9, 13, 4, 10, 18, 5, 11, 0, 9, 4, 9, 9, 4, 14, 9, 0, 12, 8, 12, 12, 9, 9, 5, 12, 5, 8, 16, 8, 5, 8, 4, 5, 13, 17, 4, 6, 9, 17, 5, 5, 5, 5, 7, 17, 5, 5, 13, 17, 13, 13, 19, 13, 17, 17, 8, 0, 16, 17, 1, 1, 0, 0, 12, 1, 17, 1, 1, 3, 16, 1, 1, 1, 1, 1, 1] 
dag3.txt 4_1x1.txt 0.14685314685314685 1 2306048.0 [0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1] 
dag3.txt 3_2x4.txt 0.38461538461538464 1 589824.0 [3, 3, 0, 7, 4, 3, 4, 0, 4, 6, 7, 2, 6, 6, 0, 7, 2, 5, 7, 4, 7, 2, 6, 7, 5, 7, 3, 0, 3, 0, 2, 5, 3, 6, 5, 6, 2, 0, 2, 2, 3, 3, 2, 2, 1, 3, 1, 2, 2, 2, 2, 2, 6, 2, 7, 7, 6, 0, 1, 1, 2, 1, 1, 1, 0, 1, 5, 0, 7, 1, 7, 7, 1, 5, 5, 1, 5, 5, 2, 1, 2, 2, 5, 5, 0, 4, 1, 4, 2, 4, 4, 1, 0, 1, 1, 1, 1] 
dag3.txt 3_2x3.txt 0.6013986013986014 1 786432.0 [2, 0, 0, 0, 5, 0, 5, 0, 3, 3, 0, 0, 2, 5, 4, 0, 4, 0, 0, 1, 1, 2, 2, 0, 1, 3, 3, 0, 5, 5, 0, 0, 0, 2, 0, 2, 0, 0, 0, 2, 2, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 2, 2, 0, 0, 0, 4, 4, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4, 0, 0, 0, 4, 4, 0, 0, 4, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0] 
dag3.txt 5_4_3_2x2.txt 0.4405594405594406 1 425984.0 [6, 6, 0, 4, 3, 6, 7, 0, 1, 3, 4, 4, 5, 1, 1, 4, 5, 0, 4, 1, 5, 4, 5, 4, 7, 7, 6, 0, 6, 0, 4, 0, 6, 5, 0, 5, 4, 0, 4, 4, 6, 6, 4, 4, 2, 6, 2, 4, 4, 4, 4, 4, 5, 4, 4, 4, 5, 3, 2, 2, 4, 2, 2, 2, 0, 2, 0, 0, 4, 2, 4, 4, 2, 0, 0, 2, 0, 0, 4, 2, 4, 4, 0, 0, 0, 1, 2, 1, 4, 1, 1, 2, 0, 2, 2, 2, 2] 
dag3.txt 5_4_3_2x3.txt 0.48951048951048953 1 285081.6 [4, 8, 0, 1, 10, 8, 6, 0, 7, 10, 8, 4, 1, 11, 6, 8, 6, 5, 1, 9, 8, 4, 1, 8, 3, 3, 8, 0, 11, 7, 4, 1, 4, 1, 1, 1, 4, 0, 0, 0, 8, 0, 4, 4, 0, 0, 0, 4, 4, 2, 4, 4, 5, 4, 8, 5, 5, 5, 4, 8, 4, 9, 0, 0, 0, 4, 0, 0, 8, 1, 8, 8, 4, 2, 1, 1, 2, 10, 4, 1, 2, 4, 5, 2, 2, 2, 9, 2, 9, 9, 9, 9, 2, 9, 9, 9, 9] 
dag3.txt 5_4_3_2x4.txt 0.5034965034965035 1 225280.0 [0, 0, 8, 5, 5, 0, 13, 8, 2, 1, 1, 11, 13, 1, 9, 1, 12, 9, 5, 4, 1, 15, 3, 1, 9, 5, 0, 8, 0, 9, 15, 9, 0, 3, 13, 13, 0, 8, 6, 4, 6, 6, 0, 0, 9, 6, 8, 0, 0, 8, 11, 7, 12, 4, 1, 12, 13, 12, 15, 12, 11, 4, 8, 4, 10, 15, 10, 10, 5, 15, 12, 5, 8, 14, 13, 11, 8, 14, 0, 11, 7, 0, 14, 8, 8, 8, 4, 4, 0, 4, 2, 4, 8, 2, 4, 2, 2] 
dag3.txt 5_4_3_2x1.txt 0.27972027972027974 1 827392.0 [1, 2, 3, 0, 2, 2, 2, 1, 2, 1, 0, 1, 0, 2, 1, 2, 2, 0, 0, 2, 0, 1, 0, 2, 0, 0, 2, 1, 1, 3, 1, 0, 1, 0, 0, 1, 1, 3, 1, 3, 2, 1, 1, 1, 1, 1, 1, 3, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 3, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 3, 1, 0, 0, 3, 3, 1, 3, 1, 2, 1, 1, 3, 1, 1, 1, 1] 
dag3.txt 3_2x1.txt 0.16783216783216784 1 2310144.0 [0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
