dagA7.txt 3_2x4.txt True 0.047619047619047616 0.07 343.25 [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 7, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 7] 
dagA7.txt 3_2x4.txt True 0.047619047619047616 0.1 343.25 [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 7, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 7] 
dagA7.txt 3_2x4.txt True 0.08843537414965986 0.15 317.75 [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 7, 1, 4, 3, 1, 1, 1, 1, 1, 1, 1, 7, 1, 1, 4] 
dagA7.txt 3_2x4.txt True 0.14965986394557823 0.2 291.0 [7, 3, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 3, 7, 7, 7, 5, 7, 7, 7, 7, 5, 7, 5, 7, 4, 7, 7, 7, 4, 7, 7, 7, 7, 5, 4, 7, 4] 
dagA7.txt 3_2x4.txt True 0.14965986394557823 0.3 291.0 [7, 3, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 3, 7, 7, 7, 5, 7, 7, 7, 7, 5, 7, 5, 7, 4, 7, 7, 7, 4, 7, 7, 7, 7, 5, 4, 7, 4] 
dagA7.txt 3_2x4.txt True 0.14965986394557823 0.4 291.0 [7, 3, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 3, 7, 7, 7, 5, 7, 7, 7, 7, 5, 7, 5, 7, 4, 7, 7, 7, 4, 7, 7, 7, 7, 5, 4, 7, 4] 
dagA7.txt 3_2x4.txt True 0.42857142857142855 0.5 104.25 [3, 5, 7, 7, 5, 7, 5, 7, 3, 3, 1, 3, 7, 7, 3, 5, 1, 5, 1, 3, 7, 3, 7, 3, 5, 3, 5, 3, 7, 3, 7, 1, 5, 7, 1, 5, 3, 1, 1, 3, 5, 1, 3, 1, 0, 7, 5, 1, 7, 1] 
dagA7.txt 3_2x4.txt True 0.47619047619047616 0.6 117.75 [5, 3, 7, 7, 5, 1, 7, 7, 5, 3, 3, 3, 7, 7, 3, 7, 3, 7, 5, 5, 7, 3, 1, 3, 7, 3, 3, 5, 1, 3, 7, 1, 5, 1, 3, 5, 3, 1, 5, 5, 7, 1, 3, 1, 2, 7, 5, 1, 1, 1] 
dagA7.txt 3_2x4.txt True 0.47619047619047616 0.7 117.75 [5, 3, 7, 7, 5, 1, 7, 7, 5, 3, 3, 3, 7, 7, 3, 7, 3, 7, 5, 5, 7, 3, 1, 3, 7, 3, 3, 5, 1, 3, 7, 1, 5, 1, 3, 5, 3, 1, 5, 5, 7, 1, 3, 1, 2, 7, 5, 1, 1, 1] 
dagA7.txt 3_2x4.txt True 0.6326530612244898 1 89.0 [1, 7, 3, 3, 3, 1, 5, 5, 5, 1, 1, 5, 1, 3, 5, 5, 1, 7, 6, 5, 3, 7, 3, 5, 7, 7, 7, 6, 3, 2, 1, 1, 5, 3, 2, 0, 7, 4, 1, 5, 3, 4, 5, 1, 7, 3, 0, 1, 3, 7] 
dagA7.txt 3_2x2.txt True 0.047619047619047616 0.07 457.6666666666667 [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2] 
