dag89.txt 4_1x5.txt 0.5 0.5 753664.0 [0, 9, 2, 3, 3, 4, 3, 6, 1, 2, 6, 6, 0, 2, 6, 3, 6, 0, 6, 4, 6, 2, 1, 1, 4, 4, 7, 7, 1, 1, 8, 1, 9, 7, 9, 9, 9, 9, 0, 0, 1, 1, 0, 9, 3, 9, 8, 8, 3, 3, 5, 5, 5, 5, 7, 5, 5, 5] 
dag89.txt 4_1x5.txt 0.5454545454545454 0.55 622592.0 [0, 9, 2, 3, 3, 4, 3, 6, 1, 2, 6, 6, 0, 2, 6, 3, 6, 0, 6, 4, 6, 2, 1, 1, 4, 4, 0, 7, 1, 1, 8, 1, 9, 7, 9, 9, 9, 9, 0, 0, 1, 1, 0, 9, 3, 9, 8, 8, 3, 3, 5, 5, 5, 0, 7, 5, 5, 5] 
dag89.txt 4_1x5.txt 0.5909090909090909 0.6 507904.0 [2, 0, 2, 3, 3, 4, 3, 6, 1, 2, 6, 6, 0, 2, 6, 3, 6, 0, 6, 4, 6, 2, 1, 1, 4, 4, 0, 7, 1, 1, 8, 1, 9, 7, 9, 9, 9, 9, 0, 0, 2, 1, 0, 9, 3, 9, 8, 8, 3, 3, 5, 5, 5, 0, 7, 5, 5, 5] 
dag89.txt 4_1x5.txt 0.6477272727272727 0.65 393216.0 [4, 4, 6, 3, 3, 4, 3, 6, 1, 2, 6, 6, 6, 2, 6, 3, 6, 0, 6, 4, 6, 2, 1, 1, 4, 4, 0, 7, 1, 1, 8, 1, 9, 7, 9, 9, 9, 9, 0, 0, 2, 1, 0, 9, 3, 9, 8, 8, 3, 2, 5, 5, 5, 0, 7, 5, 5, 2] 
dag89.txt 4_1x5.txt 0.6818181818181818 0.7 344064.0 [4, 4, 6, 3, 3, 4, 3, 6, 1, 2, 6, 6, 6, 2, 6, 3, 6, 0, 6, 4, 6, 2, 1, 1, 4, 4, 0, 8, 1, 1, 8, 1, 9, 7, 9, 9, 8, 9, 0, 0, 2, 1, 0, 9, 3, 9, 8, 8, 3, 2, 5, 5, 5, 0, 7, 5, 5, 2] 
dag89.txt 3_2x3.txt 0.5 0.5 630784.0 [0, 4, 0, 2, 2, 5, 2, 0, 2, 3, 1, 0, 2, 3, 4, 4, 0, 2, 0, 5, 0, 3, 4, 1, 5, 5, 5, 3, 2, 3, 2, 5, 2, 5, 3, 4, 4, 4, 0, 0, 2, 4, 0, 4, 3, 4, 1, 4, 5, 4, 1, 4, 3, 1, 1, 1, 1, 1] 
dag89.txt 3_2x4.txt 0.5 0.5 466944.0 [6, 5, 7, 1, 1, 4, 1, 4, 4, 0, 3, 6, 0, 7, 5, 1, 4, 4, 6, 4, 2, 7, 5, 3, 0, 0, 0, 7, 1, 1, 5, 3, 5, 1, 1, 1, 5, 5, 6, 6, 3, 3, 6, 1, 1, 5, 3, 2, 1, 1, 5, 2, 2, 2, 3, 2, 2, 2] 
dag89.txt 3_2x3.txt 0.5 0.55 524288.0 [4, 4, 0, 2, 2, 5, 2, 0, 2, 3, 1, 0, 2, 3, 4, 4, 0, 2, 0, 2, 0, 3, 4, 1, 5, 5, 5, 3, 2, 3, 2, 5, 2, 5, 3, 4, 4, 4, 0, 0, 2, 4, 0, 4, 3, 4, 1, 4, 5, 4, 1, 4, 3, 1, 1, 1, 1, 1] 
dag89.txt 3_2x4.txt 0.5454545454545454 0.55 483328.0 [6, 0, 7, 3, 3, 5, 3, 2, 5, 7, 0, 0, 3, 7, 2, 5, 2, 5, 2, 5, 2, 0, 5, 4, 7, 0, 4, 0, 6, 0, 6, 4, 1, 4, 1, 4, 1, 6, 2, 6, 6, 6, 5, 6, 0, 1, 4, 1, 3, 3, 3, 1, 7, 3, 0, 1, 4, 4] 
dag89.txt 4_1x5.txt 0.6818181818181818 0.8 344064.0 [4, 4, 6, 3, 3, 4, 3, 6, 1, 2, 6, 6, 6, 2, 6, 3, 6, 0, 6, 4, 6, 2, 1, 1, 4, 4, 0, 8, 1, 1, 8, 1, 9, 7, 9, 9, 8, 9, 0, 0, 2, 1, 0, 9, 3, 9, 8, 8, 3, 2, 5, 5, 5, 0, 7, 5, 5, 2] 
