dag3.txt 4_1x5.txt 0.4965034965034965 1 491520.0 [9, 1, 6, 4, 8, 1, 8, 1, 2, 2, 8, 3, 4, 8, 6, 1, 4, 5, 4, 2, 8, 9, 2, 1, 4, 4, 6, 6, 2, 8, 9, 4, 9, 2, 4, 2, 9, 1, 9, 2, 4, 1, 9, 9, 6, 6, 1, 6, 9, 6, 3, 6, 8, 0, 8, 8, 4, 8, 0, 4, 3, 3, 1, 3, 6, 3, 5, 0, 4, 3, 4, 4, 0, 0, 3, 0, 0, 0, 3, 3, 2, 3, 0, 0, 6, 0, 3, 0, 3, 5, 7, 0, 1, 7, 3, 3, 7] 
dag3.txt 5_4_3_2x3.txt 0.45454545454545453 1 311296.0 [1, 1, 5, 3, 4, 1, 0, 5, 8, 4, 3, 9, 6, 0, 9, 1, 5, 2, 3, 11, 4, 11, 4, 1, 6, 3, 1, 5, 1, 5, 11, 6, 10, 4, 6, 4, 1, 5, 2, 5, 1, 2, 10, 10, 2, 2, 10, 5, 9, 9, 9, 9, 6, 9, 3, 8, 8, 8, 10, 8, 10, 10, 10, 10, 9, 10, 2, 2, 3, 10, 8, 8, 10, 7, 6, 10, 7, 0, 4, 10, 7, 4, 8, 7, 9, 7, 10, 7, 4, 0, 0, 0, 5, 0, 0, 0, 0] 
dag3.txt 5_4_3_2x2.txt 0.4125874125874126 1 448921.6 [6, 6, 5, 4, 5, 6, 4, 7, 4, 1, 2, 7, 1, 4, 5, 2, 4, 5, 2, 1, 2, 6, 1, 2, 4, 4, 6, 5, 6, 2, 6, 4, 6, 1, 7, 1, 6, 2, 6, 0, 6, 6, 6, 6, 5, 0, 7, 5, 3, 3, 7, 3, 1, 7, 2, 7, 1, 0, 7, 7, 7, 7, 7, 7, 5, 7, 5, 5, 2, 7, 2, 2, 0, 2, 7, 7, 3, 4, 3, 3, 3, 3, 4, 4, 0, 0, 7, 0, 3, 5, 0, 0, 0, 0, 0, 0, 0] 
dag3.txt 4_1x1.txt 0.21678321678321677 1 2342912.0 [0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0] 
dag3.txt 3_2x3.txt 0.36363636363636365 1 819200.0 [4, 2, 1, 0, 2, 2, 3, 1, 3, 4, 2, 1, 0, 2, 0, 2, 0, 5, 2, 3, 2, 3, 0, 2, 5, 0, 2, 1, 4, 2, 3, 0, 4, 0, 5, 0, 4, 1, 3, 4, 2, 3, 4, 4, 1, 4, 1, 4, 3, 4, 1, 4, 5, 1, 2, 5, 0, 2, 1, 2, 1, 1, 1, 1, 1, 1, 5, 5, 2, 0, 2, 2, 1, 5, 5, 0, 4, 5, 3, 0, 4, 0, 5, 5, 1, 1, 4, 4, 4, 3, 3, 4, 1, 3, 4, 4, 3] 
dag3.txt 5_4_3_2x5.txt 0.5244755244755245 1 196608.0 [18, 10, 16, 15, 8, 10, 1, 4, 0, 13, 12, 14, 8, 12, 12, 12, 17, 5, 15, 7, 12, 14, 13, 12, 5, 4, 10, 16, 10, 0, 14, 15, 18, 13, 8, 8, 18, 16, 1, 16, 1, 1, 18, 18, 4, 4, 4, 16, 8, 19, 14, 16, 17, 14, 12, 17, 8, 6, 18, 18, 14, 14, 4, 14, 4, 18, 5, 5, 15, 18, 15, 2, 14, 2, 6, 6, 19, 2, 8, 18, 19, 18, 9, 9, 11, 9, 6, 9, 18, 3, 0, 9, 0, 0, 9, 9, 0] 
dag3.txt 3_2x1.txt 0.16783216783216784 1 2351104.0 [1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1] 
dag3.txt 5_4_3_2x1.txt 0.2937062937062937 1 851968.0 [1, 3, 2, 0, 1, 3, 0, 3, 1, 0, 0, 3, 0, 0, 2, 3, 1, 1, 0, 2, 0, 3, 0, 3, 1, 0, 0, 2, 0, 2, 3, 0, 3, 0, 3, 0, 1, 2, 3, 1, 0, 3, 3, 1, 1, 1, 3, 1, 3, 1, 3, 1, 0, 3, 0, 0, 0, 0, 3, 0, 3, 3, 3, 3, 2, 3, 1, 1, 0, 3, 0, 0, 3, 1, 3, 3, 1, 1, 3, 3, 1, 3, 1, 1, 2, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2] 
dag3.txt 3_2x5.txt 0.40559440559440557 1 496981.3333333333 [7, 1, 6, 1, 2, 1, 8, 7, 4, 0, 5, 8, 0, 4, 6, 5, 2, 3, 5, 4, 5, 8, 0, 5, 3, 0, 1, 6, 6, 6, 7, 1, 7, 0, 0, 0, 7, 6, 8, 6, 1, 8, 7, 7, 6, 8, 7, 6, 0, 8, 8, 8, 1, 8, 5, 5, 0, 7, 7, 7, 9, 9, 7, 7, 8, 7, 3, 3, 5, 7, 5, 5, 9, 2, 9, 9, 2, 2, 0, 9, 8, 9, 3, 2, 4, 2, 9, 2, 9, 2, 4, 2, 4, 4, 9, 9, 9] 
dag3.txt 5_4_3_2x4.txt 0.45454545454545453 1 240298.66666666666 [12, 8, 6, 10, 12, 8, 12, 0, 1, 5, 11, 0, 14, 4, 4, 8, 5, 4, 10, 1, 11, 8, 14, 8, 4, 10, 8, 6, 12, 8, 12, 10, 12, 14, 14, 14, 12, 6, 8, 6, 8, 8, 12, 12, 4, 0, 7, 6, 9, 3, 0, 3, 5, 0, 11, 7, 9, 0, 0, 9, 0, 0, 0, 0, 13, 0, 2, 2, 10, 9, 11, 10, 7, 2, 14, 9, 3, 2, 9, 9, 6, 9, 4, 2, 13, 13, 0, 13, 12, 15, 1, 13, 0, 0, 0, 0, 0] 
dag3.txt 3_2x2.txt 0.2517482517482518 1 1179648.0 [1, 1, 2, 0, 2, 1, 0, 2, 1, 0, 0, 3, 3, 0, 2, 2, 0, 2, 0, 1, 0, 1, 3, 2, 0, 0, 1, 2, 1, 2, 1, 0, 1, 2, 3, 3, 1, 2, 2, 3, 2, 2, 1, 1, 2, 2, 2, 1, 3, 2, 3, 3, 0, 3, 0, 0, 3, 0, 3, 0, 3, 3, 2, 3, 2, 3, 2, 2, 0, 3, 0, 0, 3, 2, 3, 3, 2, 2, 3, 3, 3, 3, 0, 0, 2, 0, 3, 3, 1, 1, 1, 1, 2, 2, 1, 1, 1] 
dag3.txt 4_1x2.txt 0.34965034965034963 1 1179648.0 [0, 0, 2, 3, 2, 0, 2, 0, 2, 2, 3, 1, 0, 2, 2, 3, 0, 2, 3, 0, 0, 1, 0, 3, 0, 0, 0, 2, 0, 0, 1, 3, 0, 0, 3, 0, 0, 2, 1, 2, 0, 1, 0, 0, 2, 2, 0, 2, 0, 2, 1, 0, 2, 1, 3, 3, 0, 3, 0, 3, 1, 1, 0, 0, 2, 0, 2, 2, 3, 0, 3, 3, 0, 2, 3, 0, 2, 2, 0, 0, 1, 0, 2, 2, 2, 2, 1, 1, 0, 2, 1, 1, 1, 1, 1, 1, 1] 
dag3.txt 3_2x4.txt 0.3916083916083916 1 589824.0 [4, 4, 0, 7, 4, 4, 4, 0, 3, 0, 7, 2, 1, 6, 0, 7, 2, 5, 7, 3, 7, 2, 1, 7, 5, 7, 4, 0, 4, 0, 2, 5, 4, 1, 5, 1, 2, 0, 2, 2, 4, 4, 2, 2, 6, 4, 6, 2, 2, 2, 2, 2, 1, 2, 7, 7, 1, 6, 6, 6, 2, 6, 6, 6, 0, 6, 5, 0, 7, 6, 7, 7, 6, 5, 5, 6, 5, 5, 2, 6, 2, 2, 5, 5, 0, 3, 6, 3, 2, 3, 3, 6, 0, 6, 6, 6, 6] 
dag3.txt 4_1x3.txt 0.4195804195804196 1 811008.0 [2, 2, 5, 4, 4, 2, 4, 0, 4, 2, 3, 0, 2, 2, 2, 5, 4, 1, 4, 4, 4, 0, 2, 5, 2, 4, 2, 5, 2, 0, 2, 3, 2, 2, 3, 2, 2, 5, 0, 0, 0, 0, 2, 2, 0, 0, 0, 2, 0, 1, 0, 0, 4, 0, 3, 3, 2, 3, 0, 3, 0, 0, 0, 0, 4, 0, 1, 0, 4, 0, 3, 4, 0, 1, 3, 0, 1, 0, 0, 0, 1, 0, 2, 1, 5, 1, 0, 1, 0, 4, 4, 1, 5, 5, 0, 0, 5] 
