dag87.txt 3_2x4.txt 0.33098591549295775 0.5 507904.0 [0, 6, 0, 4, 4, 1, 1, 0, 4, 0, 4, 4, 0, 4, 5, 6, 2, 6, 6, 6, 6, 0, 4, 4, 5, 0, 6, 4, 1, 4, 5, 4, 6, 2, 4, 1, 4, 1, 4, 4, 5, 2, 1, 1, 0, 4, 3, 3, 1, 0, 3, 2, 2, 2, 3, 0, 0, 0, 6, 3, 4, 3, 6, 6, 6, 6, 4, 2, 0, 4, 0, 0, 7, 7, 7, 7, 6, 5, 4, 7, 0, 5, 5, 7, 7, 7, 2, 5, 5, 5, 0, 5, 3, 0, 2, 3, 2, 2] 
dag87.txt 5_4_3_2x2.txt 0.33098591549295775 0.5 376832.0 [0, 5, 0, 5, 1, 2, 2, 0, 1, 0, 1, 1, 0, 1, 3, 4, 4, 5, 5, 5, 5, 4, 1, 1, 3, 0, 5, 1, 2, 1, 3, 1, 5, 4, 1, 2, 1, 2, 1, 1, 3, 4, 2, 2, 0, 1, 6, 6, 2, 1, 6, 4, 4, 4, 6, 0, 0, 0, 5, 6, 1, 6, 5, 5, 5, 5, 1, 0, 0, 1, 0, 0, 7, 0, 7, 7, 5, 3, 1, 7, 0, 0, 3, 7, 7, 7, 4, 3, 3, 3, 0, 3, 6, 0, 4, 6, 4, 4] 
dag87.txt 3_2x4.txt 0.33098591549295775 0.55 507904.0 [0, 6, 0, 4, 4, 1, 1, 0, 4, 0, 4, 4, 0, 4, 5, 6, 2, 6, 6, 6, 6, 0, 4, 4, 5, 0, 6, 4, 1, 4, 5, 4, 6, 2, 4, 1, 4, 1, 4, 4, 5, 2, 1, 1, 0, 4, 3, 3, 1, 0, 3, 2, 2, 2, 3, 0, 0, 0, 6, 3, 4, 3, 6, 6, 6, 6, 4, 2, 0, 4, 0, 0, 7, 7, 7, 7, 6, 5, 4, 7, 0, 5, 5, 7, 7, 7, 2, 5, 5, 5, 0, 5, 3, 0, 2, 3, 2, 2] 
dag87.txt 5_4_3_2x2.txt 0.33098591549295775 0.55 376832.0 [0, 5, 0, 5, 1, 2, 2, 0, 1, 0, 1, 1, 0, 1, 3, 4, 4, 5, 5, 5, 5, 4, 1, 1, 3, 0, 5, 1, 2, 1, 3, 1, 5, 4, 1, 2, 1, 2, 1, 1, 3, 4, 2, 2, 0, 1, 6, 6, 2, 1, 6, 4, 4, 4, 6, 0, 0, 0, 5, 6, 1, 6, 5, 5, 5, 5, 1, 0, 0, 1, 0, 0, 7, 0, 7, 7, 5, 3, 1, 7, 0, 0, 3, 7, 7, 7, 4, 3, 3, 3, 0, 3, 6, 0, 4, 6, 4, 4] 
dag87.txt 5_4_3_2x2.txt 0.33098591549295775 0.6 376832.0 [0, 5, 0, 5, 1, 2, 2, 0, 1, 0, 1, 1, 0, 1, 3, 4, 4, 5, 5, 5, 5, 4, 1, 1, 3, 0, 5, 1, 2, 1, 3, 1, 5, 4, 1, 2, 1, 2, 1, 1, 3, 4, 2, 2, 0, 1, 6, 6, 2, 1, 6, 4, 4, 4, 6, 0, 0, 0, 5, 6, 1, 6, 5, 5, 5, 5, 1, 0, 0, 1, 0, 0, 7, 0, 7, 7, 5, 3, 1, 7, 0, 0, 3, 7, 7, 7, 4, 3, 3, 3, 0, 3, 6, 0, 4, 6, 4, 4] 
dag87.txt 3_2x4.txt 0.33098591549295775 0.6 507904.0 [0, 6, 0, 4, 4, 1, 1, 0, 4, 0, 4, 4, 0, 4, 5, 6, 2, 6, 6, 6, 6, 0, 4, 4, 5, 0, 6, 4, 1, 4, 5, 4, 6, 2, 4, 1, 4, 1, 4, 4, 5, 2, 1, 1, 0, 4, 3, 3, 1, 0, 3, 2, 2, 2, 3, 0, 0, 0, 6, 3, 4, 3, 6, 6, 6, 6, 4, 2, 0, 4, 0, 0, 7, 7, 7, 7, 6, 5, 4, 7, 0, 5, 5, 7, 7, 7, 2, 5, 5, 5, 0, 5, 3, 0, 2, 3, 2, 2] 
dag87.txt 5_4_3_2x2.txt 0.33098591549295775 0.65 376832.0 [0, 5, 0, 5, 1, 2, 2, 0, 1, 0, 1, 1, 0, 1, 3, 4, 4, 5, 5, 5, 5, 4, 1, 1, 3, 0, 5, 1, 2, 1, 3, 1, 5, 4, 1, 2, 1, 2, 1, 1, 3, 4, 2, 2, 0, 1, 6, 6, 2, 1, 6, 4, 4, 4, 6, 0, 0, 0, 5, 6, 1, 6, 5, 5, 5, 5, 1, 0, 0, 1, 0, 0, 7, 0, 7, 7, 5, 3, 1, 7, 0, 0, 3, 7, 7, 7, 4, 3, 3, 3, 0, 3, 6, 0, 4, 6, 4, 4] 
dag87.txt 3_2x4.txt 0.33098591549295775 0.65 507904.0 [0, 6, 0, 4, 4, 1, 1, 0, 4, 0, 4, 4, 0, 4, 5, 6, 2, 6, 6, 6, 6, 0, 4, 4, 5, 0, 6, 4, 1, 4, 5, 4, 6, 2, 4, 1, 4, 1, 4, 4, 5, 2, 1, 1, 0, 4, 3, 3, 1, 0, 3, 2, 2, 2, 3, 0, 0, 0, 6, 3, 4, 3, 6, 6, 6, 6, 4, 2, 0, 4, 0, 0, 7, 7, 7, 7, 6, 5, 4, 7, 0, 5, 5, 7, 7, 7, 2, 5, 5, 5, 0, 5, 3, 0, 2, 3, 2, 2] 
dag87.txt 5_4_3_2x2.txt 0.33098591549295775 0.7 376832.0 [0, 5, 0, 5, 1, 2, 2, 0, 1, 0, 1, 1, 0, 1, 3, 4, 4, 5, 5, 5, 5, 4, 1, 1, 3, 0, 5, 1, 2, 1, 3, 1, 5, 4, 1, 2, 1, 2, 1, 1, 3, 4, 2, 2, 0, 1, 6, 6, 2, 1, 6, 4, 4, 4, 6, 0, 0, 0, 5, 6, 1, 6, 5, 5, 5, 5, 1, 0, 0, 1, 0, 0, 7, 0, 7, 7, 5, 3, 1, 7, 0, 0, 3, 7, 7, 7, 4, 3, 3, 3, 0, 3, 6, 0, 4, 6, 4, 4] 
dag87.txt 4_1x5.txt 0.43661971830985913 0.5 421888.0 [1, 2, 1, 8, 2, 8, 8, 1, 5, 0, 5, 0, 1, 0, 4, 6, 3, 2, 4, 2, 4, 4, 5, 0, 6, 2, 4, 0, 8, 5, 6, 5, 4, 3, 5, 8, 5, 8, 4, 6, 4, 8, 8, 8, 1, 0, 0, 0, 8, 0, 0, 8, 4, 1, 0, 1, 1, 1, 2, 0, 3, 0, 2, 6, 2, 2, 3, 2, 1, 3, 1, 1, 3, 2, 9, 3, 9, 9, 5, 5, 0, 6, 4, 3, 2, 3, 7, 6, 6, 6, 1, 4, 0, 4, 0, 2, 7, 7] 
