dag36.txt 5_4_3_2x2.txt 0.4431818181818182 1 286720.0 [5, 6, 0, 7, 0, 0, 3, 4, 1, 4, 7, 7, 4, 6, 3, 7, 3, 6, 7, 0, 4, 4, 5, 5, 4, 2, 0, 4, 1, 0, 6, 6, 5, 2, 1, 2, 0, 2, 5, 2, 4, 5, 4, 4, 1, 1, 1, 1, 1, 1, 5, 1, 1, 4, 1, 4, 1, 4, 4] 
dag36.txt 4_1x5.txt 0.09090909090909091 0.1 1425408.0 [6, 0, 2, 0, 4, 8, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
dag36.txt 4_1x5.txt 0.11363636363636363 0.15 1359872.0 [4, 0, 2, 0, 8, 6, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
dag36.txt 4_1x5.txt 0.18181818181818182 0.2 1011712.0 [8, 0, 2, 2, 6, 0, 0, 7, 0, 1, 5, 2, 0, 0, 0, 3, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 7, 0, 0, 0, 0, 0, 4, 0, 4, 4, 0, 4, 4, 0, 0, 0, 4, 0, 0] 
dag36.txt 4_1x5.txt 0.25 0.25 712704.0 [3, 0, 6, 4, 8, 7, 2, 0, 5, 0, 4, 4, 0, 0, 2, 8, 2, 0, 4, 6, 2, 2, 8, 8, 2, 2, 4, 2, 1, 6, 0, 1, 0, 0, 1, 0, 6, 6, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
dag36.txt 4_1x5.txt 0.29545454545454547 0.3 487424.0 [6, 9, 2, 8, 1, 4, 4, 0, 5, 7, 8, 8, 4, 2, 4, 1, 4, 2, 8, 2, 4, 4, 0, 0, 4, 4, 6, 2, 3, 2, 2, 3, 0, 2, 3, 2, 2, 2, 0, 2, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
dag36.txt 4_1x5.txt 0.3409090909090909 0.35 389120.0 [2, 2, 2, 1, 5, 6, 6, 0, 8, 7, 1, 2, 0, 2, 6, 5, 6, 2, 1, 2, 6, 6, 3, 3, 6, 6, 2, 4, 8, 2, 4, 8, 0, 4, 8, 4, 2, 2, 4, 4, 0, 4, 6, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
dag36.txt 4_1x5.txt 0.3977272727272727 0.4 671744.0 [4, 8, 8, 4, 5, 3, 3, 6, 0, 6, 5, 5, 6, 4, 3, 5, 3, 8, 4, 8, 0, 3, 6, 0, 1, 1, 4, 1, 0, 8, 9, 0, 9, 9, 0, 1, 8, 8, 9, 2, 6, 2, 1, 6, 7, 7, 7, 7, 2, 7, 6, 7, 7, 6, 7, 1, 7, 7, 7] 
dag36.txt 4_1x5.txt 0.4431818181818182 0.45 606208.0 [0, 1, 0, 4, 4, 2, 9, 3, 2, 0, 4, 4, 3, 0, 2, 5, 9, 1, 4, 1, 9, 9, 3, 0, 9, 9, 0, 7, 5, 1, 0, 5, 6, 7, 5, 7, 1, 1, 6, 7, 6, 6, 9, 6, 3, 6, 8, 8, 8, 8, 6, 8, 8, 6, 3, 9, 8, 8, 3] 
dag36.txt 4_1x5.txt 0.4659090909090909 0.5 327680.0 [6, 2, 4, 4, 4, 8, 0, 1, 8, 9, 4, 4, 0, 3, 0, 4, 0, 2, 4, 5, 0, 0, 1, 2, 0, 0, 6, 2, 7, 5, 4, 7, 8, 3, 7, 3, 2, 2, 8, 2, 1, 8, 0, 8, 1, 8, 1, 8, 6, 6, 8, 6, 6, 8, 6, 0, 6, 6, 6] 
dag36.txt 4_1x5.txt 0.5340909090909091 0.55 327680.0 [4, 7, 6, 4, 4, 8, 0, 8, 2, 8, 4, 4, 8, 7, 2, 4, 1, 7, 4, 5, 2, 0, 8, 2, 1, 1, 8, 0, 9, 5, 0, 9, 0, 0, 9, 0, 7, 6, 0, 6, 8, 6, 1, 1, 6, 6, 8, 6, 0, 3, 1, 4, 3, 1, 6, 1, 3, 3, 3] 
dag36.txt 4_1x5.txt 0.5454545454545454 0.6 331776.0 [4, 8, 4, 4, 2, 4, 6, 7, 6, 0, 4, 4, 8, 5, 6, 3, 6, 8, 4, 4, 8, 6, 3, 6, 6, 6, 6, 8, 2, 5, 0, 2, 2, 9, 2, 9, 8, 0, 0, 8, 7, 0, 8, 1, 2, 1, 7, 2, 0, 2, 1, 2, 2, 1, 2, 8, 2, 2, 2] 
dag36.txt 4_1x5.txt 0.5113636363636364 0.65 327680.0 [4, 5, 8, 4, 8, 2, 1, 3, 6, 0, 4, 4, 0, 5, 4, 4, 1, 5, 4, 8, 0, 1, 6, 6, 0, 5, 4, 6, 9, 8, 8, 9, 6, 7, 9, 7, 8, 8, 7, 2, 3, 2, 0, 3, 3, 6, 0, 3, 2, 0, 6, 0, 3, 3, 6, 3, 3, 3, 6] 
dag36.txt 4_1x5.txt 0.5 0.7 327680.0 [8, 2, 8, 6, 6, 4, 0, 7, 4, 6, 6, 6, 7, 1, 0, 6, 0, 2, 6, 3, 0, 0, 8, 8, 0, 0, 6, 2, 9, 3, 2, 9, 8, 1, 9, 1, 2, 2, 8, 2, 7, 4, 0, 8, 5, 0, 5, 5, 4, 5, 8, 0, 5, 8, 5, 0, 5, 5, 5] 
dag36.txt 4_1x5.txt 0.5454545454545454 0.8 331776.0 [6, 7, 6, 6, 2, 4, 4, 1, 4, 0, 5, 6, 0, 7, 4, 3, 4, 7, 6, 6, 2, 4, 3, 4, 1, 4, 0, 8, 5, 9, 8, 6, 8, 8, 5, 8, 9, 8, 8, 2, 1, 2, 1, 8, 0, 4, 1, 0, 2, 0, 8, 0, 6, 8, 0, 0, 0, 0, 0] 
dag36.txt 4_1x5.txt 0.5340909090909091 0.9 323584.0 [6, 3, 8, 0, 4, 2, 4, 6, 9, 8, 0, 8, 8, 3, 4, 0, 4, 3, 0, 5, 4, 4, 8, 0, 4, 4, 6, 0, 7, 5, 4, 7, 6, 3, 7, 3, 3, 2, 6, 2, 6, 6, 4, 6, 8, 6, 8, 1, 0, 1, 6, 2, 1, 6, 8, 1, 1, 1, 1] 
dag36.txt 4_1x5.txt 0.5113636363636364 1 319488.0 [8, 1, 6, 8, 4, 8, 2, 3, 8, 9, 5, 6, 0, 8, 2, 5, 2, 1, 8, 1, 2, 2, 3, 4, 2, 2, 8, 0, 7, 1, 0, 7, 6, 0, 7, 0, 1, 2, 6, 0, 6, 6, 2, 6, 4, 6, 3, 4, 4, 4, 6, 4, 4, 6, 4, 2, 4, 4, 4] 
dag36.txt 3_2x3.txt 0.09090909090909091 0.1 1889621.3333333333 [2, 0, 0, 0, 4, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
dag36.txt 3_2x3.txt 0.14772727272727273 0.15 1152341.3333333333 [4, 0, 2, 2, 2, 2, 0, 0, 0, 0, 2, 2, 0, 0, 0, 2, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 2, 0, 2, 0, 2, 0, 0, 0, 0, 2, 0, 2, 2, 0, 2, 2, 0, 2, 0, 2, 2, 2] 
dag36.txt 3_2x3.txt 0.18181818181818182 0.2 1119573.3333333333 [2, 0, 2, 2, 2, 0, 0, 0, 0, 4, 2, 2, 4, 0, 0, 2, 0, 0, 2, 2, 0, 0, 4, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 2, 0, 2, 0, 0, 0, 0, 2, 0, 4, 2, 2, 2, 0, 2, 2, 0, 2, 0, 2, 2, 2] 
dag36.txt 3_2x3.txt 0.25 0.25 647168.0 [1, 1, 1, 3, 5, 2, 2, 4, 2, 0, 3, 3, 0, 1, 2, 5, 2, 1, 3, 1, 2, 2, 0, 0, 2, 2, 1, 2, 0, 1, 4, 0, 4, 4, 0, 4, 1, 1, 4, 4, 4, 4, 2, 4, 0, 2, 0, 0, 4, 0, 4, 0, 0, 4, 0, 0, 0, 0, 0] 
dag36.txt 3_2x3.txt 0.29545454545454547 0.3 581632.0 [0, 5, 5, 2, 2, 1, 1, 3, 5, 3, 2, 2, 3, 0, 1, 2, 1, 5, 2, 2, 1, 1, 3, 4, 1, 1, 2, 0, 5, 2, 0, 5, 4, 0, 5, 0, 5, 5, 4, 0, 4, 4, 1, 4, 3, 1, 3, 3, 4, 3, 4, 3, 3, 4, 3, 1, 3, 3, 3] 
dag36.txt 3_2x3.txt 0.3409090909090909 0.35 486058.6666666667 [2, 5, 4, 2, 2, 0, 1, 3, 5, 0, 2, 2, 3, 0, 1, 2, 1, 5, 2, 2, 1, 1, 3, 4, 1, 1, 2, 0, 5, 2, 0, 5, 4, 0, 5, 0, 5, 5, 4, 0, 4, 4, 1, 4, 3, 1, 3, 3, 4, 3, 4, 3, 3, 4, 3, 1, 3, 3, 3] 
dag36.txt 3_2x3.txt 0.3409090909090909 0.4 480597.3333333333 [4, 1, 1, 0, 0, 2, 2, 4, 0, 4, 0, 0, 4, 1, 2, 0, 2, 1, 0, 0, 2, 2, 3, 3, 2, 2, 0, 1, 3, 0, 2, 3, 3, 5, 3, 5, 1, 1, 5, 5, 4, 5, 2, 2, 4, 4, 4, 4, 5, 4, 3, 4, 4, 2, 4, 2, 4, 4, 4] 
dag36.txt 3_2x3.txt 0.3409090909090909 0.45 486058.6666666667 [2, 5, 4, 2, 2, 0, 1, 3, 5, 0, 2, 2, 3, 0, 1, 2, 1, 5, 2, 2, 1, 1, 3, 4, 1, 1, 2, 0, 5, 2, 0, 5, 4, 0, 5, 0, 5, 5, 4, 0, 4, 4, 1, 4, 3, 1, 3, 3, 4, 3, 4, 3, 3, 4, 3, 1, 3, 3, 3] 
dag36.txt 3_2x3.txt 0.3409090909090909 0.5 480597.3333333333 [4, 1, 1, 0, 0, 2, 2, 4, 0, 4, 0, 0, 4, 1, 2, 0, 2, 1, 0, 0, 2, 2, 3, 3, 2, 2, 0, 1, 3, 0, 2, 3, 3, 5, 3, 5, 1, 1, 5, 5, 4, 5, 2, 2, 4, 4, 4, 4, 5, 4, 3, 4, 4, 2, 4, 2, 4, 4, 4] 
dag36.txt 3_2x3.txt 0.3409090909090909 0.55 486058.6666666667 [2, 5, 4, 2, 2, 0, 1, 3, 5, 0, 2, 2, 3, 0, 1, 2, 1, 5, 2, 2, 1, 1, 3, 4, 1, 1, 2, 0, 5, 2, 0, 5, 4, 0, 5, 0, 5, 5, 4, 0, 4, 4, 1, 4, 3, 1, 3, 3, 4, 3, 4, 3, 3, 4, 3, 1, 3, 3, 3] 
dag36.txt 3_2x3.txt 0.36363636363636365 0.6 480597.3333333333 [2, 1, 4, 5, 4, 0, 3, 2, 1, 2, 5, 5, 2, 1, 3, 5, 3, 1, 5, 4, 3, 3, 5, 5, 3, 3, 4, 1, 1, 4, 0, 1, 0, 0, 2, 0, 1, 4, 0, 4, 2, 0, 3, 0, 2, 2, 2, 2, 0, 2, 0, 2, 5, 3, 2, 3, 2, 2, 2] 
dag36.txt 3_2x3.txt 0.3409090909090909 0.65 480597.3333333333 [4, 1, 1, 0, 0, 2, 2, 4, 0, 4, 0, 0, 4, 1, 2, 0, 2, 1, 0, 0, 2, 2, 3, 3, 2, 2, 0, 1, 3, 0, 2, 3, 3, 5, 3, 5, 1, 1, 5, 5, 4, 5, 2, 2, 4, 4, 4, 4, 5, 4, 3, 4, 4, 2, 4, 2, 4, 4, 4] 
dag36.txt 3_2x3.txt 0.3409090909090909 0.7 486058.6666666667 [2, 5, 4, 2, 2, 0, 1, 3, 5, 0, 2, 2, 3, 0, 1, 2, 1, 5, 2, 2, 1, 1, 3, 4, 1, 1, 2, 0, 5, 2, 0, 5, 4, 0, 5, 0, 5, 5, 4, 0, 4, 4, 1, 4, 3, 1, 3, 3, 4, 3, 4, 3, 3, 4, 3, 1, 3, 3, 3] 
dag36.txt 3_2x3.txt 0.3409090909090909 0.8 486058.6666666667 [2, 5, 4, 2, 2, 0, 1, 3, 5, 0, 2, 2, 3, 0, 1, 2, 1, 5, 2, 2, 1, 1, 3, 4, 1, 1, 2, 0, 5, 2, 0, 5, 4, 0, 5, 0, 5, 5, 4, 0, 4, 4, 1, 4, 3, 1, 3, 3, 4, 3, 4, 3, 3, 4, 3, 1, 3, 3, 3] 
dag36.txt 3_2x3.txt 0.3409090909090909 0.9 480597.3333333333 [2, 3, 4, 2, 0, 4, 4, 1, 0, 0, 2, 2, 1, 2, 4, 0, 4, 3, 2, 2, 4, 4, 0, 0, 4, 4, 2, 3, 3, 2, 2, 0, 5, 5, 3, 3, 3, 3, 5, 3, 1, 5, 4, 4, 1, 1, 1, 1, 5, 1, 5, 1, 1, 4, 1, 4, 1, 1, 1] 
dag36.txt 3_2x3.txt 0.32954545454545453 1 480597.3333333333 [2, 4, 4, 2, 2, 4, 3, 1, 5, 0, 2, 2, 1, 5, 3, 2, 3, 4, 2, 2, 3, 3, 1, 0, 3, 3, 2, 4, 5, 2, 5, 5, 0, 4, 5, 4, 4, 4, 0, 4, 0, 0, 3, 0, 1, 3, 1, 1, 0, 1, 0, 1, 1, 0, 1, 3, 1, 1, 1] 
dag36.txt 5_4_3_2x5.txt 0.09090909090909091 0.1 1140326.4 [12, 0, 0, 0, 8, 16, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
