dag30.txt 5_4_3_2x5.txt 0.5106382978723404 1 190054.4 [8, 0, 6, 18, 18, 4, 2, 15, 16, 10, 14, 16, 19, 5, 0, 12, 10, 14, 17, 18, 8, 16, 14, 15, 2, 16, 8, 3, 14, 8, 17, 2, 17, 2, 17, 14, 0, 14, 14, 3, 14, 2, 0, 9, 15, 0, 11, 2, 11, 0, 8, 11, 2, 12, 11, 9, 12, 6, 12, 13, 9, 12, 13, 17, 13, 17, 17, 9, 9, 9, 9, 4, 9, 7, 7, 6, 4, 9, 4, 10, 4, 0, 17, 5, 1, 14, 5, 5, 5, 19, 1, 5, 1] 
dag30.txt 5_4_3_2x3.txt 0.48226950354609927 1 299008.0 [4, 2, 3, 4, 3, 5, 5, 10, 6, 8, 4, 5, 6, 8, 4, 9, 8, 4, 8, 3, 3, 6, 4, 10, 9, 6, 3, 5, 4, 5, 4, 9, 9, 4, 9, 4, 7, 4, 4, 0, 4, 11, 7, 7, 7, 2, 11, 4, 11, 0, 8, 11, 11, 10, 11, 7, 11, 9, 7, 0, 7, 10, 7, 9, 8, 8, 2, 7, 0, 0, 0, 8, 0, 0, 0, 5, 1, 7, 5, 1, 2, 2, 2, 1, 2, 4, 1, 1, 1, 1, 1, 1, 1] 
dag30.txt 3_2x3.txt 0.3262411347517731 1 791893.3333333334 [2, 5, 4, 4, 4, 4, 4, 2, 3, 0, 1, 0, 3, 3, 0, 0, 2, 1, 1, 4, 4, 3, 1, 2, 1, 3, 5, 5, 2, 5, 1, 1, 1, 1, 1, 0, 5, 1, 1, 5, 1, 1, 5, 0, 5, 5, 5, 1, 5, 5, 5, 0, 1, 0, 0, 0, 0, 2, 0, 2, 2, 2, 2, 1, 2, 1, 4, 0, 2, 2, 0, 4, 0, 0, 0, 4, 4, 0, 4, 1, 4, 5, 4, 3, 4, 1, 1, 3, 3, 3, 3, 3, 3] 
dag30.txt 4_1x1.txt 0.23404255319148937 1 2236416.0 [0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
dag30.txt 3_2x4.txt 0.41134751773049644 1 567978.6666666666 [6, 1, 7, 2, 5, 5, 4, 0, 4, 4, 2, 4, 3, 3, 7, 6, 2, 2, 3, 5, 7, 4, 2, 0, 4, 4, 5, 5, 0, 5, 2, 4, 2, 4, 2, 2, 1, 2, 2, 6, 2, 4, 1, 1, 1, 1, 1, 2, 1, 0, 1, 7, 4, 6, 7, 1, 1, 2, 1, 0, 1, 0, 2, 2, 0, 2, 1, 1, 0, 1, 1, 5, 6, 6, 6, 7, 6, 1, 7, 3, 7, 1, 1, 3, 7, 3, 3, 3, 3, 3, 3, 3, 3] 
dag30.txt 4_1x4.txt 0.5673758865248227 1 577536.0 [6, 7, 4, 4, 4, 4, 4, 0, 2, 6, 3, 2, 4, 1, 4, 6, 2, 3, 1, 5, 4, 2, 3, 6, 2, 2, 5, 5, 4, 5, 0, 3, 2, 2, 6, 4, 7, 6, 3, 0, 3, 3, 7, 6, 7, 7, 7, 3, 7, 0, 2, 4, 3, 6, 4, 6, 3, 4, 3, 0, 6, 0, 0, 3, 0, 1, 1, 6, 0, 6, 6, 5, 6, 6, 6, 4, 6, 7, 4, 2, 1, 7, 1, 1, 0, 3, 3, 0, 1, 1, 2, 1, 1] 
dag30.txt 3_2x2.txt 0.2765957446808511 1 1122304.0 [2, 3, 1, 0, 0, 0, 1, 3, 2, 2, 1, 2, 2, 2, 0, 2, 2, 1, 2, 0, 1, 2, 1, 3, 1, 2, 3, 3, 1, 3, 1, 1, 1, 1, 1, 1, 3, 1, 1, 3, 1, 1, 3, 3, 3, 3, 3, 1, 3, 3, 3, 1, 1, 3, 1, 0, 1, 0, 1, 0, 0, 3, 0, 2, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 2, 3, 2, 1, 2, 1, 1, 2, 1, 2, 2, 2, 2] 
dag30.txt 5_4_3_2x1.txt 0.3049645390070922 1 823296.0 [1, 3, 1, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 2, 1, 0, 3, 3, 1, 0, 1, 1, 1, 1, 1, 1, 3, 1, 1, 0, 1, 1, 3, 3, 3, 3, 3, 1, 3, 1, 3, 1, 1, 2, 1, 3, 1, 1, 2, 2, 2, 2, 2, 3, 2, 3, 3, 2, 2, 2, 2, 0, 2, 2, 2, 1, 2, 3, 3, 3, 3, 3, 3, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0] 
dag30.txt 5_4_3_2x4.txt 0.46808510638297873 1 229376.0 [12, 13, 10, 12, 11, 4, 10, 2, 0, 14, 5, 4, 3, 3, 6, 0, 9, 5, 9, 11, 12, 0, 5, 2, 6, 0, 11, 4, 2, 4, 5, 6, 5, 5, 5, 5, 13, 5, 5, 4, 5, 6, 13, 1, 2, 13, 2, 6, 4, 13, 12, 12, 6, 7, 12, 1, 7, 10, 7, 8, 8, 2, 8, 9, 8, 9, 9, 1, 1, 8, 1, 8, 1, 1, 1, 10, 15, 8, 10, 14, 10, 13, 9, 3, 9, 14, 14, 0, 3, 3, 14, 3, 14] 
dag30.txt 4_1x5.txt 0.5319148936170213 1 483328.0 [6, 7, 6, 6, 2, 2, 1, 3, 4, 2, 6, 4, 0, 5, 4, 6, 2, 6, 2, 9, 0, 4, 6, 3, 8, 4, 0, 2, 6, 0, 6, 6, 6, 6, 6, 6, 7, 6, 6, 2, 6, 1, 7, 0, 7, 7, 7, 6, 7, 0, 2, 0, 1, 0, 0, 0, 0, 4, 0, 8, 0, 8, 8, 6, 8, 2, 1, 3, 8, 3, 3, 8, 3, 3, 4, 0, 9, 7, 1, 5, 1, 8, 1, 5, 4, 6, 5, 0, 5, 5, 2, 5, 5] 
