dagA3.txt 1234x1.txt True 0.4064516129032258 0.5 287.75 [3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 3, 3, 3, 3, 2, 3, 2, 3, 3, 2, 3, 3, 2, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 2, 3, 2, 3, 3, 2] 
dagA3.txt 1234x1.txt True 0.4064516129032258 0.6 287.75 [3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 3, 3, 3, 3, 2, 3, 2, 3, 3, 2, 3, 3, 2, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 2, 3, 2, 3, 3, 2] 
dagA3.txt 1234x1.txt True 0.6387096774193548 0.7 191.0 [3, 2, 3, 2, 0, 3, 3, 0, 3, 2, 2, 0, 3, 2, 0, 2, 2, 3, 2, 1, 2, 3, 3, 3, 3, 1, 3, 3, 2, 3, 3, 1, 1, 3, 3, 3, 3, 3, 3, 2, 3, 3, 0, 3, 2, 0, 2, 2, 1, 3] 
dagA3.txt 1234x1.txt True 0.7096774193548387 0.8 411.0 [0, 2, 2, 3, 1, 0, 0, 2, 2, 3, 0, 0, 1, 0, 3, 3, 2, 3, 3, 0, 0, 0, 2, 0, 3, 1, 2, 3, 1, 3, 3, 1, 3, 3, 2, 2, 0, 2, 1, 1, 3, 0, 1, 2, 0, 1, 1, 1, 1, 2] 
dagA3.txt 1234x1.txt True 0.7096774193548387 0.9 411.0 [0, 2, 2, 3, 1, 0, 0, 2, 2, 3, 0, 0, 1, 0, 3, 3, 2, 3, 3, 0, 0, 0, 2, 0, 3, 1, 2, 3, 1, 3, 3, 1, 3, 3, 2, 2, 0, 2, 1, 1, 3, 0, 1, 2, 0, 1, 1, 1, 1, 2] 
dagA3.txt 1234x1.txt True 0.7096774193548387 1 411.0 [0, 2, 2, 3, 1, 0, 0, 2, 2, 3, 0, 0, 1, 0, 3, 3, 2, 3, 3, 0, 0, 0, 2, 0, 3, 1, 2, 3, 1, 3, 3, 1, 3, 3, 2, 2, 0, 2, 1, 1, 3, 0, 1, 2, 0, 1, 1, 1, 1, 2] 
dagA3.txt 1234x1.txt True 0.4064516129032258 0.5 287.75 [3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 3, 3, 3, 3, 2, 3, 2, 3, 3, 2, 3, 3, 2, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 2, 3, 2, 3, 3, 2] 
dagA3.txt 1234x1.txt True 0.4064516129032258 0.6 287.75 [3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 3, 3, 3, 3, 2, 3, 2, 3, 3, 2, 3, 3, 2, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 2, 3, 2, 3, 3, 2] 
dagA3.txt 1234x1.txt True 0.6387096774193548 0.7 191.0 [3, 2, 3, 2, 0, 3, 3, 0, 3, 2, 2, 0, 3, 2, 0, 2, 2, 3, 2, 1, 2, 3, 3, 3, 3, 1, 3, 3, 2, 3, 3, 1, 1, 3, 3, 3, 3, 3, 3, 2, 3, 3, 0, 3, 2, 0, 2, 2, 1, 3] 
dagA3.txt 1234x1.txt True 0.7096774193548387 0.8 411.0 [0, 2, 2, 3, 1, 0, 0, 2, 2, 3, 0, 0, 1, 0, 3, 3, 2, 3, 3, 0, 0, 0, 2, 0, 3, 1, 2, 3, 1, 3, 3, 1, 3, 3, 2, 2, 0, 2, 1, 1, 3, 0, 1, 2, 0, 1, 1, 1, 1, 2] 
dagA3.txt 1234x1.txt True 0.7096774193548387 0.9 411.0 [0, 2, 2, 3, 1, 0, 0, 2, 2, 3, 0, 0, 1, 0, 3, 3, 2, 3, 3, 0, 0, 0, 2, 0, 3, 1, 2, 3, 1, 3, 3, 1, 3, 3, 2, 2, 0, 2, 1, 1, 3, 0, 1, 2, 0, 1, 1, 1, 1, 2] 
dagA3.txt 1234x1.txt True 0.7096774193548387 1 411.0 [0, 2, 2, 3, 1, 0, 0, 2, 2, 3, 0, 0, 1, 0, 3, 3, 2, 3, 3, 0, 0, 0, 2, 0, 3, 1, 2, 3, 1, 3, 3, 1, 3, 3, 2, 2, 0, 2, 1, 1, 3, 0, 1, 2, 0, 1, 1, 1, 1, 2] 
dagA3.txt 1234x1.txt True 0.4064516129032258 0.5 287.75 [3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 3, 3, 3, 3, 2, 3, 2, 3, 3, 2, 3, 3, 2, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 2, 3, 2, 3, 3, 2] 
dagA3.txt 1234x1.txt True 0.4064516129032258 0.6 287.75 [3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 3, 3, 3, 3, 2, 3, 2, 3, 3, 2, 3, 3, 2, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 2, 3, 2, 3, 3, 2] 
dagA3.txt 1234x1.txt True 0.6387096774193548 0.7 191.0 [3, 2, 3, 2, 0, 3, 3, 0, 3, 2, 2, 0, 3, 2, 0, 2, 2, 3, 2, 1, 2, 3, 3, 3, 3, 1, 3, 3, 2, 3, 3, 1, 1, 3, 3, 3, 3, 3, 3, 2, 3, 3, 0, 3, 2, 0, 2, 2, 1, 3] 
dagA3.txt 1234x1.txt True 0.7096774193548387 0.8 411.0 [0, 2, 2, 3, 1, 0, 0, 2, 2, 3, 0, 0, 1, 0, 3, 3, 2, 3, 3, 0, 0, 0, 2, 0, 3, 1, 2, 3, 1, 3, 3, 1, 3, 3, 2, 2, 0, 2, 1, 1, 3, 0, 1, 2, 0, 1, 1, 1, 1, 2] 
