dag17.txt 3_2x4.txt True 0.0 0.04 2703360.0 [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
dag17.txt 3_2x4.txt True 0.054945054945054944 0.06 3383296.0 [1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1] 
dag17.txt 3_2x4.txt True 0.054945054945054944 0.08 3383296.0 [1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1] 
dag17.txt 3_2x4.txt True 0.054945054945054944 0.1 3383296.0 [1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1] 
dag17.txt 3_2x4.txt True 0.054945054945054944 0.12 3383296.0 [1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1] 
dag17.txt 3_2x4.txt True 0.054945054945054944 0.14 3383296.0 [1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1] 
dag17.txt 3_2x4.txt True 0.14285714285714285 0.16 1862314.6666666667 [2, 2, 2, 2, 1, 2, 2, 2, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 1, 1, 0, 2, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 0, 0, 2, 2, 2, 2, 0, 0, 2, 2, 2, 2, 2, 2] 
dag17.txt 3_2x4.txt True 0.17582417582417584 0.18 2097152.0 [0, 3, 0, 0, 1, 0, 0, 1, 1, 2, 3, 3, 3, 0, 3, 0, 0, 3, 1, 1, 1, 3, 3, 0, 0, 3, 0, 1, 1, 3, 3, 1, 1, 0, 0, 1, 1, 3, 0, 0, 0, 3, 3, 1, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3] 
dag17.txt 3_2x4.txt True 0.17582417582417584 0.2 2097152.0 [0, 3, 0, 0, 1, 0, 0, 1, 1, 2, 3, 3, 3, 0, 3, 0, 0, 3, 1, 1, 1, 3, 3, 0, 0, 3, 0, 1, 1, 3, 3, 1, 1, 0, 0, 1, 1, 3, 0, 0, 0, 3, 3, 1, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3] 
dag17.txt 3_2x4.txt True 0.2087912087912088 0.25 1310720.0 [2, 5, 2, 2, 2, 2, 2, 0, 0, 5, 3, 3, 3, 2, 5, 2, 2, 5, 2, 0, 2, 5, 5, 2, 5, 5, 5, 2, 2, 3, 5, 1, 5, 5, 5, 1, 1, 5, 5, 5, 5, 5, 5, 1, 5, 5, 1, 3, 5, 5, 5, 3, 4, 3, 4, 1, 4, 4, 4, 5, 4, 4, 4] 
