dag58.txt 3_2x4.txt 0.504424778761062 0.6 480597.3333333333 [6, 7, 0, 6, 2, 6, 4, 0, 3, 5, 7, 4, 6, 4, 3, 0, 7, 0, 5, 6, 3, 5, 7, 7, 4, 0, 6, 4, 0, 0, 5, 0, 6, 0, 0, 2, 6, 6, 3, 3, 0, 3, 6, 0, 6, 0, 3, 3, 7, 6, 4, 6, 1, 1, 5, 5, 3, 1, 1, 1, 3, 1, 3, 1, 3, 3, 4, 2, 4, 5, 2, 2, 2, 2, 4, 4] 
dag58.txt 3_2x4.txt 0.09734513274336283 0.1 1594709.3333333333 [0, 2, 2, 0, 2, 0, 0, 2, 2, 0, 2, 0, 0, 2, 2, 2, 2, 2, 0, 0, 2, 0, 2, 2, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 2, 2, 2, 2, 2, 0, 2, 0, 2, 2, 2, 2, 0, 0, 0, 2, 2, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
dag58.txt 3_2x4.txt 0.4336283185840708 0.55 496981.3333333333 [0, 7, 2, 6, 6, 6, 3, 2, 2, 0, 5, 2, 6, 7, 2, 2, 7, 2, 0, 6, 2, 6, 7, 4, 3, 5, 6, 3, 2, 2, 6, 5, 6, 2, 2, 6, 6, 2, 5, 5, 4, 6, 6, 4, 0, 4, 2, 4, 5, 0, 3, 0, 5, 4, 0, 0, 4, 4, 4, 4, 4, 4, 5, 4, 2, 1, 2, 0, 3, 0, 1, 1, 1, 1, 3, 3] 
dag58.txt 3_2x4.txt 0.4336283185840708 0.65 496981.3333333333 [0, 7, 2, 6, 6, 6, 3, 2, 2, 0, 5, 2, 6, 7, 2, 2, 7, 2, 0, 6, 2, 6, 7, 4, 3, 5, 6, 3, 2, 2, 6, 5, 6, 2, 2, 6, 6, 2, 5, 5, 4, 6, 6, 4, 0, 4, 2, 4, 5, 0, 3, 0, 5, 4, 0, 0, 4, 4, 4, 4, 4, 4, 5, 4, 2, 1, 2, 0, 3, 0, 1, 1, 1, 1, 3, 3] 
dag58.txt 3_2x4.txt 0.4247787610619469 0.5 491520.0 [4, 2, 0, 7, 7, 7, 3, 0, 5, 1, 2, 7, 6, 6, 5, 0, 2, 2, 1, 7, 0, 7, 2, 2, 2, 0, 6, 3, 1, 1, 6, 0, 6, 6, 0, 6, 6, 6, 0, 0, 4, 0, 7, 6, 6, 4, 0, 0, 2, 6, 6, 6, 4, 4, 5, 5, 2, 4, 6, 4, 0, 4, 0, 4, 5, 5, 1, 1, 3, 5, 3, 3, 1, 3, 1, 1] 
dag58.txt 3_2x4.txt 0.4424778761061947 0.8 486058.6666666667 [6, 1, 2, 4, 4, 5, 0, 4, 3, 6, 1, 6, 5, 4, 3, 2, 0, 0, 6, 5, 3, 5, 4, 4, 0, 2, 6, 0, 6, 6, 1, 2, 0, 6, 4, 3, 5, 4, 4, 3, 1, 3, 5, 4, 5, 1, 3, 3, 1, 5, 5, 5, 2, 1, 6, 2, 1, 2, 1, 1, 3, 3, 3, 2, 3, 3, 6, 7, 0, 7, 0, 7, 7, 7, 7, 7] 
dag58.txt 3_2x4.txt 0.37168141592920356 0.9 491520.0 [6, 0, 1, 6, 0, 6, 3, 1, 4, 7, 0, 2, 6, 0, 4, 1, 0, 4, 7, 6, 1, 6, 0, 0, 3, 1, 7, 3, 1, 4, 4, 2, 3, 4, 1, 4, 6, 1, 4, 4, 1, 4, 6, 1, 6, 1, 4, 4, 0, 6, 6, 6, 2, 0, 4, 5, 2, 2, 4, 2, 2, 2, 4, 2, 4, 4, 6, 5, 3, 5, 3, 5, 7, 5, 7, 7] 
dag58.txt 3_2x4.txt 0.4336283185840708 1 496981.3333333333 [0, 7, 2, 6, 6, 6, 3, 2, 2, 0, 5, 2, 6, 7, 2, 2, 7, 2, 0, 6, 2, 6, 7, 4, 3, 5, 6, 3, 2, 2, 6, 5, 6, 2, 2, 6, 6, 2, 5, 5, 4, 6, 6, 4, 0, 4, 2, 4, 5, 0, 3, 0, 5, 4, 0, 0, 4, 4, 4, 4, 4, 4, 5, 4, 2, 1, 2, 0, 3, 0, 1, 1, 1, 1, 3, 3] 
dag58.txt 3_2x4.txt 0.37168141592920356 0.4 496981.3333333333 [7, 3, 5, 1, 4, 4, 4, 5, 2, 7, 3, 4, 1, 6, 2, 5, 3, 2, 7, 1, 5, 4, 2, 3, 4, 5, 1, 4, 5, 5, 7, 3, 4, 5, 5, 7, 1, 5, 2, 2, 5, 2, 1, 5, 1, 5, 2, 2, 3, 0, 6, 0, 6, 3, 7, 0, 6, 6, 6, 6, 6, 6, 2, 6, 2, 2, 0, 0, 4, 0, 4, 0, 0, 0, 0, 0] 
dag58.txt 3_2x4.txt 0.4336283185840708 0.45 496981.3333333333 [0, 7, 2, 6, 6, 6, 3, 2, 2, 0, 5, 2, 6, 7, 2, 2, 7, 2, 0, 6, 2, 6, 7, 4, 3, 5, 6, 3, 2, 2, 6, 5, 6, 2, 2, 6, 6, 2, 5, 5, 4, 6, 6, 4, 0, 4, 2, 4, 5, 0, 3, 0, 5, 4, 0, 0, 4, 4, 4, 4, 4, 4, 5, 4, 2, 1, 2, 0, 3, 0, 1, 1, 1, 1, 3, 3] 
