dag13.txt 3_2x4.txt 0.0975609756097561 0.1 2037077.3333333333 [0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 2, 2, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 2, 0, 2, 0, 2, 2, 0, 0, 0, 2, 2, 0, 0, 0, 2, 0, 0, 0, 2, 2, 0, 0, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
dag13.txt 3_2x4.txt 0.4065040650406504 0.65 496981.3333333333 [2, 6, 2, 2, 4, 4, 5, 0, 5, 0, 6, 0, 3, 6, 4, 0, 5, 0, 0, 1, 6, 5, 3, 0, 6, 4, 2, 3, 2, 4, 2, 0, 4, 6, 3, 3, 3, 6, 4, 2, 4, 2, 6, 3, 2, 5, 6, 6, 7, 3, 6, 6, 6, 3, 6, 1, 0, 1, 1, 1, 1, 1, 7, 7, 7, 6, 7, 0, 7, 0, 0, 5, 5, 3, 3, 0, 3, 5, 3, 3, 5, 3, 4] 
dag13.txt 3_2x4.txt 0.3902439024390244 0.45 496981.3333333333 [3, 6, 4, 3, 2, 0, 0, 0, 5, 6, 6, 2, 2, 2, 5, 1, 5, 1, 1, 0, 6, 6, 2, 6, 6, 1, 3, 2, 3, 5, 3, 2, 0, 6, 2, 2, 2, 6, 0, 3, 0, 3, 6, 2, 6, 6, 6, 6, 2, 2, 6, 5, 4, 2, 6, 4, 4, 7, 7, 7, 7, 4, 4, 4, 4, 7, 4, 1, 4, 1, 1, 5, 5, 0, 7, 0, 0, 5, 0, 0, 5, 0, 0] 
dag13.txt 3_2x4.txt 0.45528455284552843 0.7 502442.6666666667 [2, 6, 0, 2, 4, 6, 0, 3, 5, 2, 4, 5, 4, 2, 6, 0, 1, 3, 2, 6, 4, 3, 4, 3, 4, 3, 3, 4, 2, 6, 2, 4, 6, 2, 7, 4, 0, 2, 6, 3, 6, 3, 0, 7, 4, 0, 0, 0, 7, 4, 0, 5, 0, 4, 2, 1, 1, 7, 7, 2, 2, 1, 7, 7, 1, 2, 1, 5, 1, 0, 5, 6, 5, 3, 3, 3, 3, 5, 3, 3, 5, 3, 5] 
dag13.txt 3_2x4.txt 0.4146341463414634 0.6 507904.0 [6, 6, 4, 6, 6, 4, 6, 7, 7, 5, 5, 4, 2, 5, 0, 4, 7, 4, 4, 5, 5, 7, 2, 7, 5, 7, 6, 2, 6, 0, 6, 4, 0, 5, 2, 2, 2, 5, 0, 6, 0, 4, 2, 2, 5, 5, 5, 7, 0, 2, 3, 3, 3, 2, 5, 1, 0, 1, 1, 1, 1, 1, 1, 3, 3, 5, 3, 7, 3, 7, 2, 0, 7, 2, 2, 4, 2, 7, 2, 7, 7, 7, 7] 
dag13.txt 3_2x4.txt 0.4959349593495935 0.55 496981.3333333333 [4, 6, 4, 4, 2, 4, 7, 0, 7, 1, 2, 5, 2, 2, 6, 4, 7, 1, 2, 6, 6, 7, 2, 7, 2, 5, 4, 2, 4, 6, 4, 5, 6, 7, 5, 2, 0, 3, 0, 4, 0, 0, 0, 5, 5, 7, 7, 2, 1, 2, 7, 7, 7, 2, 7, 3, 0, 1, 1, 3, 3, 3, 5, 5, 5, 3, 7, 7, 7, 6, 6, 7, 6, 0, 3, 1, 0, 7, 1, 1, 0, 1, 1] 
dag13.txt 3_2x4.txt 0.4065040650406504 0.5 496981.3333333333 [0, 4, 0, 0, 6, 2, 3, 3, 3, 6, 1, 5, 5, 5, 2, 4, 3, 6, 6, 2, 1, 3, 5, 3, 1, 4, 0, 5, 0, 4, 0, 5, 0, 6, 5, 5, 5, 6, 2, 0, 2, 2, 2, 5, 0, 3, 3, 3, 7, 5, 3, 3, 3, 5, 0, 1, 1, 7, 7, 7, 6, 1, 7, 1, 7, 6, 3, 4, 3, 4, 4, 4, 4, 6, 6, 6, 6, 3, 6, 6, 2, 6, 2] 
dag13.txt 3_2x4.txt 0.4065040650406504 0.8 496981.3333333333 [0, 4, 0, 0, 6, 2, 3, 3, 3, 6, 1, 5, 5, 5, 2, 4, 3, 6, 6, 2, 1, 3, 5, 3, 1, 4, 0, 5, 0, 4, 0, 5, 0, 6, 5, 5, 5, 6, 2, 0, 2, 2, 2, 5, 0, 3, 3, 3, 7, 5, 3, 3, 3, 5, 0, 1, 1, 7, 7, 7, 6, 1, 7, 1, 7, 6, 3, 4, 3, 4, 4, 4, 4, 6, 6, 6, 6, 3, 6, 6, 2, 6, 2] 
dag13.txt 3_2x4.txt 0.45528455284552843 0.9 502442.6666666667 [2, 6, 0, 2, 4, 6, 0, 3, 5, 2, 4, 5, 4, 2, 6, 0, 1, 3, 2, 6, 4, 3, 4, 3, 4, 3, 3, 4, 2, 6, 2, 4, 6, 2, 7, 4, 0, 2, 6, 3, 6, 3, 0, 7, 4, 0, 0, 0, 7, 4, 0, 5, 0, 4, 2, 1, 1, 7, 7, 2, 2, 1, 7, 7, 1, 2, 1, 5, 1, 0, 5, 6, 5, 3, 3, 3, 3, 5, 3, 3, 5, 3, 5] 
dag13.txt 3_2x4.txt 0.3983739837398374 0.4 496981.3333333333 [0, 4, 0, 0, 2, 2, 3, 3, 3, 6, 1, 5, 5, 5, 2, 4, 3, 6, 6, 2, 1, 3, 5, 3, 1, 4, 0, 5, 0, 4, 0, 5, 0, 6, 5, 5, 5, 6, 2, 0, 2, 6, 2, 5, 0, 3, 3, 3, 7, 5, 3, 3, 3, 5, 0, 1, 1, 7, 7, 7, 6, 1, 7, 1, 7, 6, 3, 4, 3, 4, 4, 4, 4, 6, 6, 6, 6, 3, 6, 6, 2, 6, 2] 
dag13.txt 3_2x4.txt 0.14634146341463414 0.15 1441792.0 [4, 0, 2, 4, 2, 0, 0, 0, 0, 2, 0, 2, 2, 2, 0, 2, 0, 2, 2, 0, 0, 0, 2, 0, 0, 2, 2, 2, 4, 0, 4, 2, 0, 2, 2, 2, 2, 2, 0, 2, 0, 2, 0, 2, 2, 0, 0, 0, 2, 2, 0, 0, 0, 2, 4, 0, 0, 2, 2, 2, 4, 0, 2, 2, 2, 4, 0, 0, 0, 0, 0, 0, 0, 2, 4, 2, 2, 0, 4, 0, 0, 0, 0] 
