dag36.txt 3_2x4.txt 0.09090909090909091 0.1 1469098.6666666667 [2, 0, 2, 2, 2, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 2, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 2, 2, 0, 0, 0, 2, 0, 0] 
dag36.txt 3_2x4.txt 0.6477272727272727 0.7 393216.0 [3, 0, 5, 2, 7, 3, 4, 0, 6, 6, 1, 1, 3, 2, 5, 4, 0, 0, 6, 0, 7, 0, 0, 2, 0, 0, 2, 2, 0, 0, 5, 4, 4, 0, 0, 0, 0, 4, 0, 4, 0, 6, 0, 0, 0, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0] 
dag36.txt 3_2x4.txt 0.38636363636363635 0.65 360448.0 [1, 7, 6, 1, 2, 3, 6, 0, 4, 4, 1, 1, 0, 7, 6, 2, 6, 7, 1, 2, 6, 6, 0, 4, 6, 6, 2, 7, 4, 2, 7, 4, 5, 7, 4, 7, 2, 2, 5, 3, 0, 5, 6, 5, 3, 3, 0, 3, 0, 0, 5, 0, 0, 5, 3, 5, 0, 0, 3] 
dag36.txt 3_2x4.txt 0.4090909090909091 0.6 376832.0 [3, 5, 5, 3, 4, 6, 1, 7, 2, 7, 0, 0, 7, 3, 1, 0, 1, 5, 3, 5, 1, 1, 7, 4, 1, 0, 3, 0, 4, 5, 0, 4, 4, 0, 4, 0, 5, 5, 0, 6, 7, 6, 1, 7, 2, 2, 7, 2, 6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2] 
dag36.txt 3_2x4.txt 0.4659090909090909 0.8 382293.3333333333 [4, 1, 1, 3, 7, 2, 0, 2, 1, 5, 7, 7, 2, 3, 0, 7, 0, 1, 3, 3, 0, 0, 5, 6, 0, 0, 3, 0, 1, 3, 4, 5, 6, 4, 1, 4, 1, 2, 6, 4, 2, 6, 0, 0, 4, 6, 2, 6, 6, 4, 0, 2, 4, 0, 4, 4, 4, 4, 4] 
dag36.txt 3_2x4.txt 0.3409090909090909 0.4 376832.0 [7, 1, 2, 2, 2, 4, 0, 0, 4, 0, 2, 2, 0, 1, 4, 2, 0, 1, 2, 2, 0, 0, 3, 3, 0, 0, 7, 1, 4, 7, 1, 4, 3, 1, 4, 1, 6, 6, 6, 6, 0, 6, 0, 5, 5, 3, 0, 5, 6, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5] 
dag36.txt 3_2x4.txt 0.3977272727272727 0.9 371370.6666666667 [6, 2, 4, 6, 7, 5, 5, 0, 5, 4, 7, 7, 4, 2, 1, 7, 1, 2, 6, 6, 1, 1, 4, 4, 1, 1, 6, 6, 2, 6, 2, 2, 2, 2, 2, 2, 3, 3, 2, 3, 0, 0, 1, 0, 2, 5, 0, 5, 0, 0, 0, 0, 0, 0, 3, 3, 0, 3, 3] 
dag36.txt 3_2x4.txt 0.38636363636363635 1 382293.3333333333 [3, 5, 5, 3, 7, 6, 4, 2, 6, 2, 7, 7, 2, 5, 4, 7, 4, 5, 3, 5, 4, 4, 6, 6, 4, 4, 3, 5, 6, 3, 4, 6, 0, 1, 6, 1, 5, 1, 0, 1, 2, 0, 4, 2, 0, 0, 2, 0, 0, 0, 2, 2, 0, 2, 0, 2, 0, 0, 0] 
dag36.txt 3_2x4.txt 0.3977272727272727 0.5 387754.6666666667 [5, 5, 2, 6, 3, 1, 0, 0, 7, 6, 3, 3, 0, 5, 0, 3, 0, 5, 6, 6, 0, 0, 4, 4, 0, 0, 6, 5, 7, 6, 2, 7, 4, 2, 7, 2, 5, 2, 4, 2, 0, 4, 6, 0, 6, 1, 0, 1, 4, 1, 0, 1, 6, 0, 6, 6, 6, 6, 6] 
dag36.txt 3_2x4.txt 0.38636363636363635 0.45 368640.0 [6, 2, 2, 3, 4, 1, 7, 0, 7, 5, 3, 3, 0, 2, 7, 0, 7, 2, 3, 2, 0, 7, 0, 0, 0, 7, 3, 2, 1, 2, 6, 1, 6, 6, 1, 6, 2, 2, 6, 4, 6, 4, 0, 6, 1, 1, 5, 1, 4, 5, 6, 5, 5, 6, 1, 0, 5, 5, 1] 
dag36.txt 3_2x4.txt 0.3977272727272727 0.55 376832.0 [5, 1, 4, 0, 0, 6, 6, 2, 6, 4, 0, 0, 4, 5, 6, 0, 6, 1, 0, 5, 7, 7, 0, 0, 7, 7, 5, 7, 1, 5, 6, 1, 3, 3, 1, 3, 1, 1, 2, 2, 2, 2, 7, 2, 2, 2, 4, 2, 2, 2, 3, 4, 2, 3, 2, 3, 4, 3, 3] 
dag36.txt 3_2x4.txt 0.29545454545454547 0.3 458752.0 [1, 0, 1, 5, 5, 6, 6, 2, 3, 2, 5, 5, 2, 0, 6, 5, 6, 0, 5, 1, 6, 6, 3, 3, 6, 6, 1, 0, 3, 1, 0, 3, 4, 0, 3, 0, 0, 0, 4, 0, 4, 4, 6, 4, 2, 4, 2, 2, 4, 2, 4, 2, 2, 4, 2, 4, 2, 2, 2] 
