dag60.txt 3_2x4.txt 0.09734513274336283 0.1 1851392.0 [0, 0, 4, 0, 2, 0, 0, 0, 4, 0, 0, 2, 0, 0, 0, 0, 0, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 2, 0, 2, 0, 0, 2, 2] 
dag60.txt 3_2x4.txt 0.5221238938053098 0.7 393216.0 [6, 6, 5, 6, 1, 0, 1, 2, 5, 4, 1, 3, 4, 4, 6, 4, 5, 0, 6, 4, 4, 0, 6, 2, 2, 2, 6, 4, 6, 0, 0, 6, 6, 0, 4, 6, 6, 6, 3, 2, 6, 4, 2, 4, 7, 4, 2, 6, 7, 4, 4, 4, 6, 4, 6, 6, 3, 7, 2, 2, 2, 6, 6, 6, 6, 0, 6, 2, 6, 2, 2, 6, 6] 
dag60.txt 3_2x4.txt 0.4690265486725664 0.65 393216.0 [4, 2, 5, 2, 1, 0, 1, 6, 5, 4, 1, 3, 4, 4, 2, 4, 5, 0, 4, 4, 4, 0, 2, 0, 4, 6, 6, 4, 4, 0, 0, 2, 2, 6, 4, 2, 4, 4, 3, 6, 4, 6, 6, 4, 7, 2, 4, 2, 3, 4, 7, 4, 4, 6, 4, 2, 7, 2, 6, 6, 6, 2, 2, 2, 2, 0, 2, 6, 2, 6, 6, 2, 2] 
dag60.txt 3_2x4.txt 0.4336283185840708 0.8 393216.0 [4, 0, 5, 0, 1, 4, 5, 6, 3, 2, 1, 3, 2, 2, 0, 2, 7, 4, 4, 2, 2, 4, 0, 4, 4, 6, 0, 2, 4, 4, 1, 0, 0, 4, 2, 0, 2, 2, 4, 4, 2, 0, 4, 2, 3, 4, 2, 0, 7, 4, 2, 2, 2, 0, 0, 0, 5, 0, 0, 7, 6, 0, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6] 
dag60.txt 3_2x4.txt 0.45132743362831856 0.6 393216.0 [0, 4, 5, 0, 1, 0, 5, 6, 3, 4, 1, 3, 0, 4, 0, 4, 7, 2, 0, 0, 0, 2, 0, 2, 0, 6, 0, 0, 0, 2, 5, 0, 0, 2, 0, 4, 4, 0, 2, 2, 4, 4, 2, 4, 1, 2, 4, 4, 3, 0, 7, 4, 4, 4, 4, 4, 4, 0, 7, 6, 6, 4, 6, 6, 6, 2, 6, 6, 6, 6, 6, 6, 6] 
dag60.txt 3_2x4.txt 0.37168141592920356 0.4 401408.0 [5, 0, 1, 0, 6, 5, 2, 7, 4, 5, 3, 2, 3, 5, 0, 5, 4, 4, 2, 3, 5, 4, 0, 4, 2, 7, 0, 5, 2, 1, 4, 0, 0, 2, 5, 0, 5, 5, 2, 4, 5, 6, 2, 3, 6, 0, 0, 0, 0, 5, 5, 3, 5, 6, 3, 0, 0, 6, 6, 2, 7, 0, 0, 7, 7, 1, 1, 7, 7, 7, 7, 7, 7] 
dag60.txt 3_2x4.txt 0.4336283185840708 0.9 393216.0 [6, 2, 5, 2, 1, 6, 5, 4, 3, 6, 1, 7, 6, 6, 2, 6, 5, 0, 4, 6, 6, 0, 2, 0, 4, 4, 2, 6, 4, 0, 1, 2, 2, 0, 6, 2, 6, 6, 0, 0, 6, 2, 0, 6, 3, 6, 6, 2, 3, 6, 7, 6, 6, 2, 6, 2, 7, 2, 2, 4, 4, 2, 2, 4, 4, 0, 0, 4, 4, 4, 4, 4, 4] 
dag60.txt 3_2x4.txt 0.46017699115044247 0.55 393216.0 [0, 4, 5, 4, 1, 0, 1, 6, 5, 0, 1, 3, 0, 6, 4, 6, 3, 7, 0, 0, 0, 2, 4, 2, 0, 6, 4, 0, 6, 2, 3, 4, 4, 6, 0, 4, 0, 0, 7, 2, 0, 2, 2, 0, 2, 2, 0, 4, 2, 0, 5, 0, 0, 6, 0, 4, 7, 4, 6, 6, 6, 4, 4, 4, 4, 2, 4, 6, 4, 6, 6, 4, 6] 
dag60.txt 3_2x4.txt 0.4336283185840708 0.45 393216.0 [0, 4, 5, 4, 1, 0, 5, 0, 3, 2, 1, 3, 2, 2, 4, 2, 5, 0, 6, 2, 2, 0, 4, 0, 0, 6, 4, 2, 0, 0, 7, 4, 4, 0, 2, 4, 2, 2, 0, 0, 2, 0, 0, 2, 2, 0, 2, 4, 1, 0, 3, 7, 4, 2, 4, 4, 4, 4, 2, 7, 6, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6] 
dag60.txt 3_2x4.txt 0.4690265486725664 1 393216.0 [6, 4, 5, 4, 1, 6, 1, 6, 5, 2, 3, 7, 2, 2, 4, 2, 3, 5, 2, 2, 2, 6, 4, 2, 2, 6, 4, 2, 2, 0, 1, 4, 4, 0, 2, 4, 2, 2, 0, 6, 2, 0, 6, 2, 0, 6, 0, 4, 0, 6, 7, 2, 2, 2, 2, 4, 3, 7, 4, 6, 6, 4, 4, 2, 6, 4, 4, 6, 2, 6, 6, 6, 6] 
