dag74.txt 3_2x4.txt 0.08620689655172414 0.1 2615978.6666666665 [0, 0, 0, 6, 4, 2, 0, 0, 0, 0, 0, 0, 4, 0, 2, 0, 4, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 2, 0, 0, 0, 0] 
dag74.txt 3_2x4.txt 0.5948275862068966 0.65 524288.0 [0, 2, 2, 5, 0, 5, 0, 2, 2, 0, 3, 2, 1, 2, 2, 2, 1, 3, 0, 7, 2, 0, 0, 4, 2, 4, 0, 4, 0, 4, 4, 4, 7, 2, 0, 0, 6, 6, 0, 0, 6, 2, 6, 0, 2, 2, 6, 2, 2, 1, 2, 3, 6, 1, 3, 5, 0, 0, 2, 7, 0, 5, 0, 0, 2, 0, 2, 0, 0, 0, 2, 0, 7, 2, 2, 2, 2, 2] 
dag74.txt 3_2x4.txt 0.6896551724137931 0.7 524288.0 [0, 0, 0, 5, 0, 3, 2, 2, 2, 2, 7, 0, 5, 2, 2, 2, 1, 3, 0, 6, 0, 2, 0, 6, 0, 6, 0, 1, 0, 1, 3, 5, 5, 0, 0, 0, 7, 2, 0, 0, 2, 0, 2, 0, 0, 0, 2, 0, 0, 7, 0, 4, 4, 4, 4, 4, 0, 0, 0, 4, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 0, 3, 0, 0] 
dag74.txt 3_2x4.txt 0.5775862068965517 0.6 524288.0 [0, 2, 2, 5, 0, 5, 2, 2, 2, 2, 5, 4, 6, 0, 4, 2, 6, 6, 2, 6, 2, 0, 0, 6, 4, 1, 2, 1, 4, 1, 6, 1, 3, 4, 0, 2, 3, 7, 0, 0, 3, 4, 7, 0, 4, 4, 2, 4, 2, 2, 2, 0, 3, 0, 0, 0, 2, 4, 4, 5, 2, 7, 2, 2, 2, 2, 0, 2, 4, 4, 2, 4, 4, 4, 4, 4, 4, 4] 
dag74.txt 3_2x4.txt 0.5258620689655172 0.55 524288.0 [2, 4, 4, 5, 2, 5, 0, 4, 4, 0, 5, 2, 6, 4, 2, 4, 6, 6, 0, 6, 4, 0, 0, 6, 2, 6, 0, 1, 0, 1, 1, 3, 7, 0, 2, 0, 1, 3, 0, 0, 5, 4, 0, 0, 4, 4, 7, 4, 4, 4, 2, 4, 3, 3, 0, 7, 2, 2, 2, 2, 0, 2, 0, 0, 2, 2, 2, 2, 2, 2, 4, 2, 4, 4, 2, 2, 2, 2] 
dag74.txt 3_2x4.txt 0.13793103448275862 0.15 1627477.3333333333 [0, 2, 2, 2, 4, 2, 0, 2, 2, 0, 0, 0, 4, 0, 2, 2, 4, 2, 0, 2, 2, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 2, 2, 0, 0, 2, 2, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 2, 2, 2, 2, 2] 
dag74.txt 3_2x4.txt 0.3879310344827586 0.4 540672.0 [2, 7, 0, 1, 2, 5, 6, 7, 5, 6, 6, 2, 4, 0, 3, 5, 6, 3, 6, 7, 0, 0, 0, 0, 2, 3, 6, 2, 0, 0, 0, 0, 6, 3, 2, 0, 5, 3, 0, 2, 1, 3, 4, 4, 3, 3, 7, 3, 7, 7, 5, 4, 2, 4, 6, 4, 6, 2, 3, 2, 6, 5, 6, 6, 7, 7, 2, 7, 2, 2, 5, 2, 1, 1, 7, 2, 2, 2] 
dag74.txt 3_2x4.txt 0.4482758620689655 0.5 529749.3333333334 [2, 3, 4, 4, 0, 4, 4, 3, 4, 4, 6, 2, 0, 0, 1, 4, 0, 1, 4, 0, 4, 2, 0, 2, 6, 1, 7, 2, 0, 2, 6, 7, 4, 1, 2, 7, 7, 7, 2, 4, 0, 7, 0, 0, 1, 1, 3, 5, 3, 3, 4, 2, 6, 5, 2, 5, 4, 6, 1, 5, 4, 1, 4, 4, 3, 3, 3, 3, 5, 5, 6, 5, 6, 6, 3, 3, 6, 6] 
dag74.txt 3_2x4.txt 0.4482758620689655 0.45 524288.0 [2, 6, 2, 5, 6, 5, 0, 6, 4, 4, 3, 2, 5, 0, 1, 4, 7, 3, 4, 6, 2, 2, 0, 7, 2, 3, 4, 2, 0, 2, 7, 4, 4, 0, 6, 4, 4, 4, 2, 6, 5, 4, 0, 0, 0, 0, 6, 0, 6, 6, 4, 0, 0, 0, 2, 2, 4, 4, 1, 2, 6, 3, 6, 6, 6, 6, 6, 6, 0, 6, 1, 1, 7, 1, 1, 1, 1, 1] 
dag74.txt 3_2x4.txt 0.6896551724137931 0.9 524288.0 [0, 0, 0, 5, 0, 3, 2, 2, 2, 2, 7, 0, 5, 2, 2, 2, 1, 3, 0, 6, 0, 2, 0, 6, 0, 6, 0, 1, 0, 1, 3, 5, 5, 0, 0, 0, 7, 2, 0, 0, 2, 0, 2, 0, 0, 0, 2, 0, 0, 7, 0, 4, 4, 4, 4, 4, 0, 0, 0, 4, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 0, 3, 0, 0] 
