dag37.txt 3_2x4.txt 0.0898876404494382 0.1 1529173.3333333333 [0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 2, 0, 2, 0, 0, 0, 0] 
dag37.txt 3_2x4.txt 0.47191011235955055 0.7 344064.0 [6, 6, 4, 2, 7, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 2, 0, 6, 6, 6, 6, 4, 2, 6, 4, 0, 6, 5, 4, 4, 4, 4, 0, 6, 4, 4, 4, 1, 3, 0, 3, 0, 0, 2, 1, 1, 1, 2, 2, 4, 1, 0, 0, 1, 0] 
dag37.txt 3_2x4.txt 0.14606741573033707 0.15 983040.0 [0, 0, 2, 2, 2, 2, 0, 2, 2, 0, 2, 2, 0, 0, 2, 2, 0, 2, 2, 0, 0, 0, 2, 0, 2, 2, 0, 2, 0, 0, 2, 2, 0, 0, 4, 0, 2, 0, 0, 0, 0, 0, 2, 2, 0, 0, 2, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0] 
dag37.txt 3_2x4.txt 0.5280898876404494 0.55 335872.0 [1, 2, 1, 1, 7, 3, 2, 4, 0, 2, 0, 0, 2, 4, 0, 3, 4, 1, 1, 1, 2, 1, 0, 4, 1, 1, 7, 1, 1, 6, 1, 1, 1, 2, 2, 2, 0, 6, 6, 5, 4, 6, 5, 4, 2, 6, 0, 4, 4, 4, 0, 0, 4, 6, 4, 4, 6, 6] 
dag37.txt 3_2x4.txt 0.48314606741573035 0.6 338602.6666666667 [4, 2, 4, 4, 7, 1, 2, 0, 4, 2, 4, 4, 2, 6, 0, 5, 0, 4, 4, 4, 2, 2, 4, 6, 4, 4, 1, 4, 4, 6, 4, 4, 6, 7, 3, 2, 0, 6, 0, 5, 6, 2, 3, 0, 2, 2, 4, 6, 6, 6, 0, 0, 6, 6, 6, 6, 2, 6] 
dag37.txt 3_2x4.txt 0.4606741573033708 0.8 338602.6666666667 [2, 0, 4, 4, 7, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 2, 4, 2, 2, 2, 2, 0, 2, 4, 1, 2, 2, 0, 7, 2, 0, 3, 5, 6, 4, 6, 6, 6, 0, 6, 4, 4, 3, 6, 2, 0, 0, 0, 4, 2, 6, 2, 6, 6, 6, 6] 
dag37.txt 3_2x4.txt 0.3258426966292135 0.35 349525.3333333333 [3, 6, 3, 3, 5, 2, 6, 1, 6, 6, 6, 6, 6, 4, 6, 3, 1, 6, 3, 6, 6, 6, 6, 6, 3, 3, 6, 3, 0, 6, 5, 5, 6, 6, 0, 0, 1, 0, 0, 0, 4, 0, 1, 1, 7, 7, 2, 4, 4, 4, 2, 2, 0, 4, 4, 4, 4, 4] 
dag37.txt 3_2x4.txt 0.42696629213483145 0.65 333141.3333333333 [2, 2, 3, 3, 7, 6, 0, 4, 3, 0, 3, 3, 2, 2, 2, 3, 4, 3, 3, 0, 0, 0, 3, 4, 2, 3, 4, 5, 0, 1, 7, 5, 2, 1, 0, 0, 4, 1, 1, 1, 2, 0, 4, 4, 0, 6, 5, 2, 2, 2, 2, 5, 0, 6, 6, 6, 6, 6] 
dag37.txt 3_2x4.txt 0.29213483146067415 0.3 420522.6666666667 [0, 0, 4, 4, 6, 1, 0, 5, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4, 0, 0, 0, 4, 0, 4, 4, 0, 4, 4, 0, 6, 6, 0, 6, 2, 2, 5, 0, 2, 2, 0, 2, 5, 5, 0, 2, 4, 3, 0, 3, 1, 1, 3, 3, 3, 3, 3, 3] 
dag37.txt 3_2x4.txt 0.3595505617977528 0.9 335872.0 [4, 1, 2, 2, 7, 6, 1, 5, 2, 1, 2, 2, 1, 4, 2, 2, 4, 2, 2, 0, 1, 1, 2, 4, 2, 2, 1, 7, 0, 4, 7, 7, 4, 4, 1, 0, 5, 4, 4, 4, 4, 0, 5, 5, 0, 0, 2, 3, 4, 3, 6, 6, 3, 3, 3, 3, 0, 0] 
