dag53.txt 3_2x4.txt 0.09278350515463918 0.1 1529173.3333333333 [0, 2, 0, 2, 2, 0, 0, 0, 0, 2, 0, 2, 2, 0, 2, 2, 0, 2, 2, 0, 2, 2, 0, 0, 0, 2, 0, 0, 0, 0, 2, 2, 0, 0, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0] 
dag53.txt 3_2x4.txt 0.3917525773195876 0.7 365909.3333333333 [2, 4, 2, 1, 1, 7, 3, 2, 3, 1, 2, 0, 4, 2, 4, 1, 7, 1, 0, 7, 0, 7, 7, 7, 6, 7, 2, 0, 5, 6, 7, 7, 5, 5, 4, 4, 2, 2, 6, 2, 2, 5, 0, 2, 0, 3, 0, 0, 6, 3, 2, 3, 0, 3, 0, 3, 3, 3, 1, 1, 5, 5, 3, 1, 1, 1] 
dag53.txt 3_2x4.txt 0.3917525773195876 0.65 368640.0 [2, 7, 0, 1, 1, 0, 0, 0, 3, 3, 0, 7, 4, 0, 4, 1, 0, 1, 7, 4, 7, 0, 0, 0, 6, 5, 0, 2, 0, 6, 5, 5, 0, 0, 4, 4, 2, 5, 6, 2, 5, 0, 2, 5, 2, 5, 2, 2, 6, 2, 0, 0, 7, 0, 2, 3, 3, 3, 3, 3, 1, 1, 3, 3, 3, 3] 
dag53.txt 3_2x4.txt 0.3917525773195876 0.6 368640.0 [1, 6, 7, 5, 3, 6, 0, 1, 3, 3, 1, 6, 6, 1, 2, 3, 6, 5, 2, 1, 6, 6, 1, 1, 1, 6, 7, 2, 5, 4, 0, 0, 3, 5, 2, 4, 7, 0, 4, 4, 1, 5, 2, 0, 2, 0, 2, 2, 7, 0, 7, 0, 2, 0, 2, 0, 0, 0, 3, 0, 5, 5, 3, 3, 3, 3] 
dag53.txt 3_2x4.txt 0.3917525773195876 0.8 360448.0 [2, 7, 0, 0, 3, 1, 1, 1, 3, 3, 1, 7, 6, 1, 6, 3, 1, 0, 7, 1, 7, 5, 1, 1, 6, 5, 6, 2, 0, 4, 1, 5, 3, 0, 7, 5, 0, 5, 4, 0, 1, 0, 4, 5, 2, 2, 2, 2, 4, 2, 0, 2, 7, 2, 2, 2, 2, 2, 3, 2, 0, 0, 3, 3, 3, 3] 
dag53.txt 3_2x4.txt 0.3711340206185567 0.5 376832.0 [0, 6, 7, 3, 3, 0, 0, 0, 2, 3, 0, 6, 7, 0, 1, 3, 0, 3, 6, 0, 6, 0, 0, 5, 5, 0, 7, 5, 7, 2, 6, 6, 2, 2, 1, 1, 7, 6, 2, 2, 0, 2, 5, 0, 0, 0, 0, 4, 4, 4, 7, 4, 6, 4, 5, 5, 0, 5, 2, 4, 3, 3, 2, 2, 4, 4] 
dag53.txt 3_2x4.txt 0.41237113402061853 0.55 368640.0 [4, 4, 6, 3, 5, 1, 2, 4, 2, 5, 4, 0, 1, 4, 1, 5, 1, 3, 0, 4, 0, 1, 4, 4, 4, 1, 6, 4, 3, 6, 0, 0, 5, 3, 0, 0, 6, 0, 2, 6, 4, 3, 7, 0, 4, 2, 4, 7, 6, 2, 2, 2, 0, 2, 7, 2, 2, 2, 5, 5, 3, 3, 2, 5, 5, 5] 
dag53.txt 3_2x4.txt 0.3917525773195876 0.4 368640.0 [2, 6, 7, 5, 0, 0, 0, 0, 3, 0, 0, 2, 4, 0, 4, 0, 0, 5, 2, 4, 2, 5, 0, 0, 2, 0, 7, 2, 7, 6, 0, 0, 0, 7, 4, 4, 7, 0, 6, 7, 0, 7, 1, 0, 2, 2, 2, 1, 6, 1, 1, 1, 2, 1, 3, 3, 3, 3, 0, 3, 5, 5, 3, 3, 3, 3] 
dag53.txt 3_2x4.txt 0.3917525773195876 0.9 376832.0 [1, 3, 2, 6, 6, 0, 0, 1, 2, 6, 1, 5, 5, 1, 3, 6, 0, 6, 3, 1, 5, 5, 1, 1, 1, 5, 6, 7, 6, 6, 3, 5, 4, 4, 3, 4, 2, 0, 2, 2, 1, 4, 7, 0, 1, 0, 7, 7, 2, 0, 2, 0, 3, 0, 7, 0, 0, 0, 4, 0, 6, 4, 2, 4, 4, 4] 
dag53.txt 3_2x4.txt 0.14432989690721648 0.15 1021269.3333333334 [0, 0, 2, 2, 2, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 4, 0, 2, 4, 2, 2, 0, 0, 2, 2, 0, 0, 2, 0, 2, 2, 0, 2, 4, 0, 0, 0, 4, 4, 2, 2, 2, 2, 0, 2, 4, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2] 
dag53.txt 3_2x4.txt 0.3917525773195876 0.45 376832.0 [0, 7, 0, 5, 2, 3, 3, 3, 3, 2, 3, 4, 4, 3, 4, 2, 3, 2, 7, 4, 7, 2, 3, 0, 0, 2, 0, 0, 0, 6, 7, 2, 2, 5, 7, 6, 0, 2, 6, 6, 3, 5, 1, 3, 0, 3, 0, 1, 0, 1, 0, 1, 7, 1, 7, 7, 3, 1, 2, 1, 5, 5, 3, 2, 5, 2] 
dag53.txt 3_2x4.txt 0.38144329896907214 1 385024.0 [2, 4, 3, 5, 5, 5, 5, 0, 0, 5, 0, 6, 6, 0, 4, 5, 5, 5, 4, 2, 4, 5, 0, 0, 6, 4, 3, 7, 0, 6, 4, 4, 0, 0, 4, 2, 3, 2, 1, 1, 2, 0, 7, 2, 2, 2, 7, 7, 3, 3, 3, 3, 4, 3, 7, 7, 0, 0, 0, 0, 5, 4, 0, 0, 0, 0] 
dag53.txt 3_2x4.txt 0.24742268041237114 0.25 589824.0 [6, 0, 2, 4, 4, 2, 4, 2, 4, 4, 2, 0, 0, 2, 0, 4, 4, 4, 0, 2, 0, 4, 2, 6, 6, 0, 2, 6, 4, 6, 0, 0, 4, 4, 0, 0, 6, 2, 6, 6, 2, 4, 6, 2, 0, 2, 6, 6, 2, 2, 2, 2, 0, 2, 0, 0, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4] 
dag53.txt 3_2x4.txt 0.3402061855670103 0.35 417792.0 [4, 0, 3, 5, 5, 0, 0, 2, 3, 5, 2, 0, 7, 2, 7, 5, 0, 5, 0, 2, 0, 0, 2, 2, 4, 0, 0, 4, 1, 3, 2, 2, 2, 1, 7, 7, 3, 2, 1, 1, 2, 1, 4, 2, 4, 6, 4, 4, 3, 3, 3, 3, 0, 3, 6, 6, 6, 6, 5, 6, 5, 5, 6, 6, 6, 6] 
dag53.txt 3_2x4.txt 0.18556701030927836 0.2 780970.6666666666 [2, 4, 0, 0, 0, 2, 2, 2, 2, 0, 2, 4, 4, 2, 4, 0, 2, 0, 4, 2, 4, 4, 2, 2, 2, 4, 0, 2, 0, 2, 4, 4, 0, 0, 4, 4, 0, 4, 0, 0, 2, 0, 4, 2, 2, 2, 2, 2, 2, 2, 0, 2, 4, 0, 4, 4, 2, 2, 0, 0, 0, 0, 2, 0, 0, 0] 
dag53.txt 3_2x4.txt 0.29896907216494845 0.3 466944.0 [2, 1, 2, 6, 6, 2, 6, 2, 5, 6, 2, 3, 1, 2, 1, 6, 6, 6, 1, 2, 3, 6, 2, 2, 2, 3, 4, 2, 4, 5, 2, 3, 6, 4, 1, 3, 2, 3, 5, 4, 2, 4, 0, 2, 2, 2, 2, 0, 5, 0, 0, 0, 1, 0, 0, 6, 6, 6, 6, 6, 4, 4, 6, 6, 6, 6] 
dag53.txt 5_4_3_2x2.txt 0.09278350515463918 0.1 914227.2 [0, 0, 0, 4, 4, 0, 0, 0, 4, 4, 0, 0, 0, 0, 0, 4, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 4, 4, 0, 0, 4, 4, 0, 0, 0, 0, 4, 4, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 4, 4, 4, 4, 4, 4] 
dag53.txt 5_4_3_2x2.txt 0.6082474226804123 0.65 262144.0 [0, 6, 0, 0, 4, 4, 4, 0, 4, 0, 4, 2, 6, 0, 3, 4, 4, 4, 4, 5, 0, 4, 0, 4, 5, 0, 2, 0, 0, 2, 4, 0, 0, 0, 0, 6, 0, 3, 7, 4, 0, 0, 4, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 0, 0, 0, 5] 
dag53.txt 5_4_3_2x2.txt 0.4845360824742268 0.5 262144.0 [0, 6, 0, 4, 0, 0, 4, 0, 0, 4, 0, 3, 2, 0, 3, 4, 4, 4, 4, 1, 4, 4, 0, 0, 1, 4, 5, 0, 4, 1, 4, 4, 4, 4, 4, 1, 0, 5, 5, 2, 0, 4, 6, 0, 0, 7, 0, 0, 0, 0, 0, 0, 4, 0, 4, 4, 4, 4, 4, 4, 5, 2, 4, 4, 4, 6] 
dag53.txt 5_4_3_2x2.txt 0.6082474226804123 0.8 262144.0 [0, 6, 0, 0, 4, 4, 4, 0, 4, 0, 4, 2, 6, 0, 3, 4, 4, 4, 4, 5, 0, 4, 0, 4, 5, 0, 2, 0, 0, 2, 4, 0, 0, 0, 0, 6, 0, 3, 7, 4, 0, 0, 4, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 0, 0, 0, 5] 
dag53.txt 5_4_3_2x2.txt 0.6082474226804123 0.9 262144.0 [0, 6, 0, 0, 4, 4, 4, 0, 4, 0, 4, 2, 6, 0, 3, 4, 4, 4, 4, 5, 0, 4, 0, 4, 5, 0, 2, 0, 0, 2, 4, 0, 0, 0, 0, 6, 0, 3, 7, 4, 0, 0, 4, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 0, 0, 0, 5] 
dag53.txt 5_4_3_2x2.txt 0.4948453608247423 0.55 262144.0 [4, 6, 4, 0, 0, 4, 0, 4, 4, 0, 4, 3, 2, 4, 3, 0, 0, 0, 0, 1, 0, 0, 4, 4, 1, 0, 1, 4, 4, 1, 0, 0, 4, 4, 0, 5, 4, 5, 5, 5, 4, 4, 2, 4, 4, 6, 4, 7, 4, 4, 4, 4, 0, 4, 0, 0, 0, 0, 0, 0, 2, 6, 4, 0, 0, 7] 
dag53.txt 5_4_3_2x2.txt 0.44329896907216493 0.45 262144.0 [0, 3, 1, 2, 2, 5, 5, 5, 2, 2, 5, 6, 7, 5, 4, 2, 5, 2, 6, 5, 6, 5, 5, 0, 7, 6, 4, 0, 4, 3, 6, 6, 2, 4, 6, 0, 0, 0, 1, 4, 5, 4, 0, 5, 0, 5, 0, 0, 1, 1, 1, 1, 6, 1, 6, 6, 5, 5, 2, 4, 1, 4, 2, 2, 4, 2] 
dag53.txt 5_4_3_2x2.txt 0.6082474226804123 1 262144.0 [0, 6, 0, 0, 4, 4, 4, 0, 4, 0, 4, 2, 6, 0, 3, 4, 4, 4, 4, 5, 0, 4, 0, 4, 5, 0, 2, 0, 0, 2, 4, 0, 0, 0, 0, 6, 0, 3, 7, 4, 0, 0, 4, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 0, 0, 0, 5] 
dag53.txt 5_4_3_2x2.txt 0.6082474226804123 0.7 262144.0 [0, 6, 0, 0, 4, 4, 4, 0, 4, 0, 4, 2, 6, 0, 3, 4, 4, 4, 4, 5, 0, 4, 0, 4, 5, 0, 2, 0, 0, 2, 4, 0, 0, 0, 0, 6, 0, 3, 7, 4, 0, 0, 4, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 0, 0, 0, 5] 
dag53.txt 5_4_3_2x2.txt 0.3711340206185567 0.4 270336.0 [0, 1, 0, 2, 2, 4, 4, 0, 4, 2, 0, 7, 6, 0, 6, 2, 4, 2, 1, 6, 2, 2, 0, 0, 7, 2, 3, 0, 3, 4, 1, 1, 5, 5, 1, 1, 0, 1, 4, 5, 0, 5, 3, 1, 0, 0, 0, 0, 4, 0, 0, 0, 1, 0, 0, 0, 4, 0, 5, 0, 2, 5, 4, 5, 5, 5] 
dag53.txt 5_4_3_2x2.txt 0.4948453608247423 0.6 262144.0 [0, 6, 4, 4, 4, 0, 4, 0, 4, 4, 0, 3, 2, 0, 3, 4, 0, 4, 0, 5, 0, 0, 0, 0, 5, 0, 2, 0, 4, 1, 0, 0, 0, 4, 0, 6, 4, 7, 1, 1, 0, 4, 1, 0, 0, 0, 0, 5, 5, 4, 4, 4, 0, 4, 4, 4, 4, 4, 4, 4, 2, 6, 4, 4, 4, 7] 
dag53.txt 5_4_3_2x2.txt 0.18556701030927836 0.2 471859.2 [0, 4, 0, 1, 1, 0, 0, 0, 5, 1, 0, 4, 4, 0, 4, 1, 0, 1, 4, 0, 4, 1, 0, 0, 0, 4, 1, 0, 1, 5, 4, 4, 1, 1, 4, 4, 0, 4, 5, 5, 0, 1, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 4, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1] 
dag53.txt 5_4_3_2x2.txt 0.32989690721649484 0.35 283989.3333333333 [4, 1, 6, 5, 5, 3, 5, 3, 0, 5, 3, 1, 4, 3, 4, 5, 5, 5, 1, 3, 1, 5, 3, 3, 7, 1, 6, 2, 6, 4, 1, 1, 6, 6, 4, 4, 6, 4, 7, 6, 4, 6, 2, 4, 1, 0, 2, 2, 0, 0, 6, 0, 1, 0, 1, 1, 0, 0, 6, 0, 5, 5, 0, 0, 0, 0] 
dag53.txt 5_4_3_2x2.txt 0.12371134020618557 0.15 678297.6 [0, 0, 4, 4, 4, 0, 0, 0, 4, 4, 0, 1, 0, 0, 0, 4, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 4, 4, 0, 0, 4, 4, 0, 0, 4, 0, 4, 4, 0, 4, 0, 0, 0, 4, 0, 0, 4, 4, 4, 4, 0, 4, 0, 0, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4] 
dag53.txt 5_4_3_2x2.txt 0.28865979381443296 0.3 298188.8 [5, 4, 0, 6, 1, 1, 1, 0, 2, 1, 0, 4, 3, 0, 3, 1, 1, 1, 4, 0, 4, 1, 0, 0, 5, 4, 0, 5, 0, 2, 4, 4, 0, 0, 4, 4, 0, 4, 0, 0, 5, 0, 7, 5, 5, 5, 5, 5, 2, 5, 0, 5, 4, 1, 7, 7, 1, 1, 1, 1, 6, 6, 1, 1, 1, 1] 
