dagD13.txt 1234x1.txt True 0.27860696517412936 0.5 374.0 [3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 1, 3, 2, 3, 3, 3, 3, 3, 3, 3, 1, 1, 1, 1, 1, 1, 1, 2] 
dagD13.txt 1234x1.txt True 0.5671641791044776 0.6 253.75 [0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 0, 0, 0, 3, 1, 2, 3, 3, 2, 3, 3, 2, 3, 3, 2, 3, 2, 3, 3, 3, 3, 3, 3, 2, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 3, 3, 3, 3, 3, 3] 
dagD13.txt 1234x1.txt True 0.6666666666666666 0.7 508.0 [1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 2, 3, 2, 1, 1, 3, 0, 3, 2, 2, 2, 2, 3, 3, 1, 1, 1, 3, 3, 2, 3, 2, 2, 0, 3, 2, 3, 2, 2, 3, 2, 2, 2, 3, 3, 3, 2, 3, 3] 
dagD13.txt 1234x1.txt True 0.6666666666666666 0.8 508.0 [1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 2, 3, 2, 1, 1, 3, 0, 3, 2, 2, 2, 2, 3, 3, 1, 1, 1, 3, 3, 2, 3, 2, 2, 0, 3, 2, 3, 2, 2, 3, 2, 2, 2, 3, 3, 3, 2, 3, 3] 
dagD13.txt 1234x1.txt True 0.6666666666666666 0.9 508.0 [1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 2, 3, 2, 1, 1, 3, 0, 3, 2, 2, 2, 2, 3, 3, 1, 1, 1, 3, 3, 2, 3, 2, 2, 0, 3, 2, 3, 2, 2, 3, 2, 2, 2, 3, 3, 3, 2, 3, 3] 
dagD13.txt 1234x1.txt True 0.6666666666666666 1 508.0 [1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 2, 3, 2, 1, 1, 3, 0, 3, 2, 2, 2, 2, 3, 3, 1, 1, 1, 3, 3, 2, 3, 2, 2, 0, 3, 2, 3, 2, 2, 3, 2, 2, 2, 3, 3, 3, 2, 3, 3] 
dagD13.txt 1234x1.txt True 0.27860696517412936 0.5 374.0 [3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 1, 3, 2, 3, 3, 3, 3, 3, 3, 3, 1, 1, 1, 1, 1, 1, 1, 2] 
dagD13.txt 1234x1.txt True 0.5671641791044776 0.6 253.75 [0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 0, 0, 0, 3, 1, 2, 3, 3, 2, 3, 3, 2, 3, 3, 2, 3, 2, 3, 3, 3, 3, 3, 3, 2, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 3, 3, 3, 3, 3, 3] 
dagD13.txt 1234x1.txt True 0.6666666666666666 0.7 508.0 [1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 2, 3, 2, 1, 1, 3, 0, 3, 2, 2, 2, 2, 3, 3, 1, 1, 1, 3, 3, 2, 3, 2, 2, 0, 3, 2, 3, 2, 2, 3, 2, 2, 2, 3, 3, 3, 2, 3, 3] 
dagD13.txt 1234x1.txt True 0.6666666666666666 0.8 508.0 [1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 2, 3, 2, 1, 1, 3, 0, 3, 2, 2, 2, 2, 3, 3, 1, 1, 1, 3, 3, 2, 3, 2, 2, 0, 3, 2, 3, 2, 2, 3, 2, 2, 2, 3, 3, 3, 2, 3, 3] 
