dagG23.txt 3_2x4.txt True 0.0 0.07 583.25 [7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7] 
dagG23.txt 3_2x4.txt True 0.0 0.1 583.25 [7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7] 
dagG23.txt 3_2x4.txt True 0.0 0.15 583.25 [7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7] 
dagG23.txt 3_2x4.txt True 0.18775510204081633 0.2 371.25 [7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 5, 6, 7, 7, 7, 7, 7, 7, 7, 7, 5, 5, 7, 5, 7, 7, 7, 7, 7, 5, 7, 6, 5, 5, 0, 7, 5, 0, 5, 5, 5, 5, 4, 6, 5, 5, 5, 5, 5, 5, 7, 0, 5, 4, 5, 5, 4] 
dagG23.txt 3_2x4.txt True 0.18775510204081633 0.3 371.25 [7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 5, 6, 7, 7, 7, 7, 7, 7, 7, 7, 5, 5, 7, 5, 7, 7, 7, 7, 7, 5, 7, 6, 5, 5, 0, 7, 5, 0, 5, 5, 5, 5, 4, 6, 5, 5, 5, 5, 5, 5, 7, 0, 5, 4, 5, 5, 4] 
dagG23.txt 3_2x4.txt True 0.3510204081632653 0.4 219.5 [3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 1, 3, 0, 3, 7, 4, 3, 0, 2, 6, 7, 0, 3, 7, 7, 7, 7, 7, 6, 3, 4, 2, 5, 7, 3, 4, 7, 7, 7, 5, 7, 7, 7, 7, 7, 7, 7, 4, 7, 7, 7, 7, 7, 7, 6, 7, 7, 7, 7, 7, 7] 
dagG23.txt 3_2x4.txt True 0.4897959183673469 0.5 362.0 [2, 2, 2, 3, 0, 3, 3, 3, 2, 3, 3, 3, 2, 2, 3, 2, 0, 3, 2, 2, 2, 0, 2, 3, 3, 2, 2, 1, 0, 1, 1, 1, 0, 5, 4, 0, 7, 0, 4, 0, 7, 0, 1, 6, 7, 1, 5, 1, 4, 7, 0, 4, 6, 0, 4, 6, 5, 5, 4, 5, 5, 7, 6, 6, 4, 4, 5, 4, 7, 6, 7, 6, 6, 1, 5, 6, 7, 6, 6, 4] 
dagG23.txt 3_2x4.txt True 0.5306122448979592 0.6 304.0 [1, 1, 1, 0, 2, 0, 0, 2, 3, 0, 2, 0, 1, 1, 0, 3, 2, 0, 1, 1, 1, 2, 1, 0, 0, 1, 3, 7, 2, 3, 3, 7, 2, 7, 4, 2, 3, 2, 6, 5, 4, 2, 3, 5, 4, 7, 7, 3, 6, 4, 2, 6, 5, 2, 6, 5, 7, 6, 6, 7, 6, 4, 5, 5, 6, 4, 7, 4, 4, 5, 4, 5, 7, 3, 6, 5, 4, 5, 7, 6] 
dagG23.txt 3_2x4.txt True 0.5306122448979592 0.7 304.0 [1, 1, 1, 0, 2, 0, 0, 2, 3, 0, 2, 0, 1, 1, 0, 3, 2, 0, 1, 1, 1, 2, 1, 0, 0, 1, 3, 7, 2, 3, 3, 7, 2, 7, 4, 2, 3, 2, 6, 5, 4, 2, 3, 5, 4, 7, 7, 3, 6, 4, 2, 6, 5, 2, 6, 5, 7, 6, 6, 7, 6, 4, 5, 5, 6, 4, 7, 4, 4, 5, 4, 5, 7, 3, 6, 5, 4, 5, 7, 6] 
dagG23.txt 3_2x4.txt True 0.5306122448979592 1 304.0 [1, 1, 1, 0, 2, 0, 0, 2, 3, 0, 2, 0, 1, 1, 0, 3, 2, 0, 1, 1, 1, 2, 1, 0, 0, 1, 3, 7, 2, 3, 3, 7, 2, 7, 4, 2, 3, 2, 6, 5, 4, 2, 3, 5, 4, 7, 7, 3, 6, 4, 2, 6, 5, 2, 6, 5, 7, 6, 6, 7, 6, 4, 5, 5, 6, 4, 7, 4, 4, 5, 4, 5, 7, 3, 6, 5, 4, 5, 7, 6] 
dagG23.txt 3_2x2.txt True 0.036734693877551024 0.07 1112.5 [3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3] 
dagG23.txt 3_2x2.txt True 0.036734693877551024 0.1 1112.5 [3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3] 
dagG23.txt 3_2x2.txt True 0.1469387755102041 0.15 886.5 [3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 1, 0, 3, 1, 3, 0, 3, 3, 0, 3, 3, 0, 0, 3, 1, 1, 3, 3, 0, 3, 0, 0, 3, 3, 0, 1, 0, 0, 1] 
dagG23.txt 3_2x2.txt True 0.1469387755102041 0.2 886.5 [3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 1, 0, 3, 1, 3, 0, 3, 3, 0, 3, 3, 0, 0, 3, 1, 1, 3, 3, 0, 3, 0, 0, 3, 3, 0, 1, 0, 0, 1] 
dagG23.txt 3_2x2.txt True 0.2571428571428571 0.3 574.5 [3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 1, 0, 3, 3, 3, 2, 3, 3, 3, 2, 1, 1, 0, 1, 2, 3, 0, 2, 0, 1, 3, 0, 1, 0, 2, 0, 0, 2, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 0] 
dagG23.txt 3_2x2.txt True 0.3836734693877551 0.4 295.5 [0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 3, 0, 0, 1, 3, 3, 2, 0, 1, 3, 2, 0, 1, 2, 2, 3, 3, 2, 3, 0, 3, 1, 3, 3, 0, 3, 2, 3, 2, 3, 3, 2, 2, 2, 2, 3, 3, 2, 3, 3, 2, 3, 2, 2, 3, 2, 2, 2, 2, 2, 3] 
dagG23.txt 3_2x2.txt True 0.3836734693877551 0.5 295.5 [0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 3, 0, 0, 1, 3, 3, 2, 0, 1, 3, 2, 0, 1, 2, 2, 3, 3, 2, 3, 0, 3, 1, 3, 3, 0, 3, 2, 3, 2, 3, 3, 2, 2, 2, 2, 3, 3, 2, 3, 3, 2, 3, 2, 2, 3, 2, 2, 2, 2, 2, 3] 
dagG23.txt 3_2x2.txt True 0.3836734693877551 0.6 295.5 [0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 3, 0, 0, 1, 3, 3, 2, 0, 1, 3, 2, 0, 1, 2, 2, 3, 3, 2, 3, 0, 3, 1, 3, 3, 0, 3, 2, 3, 2, 3, 3, 2, 2, 2, 2, 3, 3, 2, 3, 3, 2, 3, 2, 2, 3, 2, 2, 2, 2, 2, 3] 
dagG23.txt 3_2x2.txt True 0.3836734693877551 0.7 295.5 [0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 3, 0, 0, 1, 3, 3, 2, 0, 1, 3, 2, 0, 1, 2, 2, 3, 3, 2, 3, 0, 3, 1, 3, 3, 0, 3, 2, 3, 2, 3, 3, 2, 2, 2, 2, 3, 3, 2, 3, 3, 2, 3, 2, 2, 3, 2, 2, 2, 2, 2, 3] 
dagG23.txt 3_2x2.txt True 0.3836734693877551 1 295.5 [0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 3, 0, 0, 1, 3, 3, 2, 0, 1, 3, 2, 0, 1, 2, 2, 3, 3, 2, 3, 0, 3, 1, 3, 3, 0, 3, 2, 3, 2, 3, 3, 2, 2, 2, 2, 3, 3, 2, 3, 3, 2, 3, 2, 2, 3, 2, 2, 2, 2, 2, 3] 
dagG23.txt 3_2x1.txt True 0.0326530612244898 0.07 1121.0 [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1] 
dagG23.txt 3_2x1.txt True 0.0326530612244898 0.1 1121.0 [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1] 
dagG23.txt 3_2x1.txt True 0.14285714285714285 0.15 774.5 [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0] 
dagG23.txt 3_2x1.txt True 0.16326530612244897 0.2 584.0 [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1] 
dagG23.txt 3_2x1.txt True 0.16326530612244897 0.3 584.0 [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1] 
