dag28.txt 3_2x4.txt True 0.0 0.04 2118997.3333333335 [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
dag28.txt 3_2x4.txt True 0.047058823529411764 0.06 1966080.0 [0, 4, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 4, 4, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
dag28.txt 3_2x4.txt True 0.047058823529411764 0.08 1966080.0 [0, 4, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 4, 4, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
dag28.txt 3_2x4.txt True 0.09411764705882353 0.1 1627477.3333333333 [0, 2, 4, 0, 2, 4, 0, 2, 0, 0, 0, 0, 4, 0, 2, 0, 0, 0, 2, 2, 0, 0, 0, 2, 4, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2] 
dag28.txt 3_2x4.txt True 0.09411764705882353 0.12 1627477.3333333333 [0, 2, 4, 0, 2, 4, 0, 2, 0, 0, 0, 0, 4, 0, 2, 0, 0, 0, 2, 2, 0, 0, 0, 2, 4, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2] 
dag28.txt 3_2x4.txt True 0.12941176470588237 0.14 1490944.0 [0, 2, 4, 0, 2, 4, 6, 2, 0, 0, 6, 6, 4, 0, 2, 0, 0, 0, 2, 2, 0, 0, 0, 2, 4, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 2, 2, 2, 2, 2] 
dag28.txt 3_2x4.txt True 0.1411764705882353 0.16 1190570.6666666667 [0, 2, 4, 0, 2, 4, 6, 2, 0, 0, 6, 0, 4, 0, 2, 0, 0, 0, 2, 2, 0, 0, 0, 2, 4, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 2, 2, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2] 
dag28.txt 3_2x4.txt True 0.1411764705882353 0.18 1190570.6666666667 [0, 2, 4, 0, 2, 4, 6, 2, 0, 0, 6, 0, 4, 0, 2, 0, 0, 0, 2, 2, 0, 0, 0, 2, 4, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 2, 2, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2] 
dag28.txt 3_2x4.txt True 0.1411764705882353 0.2 1190570.6666666667 [0, 2, 4, 0, 2, 4, 6, 2, 0, 0, 6, 0, 4, 0, 2, 0, 0, 0, 2, 2, 0, 0, 0, 2, 4, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 2, 2, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2] 
dag28.txt 3_2x4.txt True 0.24705882352941178 0.25 1032192.0 [0, 2, 1, 6, 2, 1, 4, 2, 0, 4, 4, 4, 1, 4, 2, 0, 4, 4, 2, 2, 0, 0, 4, 2, 4, 4, 4, 4, 0, 4, 2, 4, 5, 0, 0, 6, 0, 0, 6, 6, 0, 0, 4, 0, 5, 3, 0, 3, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2] 
dag28.txt 3_2x4.txt True 0.29411764705882354 0.3 726357.3333333334 [0, 6, 4, 4, 6, 4, 7, 6, 0, 1, 7, 7, 4, 4, 6, 0, 1, 1, 6, 6, 0, 0, 1, 6, 4, 4, 1, 1, 0, 0, 2, 0, 1, 0, 2, 5, 2, 2, 5, 5, 0, 2, 4, 2, 1, 4, 3, 4, 2, 3, 2, 2, 6, 3, 6, 3, 3, 3] 
dag28.txt 3_2x4.txt True 0.32941176470588235 0.35 529749.3333333334 [2, 7, 5, 5, 7, 5, 2, 7, 0, 3, 2, 2, 5, 5, 7, 0, 3, 3, 7, 7, 0, 0, 3, 1, 3, 3, 3, 3, 0, 2, 7, 0, 6, 0, 4, 6, 4, 4, 6, 6, 2, 4, 5, 4, 6, 6, 2, 6, 4, 2, 4, 4, 1, 1, 1, 1, 1, 1] 
dag28.txt 3_2x4.txt True 0.32941176470588235 0.4 529749.3333333334 [2, 7, 5, 5, 7, 5, 2, 7, 0, 3, 2, 2, 5, 5, 7, 0, 3, 3, 7, 7, 0, 0, 3, 1, 3, 3, 3, 3, 0, 2, 7, 0, 6, 0, 4, 6, 4, 4, 6, 6, 2, 4, 5, 4, 6, 6, 2, 6, 4, 2, 4, 4, 1, 1, 1, 1, 1, 1] 
dag28.txt 3_2x4.txt True 0.4470588235294118 0.45 546133.3333333334 [4, 5, 3, 3, 5, 3, 4, 5, 0, 7, 4, 4, 3, 3, 5, 0, 7, 7, 5, 5, 0, 0, 7, 2, 3, 6, 6, 6, 0, 1, 5, 6, 7, 0, 1, 7, 1, 1, 3, 0, 1, 1, 6, 1, 7, 4, 4, 6, 2, 4, 2, 2, 2, 2, 2, 2, 6, 6] 
dag28.txt 3_2x4.txt True 0.4470588235294118 0.5 546133.3333333334 [4, 5, 3, 3, 5, 3, 4, 5, 0, 7, 4, 4, 3, 3, 5, 0, 7, 7, 5, 5, 0, 0, 7, 2, 3, 6, 6, 6, 0, 1, 5, 6, 7, 0, 1, 7, 1, 1, 3, 0, 1, 1, 6, 1, 7, 4, 4, 6, 2, 4, 2, 2, 2, 2, 2, 2, 6, 6] 
