dag5.txt 3_2x4.txt True 0.0392156862745098 0.04 2250069.3333333335 [0, 2, 0, 0, 2, 0, 0, 0, 4, 2, 0, 4, 0, 0, 2, 0, 0, 4, 4, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
dag5.txt 3_2x4.txt True 0.0392156862745098 0.06 2250069.3333333335 [0, 2, 0, 0, 2, 0, 0, 0, 4, 2, 0, 4, 0, 0, 2, 0, 0, 4, 4, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
dag5.txt 3_2x4.txt True 0.0392156862745098 0.08 2250069.3333333335 [0, 2, 0, 0, 2, 0, 0, 0, 4, 2, 0, 4, 0, 0, 2, 0, 0, 4, 4, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
dag5.txt 3_2x4.txt True 0.0392156862745098 0.1 2250069.3333333335 [0, 2, 0, 0, 2, 0, 0, 0, 4, 2, 0, 4, 0, 0, 2, 0, 0, 4, 4, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
dag5.txt 3_2x4.txt True 0.0392156862745098 0.12 2250069.3333333335 [0, 2, 0, 0, 2, 0, 0, 0, 4, 2, 0, 4, 0, 0, 2, 0, 0, 4, 4, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
dag5.txt 3_2x4.txt True 0.13725490196078433 0.14 1589248.0 [0, 4, 0, 0, 4, 2, 0, 0, 2, 4, 2, 2, 0, 2, 4, 2, 0, 2, 2, 0, 0, 0, 0, 4, 4, 0, 4, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
dag5.txt 3_2x4.txt True 0.13725490196078433 0.16 1589248.0 [0, 4, 0, 0, 4, 2, 0, 0, 2, 4, 2, 2, 0, 2, 4, 2, 0, 2, 2, 0, 0, 0, 0, 4, 4, 0, 4, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
dag5.txt 3_2x4.txt True 0.17647058823529413 0.18 1092266.6666666667 [2, 4, 2, 0, 6, 4, 0, 2, 1, 6, 0, 0, 2, 0, 6, 4, 2, 0, 1, 0, 2, 0, 2, 4, 6, 0, 0, 4, 0, 2, 0, 2, 2, 2, 2, 0, 0, 2, 2, 2, 0, 2, 2, 0, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 2, 0, 2, 2, 2, 2, 0, 0, 2, 0] 
dag5.txt 3_2x4.txt True 0.17647058823529413 0.2 1092266.6666666667 [2, 4, 2, 0, 6, 4, 0, 2, 1, 6, 0, 0, 2, 0, 6, 4, 2, 0, 1, 0, 2, 0, 2, 4, 6, 0, 0, 4, 0, 2, 0, 2, 2, 2, 2, 0, 0, 2, 2, 2, 0, 2, 2, 0, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 2, 0, 2, 2, 2, 2, 0, 0, 2, 0] 
dag5.txt 3_2x4.txt True 0.21568627450980393 0.25 912042.6666666666 [0, 6, 0, 2, 6, 2, 2, 0, 2, 6, 2, 2, 0, 2, 6, 2, 0, 2, 2, 2, 2, 2, 2, 6, 6, 2, 2, 2, 2, 0, 2, 0, 0, 2, 2, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 2, 1, 2, 4, 4, 4, 3, 3, 0, 0, 4, 4, 0, 4, 0, 0, 0, 0, 1, 4, 0, 4] 
