dag9.txt 3_2x4.txt True 0.014814814814814815 0.04 3025578.6666666665 [0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
dag9.txt 3_2x4.txt True 0.05925925925925926 0.06 2730666.6666666665 [0, 0, 4, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 4, 0, 0, 0, 2, 2, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
dag9.txt 3_2x4.txt True 0.05925925925925926 0.08 2730666.6666666665 [0, 0, 4, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 4, 0, 0, 0, 2, 2, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
dag9.txt 3_2x4.txt True 0.05925925925925926 0.1 2730666.6666666665 [0, 0, 4, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 4, 0, 0, 0, 2, 2, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
dag9.txt 3_2x4.txt True 0.05925925925925926 0.12 2730666.6666666665 [0, 0, 4, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 4, 0, 0, 0, 2, 2, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
dag9.txt 3_2x4.txt True 0.05925925925925926 0.14 2730666.6666666665 [0, 0, 4, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 4, 0, 0, 0, 2, 2, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
dag9.txt 3_2x4.txt True 0.15555555555555556 0.16 1818624.0 [0, 0, 4, 2, 0, 0, 1, 0, 6, 2, 6, 0, 0, 4, 0, 0, 0, 0, 0, 6, 1, 0, 2, 0, 0, 0, 4, 2, 0, 0, 0, 2, 2, 2, 4, 2, 2, 2, 0, 2, 2, 2, 0, 2, 2, 2, 0, 2, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0] 
dag9.txt 3_2x4.txt True 0.15555555555555556 0.18 1818624.0 [0, 0, 4, 2, 0, 0, 1, 0, 6, 2, 6, 0, 0, 4, 0, 0, 0, 0, 0, 6, 1, 0, 2, 0, 0, 0, 4, 2, 0, 0, 0, 2, 2, 2, 4, 2, 2, 2, 0, 2, 2, 2, 0, 2, 2, 2, 0, 2, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0] 
dag9.txt 3_2x4.txt True 0.15555555555555556 0.2 1818624.0 [0, 0, 4, 2, 0, 0, 1, 0, 6, 2, 6, 0, 0, 4, 0, 0, 0, 0, 0, 6, 1, 0, 2, 0, 0, 0, 4, 2, 0, 0, 0, 2, 2, 2, 4, 2, 2, 2, 0, 2, 2, 2, 0, 2, 2, 2, 0, 2, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0] 
dag9.txt 3_2x4.txt True 0.24444444444444444 0.25 961194.6666666666 [3, 0, 4, 0, 3, 7, 0, 2, 0, 1, 0, 2, 2, 4, 2, 0, 2, 0, 2, 0, 0, 3, 0, 7, 0, 5, 4, 0, 5, 0, 2, 1, 0, 1, 4, 4, 0, 1, 0, 0, 4, 0, 0, 0, 0, 0, 2, 0, 2, 2, 4, 2, 0, 0, 2, 2, 2, 4, 2, 4, 2, 2, 2, 2, 0, 0, 0, 0, 2, 2, 0, 2, 3, 3, 0, 0, 4, 3, 2, 6, 1, 6, 3, 6, 6, 6, 2, 2, 6, 6] 
